Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,TASMBB,Game Score,Team Indicator,Play,Period
16:23,,38,,46 (+8),"GOOD JUMPER by ATKINSON,QUINN",TASMBB 38-46 (+8),,"GOOD JUMPER by ATKINSON,QUINN",2
16:09,"GOOD 3PTR by LAWRENCE,CHRIS",41,,46 (+5),,OUM 41-46 (+5),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,"ASSIST  by EDWARDS,JUSTIN",,,,,,,"ASSIST  by EDWARDS,JUSTIN",2
15:59,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
15:58,"STEAL  by LAWRENCE,CHRIS",,,,,,,"STEAL  by LAWRENCE,CHRIS",2
15:56,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
15:56,"GOOD FT by LAWRENCE,CHRIS",42,,46 (+4),,OUM 42-46 (+4),,"GOOD FT by LAWRENCE,CHRIS",2
15:56,"GOOD FT by LAWRENCE,CHRIS",43,,46 (+3),,OUM 43-46 (+3),,"GOOD FT by LAWRENCE,CHRIS",2
15:56,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
15:56,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
15:56,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
15:56,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
15:56,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
15:53,,43,,49 (+6),"GOOD 3PTR by ROBERTSON,MARC",TASMBB 43-49 (+6),,"GOOD 3PTR by ROBERTSON,MARC",2
15:45,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
15:36,,43,,51 (+8),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",TASMBB 43-51 (+8),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
15:15,"MISS LAYUP by SMITH,CONNOR",,,,,,,"MISS LAYUP by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
14:54,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
--,"REBOUND DEF by EDWARDS,JUSTIN",,,,,,,"REBOUND DEF by EDWARDS,JUSTIN",2
14:26,"FOUL  by ROMAGUERA,COLE",,,,,,,"FOUL  by ROMAGUERA,COLE",2
14:24,"TURNOVER  by ROMAGUERA,COLE",,,,,,,"TURNOVER  by ROMAGUERA,COLE",2
14:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:59,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:56,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
13:56,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
13:56,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
13:46,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
13:46,,,,,"SUB IN by MASON,ROBERT WADE",,,"SUB IN by MASON,ROBERT WADE",2
13:46,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
13:33,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
13:33,"GOOD FT by ROMAGUERA,COLE",44,,51 (+7),,OUM 44-51 (+7),,"GOOD FT by ROMAGUERA,COLE",2
13:33,"MISS FT by ROMAGUERA,COLE",,,,,,,"MISS FT by ROMAGUERA,COLE",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
13:33,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
13:33,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
13:33,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
13:33,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
13:33,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
13:33,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
13:09,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND OFF by ATKINSON,QUINN",,,"REBOUND OFF by ATKINSON,QUINN",2
13:04,,44,,53 (+9),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",TASMBB 44-53 (+9),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
12:41,"TURNOVER  by ANDINO,GEORGE",,,,,,,"TURNOVER  by ANDINO,GEORGE",2
12:41,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
12:41,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
12:41,"SUB OUT by HUFFMAN,DEVIN",,,,,,,"SUB OUT by HUFFMAN,DEVIN",2
12:41,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
12:21,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
12:12,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
12:12,,,,,"MISS FT by MASON,ROBERT WADE",,,"MISS FT by MASON,ROBERT WADE",2
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",2
11:57,"MISS LAYUP by LAWRENCE,CHRIS",,,,,,,"MISS LAYUP by LAWRENCE,CHRIS",2
11:57,,,,,"BLOCK  by GERCHOW,ALEX",,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
11:35,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
11:35,,44,,54 (+10),"GOOD FT by ATKINSON,QUINN",TASMBB 44-54 (+10),,"GOOD FT by ATKINSON,QUINN",2
11:35,,44,,55 (+11),"GOOD FT by ATKINSON,QUINN",TASMBB 44-55 (+11),,"GOOD FT by ATKINSON,QUINN",2
11:35,"SUB IN by BRITVAR,STEFAN",,,,,,,"SUB IN by BRITVAR,STEFAN",2
11:35,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
11:35,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
11:35,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
11:21,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",46,,55 (+9),,OUM 46-55 (+9),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
10:55,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND DEF by BRITVAR,STEFAN",,,,,,,"REBOUND DEF by BRITVAR,STEFAN",2
10:44,"MISS 3PTR by HUFFMAN,DEVIN",,,,,,,"MISS 3PTR by HUFFMAN,DEVIN",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
10:20,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
09:57,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
09:50,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
09:41,,46,,57 (+11),"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",TASMBB 46-57 (+11),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
09:30,"TURNOVER  by ANDINO,GEORGE",,,,,,,"TURNOVER  by ANDINO,GEORGE",2
09:29,,,,,"STEAL  by ATKINSON,QUINN",,,"STEAL  by ATKINSON,QUINN",2
09:26,,46,,59 (+13),"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",TASMBB 46-59 (+13),,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",2
09:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:20,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
09:20,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
09:02,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
09:02,"MISS FT by HUFFMAN,DEVIN",,,,,,,"MISS FT by HUFFMAN,DEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:02,"GOOD FT by HUFFMAN,DEVIN",47,,59 (+12),,OUM 47-59 (+12),,"GOOD FT by HUFFMAN,DEVIN",2
09:02,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
09:02,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
09:02,"SUB OUT by BRITVAR,STEFAN",,,,,,,"SUB OUT by BRITVAR,STEFAN",2
09:02,"SUB OUT by HUFFMAN,DEVIN",,,,,,,"SUB OUT by HUFFMAN,DEVIN",2
08:55,,47,,61 (+14),"GOOD LAYUP by SPENCE,JACOB(in the paint)",TASMBB 47-61 (+14),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
08:43,,,,,"FOUL  by MASON,ROBERT WADE",,,"FOUL  by MASON,ROBERT WADE",2
08:43,"GOOD FT by EDWARDS,JUSTIN",48,,61 (+13),,OUM 48-61 (+13),,"GOOD FT by EDWARDS,JUSTIN",2
08:43,"MISS FT by EDWARDS,JUSTIN",,,,,,,"MISS FT by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by SPENCE,JACOB",,,"REBOUND DEF by SPENCE,JACOB",2
08:43,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
08:43,,,,,"SUB OUT by MASON,ROBERT WADE",,,"SUB OUT by MASON,ROBERT WADE",2
08:28,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:02,"TURNOVER  by ANDINO,GEORGE",,,,,,,"TURNOVER  by ANDINO,GEORGE",2
08:00,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
07:39,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
07:18,"GOOD JUMPER by EDWARDS,JUSTIN(in the paint)",50,,61 (+11),,OUM 50-61 (+11),,"GOOD JUMPER by EDWARDS,JUSTIN(in the paint)",2
07:18,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
07:18,"GOOD FT by EDWARDS,JUSTIN",51,,61 (+10),,OUM 51-61 (+10),,"GOOD FT by EDWARDS,JUSTIN",2
07:00,,,,,"MISS 3PTR by JONES,BLAKE",,,"MISS 3PTR by JONES,BLAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:57,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
06:57,"MISS FT by SMITH,CONNOR",,,,,,,"MISS FT by SMITH,CONNOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:57,"GOOD FT by SMITH,CONNOR",52,,61 (+9),,OUM 52-61 (+9),,"GOOD FT by SMITH,CONNOR",2
06:57,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
06:57,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
06:24,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",2
06:14,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
06:05,"FOUL  by ANDINO,GEORGE",,,,,,,"FOUL  by ANDINO,GEORGE",2
06:05,,52,,62 (+10),"GOOD FT by GERCHOW,ALEX",TASMBB 52-62 (+10),,"GOOD FT by GERCHOW,ALEX",2
06:05,,52,,63 (+11),"GOOD FT by GERCHOW,ALEX",TASMBB 52-63 (+11),,"GOOD FT by GERCHOW,ALEX",2
06:05,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
06:05,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
05:59,"MISS LAYUP by SMITH,CONNOR",,,,,,,"MISS LAYUP by SMITH,CONNOR",2
05:59,,,,,"BLOCK  by GERCHOW,ALEX",,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
05:35,,52,,65 (+13),"GOOD LAYUP by GERCHOW,ALEX(in the paint)",TASMBB 52-65 (+13),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
05:18,"GOOD LAYUP by ROMAGUERA,COLE(in the paint)",54,,65 (+11),,OUM 54-65 (+11),,"GOOD LAYUP by ROMAGUERA,COLE(in the paint)",2
04:50,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
04:43,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
04:19,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
04:17,"STEAL  by ANDINO,GEORGE",,,,,,,"STEAL  by ANDINO,GEORGE",2
03:58,"TURNOVER  by ANDINO,GEORGE",,,,,,,"TURNOVER  by ANDINO,GEORGE",2
03:54,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
03:54,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
03:28,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
03:28,"BLOCK  by INUNGU,TOM",,,,,,,"BLOCK  by INUNGU,TOM",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
03:09,"MISS LAYUP by EDWARDS,JUSTIN",,,,,,,"MISS LAYUP by EDWARDS,JUSTIN",2
--,"REBOUND OFF by SMITH,CONNOR",,,,,,,"REBOUND OFF by SMITH,CONNOR",2
03:09,"GOOD LAYUP by SMITH,CONNOR(in the paint)",56,,65 (+9),,OUM 56-65 (+9),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
03:09,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
03:09,"MISS FT by SMITH,CONNOR",,,,,,,"MISS FT by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
03:09,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
03:09,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
02:50,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
02:50,,56,,66 (+10),"GOOD FT by GERCHOW,ALEX",TASMBB 56-66 (+10),,"GOOD FT by GERCHOW,ALEX",2
02:50,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:50,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
02:50,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
02:37,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
02:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:27,"SUB IN by BRITVAR,STEFAN",,,,,,,"SUB IN by BRITVAR,STEFAN",2
02:27,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
02:16,,56,,68 (+12),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",TASMBB 56-68 (+12),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
02:15,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
02:15,,56,,69 (+13),"GOOD FT by ATKINSON,QUINN",TASMBB 56-69 (+13),,"GOOD FT by ATKINSON,QUINN",2
01:45,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
01:45,"GOOD FT by SMITH,CONNOR",57,,69 (+12),,OUM 57-69 (+12),,"GOOD FT by SMITH,CONNOR",2
01:45,"GOOD FT by SMITH,CONNOR",58,,69 (+11),,OUM 58-69 (+11),,"GOOD FT by SMITH,CONNOR",2
01:45,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
01:45,"SUB OUT by BRITVAR,STEFAN",,,,,,,"SUB OUT by BRITVAR,STEFAN",2
01:45,,,,,"SUB IN by MASON,ROBERT WADE",,,"SUB IN by MASON,ROBERT WADE",2
01:45,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
01:42,,,,,"TURNOVER  by MASON,ROBERT WADE",,,"TURNOVER  by MASON,ROBERT WADE",2
01:29,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
00:58,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,"REBOUND DEF by HUFFMAN,DEVIN",,,,,,,"REBOUND DEF by HUFFMAN,DEVIN",2
00:51,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",60,,69 (+9),,OUM 60-69 (+9),,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",2
00:51,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
00:51,"GOOD FT by LAWRENCE,CHRIS",61,,69 (+8),,OUM 61-69 (+8),,"GOOD FT by LAWRENCE,CHRIS",2
00:49,,61,,71 (+10),"GOOD LAYUP by ROBERTSON,MARC(in the paint)",TASMBB 61-71 (+10),,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
00:38,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by MASON,ROBERT WADE",,,"REBOUND DEF by MASON,ROBERT WADE",2
00:30,"FOUL  by HUFFMAN,DEVIN",,,,,,,"FOUL  by HUFFMAN,DEVIN",2
00:30,,61,,72 (+11),"GOOD FT by JONES,BLAKE",TASMBB 61-72 (+11),,"GOOD FT by JONES,BLAKE",2
00:30,,61,,73 (+12),"GOOD FT by JONES,BLAKE",TASMBB 61-73 (+12),,"GOOD FT by JONES,BLAKE",2
00:29,"MISS LAYUP by LAWRENCE,CHRIS",,,,,,,"MISS LAYUP by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
00:25,"FOUL  by HUFFMAN,DEVIN",,,,,,,"FOUL  by HUFFMAN,DEVIN",2
00:25,,61,,74 (+13),"GOOD FT by ROBERTSON,MARC",TASMBB 61-74 (+13),,"GOOD FT by ROBERTSON,MARC",2
00:25,,61,,75 (+14),"GOOD FT by ROBERTSON,MARC",TASMBB 61-75 (+14),,"GOOD FT by ROBERTSON,MARC",2
00:25,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
00:25,"SUB IN by MCGRATH,JOSH",,,,,,,"SUB IN by MCGRATH,JOSH",2
00:25,"SUB OUT by HUFFMAN,DEVIN",,,,,,,"SUB OUT by HUFFMAN,DEVIN",2
00:25,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
00:21,"TURNOVER  by EDWARDS,JUSTIN",,,,,,,"TURNOVER  by EDWARDS,JUSTIN",2
00:18,"SUB IN by BOURDAGE,TAYLOR",,,,,,,"SUB IN by BOURDAGE,TAYLOR",2
00:18,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
00:15,"FOUL  by BOURDAGE,TAYLOR",,,,,,,"FOUL  by BOURDAGE,TAYLOR",2
00:15,,61,,76 (+15),"GOOD FT by JONES,BLAKE",TASMBB 61-76 (+15),,"GOOD FT by JONES,BLAKE",2
00:15,,,,,"MISS FT by JONES,BLAKE",,,"MISS FT by JONES,BLAKE",2
--,"REBOUND DEF by MCGRATH,JOSH",,,,,,,"REBOUND DEF by MCGRATH,JOSH",2
00:11,"MISS 3PTR by EDWARDS,JUSTIN",,,,,,,"MISS 3PTR by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by MASON,ROBERT WADE",,,"REBOUND DEF by MASON,ROBERT WADE",2
