Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,WCMBK,Game Score,Team Indicator,Play,Period
00:31,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",29,,37 (+8),,MILLMBB 29-37 (-8),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",1
00:29,,,,,"FOUL  by JACOBS-JONES,CEDRIC",,,"FOUL  by JACOBS-JONES,CEDRIC",1
00:27,,,,,"SUB IN by MCDONALD,CHRISTIAN",,,"SUB IN by MCDONALD,CHRISTIAN",1
00:27,,,,,"SUB IN by CHIRCU,PHILIP",,,"SUB IN by CHIRCU,PHILIP",1
00:27,,,,,"SUB OUT by HEWITT,JOEY",,,"SUB OUT by HEWITT,JOEY",1
00:27,,,,,"SUB OUT by STEWART,JACK",,,"SUB OUT by STEWART,JACK",1
00:22,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:08,,,,,"MISS JUMPER by HOWELL,TIM",,,"MISS JUMPER by HOWELL,TIM",1
--,,,,,"REBOUND OFF by MARTIN,EVAN",,,"REBOUND OFF by MARTIN,EVAN",1
00:00,,29,,39 (+10),"GOOD JUMPER by MARTIN,EVAN(in the paint)",WCMBK 29-39 (-10),,"GOOD JUMPER by MARTIN,EVAN(in the paint)",1
19:47,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
19:26,,,,,"MISS LAYUP by MARTIN,EVAN",,,"MISS LAYUP by MARTIN,EVAN",2
--,,,,,"REBOUND OFF by CHIRCU,PHILIP",,,"REBOUND OFF by CHIRCU,PHILIP",2
19:15,,,,,"MISS 3PTR by HOWELL,TIM",,,"MISS 3PTR by HOWELL,TIM",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
19:12,,,,,"FOUL  by MCDONALD,CHRISTIAN",,,"FOUL  by MCDONALD,CHRISTIAN",2
18:45,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by CHIRCU,PHILIP",,,"REBOUND DEF by CHIRCU,PHILIP",2
18:39,,,,,"MISS JUMPER by HOWELL,TIM",,,"MISS JUMPER by HOWELL,TIM",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
18:17,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",31,,39 (+8),,MILLMBB 31-39 (-8),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
18:17,,,,,"FOUL  by BUTLER,AUSTIN",,,"FOUL  by BUTLER,AUSTIN",2
18:17,"GOOD FT by GAGEN,BRENNAN",32,,39 (+7),,MILLMBB 32-39 (-7),,"GOOD FT by GAGEN,BRENNAN",2
18:03,,,,,"MISS LAYUP by MARTIN,EVAN",,,"MISS LAYUP by MARTIN,EVAN",2
--,,,,,"REBOUND OFF by HOWELL,TIM",,,"REBOUND OFF by HOWELL,TIM",2
18:00,,32,,41 (+9),"GOOD JUMPER by HOWELL,TIM(in the paint)",WCMBK 32-41 (-9),,"GOOD JUMPER by HOWELL,TIM(in the paint)",2
17:50,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
17:49,,,,,"STEAL  by BUTLER,AUSTIN",,,"STEAL  by BUTLER,AUSTIN",2
17:44,,32,,44 (+12),"GOOD 3PTR by MCDONALD,CHRISTIAN",WCMBK 32-44 (-12),,"GOOD 3PTR by MCDONALD,CHRISTIAN",2
--,,,,,"ASSIST  by CHIRCU,PHILIP",,,"ASSIST  by CHIRCU,PHILIP",2
17:29,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
17:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:29,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
17:29,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
17:29,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
17:29,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
17:29,,,,,"SUB IN by JACOBS-JONES,CEDRIC",,,"SUB IN by JACOBS-JONES,CEDRIC",2
17:29,,,,,"SUB IN by WHITE,MONTEZ",,,"SUB IN by WHITE,MONTEZ",2
17:29,,,,,"SUB OUT by BUTLER,AUSTIN",,,"SUB OUT by BUTLER,AUSTIN",2
17:29,,,,,"SUB OUT by HOWELL,TIM",,,"SUB OUT by HOWELL,TIM",2
17:20,,,,,"MISS 3PTR by MCDONALD,CHRISTIAN",,,"MISS 3PTR by MCDONALD,CHRISTIAN",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
17:04,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
17:03,,,,,"STEAL  by JACOBS-JONES,CEDRIC",,,"STEAL  by JACOBS-JONES,CEDRIC",2
16:58,,,,,"MISS 3PTR by MCDONALD,CHRISTIAN",,,"MISS 3PTR by MCDONALD,CHRISTIAN",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
16:57,,,,,"FOUL  by CHIRCU,PHILIP",,,"FOUL  by CHIRCU,PHILIP",2
16:57,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
16:57,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
16:57,,,,,"SUB IN by HEWITT,JOEY",,,"SUB IN by HEWITT,JOEY",2
16:57,,,,,"SUB OUT by MCDONALD,CHRISTIAN",,,"SUB OUT by MCDONALD,CHRISTIAN",2
16:44,,,,,"FOUL  by MARTIN,EVAN",,,"FOUL  by MARTIN,EVAN",2
16:44,"GOOD FT by ATKINSON,QUINN",33,,44 (+11),,MILLMBB 33-44 (-11),,"GOOD FT by ATKINSON,QUINN",2
16:44,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:44,,,,,"SUB IN by WIGGINS,JOJO",,,"SUB IN by WIGGINS,JOJO",2
16:44,,,,,"SUB OUT by MARTIN,EVAN",,,"SUB OUT by MARTIN,EVAN",2
16:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
16:32,"MISS 3PTR by HANSTAD,RAJAN",,,,,,,"MISS 3PTR by HANSTAD,RAJAN",2
--,,,,,"REBOUND DEF by JACOBS-JONES,CEDRIC",,,"REBOUND DEF by JACOBS-JONES,CEDRIC",2
16:11,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
16:11,,,,,"MISS FT by HEWITT,JOEY",,,"MISS FT by HEWITT,JOEY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:11,,,,,"MISS FT by HEWITT,JOEY",,,"MISS FT by HEWITT,JOEY",2
--,,,,,"REBOUND OFF by WHITE,MONTEZ",,,"REBOUND OFF by WHITE,MONTEZ",2
16:09,,33,,46 (+13),"GOOD LAYUP by WHITE,MONTEZ(in the paint)",WCMBK 33-46 (-13),,"GOOD LAYUP by WHITE,MONTEZ(in the paint)",2
16:09,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
16:09,,33,,47 (+14),"GOOD FT by WHITE,MONTEZ",WCMBK 33-47 (-14),,"GOOD FT by WHITE,MONTEZ",2
16:09,,,,,"SUB IN by STEWART,JACK",,,"SUB IN by STEWART,JACK",2
16:09,,,,,"SUB OUT by CHIRCU,PHILIP",,,"SUB OUT by CHIRCU,PHILIP",2
15:42,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",35,,47 (+12),,MILLMBB 35-47 (-12),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
15:17,,,,,"MISS 3PTR by STEWART,JACK",,,"MISS 3PTR by STEWART,JACK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:16,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
15:16,,,,,"FOUL  by JACOBS-JONES,CEDRIC",,,"FOUL  by JACOBS-JONES,CEDRIC",2
15:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:16,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
15:16,"SUB IN by SPENCE,JACOB",,,,,,,"SUB IN by SPENCE,JACOB",2
15:16,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
15:16,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
15:16,,,,,"SUB IN by BUTLER,AUSTIN",,,"SUB IN by BUTLER,AUSTIN",2
15:16,,,,,"SUB OUT by JACOBS-JONES,CEDRIC",,,"SUB OUT by JACOBS-JONES,CEDRIC",2
15:11,,,,,"MISS 3PTR by HEWITT,JOEY",,,"MISS 3PTR by HEWITT,JOEY",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
14:54,"GOOD 3PTR by HANSTAD,RAJAN",38,,47 (+9),,MILLMBB 38-47 (-9),,"GOOD 3PTR by HANSTAD,RAJAN",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
14:40,,,,,"MISS 3PTR by HEWITT,JOEY",,,"MISS 3PTR by HEWITT,JOEY",2
--,"REBOUND DEF by SPENCE,JACOB",,,,,,,"REBOUND DEF by SPENCE,JACOB",2
14:34,"TURNOVER  by SPENCE,JACOB",,,,,,,"TURNOVER  by SPENCE,JACOB",2
14:34,,,,,"STEAL  by BUTLER,AUSTIN",,,"STEAL  by BUTLER,AUSTIN",2
14:34,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
14:34,,38,,48 (+10),"GOOD FT by HEWITT,JOEY",WCMBK 38-48 (-10),,"GOOD FT by HEWITT,JOEY",2
14:34,,38,,49 (+11),"GOOD FT by HEWITT,JOEY",WCMBK 38-49 (-11),,"GOOD FT by HEWITT,JOEY",2
14:34,,,,,"SUB IN by MCDONALD,CHRISTIAN",,,"SUB IN by MCDONALD,CHRISTIAN",2
14:34,,,,,"SUB IN by HOWELL,TIM",,,"SUB IN by HOWELL,TIM",2
14:34,,,,,"SUB OUT by HEWITT,JOEY",,,"SUB OUT by HEWITT,JOEY",2
14:34,,,,,"SUB OUT by WHITE,MONTEZ",,,"SUB OUT by WHITE,MONTEZ",2
14:22,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
14:21,,,,,"STEAL  by BUTLER,AUSTIN",,,"STEAL  by BUTLER,AUSTIN",2
14:20,,,,,"TURNOVER  by HOWELL,TIM",,,"TURNOVER  by HOWELL,TIM",2
14:19,"STEAL  by ATKINSON,QUINN",,,,,,,"STEAL  by ATKINSON,QUINN",2
14:00,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by STEWART,JACK",,,"REBOUND DEF by STEWART,JACK",2
13:49,,38,,52 (+14),"GOOD 3PTR by MCDONALD,CHRISTIAN",WCMBK 38-52 (-14),,"GOOD 3PTR by MCDONALD,CHRISTIAN",2
--,,,,,"ASSIST  by HOWELL,TIM",,,"ASSIST  by HOWELL,TIM",2
13:27,"TURNOVER  by HANSTAD,RAJAN",,,,,,,"TURNOVER  by HANSTAD,RAJAN",2
13:26,,,,,"STEAL  by MCDONALD,CHRISTIAN",,,"STEAL  by MCDONALD,CHRISTIAN",2
13:22,,38,,54 (+16),"GOOD LAYUP by STEWART,JACK(fastbreak)(in the paint)",WCMBK 38-54 (-16),,"GOOD LAYUP by STEWART,JACK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BUTLER,AUSTIN",,,"ASSIST  by BUTLER,AUSTIN",2
13:10,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
13:10,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
13:10,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
13:10,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
13:10,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
13:10,,,,,"SUB IN by MARTIN,EVAN",,,"SUB IN by MARTIN,EVAN",2
13:10,,,,,"SUB OUT by WIGGINS,JOJO",,,"SUB OUT by WIGGINS,JOJO",2
12:59,,38,,57 (+19),"GOOD 3PTR by MCDONALD,CHRISTIAN",WCMBK 38-57 (-19),,"GOOD 3PTR by MCDONALD,CHRISTIAN",2
--,,,,,"ASSIST  by BUTLER,AUSTIN",,,"ASSIST  by BUTLER,AUSTIN",2
12:46,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
12:44,,,,,"STEAL  by BUTLER,AUSTIN",,,"STEAL  by BUTLER,AUSTIN",2
12:41,,38,,60 (+22),"GOOD 3PTR by STEWART,JACK",WCMBK 38-60 (-22),,"GOOD 3PTR by STEWART,JACK",2
--,,,,,"ASSIST  by HOWELL,TIM",,,"ASSIST  by HOWELL,TIM",2
12:11,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
12:10,,,,,"STEAL  by BUTLER,AUSTIN",,,"STEAL  by BUTLER,AUSTIN",2
12:07,,,,,"TURNOVER  by BUTLER,AUSTIN",,,"TURNOVER  by BUTLER,AUSTIN",2
12:07,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
12:07,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
12:07,"SUB OUT by SPENCE,JACOB",,,,,,,"SUB OUT by SPENCE,JACOB",2
12:07,,,,,"SUB IN by KENNEY,JEFF",,,"SUB IN by KENNEY,JEFF",2
12:07,,,,,"SUB IN by WHITE,MONTEZ",,,"SUB IN by WHITE,MONTEZ",2
12:07,,,,,"SUB OUT by MCDONALD,CHRISTIAN",,,"SUB OUT by MCDONALD,CHRISTIAN",2
12:07,,,,,"SUB OUT by HOWELL,TIM",,,"SUB OUT by HOWELL,TIM",2
11:52,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
11:51,,,,,"STEAL  by BUTLER,AUSTIN",,,"STEAL  by BUTLER,AUSTIN",2
11:49,,38,,62 (+24),"GOOD LAYUP by BUTLER,AUSTIN(fastbreak)(in the paint)",WCMBK 38-62 (-24),,"GOOD LAYUP by BUTLER,AUSTIN(fastbreak)(in the paint)",2
11:37,,,,,"FOUL  by BUTLER,AUSTIN",,,"FOUL  by BUTLER,AUSTIN",2
11:37,,,,,"SUB IN by JACOBS-JONES,CEDRIC",,,"SUB IN by JACOBS-JONES,CEDRIC",2
11:37,,,,,"SUB OUT by BUTLER,AUSTIN",,,"SUB OUT by BUTLER,AUSTIN",2
11:25,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
11:10,,,,,"MISS JUMPER by WHITE,MONTEZ",,,"MISS JUMPER by WHITE,MONTEZ",2
--,,,,,"REBOUND OFF by WHITE,MONTEZ",,,"REBOUND OFF by WHITE,MONTEZ",2
10:57,,38,,65 (+27),"GOOD 3PTR by STEWART,JACK",WCMBK 38-65 (-27),,"GOOD 3PTR by STEWART,JACK",2
--,,,,,"ASSIST  by JACOBS-JONES,CEDRIC",,,"ASSIST  by JACOBS-JONES,CEDRIC",2
10:36,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
10:17,,,,,"MISS JUMPER by JACOBS-JONES,CEDRIC",,,"MISS JUMPER by JACOBS-JONES,CEDRIC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:15,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
10:15,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
10:15,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
10:15,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
10:13,,,,,"MISS 3PTR by STEWART,JACK",,,"MISS 3PTR by STEWART,JACK",2
--,,,,,"REBOUND OFF by MARTIN,EVAN",,,"REBOUND OFF by MARTIN,EVAN",2
10:09,,38,,67 (+29),"GOOD JUMPER by KENNEY,JEFF(in the paint)",WCMBK 38-67 (-29),,"GOOD JUMPER by KENNEY,JEFF(in the paint)",2
--,,,,,"ASSIST  by MARTIN,EVAN",,,"ASSIST  by MARTIN,EVAN",2
10:09,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
10:09,,38,,68 (+30),"GOOD FT by KENNEY,JEFF",WCMBK 38-68 (-30),,"GOOD FT by KENNEY,JEFF",2
10:09,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
10:09,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
10:09,,,,,"SUB IN by STEWART,RYAN",,,"SUB IN by STEWART,RYAN",2
10:09,,,,,"SUB OUT by MARTIN,EVAN",,,"SUB OUT by MARTIN,EVAN",2
09:43,"GOOD JUMPER by MASON,ROBERT WADE",40,,68 (+28),,MILLMBB 40-68 (-28),,"GOOD JUMPER by MASON,ROBERT WADE",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
09:33,,,,,"TURNOVER  by WHITE,MONTEZ",,,"TURNOVER  by WHITE,MONTEZ",2
09:33,,,,,"SUB IN by HEWITT,JOEY",,,"SUB IN by HEWITT,JOEY",2
09:33,,,,,"SUB OUT by WHITE,MONTEZ",,,"SUB OUT by WHITE,MONTEZ",2
09:32,"TURNOVER  by MASON,ROBERT WADE",,,,,,,"TURNOVER  by MASON,ROBERT WADE",2
09:24,,,,,"MISS JUMPER by KENNEY,JEFF",,,"MISS JUMPER by KENNEY,JEFF",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
09:22,,,,,"FOUL  by JACOBS-JONES,CEDRIC",,,"FOUL  by JACOBS-JONES,CEDRIC",2
09:22,"GOOD FT by JONES,BLAKE",41,,68 (+27),,MILLMBB 41-68 (-27),,"GOOD FT by JONES,BLAKE",2
09:22,"GOOD FT by JONES,BLAKE",42,,68 (+26),,MILLMBB 42-68 (-26),,"GOOD FT by JONES,BLAKE",2
09:22,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
09:22,"SUB IN by SPENCE,JACOB",,,,,,,"SUB IN by SPENCE,JACOB",2
09:22,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
09:22,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
08:58,,,,,"MISS 3PTR by HEWITT,JOEY",,,"MISS 3PTR by HEWITT,JOEY",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
08:37,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND OFF by SPENCE,JACOB",,,,,,,"REBOUND OFF by SPENCE,JACOB",2
08:29,"MISS JUMPER by SPENCE,JACOB",,,,,,,"MISS JUMPER by SPENCE,JACOB",2
--,,,,,"REBOUND DEF by JACOBS-JONES,CEDRIC",,,"REBOUND DEF by JACOBS-JONES,CEDRIC",2
08:29,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
08:29,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
08:29,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",2
08:29,,,,,"MISS FT by JACOBS-JONES,CEDRIC",,,"MISS FT by JACOBS-JONES,CEDRIC",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
08:29,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
08:29,"SUB OUT by SPENCE,JACOB",,,,,,,"SUB OUT by SPENCE,JACOB",2
08:08,"MISS JUMPER by HANSTAD,RAJAN",,,,,,,"MISS JUMPER by HANSTAD,RAJAN",2
--,,,,,"REBOUND DEF by STEWART,JACK",,,"REBOUND DEF by STEWART,JACK",2
07:49,,42,,71 (+29),"GOOD 3PTR by STEWART,JACK",WCMBK 42-71 (-29),,"GOOD 3PTR by STEWART,JACK",2
--,,,,,"ASSIST  by KENNEY,JEFF",,,"ASSIST  by KENNEY,JEFF",2
07:36,,,,,"FOUL  by JACOBS-JONES,CEDRIC",,,"FOUL  by JACOBS-JONES,CEDRIC",2
07:36,"GOOD FT by MANCUSO,LOGAN",43,,71 (+28),,MILLMBB 43-71 (-28),,"GOOD FT by MANCUSO,LOGAN",2
07:36,"GOOD FT by MANCUSO,LOGAN",44,,71 (+27),,MILLMBB 44-71 (-27),,"GOOD FT by MANCUSO,LOGAN",2
07:36,,,,,"SUB IN by WIGGINS,JOJO",,,"SUB IN by WIGGINS,JOJO",2
07:36,,,,,"SUB OUT by JACOBS-JONES,CEDRIC",,,"SUB OUT by JACOBS-JONES,CEDRIC",2
07:28,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
07:28,,44,,72 (+28),"GOOD FT by HEWITT,JOEY",WCMBK 44-72 (-28),,"GOOD FT by HEWITT,JOEY",2
07:28,,44,,73 (+29),"GOOD FT by HEWITT,JOEY",WCMBK 44-73 (-29),,"GOOD FT by HEWITT,JOEY",2
06:55,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",46,,73 (+27),,MILLMBB 46-73 (-27),,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
06:34,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
06:34,,46,,74 (+28),"GOOD FT by KENNEY,JEFF",WCMBK 46-74 (-28),,"GOOD FT by KENNEY,JEFF",2
06:34,,46,,75 (+29),"GOOD FT by KENNEY,JEFF",WCMBK 46-75 (-29),,"GOOD FT by KENNEY,JEFF",2
06:34,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
06:34,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
06:34,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
06:34,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
06:34,,,,,"SUB IN by WHITE,MONTEZ",,,"SUB IN by WHITE,MONTEZ",2
06:34,,,,,"SUB OUT by WIGGINS,JOJO",,,"SUB OUT by WIGGINS,JOJO",2
06:18,"MISS JUMPER by MCSWAIN,JOSHUA",,,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"REBOUND DEF by HEWITT,JOEY",,,"REBOUND DEF by HEWITT,JOEY",2
06:08,,,,,"MISS JUMPER by WHITE,MONTEZ",,,"MISS JUMPER by WHITE,MONTEZ",2
--,,,,,"REBOUND OFF by HEWITT,JOEY",,,"REBOUND OFF by HEWITT,JOEY",2
05:56,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",2
05:56,,46,,76 (+30),"GOOD FT by STEWART,RYAN",WCMBK 46-76 (-30),,"GOOD FT by STEWART,RYAN",2
05:56,,,,,"MISS FT by STEWART,RYAN",,,"MISS FT by STEWART,RYAN",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
05:40,"MISS JUMPER by MCSWAIN,JOSHUA",,,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"REBOUND DEF by STEWART,RYAN",,,"REBOUND DEF by STEWART,RYAN",2
05:21,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",2
05:21,,46,,77 (+31),"GOOD FT by WHITE,MONTEZ",WCMBK 46-77 (-31),,"GOOD FT by WHITE,MONTEZ",2
05:21,,46,,78 (+32),"GOOD FT by WHITE,MONTEZ",WCMBK 46-78 (-32),,"GOOD FT by WHITE,MONTEZ",2
05:03,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND DEF by STEWART,RYAN",,,"REBOUND DEF by STEWART,RYAN",2
04:50,,46,,80 (+34),"GOOD LAYUP by HEWITT,JOEY(in the paint)",WCMBK 46-80 (-34),,"GOOD LAYUP by HEWITT,JOEY(in the paint)",2
04:38,"MISS 3PTR by MASON,ROBERT WADE",,,,,,,"MISS 3PTR by MASON,ROBERT WADE",2
--,,,,,"REBOUND DEF by KENNEY,JEFF",,,"REBOUND DEF by KENNEY,JEFF",2
04:30,,46,,82 (+36),"GOOD JUMPER by STEWART,RYAN(in the paint)",WCMBK 46-82 (-36),,"GOOD JUMPER by STEWART,RYAN(in the paint)",2
--,,,,,"ASSIST  by WHITE,MONTEZ",,,"ASSIST  by WHITE,MONTEZ",2
04:06,"GOOD 3PTR by JONES,BLAKE",49,,82 (+33),,MILLMBB 49-82 (-33),,"GOOD 3PTR by JONES,BLAKE",2
--,"ASSIST  by HANSTAD,RAJAN",,,,,,,"ASSIST  by HANSTAD,RAJAN",2
03:47,,,,,"MISS 3PTR by KENNEY,JEFF",,,"MISS 3PTR by KENNEY,JEFF",2
--,"REBOUND DEF by HANSTAD,RAJAN",,,,,,,"REBOUND DEF by HANSTAD,RAJAN",2
03:36,,,,,"FOUL  by KENNEY,JEFF",,,"FOUL  by KENNEY,JEFF",2
03:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:36,"GOOD FT by ROBERTSON,MARC",50,,82 (+32),,MILLMBB 50-82 (-32),,"GOOD FT by ROBERTSON,MARC",2
03:36,"GOOD FT by ROBERTSON,MARC",51,,82 (+31),,MILLMBB 51-82 (-31),,"GOOD FT by ROBERTSON,MARC",2
03:36,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
03:36,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
03:36,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
03:36,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
03:22,,,,,"MISS JUMPER by STEWART,RYAN",,,"MISS JUMPER by STEWART,RYAN",2
