Time Remaining,PCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
06:19,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:19,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
06:19,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
06:10,"TURNOVER  by ALSTON,ELIJAH",,,,,,,"TURNOVER  by ALSTON,ELIJAH",2
05:59,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by EVANS,ANDREW",,,"REBOUND OFF by EVANS,ANDREW",2
05:55,,,,,"TURNOVER  by EVANS,ANDREW",,,"TURNOVER  by EVANS,ANDREW",2
05:54,"STEAL  by ALSTON,ELIJAH",,,,,,,"STEAL  by ALSTON,ELIJAH",2
05:51,"TURNOVER  by ASSINESI,LANDRY",,,,,,,"TURNOVER  by ASSINESI,LANDRY",2
05:49,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
05:45,"FOUL  by ALSTON,ELIJAH",,,,,,,"FOUL  by ALSTON,ELIJAH",2
05:45,,81,,98 (+17),"GOOD FT by FERIA,NICK DE",RHODES 81-98 (+17),,"GOOD FT by FERIA,NICK DE",2
05:45,,81,,99 (+18),"GOOD FT by FERIA,NICK DE",RHODES 81-99 (+18),,"GOOD FT by FERIA,NICK DE",2
05:45,"SUB IN by RILEY,MILES",,,,,,,"SUB IN by RILEY,MILES",2
05:45,"SUB IN by JOSEPH,MICHAEL",,,,,,,"SUB IN by JOSEPH,MICHAEL",2
05:45,"SUB OUT by ASSINESI,LANDRY",,,,,,,"SUB OUT by ASSINESI,LANDRY",2
05:45,"SUB OUT by ALSTON,ELIJAH",,,,,,,"SUB OUT by ALSTON,ELIJAH",2
05:45,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
05:45,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
05:45,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
05:45,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
05:45,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
05:45,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
05:45,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
05:45,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
05:45,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:45,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
05:42,"TURNOVER  by RILEY,MILES",,,,,,,"TURNOVER  by RILEY,MILES",2
05:26,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND DEF by JOSEPH,MICHAEL",,,,,,,"REBOUND DEF by JOSEPH,MICHAEL",2
05:08,"MISS JUMPER by RILEY,MILES",,,,,,,"MISS JUMPER by RILEY,MILES",2
--,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",,,"REBOUND DEF by MCINTYRE,WILLIAM",2
05:01,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND DEF by LANIER,MARQUISE",,,,,,,"REBOUND DEF by LANIER,MARQUISE",2
04:39,"GOOD LAYUP by RILEY,MILES(in the paint)",83,,99 (+16),,PCM 83-99 (+16),,"GOOD LAYUP by RILEY,MILES(in the paint)",2
04:29,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by NESTLEHUTT,JAKE",,,"REBOUND OFF by NESTLEHUTT,JAKE",2
04:26,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",,,"MISS JUMPER by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by RYAN,NICK",,,,,,,"REBOUND DEF by RYAN,NICK",2
04:13,"MISS JUMPER by JOSEPH,MICHAEL",,,,,,,"MISS JUMPER by JOSEPH,MICHAEL",2
--,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",,,"REBOUND DEF by MCINTYRE,WILLIAM",2
03:56,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
03:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:56,"SUB IN by RANDOLPH,JOSH",,,,,,,"SUB IN by RANDOLPH,JOSH",2
03:56,"SUB OUT by LANIER,MARQUISE",,,,,,,"SUB OUT by LANIER,MARQUISE",2
03:56,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:56,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
03:56,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
03:56,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
03:56,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
03:56,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
03:56,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
03:56,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
03:45,"TURNOVER  by RILEY,MILES",,,,,,,"TURNOVER  by RILEY,MILES",2
03:45,"SUB IN by VALLEJO,JUSTIN",,,,,,,"SUB IN by VALLEJO,JUSTIN",2
03:45,"SUB OUT by RYAN,NICK",,,,,,,"SUB OUT by RYAN,NICK",2
03:37,,83,,102 (+19),"GOOD 3PTR by BERRY,BRYCE",RHODES 83-102 (+19),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
03:22,"MISS 3PTR by MILLS,TAYLOR",,,,,,,"MISS 3PTR by MILLS,TAYLOR",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
03:05,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by RILEY,MILES",,,,,,,"REBOUND DEF by RILEY,MILES",2
02:52,"MISS JUMPER by RILEY,MILES",,,,,,,"MISS JUMPER by RILEY,MILES",2
02:52,,,,,"BLOCK  by DARST,DANIEL",,,"BLOCK  by DARST,DANIEL",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
02:46,"FOUL  by RANDOLPH,JOSH",,,,,,,"FOUL  by RANDOLPH,JOSH",2
02:46,,83,,103 (+20),"GOOD FT by DARST,DANIEL",RHODES 83-103 (+20),,"GOOD FT by DARST,DANIEL",2
02:46,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,"REBOUND DEF by JOSEPH,MICHAEL",,,,,,,"REBOUND DEF by JOSEPH,MICHAEL",2
02:46,"SUB IN by HUSKEY,COLE",,,,,,,"SUB IN by HUSKEY,COLE",2
02:46,"SUB IN by YOUNG,AUSTIN",,,,,,,"SUB IN by YOUNG,AUSTIN",2
02:46,"SUB IN by FOOTE,JORDAN",,,,,,,"SUB IN by FOOTE,JORDAN",2
02:46,"SUB OUT by VALLEJO,JUSTIN",,,,,,,"SUB OUT by VALLEJO,JUSTIN",2
02:46,"SUB OUT by MILLS,TAYLOR",,,,,,,"SUB OUT by MILLS,TAYLOR",2
02:46,"SUB OUT by RILEY,MILES",,,,,,,"SUB OUT by RILEY,MILES",2
02:46,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
02:46,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
02:46,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
02:46,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
02:46,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
02:46,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
02:46,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
02:46,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
02:32,"TURNOVER  by YOUNG,AUSTIN",,,,,,,"TURNOVER  by YOUNG,AUSTIN",2
02:32,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",2
02:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:32,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
02:32,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:28,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
02:22,,83,,105 (+22),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 83-105 (+22),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
02:08,"MISS 3PTR by HUSKEY,COLE",,,,,,,"MISS 3PTR by HUSKEY,COLE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:05,"FOUL  by JOSEPH,MICHAEL",,,,,,,"FOUL  by JOSEPH,MICHAEL",2
02:05,,,,,"MISS FT by NESTLEHUTT,JAKE",,,"MISS FT by NESTLEHUTT,JAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:05,,83,,106 (+23),"GOOD FT by NESTLEHUTT,JAKE",RHODES 83-106 (+23),,"GOOD FT by NESTLEHUTT,JAKE",2
02:05,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
02:05,,,,,"SUB IN by MINX,COLIN",,,"SUB IN by MINX,COLIN",2
02:05,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
02:05,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
01:51,"GOOD LAYUP by FOOTE,JORDAN(in the paint)",85,,106 (+21),,PCM 85-106 (+21),,"GOOD LAYUP by FOOTE,JORDAN(in the paint)",2
--,"ASSIST  by JOSEPH,MICHAEL",,,,,,,"ASSIST  by JOSEPH,MICHAEL",2
01:39,,,,,"TURNOVER  by ROTEMAN,EVAN",,,"TURNOVER  by ROTEMAN,EVAN",2
01:37,"STEAL  by JOSEPH,MICHAEL",,,,,,,"STEAL  by JOSEPH,MICHAEL",2
01:25,"GOOD JUMPER by RANDOLPH,JOSH",87,,106 (+19),,PCM 87-106 (+19),,"GOOD JUMPER by RANDOLPH,JOSH",2
01:17,"FOUL  by YOUNG,AUSTIN",,,,,,,"FOUL  by YOUNG,AUSTIN",2
01:17,,,,,"MISS FT by ROTEMAN,EVAN",,,"MISS FT by ROTEMAN,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:17,,,,,"MISS FT by ROTEMAN,EVAN",,,"MISS FT by ROTEMAN,EVAN",2
--,"REBOUND DEF by FOOTE,JORDAN",,,,,,,"REBOUND DEF by FOOTE,JORDAN",2
01:17,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
01:17,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
01:04,"GOOD JUMPER by JOSEPH,MICHAEL",89,,106 (+17),,PCM 89-106 (+17),,"GOOD JUMPER by JOSEPH,MICHAEL",2
--,"ASSIST  by HUSKEY,COLE",,,,,,,"ASSIST  by HUSKEY,COLE",2
00:30,,,,,"TURNOVER  by ROTEMAN,EVAN",,,"TURNOVER  by ROTEMAN,EVAN",2
00:20,,,,,"FOUL  by MINX,COLIN",,,"FOUL  by MINX,COLIN",2
00:20,"GOOD FT by FOOTE,JORDAN",90,,106 (+16),,PCM 90-106 (+16),,"GOOD FT by FOOTE,JORDAN",2
00:20,"GOOD FT by FOOTE,JORDAN",91,,106 (+15),,PCM 91-106 (+15),,"GOOD FT by FOOTE,JORDAN",2
00:13,,,,,"TURNOVER  by DALTON,PRICE",,,"TURNOVER  by DALTON,PRICE",2
00:05,"MISS JUMPER by FOOTE,JORDAN",,,,,,,"MISS JUMPER by FOOTE,JORDAN",2
00:05,,,,,"BLOCK  by GRUBBS,COBY",,,"BLOCK  by GRUBBS,COBY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:02,"TURNOVER  by HUSKEY,COLE",,,,,,,"TURNOVER  by HUSKEY,COLE",2
