Time Remaining,JHUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
01:47,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
01:47,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
01:47,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
01:47,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
01:47,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
01:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:47,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
01:47,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
01:29,,110 (+9),,101,"GOOD LAYUP by FERIA,NICK DE(in the paint)",RHODES 110-101 (-9),,"GOOD LAYUP by FERIA,NICK DE(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
01:05,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
01:05,"GOOD FT by DELANEY,CONNOR",111 (+10),,101,,JHUM 111-101 (-10),,"GOOD FT by DELANEY,CONNOR",2
01:05,"GOOD FT by DELANEY,CONNOR",112 (+11),,101,,JHUM 112-101 (-11),,"GOOD FT by DELANEY,CONNOR",2
01:05,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
01:05,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
01:05,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
01:05,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:05,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
01:05,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
01:05,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
01:05,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
01:05,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
01:05,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
00:55,,,,,"TURNOVER  by EVANS,ANDREW",,,"TURNOVER  by EVANS,ANDREW",2
00:55,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
00:55,"SUB OUT by KERN,JOEY",,,,,,,"SUB OUT by KERN,JOEY",2
00:55,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
00:55,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
00:52,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
00:52,"GOOD FT by DORAN,KYLE",113 (+12),,101,,JHUM 113-101 (-12),,"GOOD FT by DORAN,KYLE",2
00:52,"GOOD FT by DORAN,KYLE",114 (+13),,101,,JHUM 114-101 (-13),,"GOOD FT by DORAN,KYLE",2
00:52,"SUB IN by KERN,JOEY",,,,,,,"SUB IN by KERN,JOEY",2
00:52,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
00:49,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
00:47,"STEAL  by GARDNER,MICHAEL",,,,,,,"STEAL  by GARDNER,MICHAEL",2
00:43,"GOOD DUNK by VILA,DANIEL(fastbreak)(in the paint)",116 (+15),,101,,JHUM 116-101 (-15),,"GOOD DUNK by VILA,DANIEL(fastbreak)(in the paint)",2
--,"ASSIST  by RALBY,NOAH",,,,,,,"ASSIST  by RALBY,NOAH",2
00:33,,116 (+13),,103,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 116-103 (-13),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
00:33,"FOUL  by KERN,JOEY",,,,,,,"FOUL  by KERN,JOEY",2
00:33,,116 (+12),,104,"GOOD FT by BERRY,BRYCE",RHODES 116-104 (-12),,"GOOD FT by BERRY,BRYCE",2
00:33,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
00:33,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",2
00:33,"SUB OUT by KERN,JOEY",,,,,,,"SUB OUT by KERN,JOEY",2
00:33,"SUB OUT by VILA,DANIEL",,,,,,,"SUB OUT by VILA,DANIEL",2
00:28,"GOOD LAYUP by RALBY,NOAH(fastbreak)(in the paint)",118 (+14),,104,,JHUM 118-104 (-14),,"GOOD LAYUP by RALBY,NOAH(fastbreak)(in the paint)",2
--,"ASSIST  by DELANEY,CONNOR",,,,,,,"ASSIST  by DELANEY,CONNOR",2
00:21,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
