Time Remaining,JHUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
09:40,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",1
--,"REBOUND DEF by FITZPATRICK,JOEY",,,,,,,"REBOUND DEF by FITZPATRICK,JOEY",1
09:40,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",1
09:40,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",1
09:40,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",1
09:40,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",1
09:40,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",1
09:40,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",1
09:31,"TURNOVER  by DORAN,KYLE",,,,,,,"TURNOVER  by DORAN,KYLE",1
09:21,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
09:20,"STEAL  by DELANEY,CONNOR",,,,,,,"STEAL  by DELANEY,CONNOR",1
09:17,"GOOD LAYUP by FITZPATRICK,JOEY(fastbreak)(in the paint)",30 (+15),,15,,JHUM 30-15 (-15),,"GOOD LAYUP by FITZPATRICK,JOEY(fastbreak)(in the paint)",1
09:05,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",1
09:05,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
09:05,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
09:05,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
09:05,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
09:05,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
09:05,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
09:05,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
09:05,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
09:05,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
09:05,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
08:49,"MISS JUMPER by FITZPATRICK,JOEY",,,,,,,"MISS JUMPER by FITZPATRICK,JOEY",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
08:38,"GOOD 3PTR by DORAN,KYLE",33 (+18),,15,,JHUM 33-15 (-18),,"GOOD 3PTR by DORAN,KYLE",1
--,"ASSIST  by GROETSCH,CHRIS",,,,,,,"ASSIST  by GROETSCH,CHRIS",1
08:24,,33 (+15),,18,"GOOD 3PTR by FERIA,NICK DE",RHODES 33-18 (-15),,"GOOD 3PTR by FERIA,NICK DE",1
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",1
08:08,"GOOD LAYUP by O'NEIL,HARRY(fastbreak)(in the paint)",35 (+17),,18,,JHUM 35-18 (-17),,"GOOD LAYUP by O'NEIL,HARRY(fastbreak)(in the paint)",1
--,"ASSIST  by DELANEY,CONNOR",,,,,,,"ASSIST  by DELANEY,CONNOR",1
07:50,,35 (+15),,20,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 35-20 (-15),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
07:48,"FOUL  by O'NEIL,HARRY",,,,,,,"FOUL  by O'NEIL,HARRY",1
07:48,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:48,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",1
--,"REBOUND DEF by O'NEIL,HARRY",,,,,,,"REBOUND DEF by O'NEIL,HARRY",1
07:48,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",1
07:48,"SUB IN by GARDNER,MICHAEL",,,,,,,"SUB IN by GARDNER,MICHAEL",1
07:48,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",1
07:48,"SUB OUT by GROETSCH,CHRIS",,,,,,,"SUB OUT by GROETSCH,CHRIS",1
07:48,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",1
07:48,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",1
07:48,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
07:48,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
07:48,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
07:48,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
07:48,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
07:48,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
07:48,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
07:48,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
07:37,"MISS JUMPER by O'NEIL,HARRY",,,,,,,"MISS JUMPER by O'NEIL,HARRY",1
--,,,,,"REBOUND DEF by SWIFT,DJ",,,"REBOUND DEF by SWIFT,DJ",1
07:28,"FOUL  by FLANNERY,JESSE",,,,,,,"FOUL  by FLANNERY,JESSE",1
07:28,,35 (+14),,21,"GOOD FT by ROTEMAN,EVAN",RHODES 35-21 (-14),,"GOOD FT by ROTEMAN,EVAN",1
07:28,,35 (+13),,22,"GOOD FT by ROTEMAN,EVAN",RHODES 35-22 (-13),,"GOOD FT by ROTEMAN,EVAN",1
07:28,"SUB IN by GROETSCH,CHRIS",,,,,,,"SUB IN by GROETSCH,CHRIS",1
07:28,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",1
07:28,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",1
07:28,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",1
07:28,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
07:28,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
07:22,"GOOD LAYUP by SURI,KABIR(fastbreak)(in the paint)",37 (+15),,22,,JHUM 37-22 (-15),,"GOOD LAYUP by SURI,KABIR(fastbreak)(in the paint)",1
--,"ASSIST  by GARDNER,MICHAEL",,,,,,,"ASSIST  by GARDNER,MICHAEL",1
06:59,"FOUL  by RALBY,NOAH",,,,,,,"FOUL  by RALBY,NOAH",1
06:59,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:59,,37 (+14),,23,"GOOD FT by NYAWATA,ANESU",RHODES 37-23 (-14),,"GOOD FT by NYAWATA,ANESU",1
06:59,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
06:59,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
06:59,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
06:59,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
06:59,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
06:59,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
06:59,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
06:59,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
06:59,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
06:59,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
06:52,"GOOD LAYUP by SURI,KABIR(fastbreak)(in the paint)",39 (+16),,23,,JHUM 39-23 (-16),,"GOOD LAYUP by SURI,KABIR(fastbreak)(in the paint)",1
--,"ASSIST  by FITZPATRICK,JOEY",,,,,,,"ASSIST  by FITZPATRICK,JOEY",1
06:35,,39 (+14),,25,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",RHODES 39-25 (-14),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",1
06:22,"TURNOVER  by SURI,KABIR",,,,,,,"TURNOVER  by SURI,KABIR",1
06:22,"FOUL  by SURI,KABIR",,,,,,,"FOUL  by SURI,KABIR",1
06:22,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",1
06:22,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",1
06:22,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",1
06:22,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",1
06:11,,39 (+11),,28,"GOOD 3PTR by BERRY,BRYCE",RHODES 39-28 (-11),,"GOOD 3PTR by BERRY,BRYCE",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
05:57,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
05:55,"MISS FT by RALBY,NOAH",,,,,,,"MISS FT by RALBY,NOAH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:55,"GOOD FT by RALBY,NOAH",40 (+12),,28,,JHUM 40-28 (-12),,"GOOD FT by RALBY,NOAH",1
05:49,,40 (+10),,30,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 40-30 (-10),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
05:39,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",1
05:39,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",1
05:39,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",1
05:39,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
05:39,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
05:39,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
05:39,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
05:39,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
05:39,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
05:39,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
05:39,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
05:39,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
05:39,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
05:28,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:13,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",1
05:13,"MISS FT by GROETSCH,CHRIS",,,,,,,"MISS FT by GROETSCH,CHRIS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:13,"MISS FT by GROETSCH,CHRIS",,,,,,,"MISS FT by GROETSCH,CHRIS",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
05:13,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",1
05:13,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",1
05:12,"FOUL  by DORAN,KYLE",,,,,,,"FOUL  by DORAN,KYLE",1
05:12,,40 (+9),,31,"GOOD FT by HARRISON,IAN",RHODES 40-31 (-9),,"GOOD FT by HARRISON,IAN",1
05:12,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",1
--,"REBOUND DEF by GARDNER,MICHAEL",,,,,,,"REBOUND DEF by GARDNER,MICHAEL",1
05:12,"SUB IN by KERN,JOEY",,,,,,,"SUB IN by KERN,JOEY",1
05:12,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",1
05:12,"SUB OUT by GROETSCH,CHRIS",,,,,,,"SUB OUT by GROETSCH,CHRIS",1
05:12,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",1
05:02,"GOOD LAYUP by KERN,JOEY(in the paint)",42 (+11),,31,,JHUM 42-31 (-11),,"GOOD LAYUP by KERN,JOEY(in the paint)",1
--,"ASSIST  by GARDNER,MICHAEL",,,,,,,"ASSIST  by GARDNER,MICHAEL",1
04:49,,42 (+9),,33,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 42-33 (-9),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",1
04:36,"GOOD LAYUP by KERN,JOEY(fastbreak)(in the paint)",44 (+11),,33,,JHUM 44-33 (-11),,"GOOD LAYUP by KERN,JOEY(fastbreak)(in the paint)",1
--,"ASSIST  by GARDNER,MICHAEL",,,,,,,"ASSIST  by GARDNER,MICHAEL",1
04:25,"FOUL  by GARDNER,MICHAEL",,,,,,,"FOUL  by GARDNER,MICHAEL",1
04:25,,44 (+10),,34,"GOOD FT by SAMSON,VAUGHN",RHODES 44-34 (-10),,"GOOD FT by SAMSON,VAUGHN",1
04:25,,44 (+9),,35,"GOOD FT by SAMSON,VAUGHN",RHODES 44-35 (-9),,"GOOD FT by SAMSON,VAUGHN",1
04:25,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",1
04:25,"SUB IN by GROETSCH,CHRIS",,,,,,,"SUB IN by GROETSCH,CHRIS",1
04:25,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",1
04:25,"SUB OUT by KERN,JOEY",,,,,,,"SUB OUT by KERN,JOEY",1
04:25,"SUB OUT by GARDNER,MICHAEL",,,,,,,"SUB OUT by GARDNER,MICHAEL",1
04:25,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",1
04:15,"GOOD LAYUP by DELANEY,CONNOR(in the paint)",46 (+11),,35,,JHUM 46-35 (-11),,"GOOD LAYUP by DELANEY,CONNOR(in the paint)",1
04:15,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",1
04:15,"GOOD FT by DELANEY,CONNOR",47 (+12),,35,,JHUM 47-35 (-12),,"GOOD FT by DELANEY,CONNOR",1
04:15,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",1
04:15,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",1
04:15,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
04:15,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
04:15,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
04:15,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
04:15,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
04:15,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
04:15,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
04:15,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
04:15,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
04:15,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
04:09,,,,,"MISS 3PTR by ROTEMAN,EVAN",,,"MISS 3PTR by ROTEMAN,EVAN",1
--,"REBOUND DEF by RALBY,NOAH",,,,,,,"REBOUND DEF by RALBY,NOAH",1
03:46,"MISS LAYUP by DELANEY,CONNOR",,,,,,,"MISS LAYUP by DELANEY,CONNOR",1
03:46,,,,,"BLOCK  by ASHBY,KENDRICK",,,"BLOCK  by ASHBY,KENDRICK",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:44,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
03:44,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
03:44,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
03:44,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
03:44,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
03:44,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
03:44,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
03:44,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
03:44,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
03:44,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
03:44,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
03:40,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",1
--,"REBOUND DEF by DELANEY,CONNOR",,,,,,,"REBOUND DEF by DELANEY,CONNOR",1
03:31,"TURNOVER  by DELANEY,CONNOR",,,,,,,"TURNOVER  by DELANEY,CONNOR",1
03:30,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",1
03:30,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",1
03:22,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND DEF by O'NEIL,HARRY",,,,,,,"REBOUND DEF by O'NEIL,HARRY",1
03:07,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
03:07,"GOOD FT by DELANEY,CONNOR",48 (+13),,35,,JHUM 48-35 (-13),,"GOOD FT by DELANEY,CONNOR",1
03:07,"GOOD FT by DELANEY,CONNOR",49 (+14),,35,,JHUM 49-35 (-14),,"GOOD FT by DELANEY,CONNOR",1
03:07,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",1
03:07,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",1
03:01,,49 (+12),,37,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 49-37 (-12),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
02:50,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
02:50,"MISS FT by GROETSCH,CHRIS",,,,,,,"MISS FT by GROETSCH,CHRIS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:50,"GOOD FT by GROETSCH,CHRIS",50 (+13),,37,,JHUM 50-37 (-13),,"GOOD FT by GROETSCH,CHRIS",1
02:50,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
02:50,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
02:50,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
02:50,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
02:50,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
02:50,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
02:50,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
02:50,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
02:50,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
02:50,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
02:44,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",1
--,"REBOUND DEF by SURI,KABIR",,,,,,,"REBOUND DEF by SURI,KABIR",1
02:34,"GOOD LAYUP by DELANEY,CONNOR(in the paint)",52 (+15),,37,,JHUM 52-37 (-15),,"GOOD LAYUP by DELANEY,CONNOR(in the paint)",1
02:34,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
02:34,"GOOD FT by DELANEY,CONNOR",53 (+16),,37,,JHUM 53-37 (-16),,"GOOD FT by DELANEY,CONNOR",1
02:25,"FOUL  by FITZPATRICK,JOEY",,,,,,,"FOUL  by FITZPATRICK,JOEY",1
02:25,,53 (+15),,38,"GOOD FT by ASHBY,KENDRICK",RHODES 53-38 (-15),,"GOOD FT by ASHBY,KENDRICK",1
02:25,,53 (+14),,39,"GOOD FT by ASHBY,KENDRICK",RHODES 53-39 (-14),,"GOOD FT by ASHBY,KENDRICK",1
02:25,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",1
02:25,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",1
02:21,"MISS JUMPER by RALBY,NOAH",,,,,,,"MISS JUMPER by RALBY,NOAH",1
--,"REBOUND OFF by O'NEIL,HARRY",,,,,,,"REBOUND OFF by O'NEIL,HARRY",1
02:19,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",1
02:19,"GOOD FT by O'NEIL,HARRY",54 (+15),,39,,JHUM 54-39 (-15),,"GOOD FT by O'NEIL,HARRY",1
02:19,"GOOD FT by O'NEIL,HARRY",55 (+16),,39,,JHUM 55-39 (-16),,"GOOD FT by O'NEIL,HARRY",1
02:12,,,,,"MISS 3PTR by SAMSON,VAUGHN",,,"MISS 3PTR by SAMSON,VAUGHN",1
--,"REBOUND DEF by RALBY,NOAH",,,,,,,"REBOUND DEF by RALBY,NOAH",1
01:53,"GOOD 3PTR by GROETSCH,CHRIS",58 (+19),,39,,JHUM 58-39 (-19),,"GOOD 3PTR by GROETSCH,CHRIS",1
--,"ASSIST  by RALBY,NOAH",,,,,,,"ASSIST  by RALBY,NOAH",1
01:33,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:31,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",1
01:31,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",1
01:31,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",1
01:31,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",1
01:31,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:31,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
01:31,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",1
01:31,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
01:31,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
01:31,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
01:31,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
01:31,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
01:31,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:31,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
01:26,"FOUL  by DELANEY,CONNOR",,,,,,,"FOUL  by DELANEY,CONNOR",1
01:25,,58 (+18),,40,"GOOD FT by WEATHERFORD,MITCH",RHODES 58-40 (-18),,"GOOD FT by WEATHERFORD,MITCH",1
01:25,,58 (+17),,41,"GOOD FT by WEATHERFORD,MITCH",RHODES 58-41 (-17),,"GOOD FT by WEATHERFORD,MITCH",1
01:25,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",1
01:25,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",1
01:17,"GOOD LAYUP by SURI,KABIR(in the paint)",60 (+19),,41,,JHUM 60-41 (-19),,"GOOD LAYUP by SURI,KABIR(in the paint)",1
--,"ASSIST  by FITZPATRICK,JOEY",,,,,,,"ASSIST  by FITZPATRICK,JOEY",1
01:07,,60 (+17),,43,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 60-43 (-17),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
01:07,"FOUL  by GROETSCH,CHRIS",,,,,,,"FOUL  by GROETSCH,CHRIS",1
01:07,,60 (+16),,44,"GOOD FT by WEATHERFORD,MITCH",RHODES 60-44 (-16),,"GOOD FT by WEATHERFORD,MITCH",1
01:07,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",1
01:07,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",1
01:04,"TURNOVER  by FLANNERY,JESSE",,,,,,,"TURNOVER  by FLANNERY,JESSE",1
01:03,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",1
00:55,,60 (+13),,47,"GOOD 3PTR by GALVIN,OWEN",RHODES 60-47 (-13),,"GOOD 3PTR by GALVIN,OWEN",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
00:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:42,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",1
00:42,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",1
00:42,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",1
00:42,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",1
00:40,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
00:40,"GOOD FT by GROETSCH,CHRIS",61 (+14),,47,,JHUM 61-47 (-14),,"GOOD FT by GROETSCH,CHRIS",1
