Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
08:34,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",1
08:34,"GOOD FT by HAYNES,CALEB",23,,28 (+5),,CCM 23-28 (+5),,"GOOD FT by HAYNES,CALEB",1
08:34,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",1
--,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",,,"REBOUND DEF by MCINTYRE,WILLIAM",1
08:26,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",1
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",1
08:21,,,,,"MISS JUMPER by DALTON,PRICE",,,"MISS JUMPER by DALTON,PRICE",1
--,"REBOUND DEF by DRYDEN,BERTO",,,,,,,"REBOUND DEF by DRYDEN,BERTO",1
08:13,"GOOD LAYUP by PALMER,NICK(fastbreak)(in the paint)",25,,28 (+3),,CCM 25-28 (+3),,"GOOD LAYUP by PALMER,NICK(fastbreak)(in the paint)",1
--,"ASSIST  by DRYDEN,BERTO",,,,,,,"ASSIST  by DRYDEN,BERTO",1
08:09,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
08:09,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
08:09,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
08:09,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
08:09,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
08:09,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
08:09,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
08:09,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
08:09,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
08:09,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
07:51,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",1
--,"REBOUND DEF by PALMER,NICK",,,,,,,"REBOUND DEF by PALMER,NICK",1
07:43,"MISS LAYUP by HAYNES,CALEB",,,,,,,"MISS LAYUP by HAYNES,CALEB",1
07:43,,,,,"BLOCK  by BERRY,BRYCE",,,"BLOCK  by BERRY,BRYCE",1
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",1
07:34,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",1
07:34,,25,,29 (+4),"GOOD FT by LOVE,KERRY",RHODES 25-29 (+4),,"GOOD FT by LOVE,KERRY",1
07:34,,25,,30 (+5),"GOOD FT by LOVE,KERRY",RHODES 25-30 (+5),,"GOOD FT by LOVE,KERRY",1
07:34,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
07:34,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
07:34,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
07:34,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
07:34,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
07:34,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
07:34,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
07:34,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
07:34,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
07:34,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
07:34,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
07:34,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
07:34,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
07:34,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
07:34,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
07:34,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
07:34,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
07:34,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
07:33,"GOOD 3PTR by MITCHELL,JAMES",28,,30 (+2),,CCM 28-30 (+2),,"GOOD 3PTR by MITCHELL,JAMES",1
--,"ASSIST  by SPRAGG,BAILEY",,,,,,,"ASSIST  by SPRAGG,BAILEY",1
07:12,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,,,,,"REBOUND OFF by SAMSON,VAUGHN",,,"REBOUND OFF by SAMSON,VAUGHN",1
07:06,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",1
07:06,"BLOCK  by SPRAGG,BAILEY",,,,,,,"BLOCK  by SPRAGG,BAILEY",1
--,"REBOUND DEF by SPRAGG,BAILEY",,,,,,,"REBOUND DEF by SPRAGG,BAILEY",1
06:57,"MISS 3PTR by MITCHELL,JAMES",,,,,,,"MISS 3PTR by MITCHELL,JAMES",1
--,"REBOUND OFF by PALMER,NICK",,,,,,,"REBOUND OFF by PALMER,NICK",1
06:45,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:42,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
06:42,"GOOD FT by TWAGIRAYEZU,PATJO",29,,30 (+1),,CCM 29-30 (+1),,"GOOD FT by TWAGIRAYEZU,PATJO",1
06:42,"GOOD FT by TWAGIRAYEZU,PATJO",30,,30,,CCM 30-30 (0),,"GOOD FT by TWAGIRAYEZU,PATJO",1
06:42,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
06:42,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
06:28,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",1
06:28,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
06:28,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
06:28,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
06:28,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
06:28,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
06:28,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
06:28,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
06:28,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
06:28,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
06:28,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
06:23,"MISS JUMPER by DRYDEN,BERTO",,,,,,,"MISS JUMPER by DRYDEN,BERTO",1
--,"REBOUND OFF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND OFF by TWAGIRAYEZU,PATJO",1
06:19,"GOOD 3PTR by DRYDEN,BERTO",33 (+3),,30,,CCM 33-30 (-3),,"GOOD 3PTR by DRYDEN,BERTO",1
--,"ASSIST  by MITCHELL,JAMES",,,,,,,"ASSIST  by MITCHELL,JAMES",1
05:55,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
05:55,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
05:55,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
05:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
05:55,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
05:55,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
05:55,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
05:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
05:55,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
05:55,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
05:50,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",1
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",1
05:43,"MISS JUMPER by PALMER,NICK",,,,,,,"MISS JUMPER by PALMER,NICK",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
05:36,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",1
--,,,,,"REBOUND OFF by LOVE,KERRY",,,"REBOUND OFF by LOVE,KERRY",1
05:32,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",1
--,,,,,"REBOUND OFF by SWIFT,DJ",,,"REBOUND OFF by SWIFT,DJ",1
05:27,,33 (+1),,32,"GOOD JUMPER by SWIFT,DJ",RHODES 33-32 (-1),,"GOOD JUMPER by SWIFT,DJ",1
05:17,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",1
--,"REBOUND OFF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND OFF by TWAGIRAYEZU,PATJO",1
05:12,"TURNOVER  by TWAGIRAYEZU,PATJO",,,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",1
05:12,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
05:12,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
05:12,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
05:12,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
05:12,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
05:12,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
05:12,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
05:12,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
05:12,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
05:12,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
05:12,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
05:12,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
05:03,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",1
05:03,"BLOCK  by HAYNES,CALEB",,,,,,,"BLOCK  by HAYNES,CALEB",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
04:55,"FOUL  by DRYDEN,BERTO",,,,,,,"FOUL  by DRYDEN,BERTO",1
04:55,,33,,33,"GOOD FT by EVANS,ANDREW",RHODES 33-33 (0),,"GOOD FT by EVANS,ANDREW",1
04:55,,33,,34 (+1),"GOOD FT by EVANS,ANDREW",RHODES 33-34 (+1),,"GOOD FT by EVANS,ANDREW",1
04:53,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",1
04:53,"MISS FT by MITCHELL,JAMES",,,,,,,"MISS FT by MITCHELL,JAMES",1
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",1
04:53,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
04:53,"STEAL  by JAUCH,JARED",,,,,,,"STEAL  by JAUCH,JARED",1
04:53,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
04:53,"SUB IN by MITCHELL,JAMES",,,,,,,"SUB IN by MITCHELL,JAMES",1
04:53,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
04:53,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",1
04:53,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",1
04:53,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
04:53,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",1
04:53,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
04:53,"SUB OUT by PALMER,NICK",,,,,,,"SUB OUT by PALMER,NICK",1
04:53,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",1
04:35,"TURNOVER  by TWAGIRAYEZU,PATJO",,,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",1
04:35,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
04:35,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
04:35,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
04:35,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
04:35,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
04:35,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
04:35,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
04:35,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
04:35,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
04:35,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
04:28,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",1
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",1
04:14,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",1
--,"REBOUND DEF by DRYDEN,BERTO",,,,,,,"REBOUND DEF by DRYDEN,BERTO",1
04:09,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
04:09,,,,,"FOUL TECH by ASHBY,KENDRICK",,,"FOUL TECH by ASHBY,KENDRICK",1
04:09,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
04:09,"MISS FT by TWAGIRAYEZU,PATJO",,,,,,,"MISS FT by TWAGIRAYEZU,PATJO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:09,"GOOD FT by TWAGIRAYEZU,PATJO",34,,34,,CCM 34-34 (0),,"GOOD FT by TWAGIRAYEZU,PATJO",1
04:09,"GOOD FT by DRYDEN,BERTO",35 (+1),,34,,CCM 35-34 (-1),,"GOOD FT by DRYDEN,BERTO",1
04:09,"GOOD FT by DRYDEN,BERTO",36 (+2),,34,,CCM 36-34 (-2),,"GOOD FT by DRYDEN,BERTO",1
04:09,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
04:09,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
04:09,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
04:09,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
03:59,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",38 (+4),,34,,CCM 38-34 (-4),,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",1
03:43,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:27,,38 (+2),,36,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 38-36 (-2),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
03:17,"MISS 3PTR by MITCHELL,JAMES",,,,,,,"MISS 3PTR by MITCHELL,JAMES",1
--,"REBOUND OFF by DRYDEN,BERTO",,,,,,,"REBOUND OFF by DRYDEN,BERTO",1
03:09,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",40 (+4),,36,,CCM 40-36 (-4),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",1
02:55,,40 (+2),,38,"GOOD JUMPER by BERRY,BRYCE(in the paint)",RHODES 40-38 (-2),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",1
02:42,"GOOD 3PTR by MITCHELL,JAMES",43 (+5),,38,,CCM 43-38 (-5),,"GOOD 3PTR by MITCHELL,JAMES",1
--,"ASSIST  by DRYDEN,BERTO",,,,,,,"ASSIST  by DRYDEN,BERTO",1
02:14,"FOUL  by SPRAGG,BAILEY",,,,,,,"FOUL  by SPRAGG,BAILEY",1
02:14,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",1
--,"REBOUND DEF by PALMER,NICK",,,,,,,"REBOUND DEF by PALMER,NICK",1
02:14,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
02:14,"SUB IN by PALMER,NICK",,,,,,,"SUB IN by PALMER,NICK",1
02:14,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
02:14,"SUB OUT by JAUCH,JARED",,,,,,,"SUB OUT by JAUCH,JARED",1
02:14,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
02:14,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
02:14,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
02:14,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:14,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
02:14,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
02:14,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
02:14,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
02:04,"MISS 3PTR by MITCHELL,JAMES",,,,,,,"MISS 3PTR by MITCHELL,JAMES",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
01:56,,43 (+3),,40,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",RHODES 43-40 (-3),,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",1
01:45,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",1
01:45,"MISS FT by PALMER,NICK",,,,,,,"MISS FT by PALMER,NICK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:45,"GOOD FT by PALMER,NICK",44 (+4),,40,,CCM 44-40 (-4),,"GOOD FT by PALMER,NICK",1
01:45,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
01:45,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:30,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
01:28,"STEAL  by PALMER,NICK",,,,,,,"STEAL  by PALMER,NICK",1
01:25,"GOOD 3PTR by MITCHELL,JAMES",47 (+7),,40,,CCM 47-40 (-7),,"GOOD 3PTR by MITCHELL,JAMES",1
--,"ASSIST  by PALMER,NICK",,,,,,,"ASSIST  by PALMER,NICK",1
01:05,"FOUL  by SPRAGG,BAILEY",,,,,,,"FOUL  by SPRAGG,BAILEY",1
01:05,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",1
--,"REBOUND DEF by PALMER,NICK",,,,,,,"REBOUND DEF by PALMER,NICK",1
01:05,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
01:05,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
01:05,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
01:05,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
01:05,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
01:05,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:05,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
01:05,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
01:05,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
01:05,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
01:05,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
01:05,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
01:00,"GOOD 3PTR by MITCHELL,JAMES",50 (+10),,40,,CCM 50-40 (-10),,"GOOD 3PTR by MITCHELL,JAMES",1
--,"ASSIST  by PALMER,NICK",,,,,,,"ASSIST  by PALMER,NICK",1
00:41,,50 (+8),,42,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 50-42 (-8),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",1
00:23,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",1
00:22,,,,,"STEAL  by DALTON,PRICE",,,"STEAL  by DALTON,PRICE",1
00:20,,,,,"MISS LAYUP by DALTON,PRICE",,,"MISS LAYUP by DALTON,PRICE",1
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",1
00:15,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",1
--,"REBOUND DEF by SPRAGG,BAILEY",,,,,,,"REBOUND DEF by SPRAGG,BAILEY",1
00:07,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",1
00:07,"GOOD FT by SPRAGG,BAILEY",51 (+9),,42,,CCM 51-42 (-9),,"GOOD FT by SPRAGG,BAILEY",1
00:07,"GOOD FT by SPRAGG,BAILEY",52 (+10),,42,,CCM 52-42 (-10),,"GOOD FT by SPRAGG,BAILEY",1
00:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:07,"SUB IN by HOLLIS,MITCHELL",,,,,,,"SUB IN by HOLLIS,MITCHELL",1
00:07,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
00:07,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",1
00:07,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
00:07,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",1
00:07,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",1
00:07,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
00:07,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
00:07,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
00:07,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
00:00,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:58,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",2
19:57,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",2
19:54,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",2
--,"REBOUND DEF by SPRAGG,BAILEY",,,,,,,"REBOUND DEF by SPRAGG,BAILEY",2
19:47,"GOOD 3PTR by MITCHELL,JAMES",55 (+13),,42,,CCM 55-42 (-13),,"GOOD 3PTR by MITCHELL,JAMES",2
19:29,"FOUL  by PALMER,NICK",,,,,,,"FOUL  by PALMER,NICK",2
19:29,,55 (+12),,43,"GOOD FT by GIROUX,PRESTON",RHODES 55-43 (-12),,"GOOD FT by GIROUX,PRESTON",2
19:29,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",2
19:29,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
19:29,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
19:29,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
19:29,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
19:29,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
19:29,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
19:29,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
19:29,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
19:21,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
19:21,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
19:07,"MISS JUMPER by CRUMLY,WILL",,,,,,,"MISS JUMPER by CRUMLY,WILL",2
