Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
03:39,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
03:39,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
03:39,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
03:39,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
03:39,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:39,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
03:26,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",2
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",2
03:17,,91,,105 (+14),"GOOD 3PTR by DALTON,PRICE",RHODES 91-105 (+14),,"GOOD 3PTR by DALTON,PRICE",2
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",2
03:02,"GOOD 3PTR by CLARK,ETHAN",94,,105 (+11),,BCM 94-105 (+11),,"GOOD 3PTR by CLARK,ETHAN",2
--,"ASSIST  by MOORE,MYLES",,,,,,,"ASSIST  by MOORE,MYLES",2
02:36,,,,,"MISS LAYUP by DALTON,PRICE",,,"MISS LAYUP by DALTON,PRICE",2
02:36,"BLOCK  by HIRSH,ELIJAH",,,,,,,"BLOCK  by HIRSH,ELIJAH",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
02:26,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
02:26,"GOOD FT by JOHNSON,CALEB",95,,105 (+10),,BCM 95-105 (+10),,"GOOD FT by JOHNSON,CALEB",2
02:26,"GOOD FT by JOHNSON,CALEB",96,,105 (+9),,BCM 96-105 (+9),,"GOOD FT by JOHNSON,CALEB",2
02:26,"SUB IN by SUMMERVILLE,MARK",,,,,,,"SUB IN by SUMMERVILLE,MARK",2
02:26,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
02:26,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
02:26,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
02:26,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
02:26,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
02:26,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
02:26,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
02:26,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
02:26,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
02:26,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
02:26,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
02:21,,96,,107 (+11),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 96-107 (+11),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
02:09,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
01:53,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
01:49,,96,,109 (+13),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 96-109 (+13),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
01:33,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
01:33,"GOOD FT by JOHNSON,CALEB",97,,109 (+12),,BCM 97-109 (+12),,"GOOD FT by JOHNSON,CALEB",2
01:33,"GOOD FT by JOHNSON,CALEB",98,,109 (+11),,BCM 98-109 (+11),,"GOOD FT by JOHNSON,CALEB",2
01:33,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
01:33,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
01:33,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
01:33,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
01:33,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
01:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:17,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
01:11,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
01:11,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:11,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
00:52,,98,,112 (+14),"GOOD 3PTR by BERRY,BRYCE",RHODES 98-112 (+14),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
00:40,"GOOD JUMPER by HIRSH,ELIJAH(in the paint)",100,,112 (+12),,BCM 100-112 (+12),,"GOOD JUMPER by HIRSH,ELIJAH(in the paint)",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
00:38,"FOUL  by SUMMERVILLE,MARK",,,,,,,"FOUL  by SUMMERVILLE,MARK",2
00:36,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
00:36,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
00:36,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
00:36,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
00:36,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
00:31,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by SUMMERVILLE,MARK",,,,,,,"REBOUND OFF by SUMMERVILLE,MARK",2
00:27,"GOOD LAYUP by SUMMERVILLE,MARK(in the paint)",102,,112 (+10),,BCM 102-112 (+10),,"GOOD LAYUP by SUMMERVILLE,MARK(in the paint)",2
00:17,"SUB IN by BIRDSONG,JAKE",,,,,,,"SUB IN by BIRDSONG,JAKE",2
00:17,"SUB OUT by SUMMERVILLE,MARK",,,,,,,"SUB OUT by SUMMERVILLE,MARK",2
00:16,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
00:16,,102,,113 (+11),"GOOD FT by GALVIN,OWEN",RHODES 102-113 (+11),,"GOOD FT by GALVIN,OWEN",2
00:16,"SUB IN by BENTON,THOMAS",,,,,,,"SUB IN by BENTON,THOMAS",2
00:16,"SUB IN by DELF-MONTGOMERY,JOHN",,,,,,,"SUB IN by DELF-MONTGOMERY,JOHN",2
00:16,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
00:16,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",2
00:16,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
00:16,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
00:16,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
00:16,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
00:15,,102,,114 (+12),"GOOD FT by GALVIN,OWEN",RHODES 102-114 (+12),,"GOOD FT by GALVIN,OWEN",2
00:08,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"REBOUND OFF by NESTLEHUTT,JAKE",,,"REBOUND OFF by NESTLEHUTT,JAKE",2
00:01,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",,,"MISS JUMPER by NESTLEHUTT,JAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
