Time Remaining,HXM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
01:32,,,,,"BLOCK  by DARST,DANIEL",,,"BLOCK  by DARST,DANIEL",1
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",1
01:21,,47,,60 (+13),"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 47-60 (+13),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
01:04,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",49,,60 (+11),,HXM 49-60 (+11),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",1
01:01,,49,,63 (+14),"GOOD 3PTR by GALVIN,OWEN",RHODES 49-63 (+14),,"GOOD 3PTR by GALVIN,OWEN",1
00:57,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
00:57,,,,,"SUB IN by MINX,COLIN",,,"SUB IN by MINX,COLIN",1
00:57,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
00:57,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:57,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:57,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
00:57,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:57,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
00:57,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
00:57,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
00:57,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
00:56,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
00:42,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",1
00:40,,,,,"STEAL  by DALTON,PRICE",,,"STEAL  by DALTON,PRICE",1
00:35,,49,,65 (+16),"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",RHODES 49-65 (+16),,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by MINX,COLIN",,,"ASSIST  by MINX,COLIN",1
00:27,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",1
00:27,,,,,"SUB OUT by MINX,COLIN",,,"SUB OUT by MINX,COLIN",1
00:27,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
00:27,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:27,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
00:27,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
00:18,,49,,67 (+18),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 49-67 (+18),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
20:00,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
00:00,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
00:00,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
20:00,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
00:00,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
19:51,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
19:40,"GOOD 3PTR by SMITH,PRESTON",52,,67 (+15),,HXM 52-67 (+15),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
19:21,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
19:21,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
19:21,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
19:21,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
19:21,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:21,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
19:21,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
19:21,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:21,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
19:21,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
19:18,,,,,"MISS JUMPER by GALVIN,OWEN",,,"MISS JUMPER by GALVIN,OWEN",2
--,,,,,"REBOUND OFF by SWIFT,DJ",,,"REBOUND OFF by SWIFT,DJ",2
19:09,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
18:35,"GOOD LAYUP by LINK,JACOB(in the paint)",54,,67 (+13),,HXM 54-67 (+13),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
18:28,,,,,"MISS 3PTR by SWIFT,DJ",,,"MISS 3PTR by SWIFT,DJ",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
18:20,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",2
18:08,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
18:01,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",56,,67 (+11),,HXM 56-67 (+11),,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",2
17:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:58,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
17:58,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
17:58,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
17:58,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
17:58,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
17:58,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
17:58,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
17:58,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
17:58,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
17:47,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
17:34,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
17:21,,56,,69 (+13),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 56-69 (+13),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",2
17:13,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",2
17:06,,,,,"MISS 3PTR by SAMSON,VAUGHN",,,"MISS 3PTR by SAMSON,VAUGHN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
16:54,"MISS JUMPER by BRASFIELD,KAM",,,,,,,"MISS JUMPER by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
16:48,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
16:48,,56,,70 (+14),"GOOD FT by WEATHERFORD,MITCH",RHODES 56-70 (+14),,"GOOD FT by WEATHERFORD,MITCH",2
16:48,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
16:48,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
16:48,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
16:48,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
16:48,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
16:48,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
16:48,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:48,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
16:48,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
16:48,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:48,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
16:40,"GOOD 3PTR by SMITH,PRESTON",59,,70 (+11),,HXM 59-70 (+11),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
16:21,,59,,73 (+14),"GOOD 3PTR by ASHBY,KENDRICK",RHODES 59-73 (+14),,"GOOD 3PTR by ASHBY,KENDRICK",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
16:12,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
16:12,,,,,"BLOCK  by BERRY,BRYCE",,,"BLOCK  by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",,,"REBOUND DEF by MCINTYRE,WILLIAM",2
16:06,,59,,76 (+17),"GOOD 3PTR by BERRY,BRYCE",RHODES 59-76 (+17),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
15:41,"GOOD LAYUP by LINK,JACOB(in the paint)",61,,76 (+15),,HXM 61-76 (+15),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
15:39,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",2
15:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:39,"GOOD FT by LINK,JACOB",62,,76 (+14),,HXM 62-76 (+14),,"GOOD FT by LINK,JACOB",2
15:39,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
15:39,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
15:39,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
15:39,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
15:39,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:39,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
15:39,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
15:39,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
15:39,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:39,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
15:32,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:19,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
14:57,"GOOD LAYUP by LINK,JACOB(in the paint)",64,,76 (+12),,HXM 64-76 (+12),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
14:55,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
14:55,"GOOD FT by LINK,JACOB",65,,76 (+11),,HXM 65-76 (+11),,"GOOD FT by LINK,JACOB",2
14:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
14:55,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
14:55,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
14:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
14:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:55,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
14:55,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
14:55,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
14:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
14:55,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
14:43,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
14:33,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
14:33,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:33,"GOOD FT by LINK,JACOB",66,,76 (+10),,HXM 66-76 (+10),,"GOOD FT by LINK,JACOB",2
14:25,,66,,79 (+13),"GOOD 3PTR by BERRY,BRYCE",RHODES 66-79 (+13),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
14:16,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
14:16,,66,,82 (+16),"GOOD 3PTR by GALVIN,OWEN",RHODES 66-82 (+16),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
14:16,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
14:16,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:16,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
14:16,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
14:16,,66,,84 (+18),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 66-84 (+18),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by GIROUX,PRESTON",,,"ASSIST  by GIROUX,PRESTON",2
14:16,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
14:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:16,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
14:16,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
14:16,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
14:16,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
14:16,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
14:16,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
14:16,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
14:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:14,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:07,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
14:07,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:07,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
14:07,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
14:07,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
14:07,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
14:07,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
14:07,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
14:07,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
14:07,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
13:55,,66,,87 (+21),"GOOD 3PTR by DALTON,PRICE",RHODES 66-87 (+21),,"GOOD 3PTR by DALTON,PRICE",2
13:16,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
13:00,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",2
12:59,"STEAL  by LINK,JACOB",,,,,,,"STEAL  by LINK,JACOB",2
12:56,,,,,"FOUL  by EVANS,ANDREW",,,"FOUL  by EVANS,ANDREW",2
12:56,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
12:56,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
12:56,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
12:56,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
12:56,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
12:56,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
12:56,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
12:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
12:56,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
12:56,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
12:56,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
12:56,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
12:56,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
12:56,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
12:46,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",68,,87 (+19),,HXM 68-87 (+19),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
12:38,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by ROUSE,TREY",,,,,,,"REBOUND DEF by ROUSE,TREY",2
12:26,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",70,,87 (+17),,HXM 70-87 (+17),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
12:24,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
12:24,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
12:24,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
12:24,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
12:24,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
12:24,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
12:24,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
12:24,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
12:24,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
12:24,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
12:24,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
12:19,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",72,,87 (+15),,HXM 72-87 (+15),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
12:10,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
12:00,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",2
11:59,,,,,"STEAL  by SWIFT,DJ",,,"STEAL  by SWIFT,DJ",2
11:50,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",2
11:49,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:49,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:49,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
11:49,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
11:49,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
11:49,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:49,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
11:49,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
11:49,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
11:47,"GOOD 3PTR by ROUSE,TREY",75,,87 (+12),,HXM 75-87 (+12),,"GOOD 3PTR by ROUSE,TREY",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
11:31,,75,,89 (+14),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 75-89 (+14),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
11:22,"MISS LAYUP by ROUSE,TREY",,,,,,,"MISS LAYUP by ROUSE,TREY",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
11:14,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
11:14,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
11:14,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
11:14,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
11:14,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:14,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
11:14,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
11:14,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
10:56,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",2
10:54,"STEAL  by BRASFIELD,KAM",,,,,,,"STEAL  by BRASFIELD,KAM",2
10:50,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
10:45,"GOOD LAYUP by ROUSE,TREY(in the paint)",77,,89 (+12),,HXM 77-89 (+12),,"GOOD LAYUP by ROUSE,TREY(in the paint)",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
10:33,,77,,91 (+14),"GOOD JUMPER by GALVIN,OWEN(in the paint)",RHODES 77-91 (+14),,"GOOD JUMPER by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",2
10:21,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",79,,91 (+12),,HXM 79-91 (+12),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
--,"ASSIST  by CRISWELL,SEAN",,,,,,,"ASSIST  by CRISWELL,SEAN",2
10:11,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
10:08,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
10:08,"GOOD FT by BRASFIELD,KAM",80,,91 (+11),,HXM 80-91 (+11),,"GOOD FT by BRASFIELD,KAM",2
10:08,"GOOD FT by BRASFIELD,KAM",81,,91 (+10),,HXM 81-91 (+10),,"GOOD FT by BRASFIELD,KAM",2
10:08,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
