Time Remaining,UD,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
17:29,,52 (+6),,46,"GOOD 3PTR by SAMSON,VAUGHN",RHODES 52-46 (-6),,"GOOD 3PTR by SAMSON,VAUGHN",2
17:11,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
17:11,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
17:11,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
17:11,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
17:11,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
17:11,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:11,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
17:11,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
17:11,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
17:11,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
16:58,"MISS 3PTR by COLVIN,DARRIUS",,,,,,,"MISS 3PTR by COLVIN,DARRIUS",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
16:43,,52 (+3),,49,"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 52-49 (-3),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
16:28,"TURNOVER  by COLVIN,DARRIUS",,,,,,,"TURNOVER  by COLVIN,DARRIUS",2
16:28,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
16:28,"FOUL  by COLVIN,DARRIUS",,,,,,,"FOUL  by COLVIN,DARRIUS",2
16:28,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
16:28,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
16:28,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
16:28,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
16:28,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:28,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
16:28,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
16:28,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
16:28,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
16:28,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
16:17,,52,,52,"GOOD 3PTR by SAMSON,VAUGHN",RHODES 52-52 (0),,"GOOD 3PTR by SAMSON,VAUGHN",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
16:11,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
16:07,"MISS FT by BEREZIN,SOLOMON",,,,,,,"MISS FT by BEREZIN,SOLOMON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:07,"GOOD FT by BEREZIN,SOLOMON",53 (+1),,52,,UD 53-52 (-1),,"GOOD FT by BEREZIN,SOLOMON",2
15:53,,53,,54 (+1),"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 53-54 (+1),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
15:38,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",55 (+1),,54,,UD 55-54 (-1),,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",2
15:26,,55,,56 (+1),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 55-56 (+1),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
15:17,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
15:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:17,"GOOD FT by LEVI,SPENCER",56,,56,,UD 56-56 (0),,"GOOD FT by LEVI,SPENCER",2
15:17,"GOOD FT by LEVI,SPENCER",57 (+1),,56,,UD 57-56 (-1),,"GOOD FT by LEVI,SPENCER",2
15:17,"SUB IN by RUSSELL,JOHN",,,,,,,"SUB IN by RUSSELL,JOHN",2
15:17,"SUB IN by NUNN,JOSHUA",,,,,,,"SUB IN by NUNN,JOSHUA",2
15:17,"SUB OUT by LEVI,SPENCER",,,,,,,"SUB OUT by LEVI,SPENCER",2
15:17,"SUB OUT by CALTON,EMMANUEL",,,,,,,"SUB OUT by CALTON,EMMANUEL",2
15:17,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
15:17,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
15:17,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
15:17,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:17,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
15:17,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
15:17,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
15:17,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
15:17,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:17,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
14:53,,57,,58 (+1),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 57-58 (+1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
14:41,"TURNOVER  by BEREZIN,SOLOMON",,,,,,,"TURNOVER  by BEREZIN,SOLOMON",2
14:32,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
14:29,,57,,60 (+3),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 57-60 (+3),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
14:19,"MISS LAYUP by NUNN,JOSHUA",,,,,,,"MISS LAYUP by NUNN,JOSHUA",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
14:12,,57,,62 (+5),"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 57-62 (+5),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
13:54,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",59,,62 (+3),,UD 59-62 (+3),,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",2
13:54,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
13:54,"GOOD FT by GIADOLOR,PRINCE",60,,62 (+2),,UD 60-62 (+2),,"GOOD FT by GIADOLOR,PRINCE",2
13:54,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
13:54,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
13:54,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
13:54,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
13:54,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
13:54,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
13:54,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
13:54,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
13:54,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
13:54,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
13:40,,60,,65 (+5),"GOOD 3PTR by NYAWATA,ANESU",RHODES 60-65 (+5),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",2
13:23,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
13:13,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
13:13,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
13:13,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
13:13,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:13,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
13:13,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:13,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
13:13,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:13,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
13:13,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
13:13,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
13:08,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
13:08,"MISS FT by RUSSELL,JOHN",,,,,,,"MISS FT by RUSSELL,JOHN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:08,"GOOD FT by RUSSELL,JOHN",61,,65 (+4),,UD 61-65 (+4),,"GOOD FT by RUSSELL,JOHN",2
13:08,"SUB IN by CALTON,EMMANUEL",,,,,,,"SUB IN by CALTON,EMMANUEL",2
13:08,"SUB OUT by COLVIN,DARRIUS",,,,,,,"SUB OUT by COLVIN,DARRIUS",2
13:01,,61,,67 (+6),"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 61-67 (+6),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
12:51,"MISS JUMPER by BEREZIN,SOLOMON",,,,,,,"MISS JUMPER by BEREZIN,SOLOMON",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
12:43,"FOUL  by CALTON,EMMANUEL",,,,,,,"FOUL  by CALTON,EMMANUEL",2
12:43,"SUB IN by LEVI,SPENCER",,,,,,,"SUB IN by LEVI,SPENCER",2
12:43,"SUB OUT by BEREZIN,SOLOMON",,,,,,,"SUB OUT by BEREZIN,SOLOMON",2
12:26,,61,,70 (+9),"GOOD 3PTR by GALVIN,OWEN",RHODES 61-70 (+9),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
12:19,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
12:19,"GOOD FT by GIADOLOR,PRINCE",62,,70 (+8),,UD 62-70 (+8),,"GOOD FT by GIADOLOR,PRINCE",2
12:19,"MISS FT by GIADOLOR,PRINCE",,,,,,,"MISS FT by GIADOLOR,PRINCE",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
12:19,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
12:19,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
12:19,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
12:19,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
12:19,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
12:19,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
12:19,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
12:19,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
12:19,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
12:19,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:59,"FOUL  by NUNN,JOSHUA",,,,,,,"FOUL  by NUNN,JOSHUA",2
11:59,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:58,,,,,"MISS FT by ROTEMAN,EVAN",,,"MISS FT by ROTEMAN,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:58,,,,,"MISS FT by ROTEMAN,EVAN",,,"MISS FT by ROTEMAN,EVAN",2
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",2
11:58,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
11:58,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
11:58,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
11:58,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:58,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
11:58,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
11:58,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
11:58,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
11:49,"TURNOVER  by NUNN,JOSHUA",,,,,,,"TURNOVER  by NUNN,JOSHUA",2
11:49,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
11:49,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
11:38,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
11:38,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
11:24,"GOOD LAYUP by LEVI,SPENCER(in the paint)",64,,70 (+6),,UD 64-70 (+6),,"GOOD LAYUP by LEVI,SPENCER(in the paint)",2
--,"ASSIST  by NUNN,JOSHUA",,,,,,,"ASSIST  by NUNN,JOSHUA",2
11:06,,64,,72 (+8),"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 64-72 (+8),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
10:56,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
10:54,"GOOD FT by GIADOLOR,PRINCE",65,,72 (+7),,UD 65-72 (+7),,"GOOD FT by GIADOLOR,PRINCE",2
10:54,"GOOD FT by GIADOLOR,PRINCE",66,,72 (+6),,UD 66-72 (+6),,"GOOD FT by GIADOLOR,PRINCE",2
10:54,"SUB IN by COLVIN,DARRIUS",,,,,,,"SUB IN by COLVIN,DARRIUS",2
10:54,"SUB OUT by GIADOLOR,PRINCE",,,,,,,"SUB OUT by GIADOLOR,PRINCE",2
10:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:54,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
10:54,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:54,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
10:54,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:54,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
10:54,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
10:54,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
10:54,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:32,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",2
10:22,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
10:22,"GOOD FT by NUNN,JOSHUA",67,,72 (+5),,UD 67-72 (+5),,"GOOD FT by NUNN,JOSHUA",2
10:22,"GOOD FT by NUNN,JOSHUA",68,,72 (+4),,UD 68-72 (+4),,"GOOD FT by NUNN,JOSHUA",2
10:11,,,,,"MISS JUMPER by DALTON,PRICE",,,"MISS JUMPER by DALTON,PRICE",2
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",2
10:06,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:06,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
10:06,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
10:06,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:06,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
10:06,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
10:06,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
10:06,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
10:06,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
10:06,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
10:02,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",70,,72 (+2),,UD 70-72 (+2),,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",2
--,"ASSIST  by CALTON,EMMANUEL",,,,,,,"ASSIST  by CALTON,EMMANUEL",2
09:49,"FOUL  by CALTON,EMMANUEL",,,,,,,"FOUL  by CALTON,EMMANUEL",2
09:49,,70,,73 (+3),"GOOD FT by NYAWATA,ANESU",RHODES 70-73 (+3),,"GOOD FT by NYAWATA,ANESU",2
09:49,,70,,74 (+4),"GOOD FT by NYAWATA,ANESU",RHODES 70-74 (+4),,"GOOD FT by NYAWATA,ANESU",2
09:38,"GOOD LAYUP by LEVI,SPENCER(fastbreak)(in the paint)",72,,74 (+2),,UD 72-74 (+2),,"GOOD LAYUP by LEVI,SPENCER(fastbreak)(in the paint)",2
--,"ASSIST  by CALTON,EMMANUEL",,,,,,,"ASSIST  by CALTON,EMMANUEL",2
09:33,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
09:32,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
09:32,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
09:32,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
09:32,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
09:32,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
09:32,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
09:32,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
09:32,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
09:32,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
09:32,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:15,"TURNOVER  by CALTON,EMMANUEL",,,,,,,"TURNOVER  by CALTON,EMMANUEL",2
09:14,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
09:02,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",2
08:59,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
08:59,"MISS FT by COLVIN,DARRIUS",,,,,,,"MISS FT by COLVIN,DARRIUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:59,"GOOD FT by COLVIN,DARRIUS",73,,74 (+1),,UD 73-74 (+1),,"GOOD FT by COLVIN,DARRIUS",2
08:52,,73,,76 (+3),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 73-76 (+3),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",2
08:35,"TURNOVER  by GIADOLOR,PRINCE",,,,,,,"TURNOVER  by GIADOLOR,PRINCE",2
08:35,"FOUL  by GIADOLOR,PRINCE",,,,,,,"FOUL  by GIADOLOR,PRINCE",2
08:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:35,"SUB IN by GIADOLOR,PRINCE",,,,,,,"SUB IN by GIADOLOR,PRINCE",2
08:35,"SUB OUT by CALTON,EMMANUEL",,,,,,,"SUB OUT by CALTON,EMMANUEL",2
08:35,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
08:35,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
08:35,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
08:35,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
08:35,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
08:35,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
08:35,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
08:35,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
08:35,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
08:35,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
08:21,"FOUL  by COLVIN,DARRIUS",,,,,,,"FOUL  by COLVIN,DARRIUS",2
08:21,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by SAMSON,VAUGHN",,,"REBOUND OFF by SAMSON,VAUGHN",2
08:17,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
08:16,"STEAL  by COLVIN,DARRIUS",,,,,,,"STEAL  by COLVIN,DARRIUS",2
08:16,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
08:16,"GOOD FT by COLVIN,DARRIUS",74,,76 (+2),,UD 74-76 (+2),,"GOOD FT by COLVIN,DARRIUS",2
08:16,"GOOD FT by COLVIN,DARRIUS",75,,76 (+1),,UD 75-76 (+1),,"GOOD FT by COLVIN,DARRIUS",2
08:16,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
08:16,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
08:16,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
08:16,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
08:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
08:16,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
08:16,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
08:16,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
08:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:16,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
08:03,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
07:57,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",77 (+1),,76,,UD 77-76 (-1),,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",2
--,"ASSIST  by GIADOLOR,PRINCE",,,,,,,"ASSIST  by GIADOLOR,PRINCE",2
07:32,,77,,78 (+1),"GOOD JUMPER by GALVIN,OWEN",RHODES 77-78 (+1),,"GOOD JUMPER by GALVIN,OWEN",2
07:12,"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",79 (+1),,78,,UD 79-78 (-1),,"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",2
06:59,,79,,80 (+1),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 79-80 (+1),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
06:48,"TURNOVER  by GIADOLOR,PRINCE",,,,,,,"TURNOVER  by GIADOLOR,PRINCE",2
06:47,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
06:40,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:37,"FOUL  by NUNN,JOSHUA",,,,,,,"FOUL  by NUNN,JOSHUA",2
06:37,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
06:37,,79,,81 (+2),"GOOD FT by GIROUX,PRESTON",RHODES 79-81 (+2),,"GOOD FT by GIROUX,PRESTON",2
06:37,,79,,82 (+3),"GOOD FT by GIROUX,PRESTON",RHODES 79-82 (+3),,"GOOD FT by GIROUX,PRESTON",2
06:37,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
06:37,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
06:37,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
