Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
03:30,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
03:28,,,,,"MISS FT by JONES,JUSTIN",,,"MISS FT by JONES,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:28,,,,,"MISS FT by JONES,JUSTIN",,,"MISS FT by JONES,JUSTIN",2
--,,,,,"REBOUND OFF by DURHAM,JONATHAN",,,"REBOUND OFF by DURHAM,JONATHAN",2
03:28,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
03:28,,127 (+21),,106,"GOOD FT by DURHAM,JONATHAN",BU 127-106 (+21),,"GOOD FT by DURHAM,JONATHAN",2
03:28,,127 (+20),,107,"GOOD FT by DURHAM,JONATHAN",BU 127-107 (+20),,"GOOD FT by DURHAM,JONATHAN",2
03:17,"TURNOVER  by ROTEMAN,EVAN",,,,,,,"TURNOVER  by ROTEMAN,EVAN",2
03:14,,,,,"STEAL  by MCCOY,TOMMY",,,"STEAL  by MCCOY,TOMMY",2
03:11,,127 (+18),,109,"GOOD LAYUP by MCCOY,TOMMY(fastbreak)(in the paint)",BU 127-109 (+18),,"GOOD LAYUP by MCCOY,TOMMY(fastbreak)(in the paint)",2
03:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:43,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
02:43,"GOOD FT by NYAWATA,ANESU",128 (+19),,109,,RHODES 128-109 (+19),,"GOOD FT by NYAWATA,ANESU",2
02:43,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
02:43,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
02:43,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
02:43,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
02:43,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
02:43,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
02:43,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
02:43,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
02:43,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
02:43,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
02:43,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
02:43,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",2
02:43,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
02:43,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
02:43,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
02:43,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",2
02:43,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
02:43,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
02:43,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
02:43,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
02:42,"GOOD FT by NYAWATA,ANESU",129 (+20),,109,,RHODES 129-109 (+20),,"GOOD FT by NYAWATA,ANESU",2
02:36,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",2
--,,,,,"REBOUND OFF by HODUM,RICK",,,"REBOUND OFF by HODUM,RICK",2
02:34,,,,,"MISS JUMPER by HODUM,RICK",,,"MISS JUMPER by HODUM,RICK",2
02:33,"BLOCK  by DARST,DANIEL",,,,,,,"BLOCK  by DARST,DANIEL",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
02:28,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",2
02:20,,129 (+18),,111,"GOOD LAYUP by ROBERTS,JOSHUA(in the paint)",BU 129-111 (+18),,"GOOD LAYUP by ROBERTS,JOSHUA(in the paint)",2
--,,,,,"ASSIST  by RICHARDSON,TERIK",,,"ASSIST  by RICHARDSON,TERIK",2
02:12,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",131 (+20),,111,,RHODES 131-111 (+20),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
--,"ASSIST  by ASHBY,KENDRICK",,,,,,,"ASSIST  by ASHBY,KENDRICK",2
02:03,,,,,"FOUL  by RICHARDSON,TERIK",,,"FOUL  by RICHARDSON,TERIK",2
02:00,"GOOD FT by NYAWATA,ANESU",132 (+21),,111,,RHODES 132-111 (+21),,"GOOD FT by NYAWATA,ANESU",2
01:55,,,,,"MISS 3PTR by WEBBER,BRENT",,,"MISS 3PTR by WEBBER,BRENT",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
01:55,,,,,"FOUL  by WEBBER,BRENT",,,"FOUL  by WEBBER,BRENT",2
01:55,"GOOD FT by BERRY,BRYCE",133 (+22),,111,,RHODES 133-111 (+22),,"GOOD FT by BERRY,BRYCE",2
01:55,"GOOD FT by BERRY,BRYCE",134 (+23),,111,,RHODES 134-111 (+23),,"GOOD FT by BERRY,BRYCE",2
01:55,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
01:55,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
01:55,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
01:55,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
01:55,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
01:55,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
01:55,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
01:55,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
01:45,,,,,"TURNOVER  by HODUM,RICK",,,"TURNOVER  by HODUM,RICK",2
01:36,"SUB IN by MINX,COLIN",,,,,,,"SUB IN by MINX,COLIN",2
01:36,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
01:36,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
01:36,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
01:36,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
01:36,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
01:36,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
01:36,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
01:36,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
01:36,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
01:36,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
01:36,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
01:35,"TURNOVER  by ROTEMAN,EVAN",,,,,,,"TURNOVER  by ROTEMAN,EVAN",2
01:34,,,,,"STEAL  by PRICE,VICTOR",,,"STEAL  by PRICE,VICTOR",2
01:31,,,,,"MISS 3PTR by BROWN,ISIAH",,,"MISS 3PTR by BROWN,ISIAH",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
01:20,"MISS 3PTR by EVANS,ANDREW",,,,,,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND DEF by ROBERTS,JOSHUA",,,"REBOUND DEF by ROBERTS,JOSHUA",2
01:12,,,,,"MISS 3PTR by ROBERTS,JOSHUA",,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:41,,,,,"FOUL  by MCCOY,TOMMY",,,"FOUL  by MCCOY,TOMMY",2
00:41,"GOOD FT by ROTEMAN,EVAN",135 (+24),,111,,RHODES 135-111 (+24),,"GOOD FT by ROTEMAN,EVAN",2
00:41,"GOOD FT by ROTEMAN,EVAN",136 (+25),,111,,RHODES 136-111 (+25),,"GOOD FT by ROTEMAN,EVAN",2
00:35,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",2
--,"REBOUND DEF by FERIA,NICK DE",,,,,,,"REBOUND DEF by FERIA,NICK DE",2
00:24,,,,,"FOUL  by PRICE,VICTOR",,,"FOUL  by PRICE,VICTOR",2
00:24,"GOOD FT by EVANS,ANDREW",137 (+26),,111,,RHODES 137-111 (+26),,"GOOD FT by EVANS,ANDREW",2
00:24,"MISS FT by EVANS,ANDREW",,,,,,,"MISS FT by EVANS,ANDREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:22,"GOOD 3PTR by EVANS,ANDREW",140 (+29),,111,,RHODES 140-111 (+29),,"GOOD 3PTR by EVANS,ANDREW",2
--,"ASSIST  by ROTEMAN,EVAN",,,,,,,"ASSIST  by ROTEMAN,EVAN",2
00:13,,140 (+27),,113,"GOOD LAYUP by PRICE,VICTOR(in the paint)",BU 140-113 (+27),,"GOOD LAYUP by PRICE,VICTOR(in the paint)",2
--,,,,,"ASSIST  by WEBBER,BRENT",,,"ASSIST  by WEBBER,BRENT",2
