Time Remaining,IWU,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
14:57,"MISS DUNK by CURRY,MILES",,,,,,,"MISS DUNK by CURRY,MILES",1
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",1
14:51,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",1
--,"REBOUND DEF by BAKER,DANNY",,,,,,,"REBOUND DEF by BAKER,DANNY",1
14:44,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
14:44,"GOOD FT by CURRY,MILES",15 (+5),,10,,IWU 15-10 (-5),,"GOOD FT by CURRY,MILES",1
14:44,"MISS FT by CURRY,MILES",,,,,,,"MISS FT by CURRY,MILES",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
14:44,"SUB IN by COLEMAN,NICK",,,,,,,"SUB IN by COLEMAN,NICK",1
14:44,"SUB IN by BONNETT,COLIN",,,,,,,"SUB IN by BONNETT,COLIN",1
14:44,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",1
14:44,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",1
14:44,"SUB OUT by KNOBLOCH,ZACH",,,,,,,"SUB OUT by KNOBLOCH,ZACH",1
14:44,"SUB OUT by WOLFE,GRANT",,,,,,,"SUB OUT by WOLFE,GRANT",1
14:44,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
14:44,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
14:44,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
14:44,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
14:44,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
14:44,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
14:44,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
14:44,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
14:44,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
14:44,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
14:32,,15 (+3),,12,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 15-12 (-3),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
14:19,"MISS JUMPER by BAKER,DANNY",,,,,,,"MISS JUMPER by BAKER,DANNY",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
14:10,,15 (+1),,14,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 15-14 (-1),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
14:03,"TURNOVER  by CURRY,MILES",,,,,,,"TURNOVER  by CURRY,MILES",1
14:00,,,,,"STEAL  by DALTON,PRICE",,,"STEAL  by DALTON,PRICE",1
13:52,,15,,17 (+2),"GOOD 3PTR by WEATHERFORD,MITCH",RHODES 15-17 (+2),,"GOOD 3PTR by WEATHERFORD,MITCH",1
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",1
13:42,"SUB IN by BEASLEY,JAYLEN",,,,,,,"SUB IN by BEASLEY,JAYLEN",1
13:42,"SUB IN by BURDINE,TYLER",,,,,,,"SUB IN by BURDINE,TYLER",1
13:42,"SUB OUT by BAKER,DANNY",,,,,,,"SUB OUT by BAKER,DANNY",1
13:42,"SUB OUT by CURRY,MILES",,,,,,,"SUB OUT by CURRY,MILES",1
13:42,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
13:42,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
13:42,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
13:42,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
13:42,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
13:42,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
13:42,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
13:42,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
13:42,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
13:42,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
13:38,"TURNOVER  by COLEMAN,NICK",,,,,,,"TURNOVER  by COLEMAN,NICK",1
13:37,,,,,"STEAL  by LOVE,KERRY",,,"STEAL  by LOVE,KERRY",1
13:28,"FOUL  by GREGOIRE,JASON",,,,,,,"FOUL  by GREGOIRE,JASON",1
13:28,"SUB IN by ROSE,BRADY",,,,,,,"SUB IN by ROSE,BRADY",1
13:28,"SUB OUT by COLEMAN,NICK",,,,,,,"SUB OUT by COLEMAN,NICK",1
13:06,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
13:03,"GOOD LAYUP by BEASLEY,JAYLEN(fastbreak)(in the paint)",17,,17,,IWU 17-17 (0),,"GOOD LAYUP by BEASLEY,JAYLEN(fastbreak)(in the paint)",1
13:03,,,,,"FOUL  by EVANS,ANDREW",,,"FOUL  by EVANS,ANDREW",1
13:03,"MISS FT by BEASLEY,JAYLEN",,,,,,,"MISS FT by BEASLEY,JAYLEN",1
--,,,,,"REBOUND DEF by EVANS,ANDREW",,,"REBOUND DEF by EVANS,ANDREW",1
12:49,,17,,19 (+2),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 17-19 (+2),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",1
12:44,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",1
12:40,"MISS 3PTR by BONNETT,COLIN",,,,,,,"MISS 3PTR by BONNETT,COLIN",1
--,"REBOUND OFF by GREGOIRE,JASON",,,,,,,"REBOUND OFF by GREGOIRE,JASON",1
12:28,"GOOD LAYUP by BURDINE,TYLER(in the paint)",19,,19,,IWU 19-19 (0),,"GOOD LAYUP by BURDINE,TYLER(in the paint)",1
--,"ASSIST  by BONNETT,COLIN",,,,,,,"ASSIST  by BONNETT,COLIN",1
12:28,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",1
12:28,"MISS FT by BURDINE,TYLER",,,,,,,"MISS FT by BURDINE,TYLER",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
12:28,"FOUL  by BEASLEY,JAYLEN",,,,,,,"FOUL  by BEASLEY,JAYLEN",1
12:28,"SUB IN by KNOBLOCH,ZACH",,,,,,,"SUB IN by KNOBLOCH,ZACH",1
12:28,"SUB IN by BAKER,DANNY",,,,,,,"SUB IN by BAKER,DANNY",1
12:28,"SUB IN by O'NEILL,ALEX",,,,,,,"SUB IN by O'NEILL,ALEX",1
12:28,"SUB OUT by BURDINE,TYLER",,,,,,,"SUB OUT by BURDINE,TYLER",1
12:28,"SUB OUT by BONNETT,COLIN",,,,,,,"SUB OUT by BONNETT,COLIN",1
12:28,"SUB OUT by GREGOIRE,JASON",,,,,,,"SUB OUT by GREGOIRE,JASON",1
12:28,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
12:28,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
12:28,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
12:28,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
12:28,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
12:28,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
12:28,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
12:28,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
12:28,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
12:28,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
12:19,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
12:18,"STEAL  by BEASLEY,JAYLEN",,,,,,,"STEAL  by BEASLEY,JAYLEN",1
12:16,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
12:13,"GOOD FT by BEASLEY,JAYLEN",20 (+1),,19,,IWU 20-19 (-1),,"GOOD FT by BEASLEY,JAYLEN",1
12:13,"GOOD FT by BEASLEY,JAYLEN",21 (+2),,19,,IWU 21-19 (-2),,"GOOD FT by BEASLEY,JAYLEN",1
12:06,,21,,21,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 21-21 (0),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
11:45,"MISS 3PTR by KNOBLOCH,ZACH",,,,,,,"MISS 3PTR by KNOBLOCH,ZACH",1
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",1
11:36,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
11:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:33,"SUB IN by WALLEN,DOUG",,,,,,,"SUB IN by WALLEN,DOUG",1
11:33,"SUB OUT by BAKER,DANNY",,,,,,,"SUB OUT by BAKER,DANNY",1
11:24,"FOUL  by O'NEILL,ALEX",,,,,,,"FOUL  by O'NEILL,ALEX",1
11:24,,21,,22 (+1),"GOOD FT by DARST,DANIEL",RHODES 21-22 (+1),,"GOOD FT by DARST,DANIEL",1
11:24,,21,,23 (+2),"GOOD FT by DARST,DANIEL",RHODES 21-23 (+2),,"GOOD FT by DARST,DANIEL",1
11:24,"SUB IN by BAKER,DANNY",,,,,,,"SUB IN by BAKER,DANNY",1
11:24,"SUB OUT by O'NEILL,ALEX",,,,,,,"SUB OUT by O'NEILL,ALEX",1
11:15,"GOOD LAYUP by BAKER,DANNY(fastbreak)(in the paint)",23,,23,,IWU 23-23 (0),,"GOOD LAYUP by BAKER,DANNY(fastbreak)(in the paint)",1
--,"ASSIST  by KNOBLOCH,ZACH",,,,,,,"ASSIST  by KNOBLOCH,ZACH",1
11:07,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",1
--,,,,,"REBOUND OFF by NYAWATA,ANESU",,,"REBOUND OFF by NYAWATA,ANESU",1
11:01,,23,,25 (+2),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 23-25 (+2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",1
10:51,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",1
10:51,"GOOD FT by BAKER,DANNY",24,,25 (+1),,IWU 24-25 (+1),,"GOOD FT by BAKER,DANNY",1
10:51,"GOOD FT by BAKER,DANNY",25,,25,,IWU 25-25 (0),,"GOOD FT by BAKER,DANNY",1
10:51,"SUB IN by CURRY,MILES",,,,,,,"SUB IN by CURRY,MILES",1
10:51,"SUB IN by BONNETT,COLIN",,,,,,,"SUB IN by BONNETT,COLIN",1
10:51,"SUB OUT by BEASLEY,JAYLEN",,,,,,,"SUB OUT by BEASLEY,JAYLEN",1
10:51,"SUB OUT by WALLEN,DOUG",,,,,,,"SUB OUT by WALLEN,DOUG",1
10:51,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
10:51,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
10:51,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
10:51,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
10:51,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
10:51,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
10:51,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
10:51,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
10:51,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
10:51,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
10:46,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND DEF by KNOBLOCH,ZACH",,,,,,,"REBOUND DEF by KNOBLOCH,ZACH",1
10:22,"MISS JUMPER by BONNETT,COLIN",,,,,,,"MISS JUMPER by BONNETT,COLIN",1
--,"REBOUND OFF by BAKER,DANNY",,,,,,,"REBOUND OFF by BAKER,DANNY",1
10:20,"GOOD LAYUP by BAKER,DANNY(in the paint)",27 (+2),,25,,IWU 27-25 (-2),,"GOOD LAYUP by BAKER,DANNY(in the paint)",1
10:05,,,,,"MISS JUMPER by GALVIN,OWEN",,,"MISS JUMPER by GALVIN,OWEN",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
09:49,,,,,"TURNOVER  by NESTLEHUTT,JAKE",,,"TURNOVER  by NESTLEHUTT,JAKE",1
09:48,"STEAL  by KNOBLOCH,ZACH",,,,,,,"STEAL  by KNOBLOCH,ZACH",1
09:41,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
09:41,"GOOD FT by BONNETT,COLIN",28 (+3),,25,,IWU 28-25 (-3),,"GOOD FT by BONNETT,COLIN",1
09:41,"MISS FT by BONNETT,COLIN",,,,,,,"MISS FT by BONNETT,COLIN",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
09:41,"SUB IN by WOLFE,GRANT",,,,,,,"SUB IN by WOLFE,GRANT",1
09:41,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",1
09:32,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",1
--,"REBOUND DEF by CURRY,MILES",,,,,,,"REBOUND DEF by CURRY,MILES",1
09:27,"TURNOVER  by CURRY,MILES",,,,,,,"TURNOVER  by CURRY,MILES",1
09:26,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",1
09:18,"FOUL  by WOLFE,GRANT",,,,,,,"FOUL  by WOLFE,GRANT",1
09:18,,28 (+2),,26,"GOOD FT by WEATHERFORD,MITCH",RHODES 28-26 (-2),,"GOOD FT by WEATHERFORD,MITCH",1
09:18,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",1
--,"REBOUND DEF by BAKER,DANNY",,,,,,,"REBOUND DEF by BAKER,DANNY",1
09:18,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",1
09:18,"SUB OUT by BONNETT,COLIN",,,,,,,"SUB OUT by BONNETT,COLIN",1
09:18,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
09:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
09:18,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
09:18,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
09:18,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
09:18,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
09:18,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
09:18,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
09:18,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
09:11,"GOOD LAYUP by WOLFE,GRANT(in the paint)",30 (+4),,26,,IWU 30-26 (-4),,"GOOD LAYUP by WOLFE,GRANT(in the paint)",1
08:57,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",1
--,"REBOUND DEF by BAKER,DANNY",,,,,,,"REBOUND DEF by BAKER,DANNY",1
08:50,"GOOD 3PTR by KNOBLOCH,ZACH",33 (+7),,26,,IWU 33-26 (-7),,"GOOD 3PTR by KNOBLOCH,ZACH",1
--,"ASSIST  by GREGOIRE,JASON",,,,,,,"ASSIST  by GREGOIRE,JASON",1
08:35,,33 (+5),,28,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 33-28 (-5),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
08:24,"MISS 3PTR by KNOBLOCH,ZACH",,,,,,,"MISS 3PTR by KNOBLOCH,ZACH",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
08:14,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
08:13,"STEAL  by WOLFE,GRANT",,,,,,,"STEAL  by WOLFE,GRANT",1
08:09,"MISS 3PTR by KNOBLOCH,ZACH",,,,,,,"MISS 3PTR by KNOBLOCH,ZACH",1
--,"REBOUND OFF by CURRY,MILES",,,,,,,"REBOUND OFF by CURRY,MILES",1
08:06,,,,,"FOUL  by EVANS,ANDREW",,,"FOUL  by EVANS,ANDREW",1
08:06,"GOOD FT by CURRY,MILES",34 (+6),,28,,IWU 34-28 (-6),,"GOOD FT by CURRY,MILES",1
