Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,UTT,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by LANE,JOHNELL",,,"ASSIST  by LANE,JOHNELL",2
15:24,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
15:19,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",60,,69 (+9),,RHODES 60-69 (-9),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
15:19,,,,,"FOUL  by LANE,JOHNELL",,,"FOUL  by LANE,JOHNELL",2
15:19,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:20,"GOOD FT by GIROUX,PRESTON",61,,69 (+8),,RHODES 61-69 (-8),,"GOOD FT by GIROUX,PRESTON",2
15:15,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
15:11,,,,,"MISS 3PTR by LANE,JOHNELL",,,"MISS 3PTR by LANE,JOHNELL",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
15:01,"MISS 3PTR by EVANS,ANDREW",,,,,,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND DEF by OBUKWELU,EMEKA",,,"REBOUND DEF by OBUKWELU,EMEKA",2
14:52,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
14:52,,61,,70 (+9),"GOOD FT by FRANK,CAMERON",UTT 61-70 (-9),,"GOOD FT by FRANK,CAMERON",2
14:52,,61,,71 (+10),"GOOD FT by FRANK,CAMERON",UTT 61-71 (-10),,"GOOD FT by FRANK,CAMERON",2
14:52,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
14:52,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
14:52,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
14:52,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
14:52,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
14:52,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
14:52,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
14:52,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
14:52,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
14:52,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
14:50,,,,,"FOUL  by FRANK,CAMERON",,,"FOUL  by FRANK,CAMERON",2
14:29,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by OBUKWELU,EMEKA",,,"REBOUND DEF by OBUKWELU,EMEKA",2
14:17,,,,,"TURNOVER  by LANE,JOHNELL",,,"TURNOVER  by LANE,JOHNELL",2
14:17,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
14:17,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
14:17,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
14:17,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
14:17,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
14:17,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
14:17,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
14:17,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
14:17,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
14:17,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
14:02,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
13:59,,,,,"FOUL  by LANE,JOHNELL",,,"FOUL  by LANE,JOHNELL",2
13:59,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
13:59,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
13:59,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
13:59,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
13:59,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:59,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
13:59,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
13:59,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
13:59,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
13:59,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
13:59,,,,,"SUB IN by TATUM,JOSH",,,"SUB IN by TATUM,JOSH",2
13:59,,,,,"SUB OUT by LANE,JOHNELL",,,"SUB OUT by LANE,JOHNELL",2
13:47,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",63,,71 (+8),,RHODES 63-71 (-8),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
13:37,,63,,74 (+11),"GOOD 3PTR by ANTHONY,MELVIN",UTT 63-74 (-11),,"GOOD 3PTR by ANTHONY,MELVIN",2
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",2
13:24,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
13:24,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
13:24,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
13:24,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
13:24,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
13:24,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
13:24,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:24,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
13:24,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
13:24,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
13:24,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
13:24,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
13:13,,,,,"TURNOVER  by OBUKWELU,EMEKA",,,"TURNOVER  by OBUKWELU,EMEKA",2
12:50,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by HADDEN,SKYLER",,,"REBOUND DEF by HADDEN,SKYLER",2
12:44,,63,,76 (+13),"GOOD LAYUP by TATUM,JOSH(fastbreak)(in the paint)",UTT 63-76 (-13),,"GOOD LAYUP by TATUM,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HADDEN,SKYLER",,,"ASSIST  by HADDEN,SKYLER",2
12:31,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",65,,76 (+11),,RHODES 65-76 (-11),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",2
12:17,,,,,"MISS LAYUP by HADDEN,SKYLER",,,"MISS LAYUP by HADDEN,SKYLER",2
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",2
12:13,,65,,78 (+13),"GOOD JUMPER by OBUKWELU,EMEKA(in the paint)",UTT 65-78 (-13),,"GOOD JUMPER by OBUKWELU,EMEKA(in the paint)",2
12:03,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:59,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:59,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
11:59,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
11:59,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
11:59,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
11:59,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:59,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
11:59,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
11:59,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
11:59,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
11:59,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
11:48,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
11:39,,,,,"TURNOVER  by FRANK,CAMERON",,,"TURNOVER  by FRANK,CAMERON",2
11:37,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
11:36,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",2
11:36,,,,,"STEAL  by TATUM,JOSH",,,"STEAL  by TATUM,JOSH",2
11:36,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",2
11:36,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
11:36,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
11:34,,65,,80 (+15),"GOOD LAYUP by HADDEN,SKYLER(in the paint)",UTT 65-80 (-15),,"GOOD LAYUP by HADDEN,SKYLER(in the paint)",2
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",2
11:21,"MISS JUMPER by LOVE,KERRY",,,,,,,"MISS JUMPER by LOVE,KERRY",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
11:17,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
11:14,"GOOD JUMPER by BERRY,BRYCE(in the paint)",67,,80 (+13),,RHODES 67-80 (-13),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",2
11:03,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
11:03,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
11:03,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
11:03,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
11:03,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
11:03,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
11:03,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
11:03,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
11:03,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
11:03,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
10:53,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
10:49,,,,,"MISS DUNK by ANTHONY,MELVIN",,,"MISS DUNK by ANTHONY,MELVIN",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
10:41,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",2
10:40,,,,,"STEAL  by TATUM,JOSH",,,"STEAL  by TATUM,JOSH",2
10:37,,,,,"MISS 3PTR by ANTHONY,MELVIN",,,"MISS 3PTR by ANTHONY,MELVIN",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
10:19,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",2
10:12,,67,,82 (+15),"GOOD LAYUP by ANTHONY,MELVIN(fastbreak)(in the paint)",UTT 67-82 (-15),,"GOOD LAYUP by ANTHONY,MELVIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FRANK,CAMERON",,,"ASSIST  by FRANK,CAMERON",2
10:05,"MISS 3PTR by SAMSON,VAUGHN",,,,,,,"MISS 3PTR by SAMSON,VAUGHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:01,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
10:01,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
10:01,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
10:01,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
10:01,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
10:01,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
10:01,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
10:01,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
10:01,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
10:01,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
10:01,,,,,"SUB IN by MOORE,DAVIS",,,"SUB IN by MOORE,DAVIS",2
10:01,,,,,"SUB OUT by FRANK,CAMERON",,,"SUB OUT by FRANK,CAMERON",2
09:50,,67,,84 (+17),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 67-84 (-17),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
--,,,,,"ASSIST  by MOORE,DAVIS",,,"ASSIST  by MOORE,DAVIS",2
09:38,"TURNOVER  by MCINTYRE,WILLIAM",,,,,,,"TURNOVER  by MCINTYRE,WILLIAM",2
09:38,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
09:38,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:38,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
09:38,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
09:38,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
09:38,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
09:38,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
09:38,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
09:38,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
09:38,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
09:32,,,,,"TURNOVER  by ANTHONY,MELVIN",,,"TURNOVER  by ANTHONY,MELVIN",2
09:23,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
09:21,,,,,"STEAL  by HADDEN,SKYLER",,,"STEAL  by HADDEN,SKYLER",2
09:17,,,,,"MISS LAYUP by TATUM,JOSH",,,"MISS LAYUP by TATUM,JOSH",2
--,,,,,"REBOUND OFF by HADDEN,SKYLER",,,"REBOUND OFF by HADDEN,SKYLER",2
09:13,,,,,"TURNOVER  by HADDEN,SKYLER",,,"TURNOVER  by HADDEN,SKYLER",2
09:11,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
09:03,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
09:03,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
09:03,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
09:03,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
09:03,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
09:03,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
09:03,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
09:03,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
09:03,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
09:03,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
08:52,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:40,,67,,86 (+19),"GOOD LAYUP by OBUKWELU,EMEKA(fastbreak)(in the paint)",UTT 67-86 (-19),,"GOOD LAYUP by OBUKWELU,EMEKA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",2
08:25,"GOOD LAYUP by EVANS,ANDREW(in the paint)",69,,86 (+17),,RHODES 69-86 (-17),,"GOOD LAYUP by EVANS,ANDREW(in the paint)",2
08:18,,,,,"MISS LAYUP by ANTHONY,MELVIN",,,"MISS LAYUP by ANTHONY,MELVIN",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
08:13,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",2
08:11,,,,,"STEAL  by TATUM,JOSH",,,"STEAL  by TATUM,JOSH",2
08:08,,69,,88 (+19),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 69-88 (-19),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
--,,,,,"ASSIST  by HADDEN,SKYLER",,,"ASSIST  by HADDEN,SKYLER",2
07:53,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",71,,88 (+17),,RHODES 71-88 (-17),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
07:44,,71,,90 (+19),"GOOD LAYUP by TATUM,JOSH(fastbreak)(in the paint)",UTT 71-90 (-19),,"GOOD LAYUP by TATUM,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MOORE,DAVIS",,,"ASSIST  by MOORE,DAVIS",2
07:28,,,,,"FOUL  by TATUM,JOSH",,,"FOUL  by TATUM,JOSH",2
07:28,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:28,"GOOD FT by EVANS,ANDREW",72,,90 (+18),,RHODES 72-90 (-18),,"GOOD FT by EVANS,ANDREW",2
07:28,"MISS FT by EVANS,ANDREW",,,,,,,"MISS FT by EVANS,ANDREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:28,"GOOD FT by EVANS,ANDREW",73,,90 (+17),,RHODES 73-90 (-17),,"GOOD FT by EVANS,ANDREW",2
07:28,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
07:28,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
07:28,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
07:28,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
07:28,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
07:28,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
07:28,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
07:28,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
07:28,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
07:28,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
07:17,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",2
07:17,,,,,"MISS FT by HADDEN,SKYLER",,,"MISS FT by HADDEN,SKYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:17,,,,,"MISS FT by HADDEN,SKYLER",,,"MISS FT by HADDEN,SKYLER",2
--,"REBOUND DEF by MCINTYRE,WILLIAM",,,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",2
07:10,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",2
07:10,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",2
07:08,,,,,"TURNOVER  by HADDEN,SKYLER",,,"TURNOVER  by HADDEN,SKYLER",2
07:06,"STEAL  by DALTON,PRICE",,,,,,,"STEAL  by DALTON,PRICE",2
07:04,"GOOD LAYUP by DALTON,PRICE(fastbreak)(in the paint)",75,,90 (+15),,RHODES 75-90 (-15),,"GOOD LAYUP by DALTON,PRICE(fastbreak)(in the paint)",2
06:56,,,,,"MISS LAYUP by TATUM,JOSH",,,"MISS LAYUP by TATUM,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:56,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
06:56,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
06:56,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
06:56,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
06:56,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
06:56,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
06:56,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
06:56,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
06:56,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
06:56,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
06:56,,,,,"SUB IN by LANE,JOHNELL",,,"SUB IN by LANE,JOHNELL",2
06:56,,,,,"SUB IN by FRANK,CAMERON",,,"SUB IN by FRANK,CAMERON",2
06:56,,,,,"SUB OUT by TATUM,JOSH",,,"SUB OUT by TATUM,JOSH",2
06:56,,,,,"SUB OUT by HADDEN,SKYLER",,,"SUB OUT by HADDEN,SKYLER",2
06:52,,75,,92 (+17),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 75-92 (-17),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
--,,,,,"ASSIST  by MOORE,DAVIS",,,"ASSIST  by MOORE,DAVIS",2
06:43,"MISS LAYUP by ROTEMAN,EVAN",,,,,,,"MISS LAYUP by ROTEMAN,EVAN",2
--,,,,,"REBOUND DEF by MOHAMED,OMAR",,,"REBOUND DEF by MOHAMED,OMAR",2
06:31,,,,,"SUB IN by MOHAMED,OMAR",,,"SUB IN by MOHAMED,OMAR",2
06:31,,,,,"SUB OUT by ANTHONY,MELVIN",,,"SUB OUT by ANTHONY,MELVIN",2
06:26,,75,,95 (+20),"GOOD 3PTR by LANE,JOHNELL",UTT 75-95 (-20),,"GOOD 3PTR by LANE,JOHNELL",2
--,,,,,"ASSIST  by MOORE,DAVIS",,,"ASSIST  by MOORE,DAVIS",2
06:10,"GOOD JUMPER by GALVIN,OWEN(in the paint)",77,,95 (+18),,RHODES 77-95 (-18),,"GOOD JUMPER by GALVIN,OWEN(in the paint)",2
--,"ASSIST  by ROTEMAN,EVAN",,,,,,,"ASSIST  by ROTEMAN,EVAN",2
05:57,,,,,"TURNOVER  by LANE,JOHNELL",,,"TURNOVER  by LANE,JOHNELL",2
05:57,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
05:57,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
05:57,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
05:57,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
05:57,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
05:57,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
05:57,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
05:57,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
05:57,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
05:57,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
05:48,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",2
--,,,,,"REBOUND DEF by LANE,JOHNELL",,,"REBOUND DEF by LANE,JOHNELL",2
05:42,,,,,"MISS 3PTR by FRANK,CAMERON",,,"MISS 3PTR by FRANK,CAMERON",2
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",2
05:37,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
05:37,,77,,96 (+19),"GOOD FT by OBUKWELU,EMEKA",UTT 77-96 (-19),,"GOOD FT by OBUKWELU,EMEKA",2
