Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
00:57,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
00:57,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
00:57,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
00:57,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
00:48,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",2
00:44,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
00:44,,62 (+5),,57,"GOOD FT by PATRICK,DREW",OUM 62-57 (+5),,"GOOD FT by PATRICK,DREW",2
00:44,,62 (+4),,58,"GOOD FT by PATRICK,DREW",OUM 62-58 (+4),,"GOOD FT by PATRICK,DREW",2
00:44,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
00:44,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
00:44,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
00:44,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
00:24,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
00:24,"GOOD FT by COLLINS,LUKE",63 (+5),,58,,RHODES 63-58 (+5),,"GOOD FT by COLLINS,LUKE",2
00:24,"GOOD FT by COLLINS,LUKE",64 (+6),,58,,RHODES 64-58 (+6),,"GOOD FT by COLLINS,LUKE",2
00:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:24,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
00:24,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
00:24,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
00:24,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
00:24,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
00:15,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
00:15,,,,,"MISS FT by PATRICK,DREW",,,"MISS FT by PATRICK,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:15,,64 (+5),,59,"GOOD FT by PATRICK,DREW",OUM 64-59 (+5),,"GOOD FT by PATRICK,DREW",2
00:15,,64 (+4),,60,"GOOD FT by PATRICK,DREW",OUM 64-60 (+4),,"GOOD FT by PATRICK,DREW",2
00:15,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
00:15,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
00:15,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
00:15,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
00:07,,,,,"FOUL  by LAWRENCE,CHRIS",,,"FOUL  by LAWRENCE,CHRIS",2
00:07,"GOOD FT by COLLINS,LUKE",65 (+5),,60,,RHODES 65-60 (+5),,"GOOD FT by COLLINS,LUKE",2
00:07,"GOOD FT by COLLINS,LUKE",66 (+6),,60,,RHODES 66-60 (+6),,"GOOD FT by COLLINS,LUKE",2
00:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:07,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",2
00:07,"STEAL  by COLLINS,LUKE",,,,,,,"STEAL  by COLLINS,LUKE",2
00:07,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
00:07,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
00:07,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
00:07,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
