Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
12:18,"MISS JUMPER by WARDLAW,CHASE",,,,,,,"MISS JUMPER by WARDLAW,CHASE",1
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",1
12:03,,4,,8 (+4),"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",RHODES 4-8 (+4),,"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",1
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",1
12:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
12:00,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",1
12:00,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",1
12:00,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
12:00,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
12:00,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
12:00,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
12:00,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",1
11:46,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
11:46,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",1
11:46,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
11:28,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",1
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",1
11:26,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",1
11:26,,4,,9 (+5),"GOOD FT by LIVSEY,GEOFF",RHODES 4-9 (+5),,"GOOD FT by LIVSEY,GEOFF",1
11:26,,4,,10 (+6),"GOOD FT by LIVSEY,GEOFF",RHODES 4-10 (+6),,"GOOD FT by LIVSEY,GEOFF",1
11:26,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",1
11:26,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",1
11:26,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
11:26,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
11:26,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",1
11:26,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",1
11:26,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
11:26,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
11:15,"MISS LAYUP by PATRICK,DREW",,,,,,,"MISS LAYUP by PATRICK,DREW",1
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",1
11:05,"GOOD 3PTR by LAWRENCE,CHRIS",7,,10 (+3),,OUM 7-10 (+3),,"GOOD 3PTR by LAWRENCE,CHRIS",1
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",1
10:36,,7,,12 (+5),"GOOD LAYUP by GEE,TYLER(in the paint)",RHODES 7-12 (+5),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
10:22,"GOOD 3PTR by LAWRENCE,CHRIS",10,,12 (+2),,OUM 10-12 (+2),,"GOOD 3PTR by LAWRENCE,CHRIS",1
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",1
09:53,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",1
09:53,"STEAL  by WARDLAW,CHASE",,,,,,,"STEAL  by WARDLAW,CHASE",1
09:53,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",1
09:53,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",1
09:53,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
09:31,"GOOD 3PTR by BATES,ROMELLO",13 (+1),,12,,OUM 13-12 (-1),,"GOOD 3PTR by BATES,ROMELLO",1
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",1
09:07,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
08:43,"MISS 3PTR by SIGRIST,CONNOR",,,,,,,"MISS 3PTR by SIGRIST,CONNOR",1
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",1
08:12,,13,,14 (+1),"GOOD JUMPER by LIVSEY,GEOFF",RHODES 13-14 (+1),,"GOOD JUMPER by LIVSEY,GEOFF",1
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",1
07:51,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",15 (+1),,14,,OUM 15-14 (-1),,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",1
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",1
07:38,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",1
07:31,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",1
07:31,"GOOD FT by PATRICK,DREW",16 (+2),,14,,OUM 16-14 (-2),,"GOOD FT by PATRICK,DREW",1
07:31,"MISS FT by PATRICK,DREW",,,,,,,"MISS FT by PATRICK,DREW",1
--,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",,,"REBOUND DEF by MUHAMMAD,AQUIL",1
07:31,"FOUL  by ANDINO,GEORGE",,,,,,,"FOUL  by ANDINO,GEORGE",1
07:31,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
07:31,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",1
07:31,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",1
07:31,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",1
07:31,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",1
07:31,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",1
07:31,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
07:31,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
07:31,,,,,"SUB IN by HECHINGER,GRANT",,,"SUB IN by HECHINGER,GRANT",1
07:31,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",1
07:31,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",1
07:31,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",1
06:52,,16,,16,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",RHODES 16-16 (0),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",1
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",1
06:41,"TURNOVER  by WARDLAW,CHASE",,,,,,,"TURNOVER  by WARDLAW,CHASE",1
06:39,,,,,"STEAL  by MUHAMMAD,AQUIL",,,"STEAL  by MUHAMMAD,AQUIL",1
06:31,,16,,18 (+2),"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",RHODES 16-18 (+2),,"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",1
06:21,"MISS JUMPER by ANDINO,GEORGE",,,,,,,"MISS JUMPER by ANDINO,GEORGE",1
--,"REBOUND OFF by KINNEY,JORDAN",,,,,,,"REBOUND OFF by KINNEY,JORDAN",1
06:17,,,,,"FOUL  by MUHAMMAD,AQUIL",,,"FOUL  by MUHAMMAD,AQUIL",1
06:17,"MISS FT by KINNEY,JORDAN",,,,,,,"MISS FT by KINNEY,JORDAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:17,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",1
06:17,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",1
06:17,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
06:17,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",1
06:15,"GOOD FT by KINNEY,JORDAN",17,,18 (+1),,OUM 17-18 (+1),,"GOOD FT by KINNEY,JORDAN",1
05:52,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
05:50,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",1
05:50,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
05:34,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",1
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",1
05:16,,,,,"MISS JUMPER by MUHAMMAD,AQUIL",,,"MISS JUMPER by MUHAMMAD,AQUIL",1
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",1
05:13,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",1
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",1
05:11,,17,,20 (+3),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 17-20 (+3),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",1
04:48,"MISS LAYUP by WARDLAW,CHASE",,,,,,,"MISS LAYUP by WARDLAW,CHASE",1
--,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",,,"REBOUND DEF by MUHAMMAD,AQUIL",1
04:30,,17,,22 (+5),"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",RHODES 17-22 (+5),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",1
04:18,"MISS LAYUP by LAWRENCE,CHRIS",,,,,,,"MISS LAYUP by LAWRENCE,CHRIS",1
--,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",,,"REBOUND DEF by MUHAMMAD,AQUIL",1
04:06,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",1
04:00,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",1
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",1
03:50,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
03:50,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",1
03:50,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
03:50,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
03:50,,,,,"SUB OUT by HECHINGER,GRANT",,,"SUB OUT by HECHINGER,GRANT",1
03:20,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",1
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",1
02:51,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",19,,22 (+3),,OUM 19-22 (+3),,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",1
02:51,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",1
02:51,"GOOD FT by WARDLAW,CHASE",20,,22 (+2),,OUM 20-22 (+2),,"GOOD FT by WARDLAW,CHASE",1
02:51,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",1
02:51,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",1
02:43,,20,,24 (+4),"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",RHODES 20-24 (+4),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",1
02:43,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",1
02:43,,20,,25 (+5),"GOOD FT by MILLER,DREW",RHODES 20-25 (+5),,"GOOD FT by MILLER,DREW",1
02:36,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
02:20,,,,,"TURNOVER  by WAGNER,MATT",,,"TURNOVER  by WAGNER,MATT",1
02:17,"STEAL  by SIGRIST,CONNOR",,,,,,,"STEAL  by SIGRIST,CONNOR",1
02:10,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",1
02:10,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",1
02:10,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",1
01:54,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",1
01:54,,20,,26 (+6),"GOOD FT by LIVSEY,GEOFF",RHODES 20-26 (+6),,"GOOD FT by LIVSEY,GEOFF",1
01:54,,20,,27 (+7),"GOOD FT by LIVSEY,GEOFF",RHODES 20-27 (+7),,"GOOD FT by LIVSEY,GEOFF",1
01:54,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",1
01:54,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",1
01:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
01:54,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",1
01:45,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",1
01:45,"MISS FT by LAWRENCE,CHRIS",,,,,,,"MISS FT by LAWRENCE,CHRIS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:45,"GOOD FT by LAWRENCE,CHRIS",21,,27 (+6),,OUM 21-27 (+6),,"GOOD FT by LAWRENCE,CHRIS",1
01:45,"GOOD FT by LAWRENCE,CHRIS",22,,27 (+5),,OUM 22-27 (+5),,"GOOD FT by LAWRENCE,CHRIS",1
01:45,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",1
01:45,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",1
01:31,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",1
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",1
01:19,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",1
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",1
01:08,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",1
00:57,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",1
--,"REBOUND OFF by SIGRIST,CONNOR",,,,,,,"REBOUND OFF by SIGRIST,CONNOR",1
00:54,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",24,,27 (+3),,OUM 24-27 (+3),,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",1
00:29,,24,,30 (+6),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 24-30 (+6),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",1
00:00,"TURNOVER  by SIGRIST,CONNOR",,,,,,,"TURNOVER  by SIGRIST,CONNOR",1
00:00,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",1
19:47,"MISS LAYUP by DAVIS,ALEX",,,,,,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND OFF by DAVIS,ALEX",,,,,,,"REBOUND OFF by DAVIS,ALEX",2
19:45,"GOOD LAYUP by DAVIS,ALEX(in the paint)",26,,30 (+4),,OUM 26-30 (+4),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
19:29,,26,,33 (+7),"GOOD 3PTR by MILLER,DREW",RHODES 26-33 (+7),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
19:04,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
18:45,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:28,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",28,,33 (+5),,OUM 28-33 (+5),,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",2
18:17,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
18:17,,28,,34 (+6),"GOOD FT by LIVSEY,GEOFF",RHODES 28-34 (+6),,"GOOD FT by LIVSEY,GEOFF",2
18:17,,28,,35 (+7),"GOOD FT by LIVSEY,GEOFF",RHODES 28-35 (+7),,"GOOD FT by LIVSEY,GEOFF",2
17:53,"GOOD JUMPER by KINNEY,JORDAN",30,,35 (+5),,OUM 30-35 (+5),,"GOOD JUMPER by KINNEY,JORDAN",2
17:19,,30,,38 (+8),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 30-38 (+8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
16:44,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,"REBOUND OFF by KINNEY,JORDAN",,,,,,,"REBOUND OFF by KINNEY,JORDAN",2
16:39,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",2
16:38,,,,,"STEAL  by COLLINS,LUKE",,,"STEAL  by COLLINS,LUKE",2
16:34,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
16:34,,30,,39 (+9),"GOOD FT by COLLINS,LUKE",RHODES 30-39 (+9),,"GOOD FT by COLLINS,LUKE",2
16:34,,30,,40 (+10),"GOOD FT by COLLINS,LUKE",RHODES 30-40 (+10),,"GOOD FT by COLLINS,LUKE",2
16:29,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
16:29,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
16:29,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
16:10,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
16:09,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
16:06,"FOUL TECH by KINNEY,JORDAN",,,,,,,"FOUL TECH by KINNEY,JORDAN",2
16:06,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",2
16:06,,30,,41 (+11),"GOOD FT by COLLINS,LUKE",RHODES 30-41 (+11),,"GOOD FT by COLLINS,LUKE",2
16:06,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
