Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
17:33,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
17:01,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
16:53,,31,,48 (+17),"GOOD 3PTR by MILLER,DREW",RHODES 31-48 (+17),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
16:31,"GOOD LAYUP by JACOBS,OWEN(in the paint)",33,,48 (+15),,BCM 33-48 (+15),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",2
16:17,,33,,51 (+18),"GOOD 3PTR by COLLINS,LUKE",RHODES 33-51 (+18),,"GOOD 3PTR by COLLINS,LUKE",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
15:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:58,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
15:58,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
15:52,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
15:49,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
15:29,,33,,53 (+20),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 33-53 (+20),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
15:10,"TURNOVER  by HARVILLE,TYLER",,,,,,,"TURNOVER  by HARVILLE,TYLER",2
15:09,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
15:05,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
15:05,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",2
15:02,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
14:55,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
14:40,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
14:38,,33,,55 (+22),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 33-55 (+22),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
14:22,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
14:17,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
14:16,,,,,"STEAL  by SULLIVAN,BRENNAN",,,"STEAL  by SULLIVAN,BRENNAN",2
14:15,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
14:15,"STEAL  by CHAYKOWSKY,ZACK",,,,,,,"STEAL  by CHAYKOWSKY,ZACK",2
14:15,"SUB IN by THIGPEN,LOGAN",,,,,,,"SUB IN by THIGPEN,LOGAN",2
14:15,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
14:15,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
14:15,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
14:00,"GOOD 3PTR by MCCLOUD,LEE",36,,55 (+19),,BCM 36-55 (+19),,"GOOD 3PTR by MCCLOUD,LEE",2
13:49,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
13:49,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
13:49,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
13:49,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
13:49,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
13:41,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
13:25,"SUB IN by LEWIS,AJ",,,,,,,"SUB IN by LEWIS,AJ",2
13:25,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
13:00,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
13:00,"BLOCK  by THIGPEN,LOGAN",,,,,,,"BLOCK  by THIGPEN,LOGAN",2
--,"REBOUND DEF by LEWIS,AJ",,,,,,,"REBOUND DEF by LEWIS,AJ",2
12:40,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
12:39,"MISS LAYUP by HARVILLE,TYLER",,,,,,,"MISS LAYUP by HARVILLE,TYLER",2
12:38,,,,,"BLOCK  by SULLIVAN,BRENNAN",,,"BLOCK  by SULLIVAN,BRENNAN",2
--,"REBOUND OFF by LEWIS,AJ",,,,,,,"REBOUND OFF by LEWIS,AJ",2
12:33,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",2
12:33,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:33,,36,,56 (+20),"GOOD FT by BUTTS,KEYSHAWN",RHODES 36-56 (+20),,"GOOD FT by BUTTS,KEYSHAWN",2
12:16,"MISS JUMPER by MCCLOUD,LEE",,,,,,,"MISS JUMPER by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
11:51,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
11:44,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
11:44,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",2
11:44,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",2
11:39,"MISS 3PTR by LEWIS,AJ",,,,,,,"MISS 3PTR by LEWIS,AJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:37,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
11:37,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:33,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
11:32,"STEAL  by POWELL,SAMUEL",,,,,,,"STEAL  by POWELL,SAMUEL",2
11:29,"MISS LAYUP by POWELL,SAMUEL",,,,,,,"MISS LAYUP by POWELL,SAMUEL",2
--,"REBOUND OFF by POWELL,SAMUEL",,,,,,,"REBOUND OFF by POWELL,SAMUEL",2
11:03,"TURNOVER  by PARK,BRANDON",,,,,,,"TURNOVER  by PARK,BRANDON",2
11:02,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
11:00,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",2
--,,,,,"REBOUND OFF by MILLER,DREW",,,"REBOUND OFF by MILLER,DREW",2
10:57,,36,,58 (+22),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 36-58 (+22),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
10:30,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
10:28,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
10:28,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
10:28,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",2
10:10,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
09:37,"TURNOVER  by FORTE,MCCARTY",,,,,,,"TURNOVER  by FORTE,MCCARTY",2
09:36,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
09:32,,36,,60 (+24),"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",RHODES 36-60 (+24),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",2
09:19,"TURNOVER  by LEWIS,AJ",,,,,,,"TURNOVER  by LEWIS,AJ",2
09:18,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
09:15,,36,,62 (+26),"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",RHODES 36-62 (+26),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",2
08:59,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",2
08:59,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
08:59,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
08:59,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
08:59,"SUB IN by HARVILLE,TYLER",,,,,,,"SUB IN by HARVILLE,TYLER",2
08:59,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
08:59,"SUB OUT by POWELL,SAMUEL",,,,,,,"SUB OUT by POWELL,SAMUEL",2
08:59,"SUB OUT by THIGPEN,LOGAN",,,,,,,"SUB OUT by THIGPEN,LOGAN",2
08:59,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
08:59,"SUB OUT by LEWIS,AJ",,,,,,,"SUB OUT by LEWIS,AJ",2
08:59,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:59,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
08:59,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
08:59,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
08:59,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:59,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
08:51,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
08:51,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
08:50,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
08:33,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
08:27,,36,,64 (+28),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 36-64 (+28),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
08:16,"GOOD LAYUP by KORN,LUKAS(in the paint)",38,,64 (+26),,BCM 38-64 (+26),,"GOOD LAYUP by KORN,LUKAS(in the paint)",2
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",2
07:53,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
07:49,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
07:49,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",2
07:33,"GOOD JUMPER by KORN,LUKAS",40,,64 (+24),,BCM 40-64 (+24),,"GOOD JUMPER by KORN,LUKAS",2
07:17,,40,,66 (+26),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODES 40-66 (+26),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
07:03,"TURNOVER  by KORN,LUKAS",,,,,,,"TURNOVER  by KORN,LUKAS",2
07:01,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
06:58,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
06:43,,40,,69 (+29),"GOOD 3PTR by MILLER,DREW",RHODES 40-69 (+29),,"GOOD 3PTR by MILLER,DREW",2
06:19,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
06:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:09,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
06:09,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
05:54,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
05:49,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",2
05:40,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",2
05:35,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:35,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
05:30,,40,,71 (+31),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODES 40-71 (+31),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
05:27,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
05:27,,40,,72 (+32),"GOOD FT by WAGNER,MATT",RHODES 40-72 (+32),,"GOOD FT by WAGNER,MATT",2
05:27,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
05:27,"SUB IN by THIGPEN,LOGAN",,,,,,,"SUB IN by THIGPEN,LOGAN",2
05:27,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
05:27,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
05:27,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
05:27,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:17,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND OFF by THIGPEN,LOGAN",,,,,,,"REBOUND OFF by THIGPEN,LOGAN",2
05:09,"TURNOVER  by THIGPEN,LOGAN",,,,,,,"TURNOVER  by THIGPEN,LOGAN",2
05:07,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
05:06,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
05:06,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
05:06,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:54,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
04:54,,,,,"BLOCK  by BUTTS,KEYSHAWN",,,"BLOCK  by BUTTS,KEYSHAWN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:54,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
04:54,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
04:49,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
04:49,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
04:49,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
04:44,"MISS JUMPER by THIGPEN,LOGAN",,,,,,,"MISS JUMPER by THIGPEN,LOGAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
04:32,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by THIGPEN,LOGAN",,,,,,,"REBOUND DEF by THIGPEN,LOGAN",2
04:22,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
04:10,"MISS 3PTR by PARK,BRANDON",,,,,,,"MISS 3PTR by PARK,BRANDON",2
--,"REBOUND OFF by THIGPEN,LOGAN",,,,,,,"REBOUND OFF by THIGPEN,LOGAN",2
04:07,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
04:07,"MISS FT by THIGPEN,LOGAN",,,,,,,"MISS FT by THIGPEN,LOGAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:07,"MISS FT by THIGPEN,LOGAN",,,,,,,"MISS FT by THIGPEN,LOGAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
04:07,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
04:07,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",2
03:59,"FOUL  by THIGPEN,LOGAN",,,,,,,"FOUL  by THIGPEN,LOGAN",2
03:59,,,,,"MISS FT by LOWRIE,ANDREW",,,"MISS FT by LOWRIE,ANDREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:59,,40,,73 (+33),"GOOD FT by LOWRIE,ANDREW",RHODES 40-73 (+33),,"GOOD FT by LOWRIE,ANDREW",2
03:52,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
03:52,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
03:52,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
03:46,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",2
03:46,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
03:40,"MISS LAYUP by THIGPEN,LOGAN",,,,,,,"MISS LAYUP by THIGPEN,LOGAN",2
--,"REBOUND OFF by POWELL,SAMUEL",,,,,,,"REBOUND OFF by POWELL,SAMUEL",2
03:35,"GOOD 3PTR by CHAYKOWSKY,ZACK",43,,73 (+30),,BCM 43-73 (+30),,"GOOD 3PTR by CHAYKOWSKY,ZACK",2
--,"ASSIST  by POWELL,SAMUEL",,,,,,,"ASSIST  by POWELL,SAMUEL",2
03:14,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
03:09,,,,,"TURNOVER  by BLISS,DYLAN",,,"TURNOVER  by BLISS,DYLAN",2
03:09,,,,,"SUB IN by HECHINGER,GRANT",,,"SUB IN by HECHINGER,GRANT",2
03:09,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:01,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
03:01,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
03:01,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
02:52,,43,,76 (+33),"GOOD 3PTR by NYAWATA,ANESU",RHODES 43-76 (+33),,"GOOD 3PTR by NYAWATA,ANESU",2
02:19,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
02:03,"GOOD LAYUP by THIGPEN,LOGAN(in the paint)",45,,76 (+31),,BCM 45-76 (+31),,"GOOD LAYUP by THIGPEN,LOGAN(in the paint)",2
01:45,,45,,79 (+34),"GOOD 3PTR by BLISS,DYLAN",RHODES 45-79 (+34),,"GOOD 3PTR by BLISS,DYLAN",2
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",2
01:32,"MISS JUMPER by FORTE,MCCARTY",,,,,,,"MISS JUMPER by FORTE,MCCARTY",2
--,,,,,"REBOUND DEF by HECHINGER,GRANT",,,"REBOUND DEF by HECHINGER,GRANT",2
01:22,,45,,81 (+36),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 45-81 (+36),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by BLISS,DYLAN",,,"ASSIST  by BLISS,DYLAN",2
01:21,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
01:21,,,,,"SUB OUT by BLISS,DYLAN",,,"SUB OUT by BLISS,DYLAN",2
01:14,"MISS 3PTR by POWELL,SAMUEL",,,,,,,"MISS 3PTR by POWELL,SAMUEL",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
01:09,"TURNOVER  by THIGPEN,LOGAN",,,,,,,"TURNOVER  by THIGPEN,LOGAN",2
01:07,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",2
01:00,,45,,84 (+39),"GOOD 3PTR by NYAWATA,ANESU",RHODES 45-84 (+39),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by HECHINGER,GRANT",,,"ASSIST  by HECHINGER,GRANT",2
00:44,"GOOD JUMPER by THIGPEN,LOGAN(in the paint)",47,,84 (+37),,BCM 47-84 (+37),,"GOOD JUMPER by THIGPEN,LOGAN(in the paint)",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
00:29,,47,,86 (+39),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 47-86 (+39),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",2
00:20,"TURNOVER  by CHAYKOWSKY,ZACK",,,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",2
00:18,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",2
00:16,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:14,"MISS JUMPER by THIGPEN,LOGAN",,,,,,,"MISS JUMPER by THIGPEN,LOGAN",2
--,,,,,"REBOUND DEF by LOWRIE,ANDREW",,,"REBOUND DEF by LOWRIE,ANDREW",2
