Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
15:59,"GOOD LAYUP by AVERY,ALEX(in the paint)",30,,48 (+18),,BSCM 30-48 (+18),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
15:45,,30,,51 (+21),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 30-51 (+21),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
15:19,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
15:15,"GOOD LAYUP by AVERY,ALEX(in the paint)",32,,51 (+19),,BSCM 32-51 (+19),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
14:54,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
14:54,,32,,52 (+20),"GOOD FT by HOECK,RYAN VAN",RHODES 32-52 (+20),,"GOOD FT by HOECK,RYAN VAN",2
14:54,,32,,53 (+21),"GOOD FT by HOECK,RYAN VAN",RHODES 32-53 (+21),,"GOOD FT by HOECK,RYAN VAN",2
14:54,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
14:54,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
14:54,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
14:54,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
14:54,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
14:54,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:54,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
14:54,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
14:54,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:54,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
14:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:54,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
14:54,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
14:54,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
14:54,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:54,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
14:36,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
14:36,"MISS FT by CRAIN,JOHN",,,,,,,"MISS FT by CRAIN,JOHN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:36,"GOOD FT by CRAIN,JOHN",33,,53 (+20),,BSCM 33-53 (+20),,"GOOD FT by CRAIN,JOHN",2
14:16,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
14:13,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
14:08,,33,,56 (+23),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 33-56 (+23),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WAGNER,MATT",,,"ASSIST  by WAGNER,MATT",2
13:51,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
13:43,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
13:35,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
13:35,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
13:35,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
13:35,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
13:35,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
13:35,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
13:35,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
13:23,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by MILLER,DREW",,,"REBOUND OFF by MILLER,DREW",2
13:18,,33,,58 (+25),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 33-58 (+25),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
13:07,"MISS 3PTR by HOLLE,MASON",,,,,,,"MISS 3PTR by HOLLE,MASON",2
--,"REBOUND OFF by CRAIN,JOHN",,,,,,,"REBOUND OFF by CRAIN,JOHN",2
13:05,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",35,,58 (+23),,BSCM 35-58 (+23),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
13:05,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
13:05,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:05,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
13:05,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:45,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
12:28,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",37,,58 (+21),,BSCM 37-58 (+21),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
12:16,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
12:11,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
12:00,"SUB IN by REBIC,ANTE",,,,,,,"SUB IN by REBIC,ANTE",2
12:00,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
11:51,,,,,"MISS LAYUP by COLLINS,LUKE",,,"MISS LAYUP by COLLINS,LUKE",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
11:16,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
11:16,"GOOD FT by THOMAS,LARRY",38,,58 (+20),,BSCM 38-58 (+20),,"GOOD FT by THOMAS,LARRY",2
11:16,"GOOD FT by THOMAS,LARRY",39,,58 (+19),,BSCM 39-58 (+19),,"GOOD FT by THOMAS,LARRY",2
11:16,"SUB IN by MCKINLEY,CONNER",,,,,,,"SUB IN by MCKINLEY,CONNER",2
11:16,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:16,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
11:16,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
11:16,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
11:16,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
10:53,,39,,60 (+21),"GOOD JUMPER by HOECK,RYAN VAN",RHODES 39-60 (+21),,"GOOD JUMPER by HOECK,RYAN VAN",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
10:36,"GOOD JUMPER by MCKINLEY,CONNER",41,,60 (+19),,BSCM 41-60 (+19),,"GOOD JUMPER by MCKINLEY,CONNER",2
10:26,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
10:24,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,"REBOUND DEF by REBIC,ANTE",,,,,,,"REBOUND DEF by REBIC,ANTE",2
10:20,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
10:20,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
10:20,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
10:20,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
10:12,"TURNOVER  by REBIC,ANTE",,,,,,,"TURNOVER  by REBIC,ANTE",2
10:12,"FOUL  by REBIC,ANTE",,,,,,,"FOUL  by REBIC,ANTE",2
09:48,,,,,"MISS JUMPER by MILLER,DREW",,,"MISS JUMPER by MILLER,DREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:37,,,,,"MISS JUMPER by MILLER,DREW",,,"MISS JUMPER by MILLER,DREW",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
09:28,"GOOD 3PTR by THOMAS,LARRY",44,,60 (+16),,BSCM 44-60 (+16),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
09:01,,,,,"FOUL TECH by LIVSEY,GEOFF",,,"FOUL TECH by LIVSEY,GEOFF",2
09:01,"GOOD FT by THOMAS,LARRY",45,,60 (+15),,BSCM 45-60 (+15),,"GOOD FT by THOMAS,LARRY",2
09:01,"GOOD FT by THOMAS,LARRY",46,,60 (+14),,BSCM 46-60 (+14),,"GOOD FT by THOMAS,LARRY",2
09:01,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
09:01,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:01,,46,,61 (+15),"GOOD FT by LIVSEY,GEOFF",RHODES 46-61 (+15),,"GOOD FT by LIVSEY,GEOFF",2
09:01,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
09:01,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
09:01,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
09:01,"SUB OUT by MCKINLEY,CONNER",,,,,,,"SUB OUT by MCKINLEY,CONNER",2
09:01,"SUB OUT by REBIC,ANTE",,,,,,,"SUB OUT by REBIC,ANTE",2
09:01,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
09:01,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
09:01,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
08:44,"GOOD LAYUP by THOMAS,LARRY(in the paint)",48,,61 (+13),,BSCM 48-61 (+13),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
08:44,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
08:44,"GOOD FT by THOMAS,LARRY",49,,61 (+12),,BSCM 49-61 (+12),,"GOOD FT by THOMAS,LARRY",2
08:35,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
08:35,,49,,62 (+13),"GOOD FT by COLLINS,LUKE",RHODES 49-62 (+13),,"GOOD FT by COLLINS,LUKE",2
08:35,,49,,63 (+14),"GOOD FT by COLLINS,LUKE",RHODES 49-63 (+14),,"GOOD FT by COLLINS,LUKE",2
08:35,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
08:35,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
08:35,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
08:35,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
08:28,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
08:28,"GOOD FT by MCLEAN,JAMES",50,,63 (+13),,BSCM 50-63 (+13),,"GOOD FT by MCLEAN,JAMES",2
08:28,"GOOD FT by MCLEAN,JAMES",51,,63 (+12),,BSCM 51-63 (+12),,"GOOD FT by MCLEAN,JAMES",2
08:28,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
08:28,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
08:15,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
08:05,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
07:43,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
07:25,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
07:24,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
06:55,,51,,65 (+14),"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHODES 51-65 (+14),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
06:36,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
06:36,"GOOD FT by MCLEAN,JAMES",52,,65 (+13),,BSCM 52-65 (+13),,"GOOD FT by MCLEAN,JAMES",2
06:36,"GOOD FT by MCLEAN,JAMES",53,,65 (+12),,BSCM 53-65 (+12),,"GOOD FT by MCLEAN,JAMES",2
06:36,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
06:36,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
06:36,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
06:36,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
06:36,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
06:36,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:29,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
06:29,,53,,66 (+13),"GOOD FT by COLLINS,LUKE",RHODES 53-66 (+13),,"GOOD FT by COLLINS,LUKE",2
06:29,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
06:11,"GOOD LAYUP by AVERY,ALEX(in the paint)",55,,66 (+11),,BSCM 55-66 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
05:51,,55,,68 (+13),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 55-68 (+13),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
05:51,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
05:51,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
05:51,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
05:51,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
05:51,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
05:51,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
05:32,"GOOD JUMPER by AVERY,ALEX(in the paint)",57,,68 (+11),,BSCM 57-68 (+11),,"GOOD JUMPER by AVERY,ALEX(in the paint)",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
05:02,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
05:02,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
05:02,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:02,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
04:47,"GOOD LAYUP by AVERY,ALEX(in the paint)",59,,68 (+9),,BSCM 59-68 (+9),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
04:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:32,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
04:32,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
04:32,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
04:32,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
04:13,,,,,"MISS JUMPER by COLLINS,LUKE",,,"MISS JUMPER by COLLINS,LUKE",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
04:02,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
03:58,"GOOD LAYUP by THOM,IAN(in the paint)",61,,68 (+7),,BSCM 61-68 (+7),,"GOOD LAYUP by THOM,IAN(in the paint)",2
03:28,,61,,70 (+9),"GOOD JUMPER by HOECK,RYAN VAN",RHODES 61-70 (+9),,"GOOD JUMPER by HOECK,RYAN VAN",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
03:14,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
03:14,"GOOD FT by LEWIS,EVAN",62,,70 (+8),,BSCM 62-70 (+8),,"GOOD FT by LEWIS,EVAN",2
03:14,"GOOD FT by LEWIS,EVAN",63,,70 (+7),,BSCM 63-70 (+7),,"GOOD FT by LEWIS,EVAN",2
03:14,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
03:14,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
02:57,,63,,72 (+9),"GOOD LAYUP by COLLINS,LUKE(in the paint)",RHODES 63-72 (+9),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",2
02:57,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
02:57,,63,,73 (+10),"GOOD FT by COLLINS,LUKE",RHODES 63-73 (+10),,"GOOD FT by COLLINS,LUKE",2
02:57,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
02:57,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
02:45,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
02:13,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
02:13,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
02:13,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
02:13,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
02:13,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
02:13,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
02:13,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
02:13,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
02:00,"GOOD LAYUP by THOMAS,LARRY(in the paint)",65,,73 (+8),,BSCM 65-73 (+8),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
02:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:00,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
02:00,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
01:27,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
01:09,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:07,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
01:07,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
01:07,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
01:07,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
01:05,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
01:00,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
01:00,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
01:00,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
01:00,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
01:00,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
01:00,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
01:00,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
01:00,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:58,,65,,74 (+9),"GOOD FT by SULLIVAN,BRENNAN",RHODES 65-74 (+9),,"GOOD FT by SULLIVAN,BRENNAN",2
00:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:57,"GOOD 3PTR by DENEKA,HARRISON",68,,74 (+6),,BSCM 68-74 (+6),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
00:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:56,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
00:56,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
00:56,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
00:56,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
00:53,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
00:53,,68,,75 (+7),"GOOD FT by LIVSEY,GEOFF",RHODES 68-75 (+7),,"GOOD FT by LIVSEY,GEOFF",2
00:53,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
00:53,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
00:53,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
00:53,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
00:53,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
00:41,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:37,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
00:22,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
00:22,"GOOD FT by THOMAS,LARRY",69,,75 (+6),,BSCM 69-75 (+6),,"GOOD FT by THOMAS,LARRY",2
00:22,"GOOD FT by THOMAS,LARRY",70,,75 (+5),,BSCM 70-75 (+5),,"GOOD FT by THOMAS,LARRY",2
00:22,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
00:22,,70,,76 (+6),"GOOD FT by COLLINS,LUKE",RHODES 70-76 (+6),,"GOOD FT by COLLINS,LUKE",2
00:22,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
00:22,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
00:22,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
00:22,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
00:22,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
00:11,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
00:10,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
00:10,,70,,77 (+7),"GOOD FT by HOECK,RYAN VAN",RHODES 70-77 (+7),,"GOOD FT by HOECK,RYAN VAN",2
00:10,,70,,78 (+8),"GOOD FT by HOECK,RYAN VAN",RHODES 70-78 (+8),,"GOOD FT by HOECK,RYAN VAN",2
