Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,FSU,Game Score,Team Indicator,Play,Period
16:14,,46 (+9),,37,"GOOD LAYUP by PETERS,JAMES(in the paint)",FSU 46-37 (+9),,"GOOD LAYUP by PETERS,JAMES(in the paint)",2
16:14,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
16:14,,,,,"MISS FT by PETERS,JAMES",,,"MISS FT by PETERS,JAMES",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
16:14,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
16:14,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
16:14,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
16:14,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
16:14,,,,,"SUB IN by MICHAEL,TYLER",,,"SUB IN by MICHAEL,TYLER",2
16:14,,,,,"SUB OUT by HENSON,SHAWN",,,"SUB OUT by HENSON,SHAWN",2
16:03,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
16:00,,,,,"STEAL  by SMOOT,NICK",,,"STEAL  by SMOOT,NICK",2
15:45,,,,,"MISS 3PTR by PETERS,JAMES",,,"MISS 3PTR by PETERS,JAMES",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
15:22,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
15:10,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND DEF by SMOOT,NICK",,,"REBOUND DEF by SMOOT,NICK",2
15:02,,,,,"MISS 3PTR by MICHAEL,TYLER",,,"MISS 3PTR by MICHAEL,TYLER",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
14:46,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by MICHAEL,TYLER",,,"REBOUND DEF by MICHAEL,TYLER",2
14:25,,,,,"MISS JUMPER by GOODMAN,TORRELL",,,"MISS JUMPER by GOODMAN,TORRELL",2
--,"REBOUND DEF by JONES,CODY",,,,,,,"REBOUND DEF by JONES,CODY",2
14:09,"GOOD LAYUP by BROWN,SETH(in the paint)",48 (+11),,37,,SEWANE~1 48-37 (+11),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",2
13:54,,,,,"MISS 3PTR by SMOOT,NICK",,,"MISS 3PTR by SMOOT,NICK",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
13:37,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
13:33,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:31,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
13:31,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
13:31,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
13:31,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
13:31,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
13:31,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
13:31,,,,,"SUB IN by COLE,EDWIN",,,"SUB IN by COLE,EDWIN",2
13:31,,,,,"SUB IN by GAUS,DALTON",,,"SUB IN by GAUS,DALTON",2
13:31,,,,,"SUB OUT by GOODMAN,TORRELL",,,"SUB OUT by GOODMAN,TORRELL",2
13:31,,,,,"SUB OUT by COALMON,ZACHARY",,,"SUB OUT by COALMON,ZACHARY",2
13:18,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
13:18,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
12:53,,,,,"MISS LAYUP by SMOOT,NICK",,,"MISS LAYUP by SMOOT,NICK",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
12:45,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
12:45,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
12:45,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
12:45,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
12:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:18,,,,,"MISS 3PTR by MICHAEL,TYLER",,,"MISS 3PTR by MICHAEL,TYLER",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
11:57,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
--,,,,,"REBOUND DEF by COLE,EDWIN",,,"REBOUND DEF by COLE,EDWIN",2
11:43,,,,,"MISS JUMPER by MICHAEL,TYLER",,,"MISS JUMPER by MICHAEL,TYLER",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
11:16,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
11:12,"GOOD LAYUP by STONE,BRODY(in the paint)",50 (+13),,37,,SEWANE~1 50-37 (+13),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
10:56,,,,,"FOUL  by PETERS,JAMES",,,"FOUL  by PETERS,JAMES",2
10:56,,,,,"TURNOVER  by PETERS,JAMES",,,"TURNOVER  by PETERS,JAMES",2
10:56,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:56,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
10:56,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
10:56,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
10:34,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
10:34,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
10:26,,,,,"MISS 3PTR by PETERS,JAMES",,,"MISS 3PTR by PETERS,JAMES",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
09:57,"GOOD JUMPER by CARTER,KESHONN(in the paint)",52 (+15),,37,,SEWANE~1 52-37 (+15),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
09:34,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
09:34,,52 (+14),,38,"GOOD FT by COLE,EDWIN",FSU 52-38 (+14),,"GOOD FT by COLE,EDWIN",2
09:34,,52 (+13),,39,"GOOD FT by COLE,EDWIN",FSU 52-39 (+13),,"GOOD FT by COLE,EDWIN",2
09:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:34,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
09:34,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
09:34,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
09:34,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
09:34,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
09:34,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
09:34,,,,,"SUB IN by HENSON,SHAWN",,,"SUB IN by HENSON,SHAWN",2
09:34,,,,,"SUB IN by COSTON,CHRISTOPHER",,,"SUB IN by COSTON,CHRISTOPHER",2
09:34,,,,,"SUB OUT by PETERS,JAMES",,,"SUB OUT by PETERS,JAMES",2
09:34,,,,,"SUB OUT by MICHAEL,TYLER",,,"SUB OUT by MICHAEL,TYLER",2
09:16,,,,,"FOUL  by SMOOT,NICK",,,"FOUL  by SMOOT,NICK",2
09:13,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
09:13,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
08:57,,,,,"TURNOVER  by HENSON,SHAWN",,,"TURNOVER  by HENSON,SHAWN",2
08:56,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",2
08:53,,,,,"FOUL  by COSTON,CHRISTOPHER",,,"FOUL  by COSTON,CHRISTOPHER",2
08:53,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:53,"GOOD FT by WILLIAMS,JORDEN",53 (+14),,39,,SEWANE~1 53-39 (+14),,"GOOD FT by WILLIAMS,JORDEN",2
08:38,,,,,"MISS 3PTR by GAUS,DALTON",,,"MISS 3PTR by GAUS,DALTON",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
08:26,,,,,"FOUL  by COLE,EDWIN",,,"FOUL  by COLE,EDWIN",2
08:21,"GOOD LAYUP by BROWN,SETH(in the paint)",55 (+16),,39,,SEWANE~1 55-39 (+16),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",2
07:56,,,,,"MISS JUMPER by SMOOT,NICK",,,"MISS JUMPER by SMOOT,NICK",2
--,,,,,"REBOUND OFF by COLE,EDWIN",,,"REBOUND OFF by COLE,EDWIN",2
07:52,,55 (+14),,41,"GOOD LAYUP by COLE,EDWIN(in the paint)",FSU 55-41 (+14),,"GOOD LAYUP by COLE,EDWIN(in the paint)",2
07:38,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",57 (+16),,41,,SEWANE~1 57-41 (+16),,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
07:24,,,,,"MISS 3PTR by COSTON,CHRISTOPHER",,,"MISS 3PTR by COSTON,CHRISTOPHER",2
07:24,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND OFF by HENSON,SHAWN",,,"REBOUND OFF by HENSON,SHAWN",2
07:16,,,,,"MISS LAYUP by SMOOT,NICK",,,"MISS LAYUP by SMOOT,NICK",2
--,"REBOUND DEF by JONES,CODY",,,,,,,"REBOUND DEF by JONES,CODY",2
07:10,,,,,"FOUL  by HENSON,SHAWN",,,"FOUL  by HENSON,SHAWN",2
07:10,"MISS FT by JONES,CODY",,,,,,,"MISS FT by JONES,CODY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:10,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
07:10,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
07:10,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
07:10,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
07:10,,,,,"SUB IN by COALMON,ZACHARY",,,"SUB IN by COALMON,ZACHARY",2
07:10,,,,,"SUB IN by MICHAEL,TYLER",,,"SUB IN by MICHAEL,TYLER",2
07:10,,,,,"SUB IN by PETERS,JAMES",,,"SUB IN by PETERS,JAMES",2
07:10,,,,,"SUB OUT by COLE,EDWIN",,,"SUB OUT by COLE,EDWIN",2
07:10,,,,,"SUB OUT by GAUS,DALTON",,,"SUB OUT by GAUS,DALTON",2
07:10,,,,,"SUB OUT by COSTON,CHRISTOPHER",,,"SUB OUT by COSTON,CHRISTOPHER",2
07:09,"MISS FT by JONES,CODY",,,,,,,"MISS FT by JONES,CODY",2
--,,,,,"REBOUND DEF by COALMON,ZACHARY",,,"REBOUND DEF by COALMON,ZACHARY",2
07:04,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
07:04,,57 (+15),,42,"GOOD FT by SMOOT,NICK",FSU 57-42 (+15),,"GOOD FT by SMOOT,NICK",2
07:04,,57 (+14),,43,"GOOD FT by SMOOT,NICK",FSU 57-43 (+14),,"GOOD FT by SMOOT,NICK",2
07:04,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
07:04,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
07:01,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
06:59,,,,,"STEAL  by SMOOT,NICK",,,"STEAL  by SMOOT,NICK",2
06:58,,,,,"MISS LAYUP by SMOOT,NICK",,,"MISS LAYUP by SMOOT,NICK",2
06:58,"BLOCK  by MCCULLOUGH,JACOB",,,,,,,"BLOCK  by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by SMOOT,NICK",,,"REBOUND OFF by SMOOT,NICK",2
06:58,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
06:58,,,,,"MISS FT by SMOOT,NICK",,,"MISS FT by SMOOT,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:58,,,,,"MISS FT by SMOOT,NICK",,,"MISS FT by SMOOT,NICK",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
06:44,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by COALMON,ZACHARY",,,"REBOUND DEF by COALMON,ZACHARY",2
06:37,,57 (+11),,46,"GOOD 3PTR by MICHAEL,TYLER(fastbreak)",FSU 57-46 (+11),,"GOOD 3PTR by MICHAEL,TYLER(fastbreak)",2
--,,,,,"ASSIST  by SMOOT,NICK",,,"ASSIST  by SMOOT,NICK",2
06:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:29,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
06:29,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
06:29,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
06:29,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
06:01,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:45,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
05:45,,,,,"STEAL  by COALMON,ZACHARY",,,"STEAL  by COALMON,ZACHARY",2
05:31,,57 (+8),,49,"GOOD 3PTR by PETERS,JAMES",FSU 57-49 (+8),,"GOOD 3PTR by PETERS,JAMES",2
--,,,,,"ASSIST  by MICHAEL,TYLER",,,"ASSIST  by MICHAEL,TYLER",2
05:17,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
05:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:17,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
05:17,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
04:56,,57 (+5),,52,"GOOD 3PTR by PETERS,JAMES",FSU 57-52 (+5),,"GOOD 3PTR by PETERS,JAMES",2
--,,,,,"ASSIST  by SMOOT,NICK",,,"ASSIST  by SMOOT,NICK",2
04:34,,,,,"FOUL  by SMOOT,NICK",,,"FOUL  by SMOOT,NICK",2
04:34,"GOOD FT by WILLIAMS,JORDEN",58 (+6),,52,,SEWANE~1 58-52 (+6),,"GOOD FT by WILLIAMS,JORDEN",2
04:34,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
04:34,,,,,"SUB IN by DODSON,QUINTON",,,"SUB IN by DODSON,QUINTON",2
04:34,,,,,"SUB OUT by SMOOT,NICK",,,"SUB OUT by SMOOT,NICK",2
04:20,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
04:20,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
04:20,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
04:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:57,,,,,"MISS JUMPER by MICHAEL,TYLER",,,"MISS JUMPER by MICHAEL,TYLER",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
03:37,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND DEF by HENSON,SHAWN",,,"REBOUND DEF by HENSON,SHAWN",2
03:08,,58 (+4),,54,"GOOD LAYUP by COALMON,ZACHARY(in the paint)",FSU 58-54 (+4),,"GOOD LAYUP by COALMON,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by DODSON,QUINTON",,,"ASSIST  by DODSON,QUINTON",2
02:45,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",2
--,"REBOUND OFF by JONES,CODY",,,,,,,"REBOUND OFF by JONES,CODY",2
02:40,"GOOD JUMPER by JONES,CODY(in the paint)",60 (+6),,54,,SEWANE~1 60-54 (+6),,"GOOD JUMPER by JONES,CODY(in the paint)",2
02:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:38,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
02:38,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
02:38,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
02:38,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
02:38,,,,,"SUB IN by SMOOT,NICK",,,"SUB IN by SMOOT,NICK",2
02:38,,,,,"SUB OUT by PETERS,JAMES",,,"SUB OUT by PETERS,JAMES",2
02:32,,,,,"MISS JUMPER by DODSON,QUINTON",,,"MISS JUMPER by DODSON,QUINTON",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
02:12,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:55,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
01:55,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
01:55,,,,,"SUB IN by PETERS,JAMES",,,"SUB IN by PETERS,JAMES",2
01:55,,,,,"SUB OUT by DODSON,QUINTON",,,"SUB OUT by DODSON,QUINTON",2
01:52,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
01:51,,,,,"STEAL  by HENSON,SHAWN",,,"STEAL  by HENSON,SHAWN",2
01:49,,60 (+4),,56,"GOOD LAYUP by SMOOT,NICK(fastbreak)(in the paint)",FSU 60-56 (+4),,"GOOD LAYUP by SMOOT,NICK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HENSON,SHAWN",,,"ASSIST  by HENSON,SHAWN",2
01:42,,,,,"FOUL  by HENSON,SHAWN",,,"FOUL  by HENSON,SHAWN",2
01:42,"MISS FT by JONES,CODY",,,,,,,"MISS FT by JONES,CODY",2
--,,,,,"REBOUND DEF by COALMON,ZACHARY",,,"REBOUND DEF by COALMON,ZACHARY",2
01:42,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
01:42,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
01:42,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
01:42,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
01:30,,60 (+1),,59,"GOOD 3PTR by PETERS,JAMES",FSU 60-59 (+1),,"GOOD 3PTR by PETERS,JAMES",2
--,,,,,"ASSIST  by SMOOT,NICK",,,"ASSIST  by SMOOT,NICK",2
00:57,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:56,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
00:56,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
00:36,,,,,"MISS 3PTR by SMOOT,NICK",,,"MISS 3PTR by SMOOT,NICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:33,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
00:33,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
00:33,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
00:33,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
00:22,,,,,"FOUL  by HENSON,SHAWN",,,"FOUL  by HENSON,SHAWN",2
00:22,"GOOD FT by BORN,CLAY",61 (+2),,59,,SEWANE~1 61-59 (+2),,"GOOD FT by BORN,CLAY",2
00:22,"MISS FT by BORN,CLAY",,,,,,,"MISS FT by BORN,CLAY",2
--,,,,,"REBOUND DEF by MICHAEL,TYLER",,,"REBOUND DEF by MICHAEL,TYLER",2
00:22,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
00:22,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
00:22,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
00:22,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
00:13,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
00:13,,,,,"MISS FT by PETERS,JAMES",,,"MISS FT by PETERS,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:13,,61 (+1),,60,"GOOD FT by PETERS,JAMES",FSU 61-60 (+1),,"GOOD FT by PETERS,JAMES",2
00:13,,61,,61,"GOOD FT by PETERS,JAMES",FSU 61-61 (0),,"GOOD FT by PETERS,JAMES",2
00:13,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
00:13,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
00:13,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
00:13,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
00:01,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",2
00:01,,,,,"BLOCK  by COALMON,ZACHARY",,,"BLOCK  by COALMON,ZACHARY",2
--,,,,,"REBOUND DEF by MICHAEL,TYLER",,,"REBOUND DEF by MICHAEL,TYLER",2
05:00,,,,,"SUB IN by MICHAEL,TYLER",,,"SUB IN by MICHAEL,TYLER",3
05:00,,,,,"SUB OUT by GOODMAN,TORRELL",,,"SUB OUT by GOODMAN,TORRELL",3
04:44,,,,,"MISS 3PTR by MICHAEL,TYLER",,,"MISS 3PTR by MICHAEL,TYLER",3
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",3
04:14,"GOOD LAYUP by JONES,CODY(in the paint)",63 (+2),,61,,SEWANE~1 63-61 (+2),,"GOOD LAYUP by JONES,CODY(in the paint)",3
03:55,,63,,64 (+1),"GOOD 3PTR by PETERS,JAMES",FSU 63-64 (-1),,"GOOD 3PTR by PETERS,JAMES",3
--,,,,,"ASSIST  by SMOOT,NICK",,,"ASSIST  by SMOOT,NICK",3
03:40,"GOOD JUMPER by STONE,BRODY(in the paint)",65 (+1),,64,,SEWANE~1 65-64 (+1),,"GOOD JUMPER by STONE,BRODY(in the paint)",3
03:17,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",3
03:17,,65,,65,"GOOD FT by SMOOT,NICK",FSU 65-65 (0),,"GOOD FT by SMOOT,NICK",3
03:17,,65,,66 (+1),"GOOD FT by SMOOT,NICK",FSU 65-66 (-1),,"GOOD FT by SMOOT,NICK",3
03:17,,,,,"SUB IN by GOODMAN,TORRELL",,,"SUB IN by GOODMAN,TORRELL",3
03:17,,,,,"SUB OUT by HENSON,SHAWN",,,"SUB OUT by HENSON,SHAWN",3
03:14,,,,,"FOUL  by MICHAEL,TYLER",,,"FOUL  by MICHAEL,TYLER",3
03:14,"GOOD FT by WILLIAMS,JORDEN",66,,66,,SEWANE~1 66-66 (0),,"GOOD FT by WILLIAMS,JORDEN",3
03:14,"GOOD FT by WILLIAMS,JORDEN",67 (+1),,66,,SEWANE~1 67-66 (+1),,"GOOD FT by WILLIAMS,JORDEN",3
03:14,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",3
03:14,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",3
02:57,,,,,"MISS JUMPER by SMOOT,NICK",,,"MISS JUMPER by SMOOT,NICK",3
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",3
02:38,"GOOD LAYUP by CARTER,KESHONN(in the paint)",69 (+3),,66,,SEWANE~1 69-66 (+3),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",3
02:26,,69,,69,"GOOD 3PTR by PETERS,JAMES",FSU 69-69 (0),,"GOOD 3PTR by PETERS,JAMES",3
--,,,,,"ASSIST  by MICHAEL,TYLER",,,"ASSIST  by MICHAEL,TYLER",3
02:06,,,,,"FOUL  by GOODMAN,TORRELL",,,"FOUL  by GOODMAN,TORRELL",3
02:06,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
02:06,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",3
