Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
14:07,,34 (+1),,33,"GOOD 3PTR by TOME,MATT",SEWANEE 34-33 (-1),,"GOOD 3PTR by TOME,MATT",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
13:43,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
13:37,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND OFF by TOME,MATT",,,"REBOUND OFF by TOME,MATT",2
13:21,"FOUL  by RUDAK,MATEUSZ &QUOT;",,,,,,,"FOUL  by RUDAK,MATEUSZ &QUOT;",2
13:21,"FOUL  by RUDAK,MATEUSZ &QUOT;",,,,,,,"FOUL  by RUDAK,MATEUSZ &QUOT;",2
13:21,"FOUL  by RUDAK,MATEUSZ &QUOT;",,,,,,,"FOUL  by RUDAK,MATEUSZ &QUOT;",2
13:21,"FOUL TECH by RUDAK,MATEUSZ &QUOT;",,,,,,,"FOUL TECH by RUDAK,MATEUSZ &QUOT;",2
13:21,,,,,"MISS FT by MCCULLOUGH,JACOB",,,"MISS FT by MCCULLOUGH,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:21,,34,,34,"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 34-34 (0),,"GOOD FT by MCCULLOUGH,JACOB",2
13:21,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
13:21,"SUB OUT by RUDAK,MATEUSZ &QUOT;",,,,,,,"SUB OUT by RUDAK,MATEUSZ &QUOT;",2
13:10,,34,,36 (+2),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 34-36 (+2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
13:10,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
13:10,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
13:10,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
13:02,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
13:02,"GOOD FT by MCLEAN,JAMES",35,,36 (+1),,BIRMINGH 35-36 (+1),,"GOOD FT by MCLEAN,JAMES",2
13:02,"GOOD FT by MCLEAN,JAMES",36,,36,,BIRMINGH 36-36 (0),,"GOOD FT by MCLEAN,JAMES",2
13:02,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
13:02,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
13:02,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
13:02,"SUB OUT by KILCOYNE,PATRICK",,,,,,,"SUB OUT by KILCOYNE,PATRICK",2
13:02,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
13:02,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
12:58,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
12:58,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
12:48,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
12:47,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
12:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:20,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",38 (+2),,36,,BIRMINGH 38-36 (-2),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
12:08,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
12:07,"STEAL  by MURPHY,JUWAN",,,,,,,"STEAL  by MURPHY,JUWAN",2
12:06,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
12:06,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
12:06,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
12:06,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
12:06,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
12:06,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
12:06,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
12:06,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
12:06,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
11:52,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
11:51,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",2
11:40,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
11:39,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:39,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
11:10,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
10:58,,38,,38,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 38-38 (0),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
10:38,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
10:38,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:38,"GOOD FT by AVERY,ALEX",39 (+1),,38,,BIRMINGH 39-38 (-1),,"GOOD FT by AVERY,ALEX",2
10:38,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
10:38,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",2
10:38,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
10:38,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
10:07,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
10:07,,39,,39,"GOOD FT by JONES,CODY",SEWANEE 39-39 (0),,"GOOD FT by JONES,CODY",2
10:07,,39,,40 (+1),"GOOD FT by JONES,CODY",SEWANEE 39-40 (+1),,"GOOD FT by JONES,CODY",2
10:07,,39,,41 (+2),"GOOD FT by JONES,CODY",SEWANEE 39-41 (+2),,"GOOD FT by JONES,CODY",2
10:07,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
10:07,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
10:07,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
10:07,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
09:48,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
09:21,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:14,,39,,43 (+4),"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 39-43 (+4),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
08:58,"GOOD 3PTR by THOM,IAN",42,,43 (+1),,BIRMINGH 42-43 (+1),,"GOOD 3PTR by THOM,IAN",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
08:33,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
08:33,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
08:21,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
08:21,,42,,44 (+2),"GOOD FT by JONES,CODY",SEWANEE 42-44 (+2),,"GOOD FT by JONES,CODY",2
08:18,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
08:04,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
07:43,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
07:43,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
07:43,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
07:43,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
07:16,"GOOD LAYUP by AVERY,ALEX(in the paint)",44,,44,,BIRMINGH 44-44 (0),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
06:53,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
06:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:38,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
06:38,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
06:30,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
06:19,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
06:19,,44,,45 (+1),"GOOD FT by CARTER,KESHONN",SEWANEE 44-45 (+1),,"GOOD FT by CARTER,KESHONN",2
06:19,,44,,46 (+2),"GOOD FT by CARTER,KESHONN",SEWANEE 44-46 (+2),,"GOOD FT by CARTER,KESHONN",2
06:07,"GOOD LAYUP by THOM,IAN(in the paint)",46,,46,,BIRMINGH 46-46 (0),,"GOOD LAYUP by THOM,IAN(in the paint)",2
05:37,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
05:17,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
05:17,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
05:17,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
05:17,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
05:17,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
05:17,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
04:52,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
04:44,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",48 (+2),,46,,BIRMINGH 48-46 (-2),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
04:17,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
04:17,,48 (+1),,47,"GOOD FT by CARTER,KESHONN",SEWANEE 48-47 (-1),,"GOOD FT by CARTER,KESHONN",2
04:17,,48,,48,"GOOD FT by CARTER,KESHONN",SEWANEE 48-48 (0),,"GOOD FT by CARTER,KESHONN",2
04:17,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
04:17,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
03:56,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
03:56,"GOOD FT by MCLEAN,JAMES",49 (+1),,48,,BIRMINGH 49-48 (-1),,"GOOD FT by MCLEAN,JAMES",2
03:56,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
03:34,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",,,"MISS LAYUP by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
03:07,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
03:05,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
03:05,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:05,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
03:05,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
03:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
03:05,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
03:05,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
03:05,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
03:05,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
02:42,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
02:24,"MISS JUMPER by MCLEAN,JAMES",,,,,,,"MISS JUMPER by MCLEAN,JAMES",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
02:21,"GOOD JUMPER by LEWIS,EVAN(in the paint)",51 (+3),,48,,BIRMINGH 51-48 (-3),,"GOOD JUMPER by LEWIS,EVAN(in the paint)",2
01:53,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
01:32,"GOOD 3PTR by WELCH,ROSS",54 (+6),,48,,BIRMINGH 54-48 (-6),,"GOOD 3PTR by WELCH,ROSS",2
01:28,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:28,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
01:28,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
01:19,,54 (+4),,50,"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 54-50 (-4),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
00:54,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
00:54,"GOOD FT by THOM,IAN",55 (+5),,50,,BIRMINGH 55-50 (-5),,"GOOD FT by THOM,IAN",2
00:54,"GOOD FT by THOM,IAN",56 (+6),,50,,BIRMINGH 56-50 (-6),,"GOOD FT by THOM,IAN",2
00:42,,56 (+3),,53,"GOOD 3PTR by JONES,CODY",SEWANEE 56-53 (-3),,"GOOD 3PTR by JONES,CODY",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
00:42,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
00:13,"GOOD JUMPER by THOM,IAN",58 (+5),,53,,BIRMINGH 58-53 (-5),,"GOOD JUMPER by THOM,IAN",2
00:13,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:05,,,,,"MISS LAYUP by JONES,CODY",,,"MISS LAYUP by JONES,CODY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
00:05,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
00:05,"GOOD FT by AVERY,ALEX",59 (+6),,53,,BIRMINGH 59-53 (-6),,"GOOD FT by AVERY,ALEX",2
00:05,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
00:02,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
