Time Remaining,Hunt,Away Team Score,Play Team Indicator,Home Team Score,Sewanee,Game Score,Team Indicator,Play,Period
00:35,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",1
00:19,,35,,53 (+18),"GOOD 3PTR by WILLIAMS,JORDEN",Sewanee 35-53 (+18),,"GOOD 3PTR by WILLIAMS,JORDEN",1
20:00,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
20:00,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",2
19:30,"MISS 3PTR by BERRY,RAHEEM",,,,,,,"MISS 3PTR by BERRY,RAHEEM",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
19:26,"MISS LAYUP by JONES,RJ",,,,,,,"MISS LAYUP by JONES,RJ",2
--,"REBOUND OFF by BERRY,RAHEEM",,,,,,,"REBOUND OFF by BERRY,RAHEEM",2
19:23,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
19:23,"MISS FT by BERRY,RAHEEM",,,,,,,"MISS FT by BERRY,RAHEEM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:23,"GOOD FT by BERRY,RAHEEM",36,,53 (+17),,Hunt 36-53 (+17),,"GOOD FT by BERRY,RAHEEM",2
18:49,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by MCLEAN,BRANDON",,,,,,,"REBOUND DEF by MCLEAN,BRANDON",2
18:40,"TURNOVER  by MCLEAN,BRANDON",,,,,,,"TURNOVER  by MCLEAN,BRANDON",2
18:38,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
18:34,,,,,"MISS LAYUP by WILLIAMS,JORDEN",,,"MISS LAYUP by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
18:15,"MISS LAYUP by MCLEAN,BRANDON",,,,,,,"MISS LAYUP by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
17:49,,36,,56 (+20),"GOOD 3PTR by MCCULLOUGH,JACOB",Sewanee 36-56 (+20),,"GOOD 3PTR by MCCULLOUGH,JACOB",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
17:27,"MISS JUMPER by MCLEAN,BRANDON",,,,,,,"MISS JUMPER by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
17:25,"FOUL  by JONES,RJ",,,,,,,"FOUL  by JONES,RJ",2
17:25,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
17:25,"SUB OUT by LIVINGSTON,TREY",,,,,,,"SUB OUT by LIVINGSTON,TREY",2
17:18,,36,,58 (+22),"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",Sewanee 36-58 (+22),,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
17:04,"MISS JUMPER by ASHLEY,ANDRE",,,,,,,"MISS JUMPER by ASHLEY,ANDRE",2
--,"REBOUND OFF by BERRY,RAHEEM",,,,,,,"REBOUND OFF by BERRY,RAHEEM",2
16:59,"GOOD 3PTR by JONES,RJ",39,,58 (+19),,Hunt 39-58 (+19),,"GOOD 3PTR by JONES,RJ",2
--,"ASSIST  by BERRY,RAHEEM",,,,,,,"ASSIST  by BERRY,RAHEEM",2
16:50,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
16:50,"STEAL  by JONES,RJ",,,,,,,"STEAL  by JONES,RJ",2
16:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:50,"FOUL  by MCLEAN,BRANDON",,,,,,,"FOUL  by MCLEAN,BRANDON",2
16:50,"TURNOVER  by MCLEAN,BRANDON",,,,,,,"TURNOVER  by MCLEAN,BRANDON",2
16:41,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
16:41,,39,,59 (+20),"GOOD FT by STONE,BRODY",Sewanee 39-59 (+20),,"GOOD FT by STONE,BRODY",2
16:41,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
16:09,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
16:09,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",2
16:09,"SUB IN by PETTUS,JERROD",,,,,,,"SUB IN by PETTUS,JERROD",2
16:09,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
16:09,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
16:00,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
15:56,"STEAL  by JONES,RJ",,,,,,,"STEAL  by JONES,RJ",2
15:53,"MISS LAYUP by JONES,RJ",,,,,,,"MISS LAYUP by JONES,RJ",2
15:53,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
15:48,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
15:33,"FOUL  by ASHLEY,ANDRE",,,,,,,"FOUL  by ASHLEY,ANDRE",2
15:30,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
15:27,,39,,61 (+22),"GOOD LAYUP by STONE,BRODY(in the paint)",Sewanee 39-61 (+22),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
15:15,"MISS 3PTR by JONES,RJ",,,,,,,"MISS 3PTR by JONES,RJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:56,,,,,"MISS DUNK by CARTER,KESHONN",,,"MISS DUNK by CARTER,KESHONN",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
14:49,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
14:49,"SUB IN by COLEY,JOHN",,,,,,,"SUB IN by COLEY,JOHN",2
14:49,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
14:49,"SUB OUT by JONES,RJ",,,,,,,"SUB OUT by JONES,RJ",2
14:49,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",2
14:49,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
14:49,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
14:49,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
14:49,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
14:49,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
14:49,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
14:40,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",41,,61 (+20),,Hunt 41-61 (+20),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
14:40,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
14:40,"GOOD FT by ASHLEY,ANDRE",42,,61 (+19),,Hunt 42-61 (+19),,"GOOD FT by ASHLEY,ANDRE",2
14:19,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
14:16,"FOUL  by ASHLEY,ANDRE",,,,,,,"FOUL  by ASHLEY,ANDRE",2
14:15,,42,,64 (+22),"GOOD 3PTR by JONES,CODY",Sewanee 42-64 (+22),,"GOOD 3PTR by JONES,CODY",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
13:53,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",44,,64 (+20),,Hunt 44-64 (+20),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
13:26,,44,,67 (+23),"GOOD 3PTR by WILLIAMS,JORDEN",Sewanee 44-67 (+23),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",2
12:59,"MISS 3PTR by MCLEAN,BRANDON",,,,,,,"MISS 3PTR by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
12:52,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
12:39,"TURNOVER  by COLEY,JOHN",,,,,,,"TURNOVER  by COLEY,JOHN",2
12:38,,,,,"STEAL  by JONES,CODY",,,"STEAL  by JONES,CODY",2
12:37,,44,,69 (+25),"GOOD LAYUP by JONES,CODY(fastbreak)(in the paint)",Sewanee 44-69 (+25),,"GOOD LAYUP by JONES,CODY(fastbreak)(in the paint)",2
12:34,"FOUL  by COLEY,JOHN",,,,,,,"FOUL  by COLEY,JOHN",2
12:34,,44,,70 (+26),"GOOD FT by JONES,CODY",Sewanee 44-70 (+26),,"GOOD FT by JONES,CODY",2
12:34,"SUB IN by CASTEEL,JONAH",,,,,,,"SUB IN by CASTEEL,JONAH",2
12:34,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
12:34,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
12:34,"SUB OUT by MCLEAN,BRANDON",,,,,,,"SUB OUT by MCLEAN,BRANDON",2
12:34,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
12:34,"SUB OUT by COLEY,JOHN",,,,,,,"SUB OUT by COLEY,JOHN",2
12:34,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
12:34,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
12:34,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
12:34,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
12:07,"MISS JUMPER by WASHINGTON,DANTAVIUS",,,,,,,"MISS JUMPER by WASHINGTON,DANTAVIUS",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
11:47,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
11:29,"GOOD 3PTR by CASTEEL,JONAH",47,,70 (+23),,Hunt 47-70 (+23),,"GOOD 3PTR by CASTEEL,JONAH",2
11:04,,,,,"MISS JUMPER by LEE,MATTHEW",,,"MISS JUMPER by LEE,MATTHEW",2
--,,,,,"REBOUND OFF by LEE,MATTHEW",,,"REBOUND OFF by LEE,MATTHEW",2
11:00,,,,,"MISS LAYUP by LEE,MATTHEW",,,"MISS LAYUP by LEE,MATTHEW",2
--,"REBOUND DEF by JOHNSON,CHARLIE",,,,,,,"REBOUND DEF by JOHNSON,CHARLIE",2
11:00,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",2
11:00,"MISS 3PTR by POPOVICH,WYATT",,,,,,,"MISS 3PTR by POPOVICH,WYATT",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
11:00,"GOOD 3PTR by ASHLEY,ANDRE",50,,70 (+20),,Hunt 50-70 (+20),,"GOOD 3PTR by ASHLEY,ANDRE",2
--,"ASSIST  by CASTEEL,JONAH",,,,,,,"ASSIST  by CASTEEL,JONAH",2
11:00,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by BERRY,RAHEEM",,,,,,,"REBOUND DEF by BERRY,RAHEEM",2
11:00,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
11:00,"SUB OUT by JOHNSON,CHARLIE",,,,,,,"SUB OUT by JOHNSON,CHARLIE",2
11:00,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
11:00,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
11:00,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
11:00,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
10:55,"MISS JUMPER by WASHINGTON,DANTAVIUS",,,,,,,"MISS JUMPER by WASHINGTON,DANTAVIUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:36,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
10:36,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
10:36,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
10:36,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
10:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:31,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by JONES,RJ",,,,,,,"REBOUND DEF by JONES,RJ",2
09:16,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
09:16,"GOOD FT by BERRY,RAHEEM",51,,70 (+19),,Hunt 51-70 (+19),,"GOOD FT by BERRY,RAHEEM",2
09:16,"GOOD FT by BERRY,RAHEEM",52,,70 (+18),,Hunt 52-70 (+18),,"GOOD FT by BERRY,RAHEEM",2
09:16,"SUB IN by MCLEAN,BRANDON",,,,,,,"SUB IN by MCLEAN,BRANDON",2
09:16,"SUB IN by JONES,RJ",,,,,,,"SUB IN by JONES,RJ",2
09:16,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
09:16,"SUB OUT by CASTEEL,JONAH",,,,,,,"SUB OUT by CASTEEL,JONAH",2
09:06,"FOUL  by ASHLEY,ANDRE",,,,,,,"FOUL  by ASHLEY,ANDRE",2
09:06,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
09:03,"MISS LAYUP by BERRY,RAHEEM",,,,,,,"MISS LAYUP by BERRY,RAHEEM",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
08:56,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
08:55,"STEAL  by POPOVICH,WYATT",,,,,,,"STEAL  by POPOVICH,WYATT",2
08:53,"GOOD LAYUP by BERRY,RAHEEM(fastbreak)(in the paint)",54,,70 (+16),,Hunt 54-70 (+16),,"GOOD LAYUP by BERRY,RAHEEM(fastbreak)(in the paint)",2
--,"ASSIST  by POPOVICH,WYATT",,,,,,,"ASSIST  by POPOVICH,WYATT",2
08:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:33,"SUB IN by PETTUS,JERROD",,,,,,,"SUB IN by PETTUS,JERROD",2
08:33,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",2
08:33,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
08:33,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
08:19,,54,,72 (+18),"GOOD JUMPER by STONE,BRODY",Sewanee 54-72 (+18),,"GOOD JUMPER by STONE,BRODY",2
07:46,"TURNOVER  by MCLEAN,BRANDON",,,,,,,"TURNOVER  by MCLEAN,BRANDON",2
07:44,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
07:29,,54,,74 (+20),"GOOD LAYUP by CARTER,KESHONN(in the paint)",Sewanee 54-74 (+20),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
07:18,"GOOD 3PTR by JONES,RJ",57,,74 (+17),,Hunt 57-74 (+17),,"GOOD 3PTR by JONES,RJ",2
--,"ASSIST  by JOHNSON,CHARLIE",,,,,,,"ASSIST  by JOHNSON,CHARLIE",2
06:51,,,,,"MISS 3PTR by STONE,BRODY",,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND DEF by JONES,RJ",,,,,,,"REBOUND DEF by JONES,RJ",2
06:42,"MISS JUMPER by MCLEAN,BRANDON",,,,,,,"MISS JUMPER by MCLEAN,BRANDON",2
--,"REBOUND OFF by JOHNSON,CHARLIE",,,,,,,"REBOUND OFF by JOHNSON,CHARLIE",2
06:39,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
06:39,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
06:39,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
06:39,"SUB OUT by MCLEAN,BRANDON",,,,,,,"SUB OUT by MCLEAN,BRANDON",2
06:39,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
06:39,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
06:39,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
06:39,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
06:39,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
06:33,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
06:33,"MISS FT by PETTUS,JERROD",,,,,,,"MISS FT by PETTUS,JERROD",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
06:21,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
06:21,"STEAL  by BERRY,RAHEEM",,,,,,,"STEAL  by BERRY,RAHEEM",2
06:18,"MISS LAYUP by BERRY,RAHEEM",,,,,,,"MISS LAYUP by BERRY,RAHEEM",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
05:59,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
05:53,"MISS 3PTR by BERRY,RAHEEM",,,,,,,"MISS 3PTR by BERRY,RAHEEM",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
05:39,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by JONES,RJ",,,,,,,"REBOUND DEF by JONES,RJ",2
05:28,"MISS LAYUP by PETTUS,JERROD",,,,,,,"MISS LAYUP by PETTUS,JERROD",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:22,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",59,,74 (+15),,Hunt 59-74 (+15),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
--,"ASSIST  by PETTUS,JERROD",,,,,,,"ASSIST  by PETTUS,JERROD",2
05:22,"SUB IN by CHADWICK,SCOTTY",,,,,,,"SUB IN by CHADWICK,SCOTTY",2
05:22,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
05:22,"SUB OUT by JOHNSON,CHARLIE",,,,,,,"SUB OUT by JOHNSON,CHARLIE",2
05:22,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
05:22,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
05:22,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
05:22,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
05:22,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
05:08,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
05:08,,59,,75 (+16),"GOOD FT by TOME,MATT",Sewanee 59-75 (+16),,"GOOD FT by TOME,MATT",2
05:08,,59,,76 (+17),"GOOD FT by TOME,MATT",Sewanee 59-76 (+17),,"GOOD FT by TOME,MATT",2
05:02,"TURNOVER  by PETTUS,JERROD",,,,,,,"TURNOVER  by PETTUS,JERROD",2
05:01,,,,,"STEAL  by JONES,CODY",,,"STEAL  by JONES,CODY",2
04:57,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
04:57,"STEAL  by PETTUS,JERROD",,,,,,,"STEAL  by PETTUS,JERROD",2
04:57,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
04:57,"GOOD FT by PETTUS,JERROD",60,,76 (+16),,Hunt 60-76 (+16),,"GOOD FT by PETTUS,JERROD",2
04:57,"GOOD FT by PETTUS,JERROD",61,,76 (+15),,Hunt 61-76 (+15),,"GOOD FT by PETTUS,JERROD",2
04:57,"SUB IN by CASTEEL,JONAH",,,,,,,"SUB IN by CASTEEL,JONAH",2
04:57,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",2
04:34,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
04:34,,61,,77 (+16),"GOOD FT by JONES,CODY",Sewanee 61-77 (+16),,"GOOD FT by JONES,CODY",2
04:34,,61,,78 (+17),"GOOD FT by JONES,CODY",Sewanee 61-78 (+17),,"GOOD FT by JONES,CODY",2
04:21,"MISS 3PTR by CASTEEL,JONAH",,,,,,,"MISS 3PTR by CASTEEL,JONAH",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
04:08,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
04:08,"STEAL  by WASHINGTON,DANTAVIUS",,,,,,,"STEAL  by WASHINGTON,DANTAVIUS",2
03:47,"TURNOVER  by WASHINGTON,DANTAVIUS",,,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",2
03:47,,,,,"STEAL  by LEE,MATTHEW",,,"STEAL  by LEE,MATTHEW",2
03:47,"SUB IN by DARBY,ZACH",,,,,,,"SUB IN by DARBY,ZACH",2
03:47,"SUB OUT by JONES,RJ",,,,,,,"SUB OUT by JONES,RJ",2
03:47,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
03:47,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
03:47,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
03:47,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
03:47,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
03:47,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
03:47,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
03:47,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
03:25,"FOUL  by DARBY,ZACH",,,,,,,"FOUL  by DARBY,ZACH",2
03:25,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:25,"STEAL  by DALLAS,MICHAEL",,,,,,,"STEAL  by DALLAS,MICHAEL",2
03:25,,61,,79 (+18),"GOOD FT by WILLIAMS,JORDEN",Sewanee 61-79 (+18),,"GOOD FT by WILLIAMS,JORDEN",2
03:15,"MISS 3PTR by CHADWICK,SCOTTY",,,,,,,"MISS 3PTR by CHADWICK,SCOTTY",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
02:42,,,,,"MISS 3PTR by STONE,BRODY",,,"MISS 3PTR by STONE,BRODY",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
02:39,,61,,81 (+20),"GOOD LAYUP by CARTER,KESHONN(in the paint)",Sewanee 61-81 (+20),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
02:26,"GOOD 3PTR by CHADWICK,SCOTTY",64,,81 (+17),,Hunt 64-81 (+17),,"GOOD 3PTR by CHADWICK,SCOTTY",2
--,"ASSIST  by CASTEEL,JONAH",,,,,,,"ASSIST  by CASTEEL,JONAH",2
02:10,,64,,84 (+20),"GOOD 3PTR by WILLIAMS,JORDEN",Sewanee 64-84 (+20),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
01:53,"GOOD 3PTR by CHADWICK,SCOTTY",67,,84 (+17),,Hunt 67-84 (+17),,"GOOD 3PTR by CHADWICK,SCOTTY",2
--,"ASSIST  by CASTEEL,JONAH",,,,,,,"ASSIST  by CASTEEL,JONAH",2
01:34,,67,,87 (+20),"GOOD 3PTR by WILLIAMS,JORDEN",Sewanee 67-87 (+20),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
01:17,"GOOD JUMPER by CHADWICK,SCOTTY",69,,87 (+18),,Hunt 69-87 (+18),,"GOOD JUMPER by CHADWICK,SCOTTY",2
01:13,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
01:13,"GOOD FT by CHADWICK,SCOTTY",70,,87 (+17),,Hunt 70-87 (+17),,"GOOD FT by CHADWICK,SCOTTY",2
01:13,"SUB IN by LIVINGSTON,TREY",,,,,,,"SUB IN by LIVINGSTON,TREY",2
01:13,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
01:13,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
