Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
06:17,,22,,30 (+8),"GOOD 3PTR by COMAN,SEAN",HENDRIX 22-30 (+8),,"GOOD 3PTR by COMAN,SEAN",1
--,,,,,"ASSIST  by PARKS,JACKSON",,,"ASSIST  by PARKS,JACKSON",1
05:54,"GOOD 3PTR by CHAMBERS,DIMETRI",25,,30 (+5),,OU 25-30 (+5),,"GOOD 3PTR by CHAMBERS,DIMETRI",1
--,"ASSIST  by KOCH,WILL",,,,,,,"ASSIST  by KOCH,WILL",1
05:43,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",1
05:43,,,,,"SUB IN by ,DARVIS RASBERRY JR",,,"SUB IN by ,DARVIS RASBERRY JR",1
05:43,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",1
05:43,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
05:30,,,,,"MISS 3PTR by RYAN,JONATHAN",,,"MISS 3PTR by RYAN,JONATHAN",1
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",1
05:14,"TURNOVER  by SONE,CARLOS",,,,,,,"TURNOVER  by SONE,CARLOS",1
05:02,,25,,32 (+7),"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HENDRIX 25-32 (+7),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",1
05:02,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",1
05:02,,25,,33 (+8),"GOOD FT by RYAN,JONATHAN",HENDRIX 25-33 (+8),,"GOOD FT by RYAN,JONATHAN",1
05:02,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",1
05:02,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",1
04:41,"GOOD JUMPER by CHAMBERS,DIMETRI",27,,33 (+6),,OU 27-33 (+6),,"GOOD JUMPER by CHAMBERS,DIMETRI",1
04:25,,27,,35 (+8),"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HENDRIX 27-35 (+8),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",1
04:25,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",1
04:25,,27,,36 (+9),"GOOD FT by RYAN,JONATHAN",HENDRIX 27-36 (+9),,"GOOD FT by RYAN,JONATHAN",1
04:12,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",1
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",1
04:07,,27,,38 (+11),"GOOD LAYUP by WEAKLEY,CARTER(fastbreak)(in the paint)",HENDRIX 27-38 (+11),,"GOOD LAYUP by WEAKLEY,CARTER(fastbreak)(in the paint)",1
03:56,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",29,,38 (+9),,OU 29-38 (+9),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",1
03:34,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",,,"MISS JUMPER by ,DARVIS RASBERRY JR",1
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",1
03:16,,29,,41 (+12),"GOOD 3PTR by WEAKLEY,CARTER",HENDRIX 29-41 (+12),,"GOOD 3PTR by WEAKLEY,CARTER",1
--,,,,,"ASSIST  by ,DARVIS RASBERRY JR",,,"ASSIST  by ,DARVIS RASBERRY JR",1
03:00,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:56,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",1
02:56,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",1
02:43,"MISS JUMPER by EZIGBO,UBA",,,,,,,"MISS JUMPER by EZIGBO,UBA",1
--,"REBOUND OFF by EZIGBO,UBA",,,,,,,"REBOUND OFF by EZIGBO,UBA",1
02:37,"GOOD LAYUP by EZIGBO,UBA(in the paint)",31,,41 (+10),,OU 31-41 (+10),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",1
02:24,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",1
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",1
02:18,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",1
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",1
01:49,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",,,"TURNOVER  by ,DARVIS RASBERRY JR",1
01:49,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",1
01:49,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",1
01:37,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",1
--,,,,,"REBOUND DEF by PARKS,JACKSON",,,"REBOUND DEF by PARKS,JACKSON",1
01:13,,31,,44 (+13),"GOOD 3PTR by COMAN,SEAN",HENDRIX 31-44 (+13),,"GOOD 3PTR by COMAN,SEAN",1
--,,,,,"ASSIST  by PARKS,JACKSON",,,"ASSIST  by PARKS,JACKSON",1
01:03,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
00:36,,31,,46 (+15),"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",HENDRIX 31-46 (+15),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",1
00:23,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
00:02,,,,,"TURNOVER  by WEAKLEY,CARTER",,,"TURNOVER  by WEAKLEY,CARTER",1
00:02,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",1
19:47,"MISS JUMPER by FOSTER,LANE",,,,,,,"MISS JUMPER by FOSTER,LANE",2
--,,,,,"REBOUND DEF by RYAN,JONATHAN",,,"REBOUND DEF by RYAN,JONATHAN",2
19:15,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
19:07,"GOOD 3PTR by JENEI,RYAN",34,,46 (+12),,OU 34-46 (+12),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
18:39,,34,,48 (+14),"GOOD LAYUP by PARKS,JACKSON(in the paint)",HENDRIX 34-48 (+14),,"GOOD LAYUP by PARKS,JACKSON(in the paint)",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
18:16,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
18:16,"GOOD FT by CHAMBERS,DIMETRI",35,,48 (+13),,OU 35-48 (+13),,"GOOD FT by CHAMBERS,DIMETRI",2
18:16,"GOOD FT by CHAMBERS,DIMETRI",36,,48 (+12),,OU 36-48 (+12),,"GOOD FT by CHAMBERS,DIMETRI",2
18:06,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
18:06,"STEAL  by JENEI,RYAN",,,,,,,"STEAL  by JENEI,RYAN",2
18:06,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
18:06,"GOOD FT by JENEI,RYAN(fastbreak)",37,,48 (+11),,OU 37-48 (+11),,"GOOD FT by JENEI,RYAN(fastbreak)",2
18:06,"GOOD FT by JENEI,RYAN(fastbreak)",38,,48 (+10),,OU 38-48 (+10),,"GOOD FT by JENEI,RYAN(fastbreak)",2
17:41,,,,,"MISS JUMPER by RYAN,JONATHAN",,,"MISS JUMPER by RYAN,JONATHAN",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
17:35,,38,,50 (+12),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 38-50 (+12),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
17:18,"GOOD JUMPER by CHAMBERS,DIMETRI",40,,50 (+10),,OU 40-50 (+10),,"GOOD JUMPER by CHAMBERS,DIMETRI",2
17:02,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
16:48,"GOOD JUMPER by EZIGBO,UBA",42,,50 (+8),,OU 42-50 (+8),,"GOOD JUMPER by EZIGBO,UBA",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
16:36,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
16:36,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
16:31,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
16:31,"GOOD FT by EZIGBO,UBA(fastbreak)",43,,50 (+7),,OU 43-50 (+7),,"GOOD FT by EZIGBO,UBA(fastbreak)",2
16:31,"GOOD FT by EZIGBO,UBA(fastbreak)",44,,50 (+6),,OU 44-50 (+6),,"GOOD FT by EZIGBO,UBA(fastbreak)",2
16:26,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
16:26,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
16:21,"GOOD 3PTR by CHAMBERS,DIMETRI",47,,50 (+3),,OU 47-50 (+3),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
16:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
16:11,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
15:59,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
15:59,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
