Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
16:46,,11 (+2),,9,"GOOD JUMPER by KOCH,WILL(in the paint)",OU 11-9 (+2),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
16:24,"GOOD 3PTR by COMAN,SEAN",14 (+5),,9,,HENDRIX 14-9 (+5),,"GOOD 3PTR by COMAN,SEAN",1
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",1
15:58,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
15:53,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",1
15:43,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",1
15:33,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
15:22,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",1
15:12,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
15:03,,,,,"MISS LAYUP by MURRAH,JACK",,,"MISS LAYUP by MURRAH,JACK",1
15:03,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
14:56,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
14:55,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1
14:47,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",1
14:47,,14 (+4),,10,"GOOD FT by FOSTER,LANE",OU 14-10 (+4),,"GOOD FT by FOSTER,LANE",1
14:47,,14 (+3),,11,"GOOD FT by FOSTER,LANE",OU 14-11 (+3),,"GOOD FT by FOSTER,LANE",1
14:47,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",1
14:47,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",1
14:47,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",1
14:47,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
14:47,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",1
14:47,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
14:30,"TURNOVER  by WEAKLEY,CARTER",,,,,,,"TURNOVER  by WEAKLEY,CARTER",1
14:14,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
13:53,"GOOD JUMPER by STANLEY,SETH",16 (+5),,11,,HENDRIX 16-11 (+5),,"GOOD JUMPER by STANLEY,SETH",1
13:42,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",1
13:42,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
13:42,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
13:42,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
13:42,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
13:33,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",1
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",1
13:24,"GOOD 3PTR by STANLEY,SETH",19 (+8),,11,,HENDRIX 19-11 (+8),,"GOOD 3PTR by STANLEY,SETH",1
--,"ASSIST  by PARKS,JACKSON",,,,,,,"ASSIST  by PARKS,JACKSON",1
13:06,,19 (+6),,13,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",OU 19-13 (+6),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",1
13:05,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",1
13:05,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
12:47,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",21 (+8),,13,,HENDRIX 21-13 (+8),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",1
--,"ASSIST  by PARKS,JACKSON",,,,,,,"ASSIST  by PARKS,JACKSON",1
12:28,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",1
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",1
12:24,,21 (+6),,15,"GOOD LAYUP by EZIGBO,UBA(in the paint)",OU 21-15 (+6),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",1
12:07,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",1
12:07,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
12:07,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
12:07,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
12:07,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",1
11:50,,21 (+4),,17,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OU 21-17 (+4),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",1
11:32,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",1
11:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:32,"GOOD FT by RYAN,JONATHAN",22 (+5),,17,,HENDRIX 22-17 (+5),,"GOOD FT by RYAN,JONATHAN",1
11:32,"GOOD FT by RYAN,JONATHAN",23 (+6),,17,,HENDRIX 23-17 (+6),,"GOOD FT by RYAN,JONATHAN",1
11:24,,23 (+4),,19,"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 23-19 (+4),,"GOOD LAYUP by FOSTER,LANE(in the paint)",1
11:23,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",1
11:23,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",1
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
11:09,"GOOD JUMPER by ,DARVIS RASBERRY JR",25 (+6),,19,,HENDRIX 25-19 (+6),,"GOOD JUMPER by ,DARVIS RASBERRY JR",1
--,"ASSIST  by PARKS,JACKSON",,,,,,,"ASSIST  by PARKS,JACKSON",1
10:54,,25 (+3),,22,"GOOD 3PTR by EZIGBO,UBA",OU 25-22 (+3),,"GOOD 3PTR by EZIGBO,UBA",1
10:29,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",1
10:29,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
10:29,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",1
10:28,"MISS 3PTR by RYAN,JONATHAN",,,,,,,"MISS 3PTR by RYAN,JONATHAN",1
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",1
10:22,,25 (+1),,24,"GOOD LAYUP by ETIWE,TOJU(fastbreak)(in the paint)",OU 25-24 (+1),,"GOOD LAYUP by ETIWE,TOJU(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",1
10:04,"GOOD 3PTR by DEITHLOFF,TYLER",28 (+4),,24,,HENDRIX 28-24 (+4),,"GOOD 3PTR by DEITHLOFF,TYLER",1
--,"ASSIST  by WEAKLEY,CARTER",,,,,,,"ASSIST  by WEAKLEY,CARTER",1
09:48,,28 (+1),,27,"GOOD 3PTR by JENEI,RYAN",OU 28-27 (+1),,"GOOD 3PTR by JENEI,RYAN",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
09:31,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
09:31,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
09:31,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
09:31,"SUB OUT by WEAKLEY,CARTER",,,,,,,"SUB OUT by WEAKLEY,CARTER",1
09:31,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
09:31,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",1
09:15,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",30 (+3),,27,,HENDRIX 30-27 (+3),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",1
09:00,,30,,30,"GOOD 3PTR by KOCH,WILL",OU 30-30 (0),,"GOOD 3PTR by KOCH,WILL",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
08:35,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",1
08:35,"GOOD FT by CONRAD,ALEX",31 (+1),,30,,HENDRIX 31-30 (+1),,"GOOD FT by CONRAD,ALEX",1
08:35,"GOOD FT by CONRAD,ALEX",32 (+2),,30,,HENDRIX 32-30 (+2),,"GOOD FT by CONRAD,ALEX",1
08:35,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",1
08:35,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
08:35,,,,,"SUB IN by BENNEFIELD,DYLAN",,,"SUB IN by BENNEFIELD,DYLAN",1
08:35,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",1
08:35,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
08:35,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
08:19,,,,,"MISS JUMPER by ETIWE,TOJU",,,"MISS JUMPER by ETIWE,TOJU",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
08:06,"GOOD LAYUP by CONRAD,ALEX(in the paint)",34 (+4),,30,,HENDRIX 34-30 (+4),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
07:51,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",1
07:32,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",1
07:14,,34 (+2),,32,"GOOD JUMPER by CHAMBERS,DIMETRI",OU 34-32 (+2),,"GOOD JUMPER by CHAMBERS,DIMETRI",1
06:59,"GOOD 3PTR by COMAN,SEAN",37 (+5),,32,,HENDRIX 37-32 (+5),,"GOOD 3PTR by COMAN,SEAN",1
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",1
06:41,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
06:29,"GOOD 3PTR by STANLEY,SETH",40 (+8),,32,,HENDRIX 40-32 (+8),,"GOOD 3PTR by STANLEY,SETH",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
06:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
06:28,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
06:28,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",1
06:28,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",1
06:09,,,,,"MISS 3PTR by ETIWE,TOJU",,,"MISS 3PTR by ETIWE,TOJU",1
--,,,,,"REBOUND OFF by BENNEFIELD,DYLAN",,,"REBOUND OFF by BENNEFIELD,DYLAN",1
06:02,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
05:46,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
05:39,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",1
05:39,,40 (+7),,33,"GOOD FT by FOSTER,LANE",OU 40-33 (+7),,"GOOD FT by FOSTER,LANE",1
05:39,,40 (+6),,34,"GOOD FT by FOSTER,LANE",OU 40-34 (+6),,"GOOD FT by FOSTER,LANE",1
05:39,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
05:39,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
05:39,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
05:39,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",1
05:39,,,,,"SUB OUT by BENNEFIELD,DYLAN",,,"SUB OUT by BENNEFIELD,DYLAN",1
05:39,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
05:21,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
05:08,,,,,"TURNOVER  by MURRAH,JACK",,,"TURNOVER  by MURRAH,JACK",1
04:48,"GOOD JUMPER by CONRAD,ALEX",42 (+8),,34,,HENDRIX 42-34 (+8),,"GOOD JUMPER by CONRAD,ALEX",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
04:31,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",1
04:31,,42 (+7),,35,"GOOD FT by FOSTER,LANE",OU 42-35 (+7),,"GOOD FT by FOSTER,LANE",1
04:31,,42 (+6),,36,"GOOD FT by FOSTER,LANE",OU 42-36 (+6),,"GOOD FT by FOSTER,LANE",1
04:31,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
04:31,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
04:11,"GOOD LAYUP by CONRAD,ALEX(in the paint)",44 (+8),,36,,HENDRIX 44-36 (+8),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",1
03:56,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",1
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",1
03:42,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",1
03:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:42,"GOOD FT by STANLEY,SETH",45 (+9),,36,,HENDRIX 45-36 (+9),,"GOOD FT by STANLEY,SETH",1
03:42,"GOOD FT by STANLEY,SETH",46 (+10),,36,,HENDRIX 46-36 (+10),,"GOOD FT by STANLEY,SETH",1
03:35,,46 (+7),,39,"GOOD 3PTR by JENEI,RYAN",OU 46-39 (+7),,"GOOD 3PTR by JENEI,RYAN",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
03:14,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
03:14,,,,,"BLOCK  by FOSTER,LANE",,,"BLOCK  by FOSTER,LANE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
03:12,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
03:12,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
03:12,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
03:12,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
03:08,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",1
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",1
02:50,,46 (+5),,41,"GOOD JUMPER by KOCH,WILL",OU 46-41 (+5),,"GOOD JUMPER by KOCH,WILL",1
02:31,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
02:30,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1
02:24,,46 (+3),,43,"GOOD LAYUP by MURRAH,JACK(fastbreak)(in the paint)",OU 46-43 (+3),,"GOOD LAYUP by MURRAH,JACK(fastbreak)(in the paint)",1
02:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:13,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
01:59,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
01:48,,46 (+1),,45,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",OU 46-45 (+1),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",1
01:23,"GOOD LAYUP by CONRAD,ALEX(in the paint)",48 (+3),,45,,HENDRIX 48-45 (+3),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
00:59,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
00:42,"MISS 3PTR by RYAN,JONATHAN",,,,,,,"MISS 3PTR by RYAN,JONATHAN",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
00:28,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",1
00:28,,48 (+2),,46,"GOOD FT by CHAMBERS,DIMETRI",OU 48-46 (+2),,"GOOD FT by CHAMBERS,DIMETRI",1
00:28,,48 (+1),,47,"GOOD FT by CHAMBERS,DIMETRI",OU 48-47 (+1),,"GOOD FT by CHAMBERS,DIMETRI",1
00:06,"MISS LAYUP by RYAN,JONATHAN",,,,,,,"MISS LAYUP by RYAN,JONATHAN",1
00:06,,,,,"BLOCK  by MURRAH,JACK",,,"BLOCK  by MURRAH,JACK",1
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",1
19:47,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
19:38,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
19:28,,48,,50 (+2),"GOOD 3PTR by CHAMBERS,DIMETRI",OU 48-50 (-2),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
19:06,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
19:05,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
19:03,,48,,52 (+4),"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OU 48-52 (-4),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
18:47,"GOOD 3PTR by STANLEY,SETH",51,,52 (+1),,HENDRIX 51-52 (-1),,"GOOD 3PTR by STANLEY,SETH",2
18:45,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
18:45,"GOOD FT by STANLEY,SETH",52,,52,,HENDRIX 52-52 (0),,"GOOD FT by STANLEY,SETH",2
18:25,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
18:15,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
18:07,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
17:43,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
17:27,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
17:09,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
17:08,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
17:05,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
16:45,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
16:43,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
16:35,,52,,54 (+2),"GOOD JUMPER by EZIGBO,UBA(in the paint)",OU 52-54 (-2),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
16:17,"GOOD LAYUP by CONRAD,ALEX(in the paint)",54,,54,,HENDRIX 54-54 (0),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
16:03,,54,,56 (+2),"GOOD JUMPER by EZIGBO,UBA(in the paint)",OU 54-56 (-2),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
15:46,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
15:40,"GOOD LAYUP by CONRAD,ALEX(in the paint)",56,,56,,HENDRIX 56-56 (0),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
15:22,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
15:22,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
15:22,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
15:22,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
15:22,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
15:17,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
14:57,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:53,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",2
