Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
03:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:52,,,,,"SUB IN by GIBSON,JASON",,,"SUB IN by GIBSON,JASON",2
03:52,,,,,"SUB IN by HURT,SEVAN",,,"SUB IN by HURT,SEVAN",2
03:52,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
03:52,,,,,"SUB IN by BOWER,CARSON",,,"SUB IN by BOWER,CARSON",2
03:52,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
03:52,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
03:52,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
03:52,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
03:39,,,,,"FOUL  by WEAVER,BRADEN",,,"FOUL  by WEAVER,BRADEN",2
03:39,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:39,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",2
--,"REBOUND OFF by JAMES,MAC",,,,,,,"REBOUND OFF by JAMES,MAC",2
03:39,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",2
03:39,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
03:36,"MISS 3PTR by FITZGERALD,DAVID",,,,,,,"MISS 3PTR by FITZGERALD,DAVID",2
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",2
03:25,,,,,"TURNOVER  by HURT,SEVAN",,,"TURNOVER  by HURT,SEVAN",2
03:17,"TURNOVER  by FITZGERALD,DAVID",,,,,,,"TURNOVER  by FITZGERALD,DAVID",2
03:10,,,,,"TURNOVER  by BOWER,CARSON",,,"TURNOVER  by BOWER,CARSON",2
03:10,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
03:05,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",45,,75 (+30),,RHODES 45-75 (+30),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
02:46,"FOUL  by FITZGERALD,DAVID",,,,,,,"FOUL  by FITZGERALD,DAVID",2
02:46,,,,,"MISS FT by WEAKLEY,CARTER",,,"MISS FT by WEAKLEY,CARTER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:46,,45,,76 (+31),"GOOD FT by WEAKLEY,CARTER",HENDRIX 45-76 (+31),,"GOOD FT by WEAKLEY,CARTER",2
02:27,"MISS LAYUP by FITZGERALD,DAVID",,,,,,,"MISS LAYUP by FITZGERALD,DAVID",2
--,"REBOUND OFF by FITZGERALD,DAVID",,,,,,,"REBOUND OFF by FITZGERALD,DAVID",2
02:24,"GOOD LAYUP by FITZGERALD,DAVID(in the paint)",47,,76 (+29),,RHODES 47-76 (+29),,"GOOD LAYUP by FITZGERALD,DAVID(in the paint)",2
02:12,,,,,"MISS 3PTR by WEAVER,BRADEN",,,"MISS 3PTR by WEAVER,BRADEN",2
--,"REBOUND DEF by FITZGERALD,DAVID",,,,,,,"REBOUND DEF by FITZGERALD,DAVID",2
01:57,,,,,"FOUL  by WEAVER,BRADEN",,,"FOUL  by WEAVER,BRADEN",2
01:53,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by HURT,SEVAN",,,"REBOUND DEF by HURT,SEVAN",2
01:44,,,,,"MISS LAYUP by BOWER,CARSON",,,"MISS LAYUP by BOWER,CARSON",2
--,,,,,"REBOUND OFF by BOWER,CARSON",,,"REBOUND OFF by BOWER,CARSON",2
01:41,,,,,"MISS LAYUP by BOWER,CARSON",,,"MISS LAYUP by BOWER,CARSON",2
01:41,"BLOCK  by WILLIAMS,JAYSON",,,,,,,"BLOCK  by WILLIAMS,JAYSON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:37,,,,,"TURNOVER  by BOWER,CARSON",,,"TURNOVER  by BOWER,CARSON",2
01:36,"TURNOVER  by FITZGERALD,DAVID",,,,,,,"TURNOVER  by FITZGERALD,DAVID",2
01:28,,,,,"MISS JUMPER by GIBSON,JASON",,,"MISS JUMPER by GIBSON,JASON",2
--,"REBOUND DEF by FITZGERALD,DAVID",,,,,,,"REBOUND DEF by FITZGERALD,DAVID",2
01:20,,,,,"FOUL  by HURT,SEVAN",,,"FOUL  by HURT,SEVAN",2
01:20,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",2
--,"REBOUND OFF by FITZGERALD,DAVID",,,,,,,"REBOUND OFF by FITZGERALD,DAVID",2
01:20,"GOOD LAYUP by FITZGERALD,DAVID(in the paint)",49,,76 (+27),,RHODES 49-76 (+27),,"GOOD LAYUP by FITZGERALD,DAVID(in the paint)",2
00:54,,,,,"MISS JUMPER by WEAKLEY,CARTER",,,"MISS JUMPER by WEAKLEY,CARTER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:40,"GOOD JUMPER by WALKER,JEFFERSON",51,,76 (+25),,RHODES 51-76 (+25),,"GOOD JUMPER by WALKER,JEFFERSON",2
00:33,,,,,"TURNOVER  by HURT,SEVAN",,,"TURNOVER  by HURT,SEVAN",2
00:33,"STEAL  by COOK,JEREMIAH",,,,,,,"STEAL  by COOK,JEREMIAH",2
00:32,,,,,"FOUL  by WEAVER,BRADEN",,,"FOUL  by WEAVER,BRADEN",2
00:32,"GOOD FT by FITZGERALD,DAVID",52,,76 (+24),,RHODES 52-76 (+24),,"GOOD FT by FITZGERALD,DAVID",2
00:32,"GOOD FT by FITZGERALD,DAVID",53,,76 (+23),,RHODES 53-76 (+23),,"GOOD FT by FITZGERALD,DAVID",2
00:26,,,,,"TURNOVER  by GIBSON,JASON",,,"TURNOVER  by GIBSON,JASON",2
00:23,"GOOD 3PTR by JAMES,MAC",56,,76 (+20),,RHODES 56-76 (+20),,"GOOD 3PTR by JAMES,MAC",2
00:16,,,,,"TURNOVER  by WEAVER,BRADEN",,,"TURNOVER  by WEAVER,BRADEN",2
00:16,,,,,"FOUL  by HURT,SEVAN",,,"FOUL  by HURT,SEVAN",2
00:16,"MISS FT by FITZGERALD,DAVID",,,,,,,"MISS FT by FITZGERALD,DAVID",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:16,"MISS FT by FITZGERALD,DAVID",,,,,,,"MISS FT by FITZGERALD,DAVID",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:05,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
00:05,,56,,77 (+21),"GOOD FT by WEAKLEY,CARTER",HENDRIX 56-77 (+21),,"GOOD FT by WEAKLEY,CARTER",2
00:05,,56,,78 (+22),"GOOD FT by WEAKLEY,CARTER",HENDRIX 56-78 (+22),,"GOOD FT by WEAKLEY,CARTER",2
