Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
13:19,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",1
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",1
12:53,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
12:36,"GOOD LAYUP by PARKS,JACKSON(in the paint)",14 (+6),,8,,HENDRIX 14-8 (+6),,"GOOD LAYUP by PARKS,JACKSON(in the paint)",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
12:17,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
12:12,"GOOD LAYUP by ,DARVIS RASBERRY JR(fastbreak)(in the paint)",16 (+8),,8,,HENDRIX 16-8 (+8),,"GOOD LAYUP by ,DARVIS RASBERRY JR(fastbreak)(in the paint)",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
11:49,,16 (+6),,10,"GOOD JUMPER by EZIGBO,UBA",OU 16-10 (+6),,"GOOD JUMPER by EZIGBO,UBA",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
11:28,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",1
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",1
11:21,,,,,"MISS JUMPER by MURRAH,JACK",,,"MISS JUMPER by MURRAH,JACK",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
10:50,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",18 (+8),,10,,HENDRIX 18-10 (+8),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",1
10:32,,18 (+6),,12,"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 18-12 (+6),,"GOOD LAYUP by FOSTER,LANE(in the paint)",1
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",1
10:10,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",1
10:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
10:10,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",1
10:10,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
10:10,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
10:10,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
10:10,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
10:10,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
10:10,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
10:10,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",1
10:02,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",1
10:02,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",1
09:56,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",1
09:52,,,,,"MISS LAYUP by MURRAH,JACK",,,"MISS LAYUP by MURRAH,JACK",1
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",1
09:42,"GOOD 3PTR by WEAKLEY,CARTER(fastbreak)",21 (+9),,12,,HENDRIX 21-12 (+9),,"GOOD 3PTR by WEAKLEY,CARTER(fastbreak)",1
--,"ASSIST  by PARKS,JACKSON",,,,,,,"ASSIST  by PARKS,JACKSON",1
09:24,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",1
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
09:08,"MISS JUMPER by WEAKLEY,CARTER",,,,,,,"MISS JUMPER by WEAKLEY,CARTER",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
08:59,,21 (+6),,15,"GOOD 3PTR by EZIGBO,UBA(fastbreak)",OU 21-15 (+6),,"GOOD 3PTR by EZIGBO,UBA(fastbreak)",1
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",1
08:45,"TURNOVER  by WEAKLEY,CARTER",,,,,,,"TURNOVER  by WEAKLEY,CARTER",1
08:45,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
08:45,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",1
08:45,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
08:45,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",1
08:32,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",1
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",1
08:24,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",1
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",1
08:12,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",1
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",1
08:00,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",1
08:00,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
08:00,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",1
07:43,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",1
07:43,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",1
07:39,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",1
07:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:39,,21 (+5),,16,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",OU 21-16 (+5),,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",1
07:39,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",1
07:39,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
07:39,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
07:39,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",1
07:39,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",1
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",1
07:26,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
07:14,,21 (+3),,18,"GOOD JUMPER by KOCH,WILL(in the paint)",OU 21-18 (+3),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
06:58,"MISS JUMPER by DEITHLOFF,TYLER",,,,,,,"MISS JUMPER by DEITHLOFF,TYLER",1
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",1
06:46,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",1
--,,,,,"REBOUND OFF by CHAMBERS,DIMETRI",,,"REBOUND OFF by CHAMBERS,DIMETRI",1
06:38,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
06:38,"BLOCK  by STANLEY,SETH",,,,,,,"BLOCK  by STANLEY,SETH",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:38,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
06:38,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",1
06:38,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
06:38,"SUB OUT by WEAKLEY,CARTER",,,,,,,"SUB OUT by WEAKLEY,CARTER",1
06:35,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
06:16,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",23 (+5),,18,,HENDRIX 23-18 (+5),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",1
06:14,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
06:14,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
05:59,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
05:38,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",1
05:28,,23 (+3),,20,"GOOD JUMPER by FOSTER,LANE(in the paint)",OU 23-20 (+3),,"GOOD JUMPER by FOSTER,LANE(in the paint)",1
05:28,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",1
05:28,,23 (+2),,21,"GOOD FT by FOSTER,LANE",OU 23-21 (+2),,"GOOD FT by FOSTER,LANE",1
05:28,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
05:28,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
05:28,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",1
05:28,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",1
05:28,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",1
05:28,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
05:10,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",1
05:10,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:10,"GOOD FT by CONRAD,ALEX",24 (+3),,21,,HENDRIX 24-21 (+3),,"GOOD FT by CONRAD,ALEX",1
04:55,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
04:36,"GOOD 3PTR by COMAN,SEAN",27 (+6),,21,,HENDRIX 27-21 (+6),,"GOOD 3PTR by COMAN,SEAN",1
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",1
04:15,,27 (+3),,24,"GOOD 3PTR by FOSTER,LANE",OU 27-24 (+3),,"GOOD 3PTR by FOSTER,LANE",1
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",1
03:53,"MISS JUMPER by DEITHLOFF,TYLER",,,,,,,"MISS JUMPER by DEITHLOFF,TYLER",1
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",1
03:49,"MISS LAYUP by DEITHLOFF,TYLER",,,,,,,"MISS LAYUP by DEITHLOFF,TYLER",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
03:45,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",1
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",1
03:35,,27 (+1),,26,"GOOD JUMPER by EZIGBO,UBA(in the paint)",OU 27-26 (+1),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",1
03:16,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",1
03:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:16,"GOOD FT by CONRAD,ALEX",28 (+2),,26,,HENDRIX 28-26 (+2),,"GOOD FT by CONRAD,ALEX",1
03:16,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
03:09,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",1
03:09,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:09,,28 (+1),,27,"GOOD FT by FOSTER,LANE",OU 28-27 (+1),,"GOOD FT by FOSTER,LANE",1
03:09,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",1
03:09,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
03:09,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
03:09,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
03:09,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",1
03:09,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
03:09,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
03:09,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",1
02:57,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
02:46,,28,,30 (+2),"GOOD 3PTR by SONE,CARLOS",OU 28-30 (-2),,"GOOD 3PTR by SONE,CARLOS",1
--,,,,,"ASSIST  by KOCH,WILL",,,"ASSIST  by KOCH,WILL",1
02:24,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",1
02:24,"GOOD FT by COMAN,SEAN",29,,30 (+1),,HENDRIX 29-30 (-1),,"GOOD FT by COMAN,SEAN",1
02:24,"GOOD FT by COMAN,SEAN",30,,30,,HENDRIX 30-30 (0),,"GOOD FT by COMAN,SEAN",1
02:13,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",1
--,,,,,"REBOUND OFF by MURRAH,JACK",,,"REBOUND OFF by MURRAH,JACK",1
02:05,,30,,33 (+3),"GOOD 3PTR by MURRAH,JACK",OU 30-33 (-3),,"GOOD 3PTR by MURRAH,JACK",1
01:52,"MISS JUMPER by PARKS,JACKSON",,,,,,,"MISS JUMPER by PARKS,JACKSON",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
01:43,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",1
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",1
01:22,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",32,,33 (+1),,HENDRIX 32-33 (-1),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",1
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",1
01:05,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
00:59,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",1
00:59,"GOOD FT by STANLEY,SETH(fastbreak)",33,,33,,HENDRIX 33-33 (0),,"GOOD FT by STANLEY,SETH(fastbreak)",1
00:59,"GOOD FT by STANLEY,SETH(fastbreak)",34 (+1),,33,,HENDRIX 34-33 (+1),,"GOOD FT by STANLEY,SETH(fastbreak)",1
00:59,"GOOD FT by STANLEY,SETH(fastbreak)",35 (+2),,33,,HENDRIX 35-33 (+2),,"GOOD FT by STANLEY,SETH(fastbreak)",1
00:59,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
00:59,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
00:59,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",1
00:59,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",1
00:52,"FOUL  by ,DARVIS RASBERRY JR",,,,,,,"FOUL  by ,DARVIS RASBERRY JR",1
00:52,,35 (+1),,34,"GOOD FT by FOSTER,LANE",OU 35-34 (+1),,"GOOD FT by FOSTER,LANE",1
00:52,,35,,35,"GOOD FT by FOSTER,LANE",OU 35-35 (0),,"GOOD FT by FOSTER,LANE",1
00:52,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
00:52,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
00:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:45,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
00:45,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
00:35,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",1
00:35,"GOOD FT by STANLEY,SETH",36 (+1),,35,,HENDRIX 36-35 (+1),,"GOOD FT by STANLEY,SETH",1
00:35,"GOOD FT by STANLEY,SETH",37 (+2),,35,,HENDRIX 37-35 (+2),,"GOOD FT by STANLEY,SETH",1
00:35,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
00:35,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
00:35,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",1
00:35,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
00:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:28,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
00:28,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
00:28,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
00:28,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",1
00:06,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",1
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",1
19:49,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
19:31,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
19:12,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
18:59,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
18:59,,37 (+1),,36,"GOOD FT by FOSTER,LANE",OU 37-36 (+1),,"GOOD FT by FOSTER,LANE",2
18:59,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:59,,37,,37,"GOOD FT by FOSTER,LANE",OU 37-37 (0),,"GOOD FT by FOSTER,LANE",2
18:59,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
18:59,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
