Time Remaining,MC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",1
15:50,"GOOD LAYUP by JENKINS,KALEB(in the paint)",10 (+5),,5,,MC 10-5 (+5),,"GOOD LAYUP by JENKINS,KALEB(in the paint)",1
15:47,,,,,"FOUL  by CAMMON,JOSH",,,"FOUL  by CAMMON,JOSH",1
15:42,"GOOD FT by JENKINS,KALEB",11 (+6),,5,,MC 11-5 (+6),,"GOOD FT by JENKINS,KALEB",1
15:42,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
15:42,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",1
15:34,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND OFF by ETIWE,TOJU",,,"REBOUND OFF by ETIWE,TOJU",1
15:30,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
15:11,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:45,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",1
14:45,,11 (+5),,6,"GOOD FT by FOSTER,LANE",OU 11-6 (+5),,"GOOD FT by FOSTER,LANE",1
14:45,,11 (+4),,7,"GOOD FT by FOSTER,LANE",OU 11-7 (+4),,"GOOD FT by FOSTER,LANE",1
14:19,"MISS 3PTR by HUGHES,ANTHONY",,,,,,,"MISS 3PTR by HUGHES,ANTHONY",1
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",1
14:11,,,,,"MISS LAYUP by DAY,JUSTIN",,,"MISS LAYUP by DAY,JUSTIN",1
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",1
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",1
14:04,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",13 (+6),,7,,MC 13-7 (+6),,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",1
13:38,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",1
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",1
13:32,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",1
--,"REBOUND OFF by HUGHES,ANTHONY",,,,,,,"REBOUND OFF by HUGHES,ANTHONY",1
13:28,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",15 (+8),,7,,MC 15-7 (+8),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",1
13:10,,15 (+5),,10,"GOOD 3PTR by CHAMBERS,DIMETRI",OU 15-10 (+5),,"GOOD 3PTR by CHAMBERS,DIMETRI",1
12:53,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
12:50,"FOUL  by SPIKES,KALVIN",,,,,,,"FOUL  by SPIKES,KALVIN",1
12:50,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",1
12:50,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",1
12:38,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",1
12:38,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",1
12:38,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
12:11,"TURNOVER  by JENKINS,KALEB",,,,,,,"TURNOVER  by JENKINS,KALEB",1
12:00,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",1
11:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:40,"GOOD LAYUP by PELT,JUSTIN VAN(in the paint)",17 (+7),,10,,MC 17-10 (+7),,"GOOD LAYUP by PELT,JUSTIN VAN(in the paint)",1
--,"ASSIST  by HUGHES,ANTHONY",,,,,,,"ASSIST  by HUGHES,ANTHONY",1
11:24,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",1
11:23,"STEAL  by JENKINS,KALEB",,,,,,,"STEAL  by JENKINS,KALEB",1
11:20,"MISS LAYUP by MCLAURIN,RYAN",,,,,,,"MISS LAYUP by MCLAURIN,RYAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
11:16,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",1
11:16,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",1
11:16,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",1
11:16,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
11:16,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",1
11:16,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",1
11:03,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
10:53,"MISS JUMPER by JENKINS,KALEB",,,,,,,"MISS JUMPER by JENKINS,KALEB",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
10:45,,,,,"TURNOVER  by DAY,JUSTIN",,,"TURNOVER  by DAY,JUSTIN",1
10:43,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
10:43,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
10:17,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",1
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",1
10:13,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by DAY,JUSTIN",,,"REBOUND DEF by DAY,JUSTIN",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
09:54,,17 (+4),,13,"GOOD 3PTR by JENEI,RYAN",OU 17-13 (+4),,"GOOD 3PTR by JENEI,RYAN",1
09:33,"MISS LAYUP by PELT,JUSTIN VAN",,,,,,,"MISS LAYUP by PELT,JUSTIN VAN",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
09:28,,,,,"MISS 3PTR by KRIVITZKIN,TYLER",,,"MISS 3PTR by KRIVITZKIN,TYLER",1
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",1
09:08,"GOOD 3PTR by BECKER,SAXTON",20 (+7),,13,,MC 20-13 (+7),,"GOOD 3PTR by BECKER,SAXTON",1
--,"ASSIST  by HUGHES,ANTHONY",,,,,,,"ASSIST  by HUGHES,ANTHONY",1
08:40,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",1
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",1
08:32,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",1
08:32,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",1
08:32,"SUB OUT by HUGHES,ANTHONY",,,,,,,"SUB OUT by HUGHES,ANTHONY",1
08:32,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",1
08:32,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",1
08:32,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
08:32,,,,,"SUB OUT by KRIVITZKIN,TYLER",,,"SUB OUT by KRIVITZKIN,TYLER",1
08:13,,,,,"MISS JUMPER by CAMMON,JOSH",,,"MISS JUMPER by CAMMON,JOSH",1
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",1
08:06,"GOOD 3PTR by BECKER,SAXTON",23 (+10),,13,,MC 23-13 (+10),,"GOOD 3PTR by BECKER,SAXTON",1
07:51,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",1
07:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:31,"GOOD 3PTR by MCLAURIN,RYAN",26 (+13),,13,,MC 26-13 (+13),,"GOOD 3PTR by MCLAURIN,RYAN",1
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",1
07:09,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",1
07:09,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:57,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",1
06:57,,,,,"SUB OUT by DAY,JUSTIN",,,"SUB OUT by DAY,JUSTIN",1
06:40,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",1
06:40,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",1
06:22,"MISS LAYUP by PELT,JUSTIN VAN",,,,,,,"MISS LAYUP by PELT,JUSTIN VAN",1
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",1
06:07,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",1
06:07,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",1
06:07,,,,,"BLOCK  by CHAMBERS,DIMETRI",,,"BLOCK  by CHAMBERS,DIMETRI",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
06:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:57,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",1
05:57,"GOOD FT by PELT,JUSTIN VAN",27 (+14),,13,,MC 27-13 (+14),,"GOOD FT by PELT,JUSTIN VAN",1
05:57,"GOOD FT by PELT,JUSTIN VAN",28 (+15),,13,,MC 28-13 (+15),,"GOOD FT by PELT,JUSTIN VAN",1
05:40,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",1
05:40,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:40,,28 (+14),,14,"GOOD FT by FOSTER,LANE",OU 28-14 (+14),,"GOOD FT by FOSTER,LANE",1
05:40,"TURNOVER  by JENKINS,KALEB",,,,,,,"TURNOVER  by JENKINS,KALEB",1
05:40,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",1
05:40,,28 (+12),,16,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OU 28-16 (+12),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",1
05:40,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",1
05:40,"GOOD FT by JENKINS,KALEB",29 (+13),,16,,MC 29-16 (+13),,"GOOD FT by JENKINS,KALEB",1
05:40,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
05:40,"SUB IN by HUGHES,ANTHONY",,,,,,,"SUB IN by HUGHES,ANTHONY",1
05:40,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",1
05:40,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
05:40,,,,,"SUB IN by DAY,JUSTIN",,,"SUB IN by DAY,JUSTIN",1
05:40,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",1
05:33,,29 (+10),,19,"GOOD 3PTR by JENEI,RYAN",OU 29-19 (+10),,"GOOD 3PTR by JENEI,RYAN",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
05:27,"MISS LAYUP by JENKINS,KALEB",,,,,,,"MISS LAYUP by JENKINS,KALEB",1
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",1
05:22,"GOOD 3PTR by BECKER,SAXTON",32 (+13),,19,,MC 32-19 (+13),,"GOOD 3PTR by BECKER,SAXTON",1
05:08,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",1
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",1
04:46,"GOOD JUMPER by HUGHES,ANTHONY",34 (+15),,19,,MC 34-19 (+15),,"GOOD JUMPER by HUGHES,ANTHONY",1
04:31,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",1
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",1
04:16,"MISS JUMPER by HUGHES,ANTHONY",,,,,,,"MISS JUMPER by HUGHES,ANTHONY",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
04:10,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
04:02,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",1
--,,,,,"REBOUND DEF by DAY,JUSTIN",,,"REBOUND DEF by DAY,JUSTIN",1
03:55,,,,,"MISS JUMPER by DAY,JUSTIN",,,"MISS JUMPER by DAY,JUSTIN",1
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",1
03:50,"GOOD FT by JENKINS,KALEB",35 (+16),,19,,MC 35-19 (+16),,"GOOD FT by JENKINS,KALEB",1
03:32,"GOOD JUMPER by GILLIHAN,NEWLON",37 (+18),,19,,MC 37-19 (+18),,"GOOD JUMPER by GILLIHAN,NEWLON",1
03:20,"MISS LAYUP by BURNETT,DREW",,,,,,,"MISS LAYUP by BURNETT,DREW",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
03:01,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",1
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",1
02:53,"MISS LAYUP by MCLAURIN,RYAN",,,,,,,"MISS LAYUP by MCLAURIN,RYAN",1
--,,,,,"REBOUND DEF by GULLEY,TREVOR",,,"REBOUND DEF by GULLEY,TREVOR",1
02:45,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",1
02:41,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",1
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",1
02:29,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",1
02:29,"GOOD FT by HUGHES,ANTHONY",38 (+19),,19,,MC 38-19 (+19),,"GOOD FT by HUGHES,ANTHONY",1
02:29,"MISS FT by HUGHES,ANTHONY",,,,,,,"MISS FT by HUGHES,ANTHONY",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
02:29,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
02:29,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",1
02:29,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",1
02:29,,,,,"SUB OUT by DAY,JUSTIN",,,"SUB OUT by DAY,JUSTIN",1
02:29,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
02:26,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",1
02:14,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",40 (+21),,19,,MC 40-19 (+21),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",1
01:58,,40 (+19),,21,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OU 40-21 (+19),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",1
01:55,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",1
01:55,,40 (+18),,22,"GOOD FT by CHAMBERS,DIMETRI",OU 40-22 (+18),,"GOOD FT by CHAMBERS,DIMETRI",1
01:55,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",1
01:55,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",1
01:55,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
01:55,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",1
01:46,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",42 (+20),,22,,MC 42-22 (+20),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",1
01:37,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",1
01:23,"GOOD 3PTR by JENKINS,KALEB",45 (+23),,22,,MC 45-22 (+23),,"GOOD 3PTR by JENKINS,KALEB",1
01:05,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",1
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",1
00:57,"TURNOVER  by GILLIHAN,NEWLON",,,,,,,"TURNOVER  by GILLIHAN,NEWLON",1
00:57,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
00:57,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",1
00:57,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",1
00:57,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
00:49,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",1
00:49,,,,,"MISS FT by KRIVITZKIN,TYLER",,,"MISS FT by KRIVITZKIN,TYLER",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:49,,45 (+22),,23,"GOOD FT by KRIVITZKIN,TYLER",OU 45-23 (+22),,"GOOD FT by KRIVITZKIN,TYLER",1
00:42,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
00:42,,,,,"SUB OUT by FISCHER,DAVID",,,"SUB OUT by FISCHER,DAVID",1
00:38,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:35,"FOUL  by PELT,JUSTIN VAN",,,,,,,"FOUL  by PELT,JUSTIN VAN",1
00:35,,45 (+21),,24,"GOOD FT by JENEI,RYAN",OU 45-24 (+21),,"GOOD FT by JENEI,RYAN",1
00:35,,45 (+20),,25,"GOOD FT by JENEI,RYAN",OU 45-25 (+20),,"GOOD FT by JENEI,RYAN",1
00:35,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",1
00:35,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
00:17,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",47 (+22),,25,,MC 47-25 (+22),,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",1
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",1
19:52,,47 (+20),,27,"GOOD LAYUP by SONE,CARLOS(in the paint)",OU 47-27 (+20),,"GOOD LAYUP by SONE,CARLOS(in the paint)",2
19:31,"MISS JUMPER by JENKINS,KALEB",,,,,,,"MISS JUMPER by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by CAMMON,JOSH",,,"REBOUND DEF by CAMMON,JOSH",2
19:25,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
19:25,"BLOCK  by SPIKES,KALVIN",,,,,,,"BLOCK  by SPIKES,KALVIN",2
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",2
19:11,"GOOD 3PTR by GILLIHAN,NEWLON",50 (+23),,27,,MC 50-27 (+23),,"GOOD 3PTR by GILLIHAN,NEWLON",2
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",2
18:46,,50 (+21),,29,"GOOD JUMPER by CAMMON,JOSH",OU 50-29 (+21),,"GOOD JUMPER by CAMMON,JOSH",2
18:25,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
18:22,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",2
18:22,,50 (+18),,32,"GOOD 3PTR by SONE,CARLOS",OU 50-32 (+18),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
17:36,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
17:36,"GOOD FT by JENKINS,KALEB",51 (+19),,32,,MC 51-32 (+19),,"GOOD FT by JENKINS,KALEB",2
17:36,"GOOD FT by JENKINS,KALEB",52 (+20),,32,,MC 52-32 (+20),,"GOOD FT by JENKINS,KALEB",2
17:36,"GOOD FT by JENKINS,KALEB",53 (+21),,32,,MC 53-32 (+21),,"GOOD FT by JENKINS,KALEB",2
17:27,,53 (+18),,35,"GOOD 3PTR by SONE,CARLOS",OU 53-35 (+18),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
17:15,"TURNOVER  by MCLAURIN,RYAN",,,,,,,"TURNOVER  by MCLAURIN,RYAN",2
