Time Remaining,LETU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
02:40,,,,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",2
02:40,"BLOCK  by FOSNIGHT,BRICK",,,,,,,"BLOCK  by FOSNIGHT,BRICK",2
--,"REBOUND DEF by FOSNIGHT,BRICK",,,,,,,"REBOUND DEF by FOSNIGHT,BRICK",2
02:36,"TURNOVER  by MOORE,JUSTIN",,,,,,,"TURNOVER  by MOORE,JUSTIN",2
02:36,,,,,"STEAL  by HUGHES,ANTHONY",,,"STEAL  by HUGHES,ANTHONY",2
02:31,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND DEF by WEST,NATE",,,,,,,"REBOUND DEF by WEST,NATE",2
02:16,"TURNOVER  by EBERHARDT,ANDREW",,,,,,,"TURNOVER  by EBERHARDT,ANDREW",2
02:16,,,,,"STEAL  by TURNER,JAMES",,,"STEAL  by TURNER,JAMES",2
02:11,,80 (+7),,73,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",Mill 80-73 (-7),,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
02:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:45,"GOOD JUMPER by WEST,NATE(in the paint)",82 (+9),,73,,LETU 82-73 (-9),,"GOOD JUMPER by WEST,NATE(in the paint)",2
01:30,,82 (+7),,75,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 82-75 (-7),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",2
--,,,,,"ASSIST  by MCLAURIN,RYAN",,,"ASSIST  by MCLAURIN,RYAN",2
01:04,"MISS 3PTR by ARGUE,JOHN",,,,,,,"MISS 3PTR by ARGUE,JOHN",2
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",2
00:56,,,,,"MISS JUMPER by YOUNG,DILLON(in the paint)",,,"MISS JUMPER by YOUNG,DILLON(in the paint)",2
--,"REBOUND DEF by WEST,NATE",,,,,,,"REBOUND DEF by WEST,NATE",2
00:47,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",2
00:47,"GOOD FT by WEST,NATE",83 (+8),,75,,LETU 83-75 (-8),,"GOOD FT by WEST,NATE",2
00:47,"GOOD FT by WEST,NATE",84 (+9),,75,,LETU 84-75 (-9),,"GOOD FT by WEST,NATE",2
00:40,,84 (+7),,77,"GOOD JUMPER by MCLAURIN,RYAN(in the paint)",Mill 84-77 (-7),,"GOOD JUMPER by MCLAURIN,RYAN(in the paint)",2
00:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:37,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
00:37,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
00:37,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
00:37,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
00:37,"SUB OUT by ARGUE,JOHN",,,,,,,"SUB OUT by ARGUE,JOHN",2
00:37,"SUB IN by MATTHEWS,KYLE",,,,,,,"SUB IN by MATTHEWS,KYLE",2
00:36,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
00:36,"GOOD FT by MOORE,JUSTIN(fastbreak)",85 (+8),,77,,LETU 85-77 (-8),,"GOOD FT by MOORE,JUSTIN(fastbreak)",2
00:36,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
00:36,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
00:36,"GOOD FT by MOORE,JUSTIN(fastbreak)",86 (+9),,77,,LETU 86-77 (-9),,"GOOD FT by MOORE,JUSTIN(fastbreak)",2
00:30,"FOUL  by MATTHEWS,KYLE",,,,,,,"FOUL  by MATTHEWS,KYLE",2
00:30,"SUB OUT by MATTHEWS,KYLE",,,,,,,"SUB OUT by MATTHEWS,KYLE",2
00:30,"SUB IN by JOHNSON,RASHARD",,,,,,,"SUB IN by JOHNSON,RASHARD",2
00:30,,,,,"MISS FT by MILLER,JOSHUA(fastbreak)",,,"MISS FT by MILLER,JOSHUA(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:30,,,,,"MISS FT by MILLER,JOSHUA(fastbreak)",,,"MISS FT by MILLER,JOSHUA(fastbreak)",2
--,"REBOUND DEF by FOSNIGHT,BRICK",,,,,,,"REBOUND DEF by FOSNIGHT,BRICK",2
00:27,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
00:27,"GOOD FT by WEST,NATE(fastbreak)",87 (+10),,77,,LETU 87-77 (-10),,"GOOD FT by WEST,NATE(fastbreak)",2
00:27,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
00:27,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
00:27,"MISS FT by WEST,NATE(fastbreak)",,,,,,,"MISS FT by WEST,NATE(fastbreak)",2
--,,,,,"REBOUND DEF by YOUNG,DILLON",,,"REBOUND DEF by YOUNG,DILLON",2
00:21,,,,,"TURNOVER  by YOUNG,DILLON",,,"TURNOVER  by YOUNG,DILLON",2
