Time Remaining,MC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by CAMMON,JOSH",,,"REBOUND OFF by CAMMON,JOSH",3
00:25,,84,,84,"GOOD TIPIN by CAMMON,JOSH(in the paint)",OU 84-84 (0),,"GOOD TIPIN by CAMMON,JOSH(in the paint)",3
00:01,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
05:00,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",4
05:00,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",4
05:00,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",4
05:00,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",4
05:00,,,,,"SUB IN by DAY,JUSTIN",,,"SUB IN by DAY,JUSTIN",4
05:00,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",4
04:47,"GOOD 3PTR by MCLAURIN,RYAN",87 (+3),,84,,MC 87-84 (+3),,"GOOD 3PTR by MCLAURIN,RYAN",4
--,"ASSIST  by GRANT,SHE'CHEM",,,,,,,"ASSIST  by GRANT,SHE'CHEM",4
04:24,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",4
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",4
04:07,"GOOD JUMPER by MCLAURIN,RYAN",89 (+5),,84,,MC 89-84 (+5),,"GOOD JUMPER by MCLAURIN,RYAN",4
03:52,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",4
03:52,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",4
--,,,,,"REBOUND OFF by CAMMON,JOSH",,,"REBOUND OFF by CAMMON,JOSH",4
03:50,,,,,"TURNOVER  by CAMMON,JOSH",,,"TURNOVER  by CAMMON,JOSH",4
03:30,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",4
03:30,"GOOD FT by PELT,JUSTIN VAN",90 (+6),,84,,MC 90-84 (+6),,"GOOD FT by PELT,JUSTIN VAN",4
03:30,"GOOD FT by PELT,JUSTIN VAN",91 (+7),,84,,MC 91-84 (+7),,"GOOD FT by PELT,JUSTIN VAN",4
03:21,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",4
--,,,,,"REBOUND OFF by CAMMON,JOSH",,,"REBOUND OFF by CAMMON,JOSH",4
03:17,,,,,"MISS JUMPER by CAMMON,JOSH",,,"MISS JUMPER by CAMMON,JOSH",4
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",4
03:00,"MISS JUMPER by HUGHES,ANTHONY",,,,,,,"MISS JUMPER by HUGHES,ANTHONY",4
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",4
02:52,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",4
02:52,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",4
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",4
02:28,"GOOD 3PTR by MCLAURIN,RYAN",94 (+10),,84,,MC 94-84 (+10),,"GOOD 3PTR by MCLAURIN,RYAN",4
02:14,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,4
02:07,,94 (+8),,86,"GOOD JUMPER by CHAMBERS,DIMETRI",OU 94-86 (+8),,"GOOD JUMPER by CHAMBERS,DIMETRI",4
01:39,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",4
01:39,"GOOD FT by PELT,JUSTIN VAN",95 (+9),,86,,MC 95-86 (+9),,"GOOD FT by PELT,JUSTIN VAN",4
01:39,"GOOD FT by PELT,JUSTIN VAN",96 (+10),,86,,MC 96-86 (+10),,"GOOD FT by PELT,JUSTIN VAN",4
01:34,,96 (+8),,88,"GOOD JUMPER by CHAMBERS,DIMETRI",OU 96-88 (+8),,"GOOD JUMPER by CHAMBERS,DIMETRI",4
01:34,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",4
01:34,,96 (+7),,89,"GOOD FT by CHAMBERS,DIMETRI",OU 96-89 (+7),,"GOOD FT by CHAMBERS,DIMETRI",4
01:33,,96 (+4),,92,"GOOD 3PTR by CHAMBERS,DIMETRI",OU 96-92 (+4),,"GOOD 3PTR by CHAMBERS,DIMETRI",4
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",4
00:49,"TURNOVER  by HUGHES,ANTHONY",,,,,,,"TURNOVER  by HUGHES,ANTHONY",4
00:49,,,,,"STEAL  by CAMMON,JOSH",,,"STEAL  by CAMMON,JOSH",4
00:48,,96 (+2),,94,"GOOD LAYUP by CAMMON,JOSH(in the paint)",OU 96-94 (+2),,"GOOD LAYUP by CAMMON,JOSH(in the paint)",4
00:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,4
00:43,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",4
00:43,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",4
00:43,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",4
00:43,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",4
00:41,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",4
00:38,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",4
00:38,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",4
00:28,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",4
00:28,,,,,"MISS LAYUP by CAMMON,JOSH",,,"MISS LAYUP by CAMMON,JOSH",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
00:16,,,,,"MISS JUMPER by DAY,JUSTIN",,,"MISS JUMPER by DAY,JUSTIN",4
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",4
00:13,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",4
00:13,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",4
00:13,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",4
00:13,"SUB OUT by JENKINS,KALEB",,,,,,,"SUB OUT by JENKINS,KALEB",4
00:10,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",4
00:10,"MISS FT by HUGHES,ANTHONY",,,,,,,"MISS FT by HUGHES,ANTHONY",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
00:10,"GOOD FT by HUGHES,ANTHONY",97 (+3),,94,,MC 97-94 (+3),,"GOOD FT by HUGHES,ANTHONY",4
00:10,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,4
00:10,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",4
00:10,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",4
00:10,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",4
00:10,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",4
00:10,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",4
00:10,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",4
00:02,,97,,97,"GOOD 3PTR by CHAMBERS,DIMETRI",OU 97-97 (0),,"GOOD 3PTR by CHAMBERS,DIMETRI",4
00:01,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,4
00:01,"MISS JUMPER by PELT,JUSTIN VAN",,,,,,,"MISS JUMPER by PELT,JUSTIN VAN",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
00:01,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",4
00:01,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",4
00:01,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",4
00:01,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",4
00:01,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",4
00:01,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",4
00:01,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",4
00:01,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",4
05:00,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",5
05:00,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",5
05:00,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",5
05:00,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",5
05:00,"SUB OUT by JENKINS,KALEB",,,,,,,"SUB OUT by JENKINS,KALEB",5
05:00,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",5
05:00,,,,,"SUB IN by DAY,JUSTIN",,,"SUB IN by DAY,JUSTIN",5
05:00,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",5
05:00,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",5
05:00,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",5
04:55,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",5
04:55,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",5
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",5
04:29,"MISS LAYUP by HUGHES,ANTHONY",,,,,,,"MISS LAYUP by HUGHES,ANTHONY",5
04:29,,,,,"BLOCK  by ETIWE,TOJU",,,"BLOCK  by ETIWE,TOJU",5
--,,,,,"REBOUND DEF by DAY,JUSTIN",,,"REBOUND DEF by DAY,JUSTIN",5
04:25,,97,,99 (+2),"GOOD JUMPER by DAY,JUSTIN",OU 97-99 (-2),,"GOOD JUMPER by DAY,JUSTIN",5
04:06,"MISS LAYUP by PELT,JUSTIN VAN",,,,,,,"MISS LAYUP by PELT,JUSTIN VAN",5
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",5
04:03,"MISS TIPIN by PELT,JUSTIN VAN",,,,,,,"MISS TIPIN by PELT,JUSTIN VAN",5
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",5
03:39,"FOUL  by PELT,JUSTIN VAN",,,,,,,"FOUL  by PELT,JUSTIN VAN",5
03:39,,,,,"MISS FT by DAY,JUSTIN",,,"MISS FT by DAY,JUSTIN",5
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,5
03:39,,97,,100 (+3),"GOOD FT by DAY,JUSTIN",OU 97-100 (-3),,"GOOD FT by DAY,JUSTIN",5
03:39,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",5
03:39,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",5
03:39,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",5
03:39,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",5
03:22,,,,,"MISS JUMPER by FISCHER,DAVID",,,"MISS JUMPER by FISCHER,DAVID",5
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",5
03:00,"GOOD JUMPER by SPIKES,KALVIN",99,,100 (+1),,MC 99-100 (-1),,"GOOD JUMPER by SPIKES,KALVIN",5
02:40,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",5
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",5
02:36,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",5
02:36,,99,,101 (+2),"GOOD FT by CAMMON,JOSH",OU 99-101 (-2),,"GOOD FT by CAMMON,JOSH",5
02:36,,99,,102 (+3),"GOOD FT by CHAMBERS,DIMETRI",OU 99-102 (-3),,"GOOD FT by CHAMBERS,DIMETRI",5
02:26,"SUB IN by SPIKES,KALVIN",,,,,,,"SUB IN by SPIKES,KALVIN",5
02:26,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",5
02:20,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",5
02:20,"BLOCK  by SPIKES,KALVIN",,,,,,,"BLOCK  by SPIKES,KALVIN",5
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",5
02:07,"GOOD 3PTR by GRANT,SHE'CHEM",102,,102,,MC 102-102 (0),,"GOOD 3PTR by GRANT,SHE'CHEM",5
01:51,,102,,104 (+2),"GOOD LAYUP by CAMMON,JOSH(in the paint)",OU 102-104 (-2),,"GOOD LAYUP by CAMMON,JOSH(in the paint)",5
01:38,"MISS FT by HUGHES,ANTHONY",,,,,,,"MISS FT by HUGHES,ANTHONY",5
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,5
01:38,"GOOD FT by HUGHES,ANTHONY",103,,104 (+1),,MC 103-104 (-1),,"GOOD FT by HUGHES,ANTHONY",5
01:38,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",5
01:38,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",5
01:07,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",5
01:07,,103,,105 (+2),"GOOD FT by DAY,JUSTIN",OU 103-105 (-2),,"GOOD FT by DAY,JUSTIN",5
01:07,,103,,106 (+3),"GOOD FT by DAY,JUSTIN",OU 103-106 (-3),,"GOOD FT by DAY,JUSTIN",5
01:07,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",5
01:07,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",5
00:59,"GOOD LAYUP by MCLAURIN,RYAN(in the paint)",105,,106 (+1),,MC 105-106 (-1),,"GOOD LAYUP by MCLAURIN,RYAN(in the paint)",5
00:39,,105,,108 (+3),"GOOD JUMPER by CAMMON,JOSH",OU 105-108 (-3),,"GOOD JUMPER by CAMMON,JOSH",5
00:26,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",5
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",5
00:26,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",5
00:26,,105,,109 (+4),"GOOD FT by CHAMBERS,DIMETRI",OU 105-109 (-4),,"GOOD FT by CHAMBERS,DIMETRI",5
00:26,,105,,110 (+5),"GOOD FT by CHAMBERS,DIMETRI",OU 105-110 (-5),,"GOOD FT by CHAMBERS,DIMETRI",5
00:26,"SUB IN by YOUNG,DILLON",,,,,,,"SUB IN by YOUNG,DILLON",5
00:26,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",5
00:16,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",5
--,"REBOUND OFF by GRANT,SHE'CHEM",,,,,,,"REBOUND OFF by GRANT,SHE'CHEM",5
00:13,"GOOD LAYUP by GRANT,SHE'CHEM(in the paint)",107,,110 (+3),,MC 107-110 (-3),,"GOOD LAYUP by GRANT,SHE'CHEM(in the paint)",5
00:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,5
00:11,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",5
00:11,,107,,111 (+4),"GOOD FT by CHAMBERS,DIMETRI",OU 107-111 (-4),,"GOOD FT by CHAMBERS,DIMETRI",5
00:11,,107,,112 (+5),"GOOD FT by CHAMBERS,DIMETRI",OU 107-112 (-5),,"GOOD FT by CHAMBERS,DIMETRI",5
00:11,"SUB IN by YOUNG,DILLON",,,,,,,"SUB IN by YOUNG,DILLON",5
00:11,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",5
00:11,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",5
00:11,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",5
00:11,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",5
00:11,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",5
00:11,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",5
00:11,"SUB OUT by YOUNG,DILLON",,,,,,,"SUB OUT by YOUNG,DILLON",5
00:11,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",5
00:11,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",5
00:11,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",5
00:11,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",5
00:07,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",5
--,,,,,"REBOUND DEF by DAY,JUSTIN",,,"REBOUND DEF by DAY,JUSTIN",5
00:00,,107,,114 (+7),"GOOD JUMPER by CAMMON,JOSH",OU 107-114 (-7),,"GOOD JUMPER by CAMMON,JOSH",5
