Time Remaining,ETBU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:30,,2,,8 (+6),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 2-8 (+6),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",1
--,,,,,"ASSIST  by HUGHES,ANTHONY",,,"ASSIST  by HUGHES,ANTHONY",1
17:30,"FOUL  by DOOLEY,ROBBY",,,,,,,"FOUL  by DOOLEY,ROBBY",1
17:30,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",1
17:21,"FOUL  by HAYNES,CHRIS",,,,,,,"FOUL  by HAYNES,CHRIS",1
17:21,"TURNOVER  by HAYNES,CHRIS",,,,,,,"TURNOVER  by HAYNES,CHRIS",1
17:21,"SUB OUT by HAYNES,CHRIS",,,,,,,"SUB OUT by HAYNES,CHRIS",1
17:21,"SUB IN by CALDWELL,AHMAD",,,,,,,"SUB IN by CALDWELL,AHMAD",1
16:57,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",1
16:38,"MISS JUMPER by CONNER,JADEN(in the paint)",,,,,,,"MISS JUMPER by CONNER,JADEN(in the paint)",1
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",1
16:33,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
16:30,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",1
16:02,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",1
16:02,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
16:02,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",1
15:53,"GOOD LAYUP by CALDWELL,AHMAD(in the paint)",4,,8 (+4),,ETBU 4-8 (+4),,"GOOD LAYUP by CALDWELL,AHMAD(in the paint)",1
--,"ASSIST  by GRAY,JORDAN",,,,,,,"ASSIST  by GRAY,JORDAN",1
15:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:27,,,,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",1
--,,,,,"REBOUND OFF by HUGHES,ANTHONY",,,"REBOUND OFF by HUGHES,ANTHONY",1
15:26,,4,,10 (+6),"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",Mill 4-10 (+6),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",1
15:26,"FOUL  by CONNER,JADEN",,,,,,,"FOUL  by CONNER,JADEN",1
15:26,,,,,"MISS FT by HUGHES,ANTHONY",,,"MISS FT by HUGHES,ANTHONY",1
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",1
15:15,"MISS 3PTR by GRAY,JORDAN",,,,,,,"MISS 3PTR by GRAY,JORDAN",1
--,"REBOUND OFF by BROWN,LANDIN",,,,,,,"REBOUND OFF by BROWN,LANDIN",1
15:10,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",6,,10 (+4),,ETBU 6-10 (+4),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",1
--,"ASSIST  by BROWN,LANDIN",,,,,,,"ASSIST  by BROWN,LANDIN",1
14:52,,,,,"TURNOVER  by SPIKES,KALVIN",,,"TURNOVER  by SPIKES,KALVIN",1
14:52,"SUB OUT by CONNER,JADEN",,,,,,,"SUB OUT by CONNER,JADEN",1
14:52,"SUB IN by RIDDICK,WESTIN",,,,,,,"SUB IN by RIDDICK,WESTIN",1
14:46,"MISS 3PTR by RIDDICK,WESTIN",,,,,,,"MISS 3PTR by RIDDICK,WESTIN",1
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",1
14:33,,6,,13 (+7),"GOOD 3PTR by HUGHES,ANTHONY",Mill 6-13 (+7),,"GOOD 3PTR by HUGHES,ANTHONY",1
--,,,,,"ASSIST  by SPIKES,KALVIN",,,"ASSIST  by SPIKES,KALVIN",1
14:08,"GOOD JUMPER by BROWN,LANDIN(in the paint)",8,,13 (+5),,ETBU 8-13 (+5),,"GOOD JUMPER by BROWN,LANDIN(in the paint)",1
13:49,,,,,"MISS LAYUP by SPIKES,KALVIN(in the paint)",,,"MISS LAYUP by SPIKES,KALVIN(in the paint)",1
--,"REBOUND DEF by RIDDICK,WESTIN",,,,,,,"REBOUND DEF by RIDDICK,WESTIN",1
13:41,"TURNOVER  by BROWN,LANDIN",,,,,,,"TURNOVER  by BROWN,LANDIN",1
13:41,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",1
13:41,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",1
13:41,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",1
13:41,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",1
13:41,"SUB OUT by GRAY,JORDAN",,,,,,,"SUB OUT by GRAY,JORDAN",1
13:41,"SUB IN by FONTENOT,NATHAN",,,,,,,"SUB IN by FONTENOT,NATHAN",1
13:32,,8,,15 (+7),"GOOD JUMPER by JENKINS,KALEB(in the paint)",Mill 8-15 (+7),,"GOOD JUMPER by JENKINS,KALEB(in the paint)",1
13:13,"MISS JUMPER by DOOLEY,ROBBY",,,,,,,"MISS JUMPER by DOOLEY,ROBBY",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
13:11,"SUB OUT by BROWN,LANDIN",,,,,,,"SUB OUT by BROWN,LANDIN",1
13:11,"SUB IN by WILLIAMS,JAYDEN",,,,,,,"SUB IN by WILLIAMS,JAYDEN",1
13:08,"MISS JUMPER by FONTENOT,NATHAN",,,,,,,"MISS JUMPER by FONTENOT,NATHAN",1
--,,,,,"REBOUND DEF by YOUNG,DILLON",,,"REBOUND DEF by YOUNG,DILLON",1
12:52,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",1
12:52,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",1
12:52,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
12:35,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",,,,,,,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",1
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",1
12:29,,8,,17 (+9),"GOOD JUMPER by HUGHES,ANTHONY(fastbreak)(in the paint)",Mill 8-17 (+9),,"GOOD JUMPER by HUGHES,ANTHONY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",1
12:29,"FOUL  by FONTENOT,NATHAN",,,,,,,"FOUL  by FONTENOT,NATHAN",1
12:29,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",1
12:29,"SUB IN by COLLINS,COLTON",,,,,,,"SUB IN by COLLINS,COLTON",1
12:29,,8,,18 (+10),"GOOD FT by HUGHES,ANTHONY(fastbreak)",Mill 8-18 (+10),,"GOOD FT by HUGHES,ANTHONY(fastbreak)",1
12:14,"MISS JUMPER by COLLINS,COLTON",,,,,,,"MISS JUMPER by COLLINS,COLTON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
11:57,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",1
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:44,"GOOD 3PTR by WILLIAMS,JAYDEN",11,,18 (+7),,ETBU 11-18 (+7),,"GOOD 3PTR by WILLIAMS,JAYDEN",1
--,"ASSIST  by FONTENOT,NATHAN",,,,,,,"ASSIST  by FONTENOT,NATHAN",1
11:35,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",1
11:35,"STEAL  by WILLIAMS,JAYDEN",,,,,,,"STEAL  by WILLIAMS,JAYDEN",1
11:29,"GOOD 3PTR by FONTENOT,NATHAN(fastbreak)",14,,18 (+4),,ETBU 14-18 (+4),,"GOOD 3PTR by FONTENOT,NATHAN(fastbreak)",1
11:06,,14,,20 (+6),"GOOD JUMPER by HUGHES,ANTHONY",Mill 14-20 (+6),,"GOOD JUMPER by HUGHES,ANTHONY",1
10:40,"GOOD JUMPER by CALDWELL,AHMAD(in the paint)",16,,20 (+4),,ETBU 16-20 (+4),,"GOOD JUMPER by CALDWELL,AHMAD(in the paint)",1
--,"ASSIST  by WILLIAMS,JAYDEN",,,,,,,"ASSIST  by WILLIAMS,JAYDEN",1
10:26,,,,,"MISS 3PTR by YOUNG,DILLON",,,"MISS 3PTR by YOUNG,DILLON",1
--,"REBOUND DEF by COLLINS,COLTON",,,,,,,"REBOUND DEF by COLLINS,COLTON",1
10:15,"MISS 3PTR by WILLIAMS,JAYDEN",,,,,,,"MISS 3PTR by WILLIAMS,JAYDEN",1
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",1
10:04,,,,,"MISS JUMPER by VAN PELT,JUSTIN(in the paint)",,,"MISS JUMPER by VAN PELT,JUSTIN(in the paint)",1
--,"REBOUND DEF by WILLIAMS,JAYDEN",,,,,,,"REBOUND DEF by WILLIAMS,JAYDEN",1
09:44,"MISS JUMPER by COLLINS,COLTON",,,,,,,"MISS JUMPER by COLLINS,COLTON",1
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",1
09:37,"FOUL  by WILLIAMS,JAYDEN",,,,,,,"FOUL  by WILLIAMS,JAYDEN",1
09:37,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",1
09:37,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",1
09:37,"SUB OUT by CALDWELL,AHMAD",,,,,,,"SUB OUT by CALDWELL,AHMAD",1
09:37,"SUB IN by COCHRAN,SPENCER",,,,,,,"SUB IN by COCHRAN,SPENCER",1
09:25,,,,,"MISS LAYUP by SPIKES,KALVIN(in the paint)",,,"MISS LAYUP by SPIKES,KALVIN(in the paint)",1
--,,,,,"REBOUND OFF by HUGHES,ANTHONY",,,"REBOUND OFF by HUGHES,ANTHONY",1
09:22,,,,,"TURNOVER  by HUGHES,ANTHONY",,,"TURNOVER  by HUGHES,ANTHONY",1
09:22,"STEAL  by COLLINS,COLTON",,,,,,,"STEAL  by COLLINS,COLTON",1
09:11,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",1
09:11,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",1
09:11,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",1
09:08,"TURNOVER  by FONTENOT,NATHAN",,,,,,,"TURNOVER  by FONTENOT,NATHAN",1
09:00,,,,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",1
09:00,"BLOCK  by COCHRAN,SPENCER",,,,,,,"BLOCK  by COCHRAN,SPENCER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
08:57,,16,,22 (+6),"GOOD JUMPER by HUGHES,ANTHONY",Mill 16-22 (+6),,"GOOD JUMPER by HUGHES,ANTHONY",1
08:27,"MISS 3PTR by COLLINS,COLTON",,,,,,,"MISS 3PTR by COLLINS,COLTON",1
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",1
08:15,,16,,25 (+9),"GOOD 3PTR by GRANT,SHE'CHEM",Mill 16-25 (+9),,"GOOD 3PTR by GRANT,SHE'CHEM",1
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",1
07:57,"MISS 3PTR by WILLIAMS,JAYDEN",,,,,,,"MISS 3PTR by WILLIAMS,JAYDEN",1
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",1
07:37,,,,,"MISS 3PTR by HUGHES,ANTHONY",,,"MISS 3PTR by HUGHES,ANTHONY",1
--,"REBOUND DEF by COCHRAN,SPENCER",,,,,,,"REBOUND DEF by COCHRAN,SPENCER",1
07:17,"MISS 3PTR by RIDDICK,WESTIN",,,,,,,"MISS 3PTR by RIDDICK,WESTIN",1
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",1
07:08,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",1
07:08,"STEAL  by FONTENOT,NATHAN",,,,,,,"STEAL  by FONTENOT,NATHAN",1
07:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:03,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
07:03,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",1
07:03,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",1
07:03,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",1
07:03,"SUB OUT by WILLIAMS,JAYDEN",,,,,,,"SUB OUT by WILLIAMS,JAYDEN",1
07:03,"SUB OUT by RIDDICK,WESTIN",,,,,,,"SUB OUT by RIDDICK,WESTIN",1
07:03,"SUB OUT by COLLINS,COLTON",,,,,,,"SUB OUT by COLLINS,COLTON",1
07:03,"SUB IN by BROWN,LANDIN",,,,,,,"SUB IN by BROWN,LANDIN",1
07:03,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",1
07:03,"SUB IN by HUNTER,CODY",,,,,,,"SUB IN by HUNTER,CODY",1
07:01,"MISS LAYUP by BROWN,LANDIN(in the paint)",,,,,,,"MISS LAYUP by BROWN,LANDIN(in the paint)",1
--,"REBOUND OFF by COCHRAN,SPENCER",,,,,,,"REBOUND OFF by COCHRAN,SPENCER",1
06:58,"GOOD LAYUP by COCHRAN,SPENCER(in the paint)",18,,25 (+7),,ETBU 18-25 (+7),,"GOOD LAYUP by COCHRAN,SPENCER(in the paint)",1
06:51,"FOUL  by COCHRAN,SPENCER",,,,,,,"FOUL  by COCHRAN,SPENCER",1
06:51,"SUB OUT by FONTENOT,NATHAN",,,,,,,"SUB OUT by FONTENOT,NATHAN",1
06:51,"SUB IN by GRAY,JORDAN",,,,,,,"SUB IN by GRAY,JORDAN",1
06:51,,18,,26 (+8),"GOOD FT by SPIKES,KALVIN",Mill 18-26 (+8),,"GOOD FT by SPIKES,KALVIN",1
06:51,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
06:45,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
06:40,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",1
06:40,"GOOD FT by DOOLEY,ROBBY(fastbreak)",19,,26 (+7),,ETBU 19-26 (+7),,"GOOD FT by DOOLEY,ROBBY(fastbreak)",1
06:40,"SUB OUT by COCHRAN,SPENCER",,,,,,,"SUB OUT by COCHRAN,SPENCER",1
06:40,"SUB IN by HAYNES,CHRIS",,,,,,,"SUB IN by HAYNES,CHRIS",1
06:40,"GOOD FT by DOOLEY,ROBBY(fastbreak)",20,,26 (+6),,ETBU 20-26 (+6),,"GOOD FT by DOOLEY,ROBBY(fastbreak)",1
06:22,,20,,29 (+9),"GOOD 3PTR by GRANT,SHE'CHEM",Mill 20-29 (+9),,"GOOD 3PTR by GRANT,SHE'CHEM",1
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",1
06:02,"FOUL  by HAYNES,CHRIS",,,,,,,"FOUL  by HAYNES,CHRIS",1
06:02,"TURNOVER  by HAYNES,CHRIS",,,,,,,"TURNOVER  by HAYNES,CHRIS",1
06:02,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",1
06:02,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",1
06:02,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",1
06:02,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",1
06:02,"SUB OUT by HAYNES,CHRIS",,,,,,,"SUB OUT by HAYNES,CHRIS",1
06:02,"SUB IN by COCHRAN,SPENCER",,,,,,,"SUB IN by COCHRAN,SPENCER",1
05:55,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",1
--,"REBOUND DEF by COCHRAN,SPENCER",,,,,,,"REBOUND DEF by COCHRAN,SPENCER",1
05:45,"MISS 3PTR by BROWN,LANDIN",,,,,,,"MISS 3PTR by BROWN,LANDIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:21,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",1
05:20,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",1
04:52,,20,,31 (+11),"GOOD JUMPER by JENKINS,KALEB",Mill 20-31 (+11),,"GOOD JUMPER by JENKINS,KALEB",1
04:34,"MISS 3PTR by COCHRAN,SPENCER",,,,,,,"MISS 3PTR by COCHRAN,SPENCER",1
--,"REBOUND OFF by HUNTER,CODY",,,,,,,"REBOUND OFF by HUNTER,CODY",1
04:20,"GOOD JUMPER by BROWN,LANDIN(in the paint)",22,,31 (+9),,ETBU 22-31 (+9),,"GOOD JUMPER by BROWN,LANDIN(in the paint)",1
04:20,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",1
04:20,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",1
04:20,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",1
04:20,"GOOD FT by BROWN,LANDIN",23,,31 (+8),,ETBU 23-31 (+8),,"GOOD FT by BROWN,LANDIN",1
04:16,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",1
--,"REBOUND DEF by DOOLEY,ROBBY",,,,,,,"REBOUND DEF by DOOLEY,ROBBY",1
04:09,"MISS JUMPER by DOOLEY,ROBBY(in the paint)",,,,,,,"MISS JUMPER by DOOLEY,ROBBY(in the paint)",1
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",1
04:00,"FOUL  by COCHRAN,SPENCER",,,,,,,"FOUL  by COCHRAN,SPENCER",1
04:00,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",1
04:00,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",1
04:00,"SUB OUT by COCHRAN,SPENCER",,,,,,,"SUB OUT by COCHRAN,SPENCER",1
04:00,"SUB IN by CALDWELL,AHMAD",,,,,,,"SUB IN by CALDWELL,AHMAD",1
04:00,,,,,"MISS FT by VAN PELT,JUSTIN",,,"MISS FT by VAN PELT,JUSTIN",1
--,"REBOUND DEF by CALDWELL,AHMAD",,,,,,,"REBOUND DEF by CALDWELL,AHMAD",1
03:51,"MISS 3PTR by HUNTER,CODY",,,,,,,"MISS 3PTR by HUNTER,CODY",1
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",1
03:41,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",1
--,"REBOUND DEF by HUNTER,CODY",,,,,,,"REBOUND DEF by HUNTER,CODY",1
03:30,"GOOD JUMPER by HUNTER,CODY(in the paint)",25,,31 (+6),,ETBU 25-31 (+6),,"GOOD JUMPER by HUNTER,CODY(in the paint)",1
03:20,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",1
03:20,,,,,"TURNOVER  by HUGHES,ANTHONY",,,"TURNOVER  by HUGHES,ANTHONY",1
03:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:20,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",1
03:20,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",1
03:20,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",1
03:20,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",1
03:20,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
03:20,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",1
03:11,"MISS JUMPER by HUNTER,CODY(in the paint)",,,,,,,"MISS JUMPER by HUNTER,CODY(in the paint)",1
--,,,,,"REBOUND DEF by BECKER,SAXTON",,,"REBOUND DEF by BECKER,SAXTON",1
02:44,,25,,33 (+8),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 25-33 (+8),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",1
--,,,,,"ASSIST  by MCLAURIN,RYAN",,,"ASSIST  by MCLAURIN,RYAN",1
02:23,"MISS LAYUP by CALDWELL,AHMAD(in the paint)",,,,,,,"MISS LAYUP by CALDWELL,AHMAD(in the paint)",1
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",1
01:56,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",1
--,"REBOUND DEF by CALDWELL,AHMAD",,,,,,,"REBOUND DEF by CALDWELL,AHMAD",1
01:26,"MISS JUMPER by BROWN,LANDIN(in the paint)",,,,,,,"MISS JUMPER by BROWN,LANDIN(in the paint)",1
01:26,,,,,"BLOCK  by MCLAURIN,RYAN",,,"BLOCK  by MCLAURIN,RYAN",1
--,"REBOUND OFF by BROWN,LANDIN",,,,,,,"REBOUND OFF by BROWN,LANDIN",1
01:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:22,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
01:04,,25,,35 (+10),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 25-35 (+10),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",1
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",1
01:04,"FOUL  by CALDWELL,AHMAD",,,,,,,"FOUL  by CALDWELL,AHMAD",1
01:04,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",1
00:49,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",1
00:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:49,"SUB OUT by HUNTER,CODY",,,,,,,"SUB OUT by HUNTER,CODY",1
00:49,"SUB IN by RIDDICK,WESTIN",,,,,,,"SUB IN by RIDDICK,WESTIN",1
00:49,"GOOD FT by GRAY,JORDAN",26,,35 (+9),,ETBU 26-35 (+9),,"GOOD FT by GRAY,JORDAN",1
00:49,"GOOD FT by GRAY,JORDAN",27,,35 (+8),,ETBU 27-35 (+8),,"GOOD FT by GRAY,JORDAN",1
00:35,,27,,38 (+11),"GOOD 3PTR by MCLAURIN,RYAN",Mill 27-38 (+11),,"GOOD 3PTR by MCLAURIN,RYAN",1
00:06,"GOOD JUMPER by BROWN,LANDIN(in the paint)",29,,38 (+9),,ETBU 29-38 (+9),,"GOOD JUMPER by BROWN,LANDIN(in the paint)",1
00:01,,,,,"MISS 3PTR by MILLER,JOSHUA",,,"MISS 3PTR by MILLER,JOSHUA",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",2
20:00,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
20:00,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
20:00,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
20:00,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
20:00,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
