Time Remaining,SUM,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by HURLEY,LOGAN",,,,,,,"REBOUND DEF by HURLEY,LOGAN",2
09:27,"TURNOVER  by CANTU,MICHAEL",,,,,,,"TURNOVER  by CANTU,MICHAEL",2
09:25,,,,,"STEAL  by BOULDIN,BRETT",,,"STEAL  by BOULDIN,BRETT",2
09:05,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
09:04,"STEAL  by CANTU,MICHAEL",,,,,,,"STEAL  by CANTU,MICHAEL",2
09:03,,,,,"FOUL  by BEVIACQUA,BRYAN",,,"FOUL  by BEVIACQUA,BRYAN",2
08:42,"MISS 3PTR by ATIEE,NICK",,,,,,,"MISS 3PTR by ATIEE,NICK",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
08:27,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
08:26,"STEAL  by KOCHER,CHASE",,,,,,,"STEAL  by KOCHER,CHASE",2
08:25,"GOOD LAYUP by KOCHER,CHASE(fastbreak)(in the paint)",40,,49 (+9),,SUM 40-49 (+9),,"GOOD LAYUP by KOCHER,CHASE(fastbreak)(in the paint)",2
08:02,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND DEF by HURLEY,LOGAN",,,,,,,"REBOUND DEF by HURLEY,LOGAN",2
07:55,"MISS LAYUP by KOCHER,CHASE",,,,,,,"MISS LAYUP by KOCHER,CHASE",2
--,"REBOUND OFF by DAVENPORT,JAMES",,,,,,,"REBOUND OFF by DAVENPORT,JAMES",2
07:51,"MISS LAYUP by DAVENPORT,JAMES",,,,,,,"MISS LAYUP by DAVENPORT,JAMES",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
07:45,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
07:35,"GOOD JUMPER by HURLEY,LOGAN",42,,49 (+7),,SUM 42-49 (+7),,"GOOD JUMPER by HURLEY,LOGAN",2
07:14,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
07:12,"STEAL  by HURLEY,LOGAN",,,,,,,"STEAL  by HURLEY,LOGAN",2
07:00,"GOOD JUMPER by DAVENPORT,JAMES(in the paint)",44,,49 (+5),,SUM 44-49 (+5),,"GOOD JUMPER by DAVENPORT,JAMES(in the paint)",2
06:15,,44,,51 (+7),"GOOD JUMPER by NELSON,ANVIL",SEW 44-51 (+7),,"GOOD JUMPER by NELSON,ANVIL",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
06:05,"GOOD JUMPER by HURLEY,LOGAN",46,,51 (+5),,SUM 46-51 (+5),,"GOOD JUMPER by HURLEY,LOGAN",2
05:42,,46,,53 (+7),"GOOD JUMPER by NELSON,ANVIL",SEW 46-53 (+7),,"GOOD JUMPER by NELSON,ANVIL",2
05:42,"MISS JUMPER by HURLEY,LOGAN",,,,,,,"MISS JUMPER by HURLEY,LOGAN",2
--,"REBOUND OFF by KOCHER,CHASE",,,,,,,"REBOUND OFF by KOCHER,CHASE",2
05:01,"MISS 3PTR by HURLEY,LOGAN",,,,,,,"MISS 3PTR by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
04:51,"FOUL  by ATIEE,NICK",,,,,,,"FOUL  by ATIEE,NICK",2
04:21,,,,,"MISS 3PTR by BEVIACQUA,BRYAN",,,"MISS 3PTR by BEVIACQUA,BRYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:05,,,,,"MISS JUMPER by BEVIACQUA,BRYAN",,,"MISS JUMPER by BEVIACQUA,BRYAN",2
--,"REBOUND DEF by KOCHER,CHASE",,,,,,,"REBOUND DEF by KOCHER,CHASE",2
03:48,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
03:33,"MISS JUMPER by HURLEY,LOGAN",,,,,,,"MISS JUMPER by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
03:16,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
03:16,,,,,"FOUL  by BRYANT,VALENTINO",,,"FOUL  by BRYANT,VALENTINO",2
03:11,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
03:11,"GOOD FT by SPEARMAN,DEMETRICE",47,,53 (+6),,SUM 47-53 (+6),,"GOOD FT by SPEARMAN,DEMETRICE",2
03:11,"GOOD FT by SPEARMAN,DEMETRICE",48,,53 (+5),,SUM 48-53 (+5),,"GOOD FT by SPEARMAN,DEMETRICE",2
03:11,"GOOD FT by SPEARMAN,DEMETRICE",49,,53 (+4),,SUM 49-53 (+4),,"GOOD FT by SPEARMAN,DEMETRICE",2
02:53,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by BRYANT,VALENTINO",,,"REBOUND OFF by BRYANT,VALENTINO",2
02:34,,49,,55 (+6),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEW 49-55 (+6),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
02:16,"MISS LAYUP by CANTU,MICHAEL",,,,,,,"MISS LAYUP by CANTU,MICHAEL",2
--,"REBOUND OFF by DAVENPORT,JAMES",,,,,,,"REBOUND OFF by DAVENPORT,JAMES",2
02:10,"GOOD 3PTR by DAVENPORT,JAMES",52,,55 (+3),,SUM 52-55 (+3),,"GOOD 3PTR by DAVENPORT,JAMES",2
01:48,,,,,"MISS 3PTR by BRYANT,VALENTINO",,,"MISS 3PTR by BRYANT,VALENTINO",2
--,"REBOUND DEF by DAVENPORT,JAMES",,,,,,,"REBOUND DEF by DAVENPORT,JAMES",2
01:12,"MISS JUMPER by KURTZ,TRAVIS",,,,,,,"MISS JUMPER by KURTZ,TRAVIS",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
00:50,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
00:28,"TURNOVER  by MATAYA,DANIEL",,,,,,,"TURNOVER  by MATAYA,DANIEL",2
00:28,,,,,"STEAL  by BRYANT,VALENTINO",,,"STEAL  by BRYANT,VALENTINO",2
00:28,"FOUL  by SPEARMAN,DEMETRICE",,,,,,,"FOUL  by SPEARMAN,DEMETRICE",2
00:19,"FOUL  by DAVENPORT,JAMES",,,,,,,"FOUL  by DAVENPORT,JAMES",2
00:19,,52,,56 (+4),"GOOD FT by AFFRONTI,LEWIS",SEW 52-56 (+4),,"GOOD FT by AFFRONTI,LEWIS",2
00:19,,52,,57 (+5),"GOOD FT by AFFRONTI,LEWIS",SEW 52-57 (+5),,"GOOD FT by AFFRONTI,LEWIS",2
00:14,"GOOD LAYUP by CANTU,MICHAEL(in the paint)",54,,57 (+3),,SUM 54-57 (+3),,"GOOD LAYUP by CANTU,MICHAEL(in the paint)",2
00:13,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
00:13,"GOOD FT by CANTU,MICHAEL",55,,57 (+2),,SUM 55-57 (+2),,"GOOD FT by CANTU,MICHAEL",2
00:12,"FOUL  by KOCHER,CHASE",,,,,,,"FOUL  by KOCHER,CHASE",2
00:12,,55,,58 (+3),"GOOD FT by AFFRONTI,LEWIS",SEW 55-58 (+3),,"GOOD FT by AFFRONTI,LEWIS",2
00:12,,55,,59 (+4),"GOOD FT by AFFRONTI,LEWIS",SEW 55-59 (+4),,"GOOD FT by AFFRONTI,LEWIS",2
00:08,"TURNOVER  by CANTU,MICHAEL",,,,,,,"TURNOVER  by CANTU,MICHAEL",2
00:07,,,,,"STEAL  by BRYANT,VALENTINO",,,"STEAL  by BRYANT,VALENTINO",2
00:03,,55,,61 (+6),"GOOD DUNK by BRYANT,VALENTINO(in the paint)",SEW 55-61 (+6),,"GOOD DUNK by BRYANT,VALENTINO(in the paint)",2
00:00,"MISS 3PTR by CANTU,MICHAEL",,,,,,,"MISS 3PTR by CANTU,MICHAEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
