Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by PRICE,PATRICK",,,"REBOUND DEF by PRICE,PATRICK",2
00:46,,,,,"SUB IN by DOATY,ISIAH",,,"SUB IN by DOATY,ISIAH",2
00:46,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
00:46,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
00:46,,,,,"SUB OUT by AHUMADA,HART",,,"SUB OUT by AHUMADA,HART",2
00:45,"FOUL  by CHAMBERS,KACEY",,,,,,,"FOUL  by CHAMBERS,KACEY",2
00:45,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,"REBOUND DEF by MCGAUGHEY,DOMINIQUE",,,,,,,"REBOUND DEF by MCGAUGHEY,DOMINIQUE",2
00:35,"GOOD LAYUP by DEVRIES,JON(in the paint)",57,,65 (+8),,COVENANT 57-65 (+8),,"GOOD LAYUP by DEVRIES,JON(in the paint)",2
00:35,,,,,"FOUL  by RODGERS,PHILLIP",,,"FOUL  by RODGERS,PHILLIP",2
00:35,"MISS FT by DEVRIES,JON",,,,,,,"MISS FT by DEVRIES,JON",2
--,,,,,"REBOUND DEF by RODGERS,PHILLIP",,,"REBOUND DEF by RODGERS,PHILLIP",2
00:32,"FOUL  by JOHNSON,STEPHEN",,,,,,,"FOUL  by JOHNSON,STEPHEN",2
00:32,,57,,66 (+9),"GOOD FT by RODGERS,PHILLIP",BSC 57-66 (+9),,"GOOD FT by RODGERS,PHILLIP",2
00:32,,57,,67 (+10),"GOOD FT by RODGERS,PHILLIP",BSC 57-67 (+10),,"GOOD FT by RODGERS,PHILLIP",2
00:19,"GOOD 3PTR by DEVRIES,JON",60,,67 (+7),,COVENANT 60-67 (+7),,"GOOD 3PTR by DEVRIES,JON",2
--,"ASSIST  by MCGAUGHEY,DOMINIQUE",,,,,,,"ASSIST  by MCGAUGHEY,DOMINIQUE",2
00:10,"SUB IN by DAHMS,LOGAN",,,,,,,"SUB IN by DAHMS,LOGAN",2
00:10,"SUB IN by RANDALL,JOE",,,,,,,"SUB IN by RANDALL,JOE",2
00:10,"SUB IN by CLARK,WILL",,,,,,,"SUB IN by CLARK,WILL",2
00:10,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
00:10,"SUB OUT by CHAMBERS,KACEY",,,,,,,"SUB OUT by CHAMBERS,KACEY",2
00:10,"SUB OUT by MCGAUGHEY,DOMINIQUE",,,,,,,"SUB OUT by MCGAUGHEY,DOMINIQUE",2
00:10,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
00:10,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
00:10,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
00:10,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
00:10,,,,,"SUB OUT by RODGERS,PHILLIP",,,"SUB OUT by RODGERS,PHILLIP",2
00:10,,,,,"SUB OUT by DOATY,ISIAH",,,"SUB OUT by DOATY,ISIAH",2
00:10,,,,,"SUB OUT by PRICE,PATRICK",,,"SUB OUT by PRICE,PATRICK",2
00:00,"FOUL  by MCGAUGHEY,DOMINIQUE",,,,,,,"FOUL  by MCGAUGHEY,DOMINIQUE",2
00:00,,60,,68 (+8),"GOOD FT by HOLLAND,JASON",BSC 60-68 (+8),,"GOOD FT by HOLLAND,JASON",2
00:10,,60,,69 (+9),"GOOD FT by HOLLAND,JASON",BSC 60-69 (+9),,"GOOD FT by HOLLAND,JASON",2
00:02,"TURNOVER  by RANDALL,JOE",,,,,,,"TURNOVER  by RANDALL,JOE",2
