Time Remaining,SEWANEEM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
13:19,,3,,11 (+8),"GOOD 3PTR by GRUBER,SAM",CENTRE_M 3-11 (+8),,"GOOD 3PTR by GRUBER,SAM",1
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",1
13:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
12:57,"GOOD JUMPER by MCCULLOUGH,JACOB",5,,11 (+6),,SEWANEEM 5-11 (+6),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
12:10,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",1
12:10,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",1
11:43,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",1
11:29,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
11:27,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
11:27,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
11:27,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
11:27,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
11:27,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
11:27,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
11:27,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
11:00,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
10:58,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
10:58,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
10:58,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
10:58,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
10:58,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
10:58,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
10:58,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",1
10:58,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",1
10:58,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
10:39,,5,,14 (+9),"GOOD 3PTR by GEEGAN,MIKE",CENTRE_M 5-14 (+9),,"GOOD 3PTR by GEEGAN,MIKE",1
--,,,,,"ASSIST  by SCHMUCKER,ZACH",,,"ASSIST  by SCHMUCKER,ZACH",1
10:36,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
10:21,,5,,16 (+11),"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",CENTRE_M 5-16 (+11),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",1
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",1
10:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
09:57,"GOOD 3PTR by WILLIAMS,JORDEN",8,,16 (+8),,SEWANEEM 8-16 (+8),,"GOOD 3PTR by WILLIAMS,JORDEN",1
09:17,,8,,18 (+10),"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",CENTRE_M 8-18 (+10),,"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",1
09:11,"GOOD LAYUP by BROWN,SETH(in the paint)",10,,18 (+8),,SEWANEEM 10-18 (+8),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
08:49,,,,,"TURNOVER  by REPISHTI,BRYAN",,,"TURNOVER  by REPISHTI,BRYAN",1
08:45,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",1
08:38,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",1
08:38,,,,,"BLOCK  by GUMP,MATT",,,"BLOCK  by GUMP,MATT",1
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",1
08:38,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",12,,18 (+6),,SEWANEEM 12-18 (+6),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
08:38,,,,,"FOUL  by REPISHTI,BRYAN",,,"FOUL  by REPISHTI,BRYAN",1
08:38,"GOOD FT by CALDWELL,MARCELLUS",13,,18 (+5),,SEWANEEM 13-18 (+5),,"GOOD FT by CALDWELL,MARCELLUS",1
08:38,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
08:38,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
08:38,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
08:38,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
08:38,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
08:38,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
08:38,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
08:38,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
08:09,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",1
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1
07:59,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
07:32,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
07:10,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
07:04,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
07:04,,13,,20 (+7),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 13-20 (+7),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
06:17,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
06:08,,,,,"MISS 3PTR by SCINTA,BLAKE",,,"MISS 3PTR by SCINTA,BLAKE",1
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1
06:08,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
06:08,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
06:08,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
06:08,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
06:08,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
06:08,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
06:01,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",1
06:01,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
06:01,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
05:37,"GOOD LAYUP by STONE,BRODY(in the paint)",15,,20 (+5),,SEWANEEM 15-20 (+5),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
05:20,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",1
05:10,"FOUL  by TURNER,BYRON",,,,,,,"FOUL  by TURNER,BYRON",1
05:10,,15,,21 (+6),"GOOD FT by SCHMUCKER,ZACH",CENTRE_M 15-21 (+6),,"GOOD FT by SCHMUCKER,ZACH",1
05:10,,15,,22 (+7),"GOOD FT by SCHMUCKER,ZACH",CENTRE_M 15-22 (+7),,"GOOD FT by SCHMUCKER,ZACH",1
05:10,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
05:10,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
05:07,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
04:49,"FOUL  by MCCULLOUGH,JACOB",,,,,,,"FOUL  by MCCULLOUGH,JACOB",1
04:49,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
04:49,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
04:19,,15,,24 (+9),"GOOD LAYUP by GEEGAN,MIKE(in the paint)",CENTRE_M 15-24 (+9),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",1
04:19,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
04:19,,15,,25 (+10),"GOOD FT by GEEGAN,MIKE",CENTRE_M 15-25 (+10),,"GOOD FT by GEEGAN,MIKE",1
04:19,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
04:19,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
04:19,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
04:19,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
04:19,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
04:19,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
04:19,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
04:19,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
03:55,"GOOD LAYUP by BROWN,SETH(in the paint)",17,,25 (+8),,SEWANEEM 17-25 (+8),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
03:38,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
03:34,"MISS 3PTR by MCCULLOUGH,JACOB",,,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
03:09,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",1
03:06,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",1
03:00,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",1
03:00,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
03:00,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
03:00,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
03:00,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
02:48,,17,,28 (+11),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 17-28 (+11),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",1
02:12,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
02:12,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
02:01,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:01,,17,,29 (+12),"GOOD FT by WESLEY,TYLER",CENTRE_M 17-29 (+12),,"GOOD FT by WESLEY,TYLER",1
02:01,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
02:01,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
02:01,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
02:01,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
01:43,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
01:19,,17,,32 (+15),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 17-32 (+15),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",1
00:56,"GOOD LAYUP by CARTER,KESHONN(in the paint)",19,,32 (+13),,SEWANEEM 19-32 (+13),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
00:31,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
00:06,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",1
00:06,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
00:06,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
00:02,"GOOD 3PTR by WILLIAMS,JORDEN",22,,32 (+10),,SEWANEEM 22-32 (+10),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",1
19:52,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
19:52,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
19:29,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
19:29,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
19:00,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
18:44,,22,,34 (+12),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 22-34 (+12),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
18:34,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
18:34,,22,,35 (+13),"GOOD FT by SCINTA,BLAKE",CENTRE_M 22-35 (+13),,"GOOD FT by SCINTA,BLAKE",2
18:25,"GOOD 3PTR by WILLIAMS,JORDEN",25,,35 (+10),,SEWANEEM 25-35 (+10),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",2
18:09,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
18:04,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
18:04,,25,,36 (+11),"GOOD FT by SCINTA,BLAKE",CENTRE_M 25-36 (+11),,"GOOD FT by SCINTA,BLAKE",2
18:04,,25,,37 (+12),"GOOD FT by SCINTA,BLAKE",CENTRE_M 25-37 (+12),,"GOOD FT by SCINTA,BLAKE",2
18:04,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
18:04,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
17:52,"GOOD LAYUP by BROWN,SETH(in the paint)",27,,37 (+10),,SEWANEEM 27-37 (+10),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
17:20,,,,,"MISS LAYUP by GEEGAN,MIKE",,,"MISS LAYUP by GEEGAN,MIKE",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
17:10,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
16:40,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
16:17,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
16:07,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
16:07,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
16:07,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
16:07,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
16:00,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
15:35,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
15:35,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
15:35,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
15:09,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
14:58,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
14:55,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
14:55,,27,,38 (+11),"GOOD FT by KARSNER,JOSH",CENTRE_M 27-38 (+11),,"GOOD FT by KARSNER,JOSH",2
14:55,,27,,39 (+12),"GOOD FT by KARSNER,JOSH",CENTRE_M 27-39 (+12),,"GOOD FT by KARSNER,JOSH",2
14:55,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
14:55,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
14:51,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
14:38,"MISS LAYUP by WILLIAMS,JORDEN",,,,,,,"MISS LAYUP by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
14:28,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
14:02,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
13:45,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
13:45,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
13:45,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
13:45,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
13:45,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
13:45,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
13:45,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
13:45,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
13:45,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
