Time Remaining,ASBURYM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
17:08,,5,,8 (+3),"GOOD JUMPER by SCINTA,BLAKE",CENTRE_M 5-8 (+3),,"GOOD JUMPER by SCINTA,BLAKE",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
16:43,"GOOD JUMPER by MORGAN,KRISTIAN",7,,8 (+1),,ASBURYM 7-8 (+1),,"GOOD JUMPER by MORGAN,KRISTIAN",1
--,"ASSIST  by SMITH,TYLER",,,,,,,"ASSIST  by SMITH,TYLER",1
16:27,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",1
16:04,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",1
16:04,"GOOD FT by SMITH,TYLER",8,,8,,ASBURYM 8-8 (0),,"GOOD FT by SMITH,TYLER",1
16:04,"GOOD FT by SMITH,TYLER",9 (+1),,8,,ASBURYM 9-8 (-1),,"GOOD FT by SMITH,TYLER",1
16:04,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
16:04,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",1
16:04,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
16:04,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
15:45,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",1
--,"REBOUND DEF by MORGAN,KRISTIAN",,,,,,,"REBOUND DEF by MORGAN,KRISTIAN",1
15:37,,,,,"FOUL  by STEGGEMAN,ANDREW",,,"FOUL  by STEGGEMAN,ANDREW",1
15:37,"GOOD FT by MORGAN,KRISTIAN",10 (+2),,8,,ASBURYM 10-8 (-2),,"GOOD FT by MORGAN,KRISTIAN",1
15:37,"GOOD FT by MORGAN,KRISTIAN",11 (+3),,8,,ASBURYM 11-8 (-3),,"GOOD FT by MORGAN,KRISTIAN",1
15:37,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",1
15:37,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",1
15:20,,11 (+1),,10,"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 11-10 (-1),,"GOOD LAYUP by GUMP,MATT(in the paint)",1
15:03,"MISS 3PTR by GILBERT,JORDAN",,,,,,,"MISS 3PTR by GILBERT,JORDAN",1
--,"REBOUND OFF by PENNY,CJ",,,,,,,"REBOUND OFF by PENNY,CJ",1
14:57,"GOOD LAYUP by PENNY,CJ(in the paint)",13 (+3),,10,,ASBURYM 13-10 (-3),,"GOOD LAYUP by PENNY,CJ(in the paint)",1
14:39,,13 (+1),,12,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 13-12 (-1),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
14:16,"GOOD 3PTR by LAMB,KYLE",16 (+4),,12,,ASBURYM 16-12 (-4),,"GOOD 3PTR by LAMB,KYLE",1
--,"ASSIST  by MORGAN,KRISTIAN",,,,,,,"ASSIST  by MORGAN,KRISTIAN",1
13:58,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",1
13:55,"STEAL  by PENNY,CJ",,,,,,,"STEAL  by PENNY,CJ",1
13:54,"SUB IN by SVENDSEN,KRISTIAN",,,,,,,"SUB IN by SVENDSEN,KRISTIAN",1
13:54,"SUB IN by PETERS,DAULTON",,,,,,,"SUB IN by PETERS,DAULTON",1
13:54,"SUB OUT by SMITH,TYLER",,,,,,,"SUB OUT by SMITH,TYLER",1
13:54,"SUB OUT by GILBERT,JORDAN",,,,,,,"SUB OUT by GILBERT,JORDAN",1
13:54,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
13:54,,,,,"SUB OUT by ARNETT,MICHAEL",,,"SUB OUT by ARNETT,MICHAEL",1
13:34,"TURNOVER  by PENNY,CJ",,,,,,,"TURNOVER  by PENNY,CJ",1
13:32,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",1
13:18,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",1
--,"REBOUND DEF by SVENDSEN,KRISTIAN",,,,,,,"REBOUND DEF by SVENDSEN,KRISTIAN",1
13:11,,,,,"FOUL  by REPISHTI,BRYAN",,,"FOUL  by REPISHTI,BRYAN",1
13:11,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
13:11,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
12:55,"MISS LAYUP by LAMB,KYLE",,,,,,,"MISS LAYUP by LAMB,KYLE",1
--,,,,,"REBOUND DEF by BURNS,DREW",,,"REBOUND DEF by BURNS,DREW",1
12:34,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:31,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
12:31,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
12:29,,16 (+2),,14,"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 16-14 (-2),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",1
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",1
12:17,"MISS 3PTR by PETERS,DAULTON",,,,,,,"MISS 3PTR by PETERS,DAULTON",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
11:58,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",1
11:52,,,,,"MISS LAYUP by KARSNER,JOSH",,,"MISS LAYUP by KARSNER,JOSH",1
11:52,"BLOCK  by SVENDSEN,KRISTIAN",,,,,,,"BLOCK  by SVENDSEN,KRISTIAN",1
--,"REBOUND DEF by SVENDSEN,KRISTIAN",,,,,,,"REBOUND DEF by SVENDSEN,KRISTIAN",1
11:47,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",1
11:47,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
11:47,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
11:44,"MISS 3PTR by PETERS,DAULTON",,,,,,,"MISS 3PTR by PETERS,DAULTON",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
11:14,,,,,"MISS LAYUP by REPISHTI,BRYAN",,,"MISS LAYUP by REPISHTI,BRYAN",1
--,,,,,"REBOUND OFF by BURNS,DREW",,,"REBOUND OFF by BURNS,DREW",1
11:11,,,,,"MISS LAYUP by BURNS,DREW",,,"MISS LAYUP by BURNS,DREW",1
11:11,"BLOCK  by PENNY,CJ",,,,,,,"BLOCK  by PENNY,CJ",1
--,,,,,"REBOUND OFF by BURNS,DREW",,,"REBOUND OFF by BURNS,DREW",1
11:08,"SUB IN by JEFFERSON,TODD",,,,,,,"SUB IN by JEFFERSON,TODD",1
11:08,"SUB IN by GILBERT,JORDAN",,,,,,,"SUB IN by GILBERT,JORDAN",1
11:08,"SUB OUT by PENNY,CJ",,,,,,,"SUB OUT by PENNY,CJ",1
11:08,"SUB OUT by MORGAN,KRISTIAN",,,,,,,"SUB OUT by MORGAN,KRISTIAN",1
11:08,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
11:08,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",1
11:08,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
11:08,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
11:01,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",1
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1
10:55,,16,,17 (+1),"GOOD 3PTR by GRUBER,SAM",CENTRE_M 16-17 (+1),,"GOOD 3PTR by GRUBER,SAM",1
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",1
10:34,"MISS 3PTR by SVENDSEN,KRISTIAN",,,,,,,"MISS 3PTR by SVENDSEN,KRISTIAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
10:05,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",1
09:47,"MISS 3PTR by SVENDSEN,KRISTIAN",,,,,,,"MISS 3PTR by SVENDSEN,KRISTIAN",1
--,"REBOUND OFF by PETERS,DAULTON",,,,,,,"REBOUND OFF by PETERS,DAULTON",1
09:42,"MISS LAYUP by PETERS,DAULTON",,,,,,,"MISS LAYUP by PETERS,DAULTON",1
--,"REBOUND OFF by PETERS,DAULTON",,,,,,,"REBOUND OFF by PETERS,DAULTON",1
09:42,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",1
09:42,"GOOD FT by PETERS,DAULTON",17,,17,,ASBURYM 17-17 (0),,"GOOD FT by PETERS,DAULTON",1
09:42,"GOOD FT by PETERS,DAULTON",18 (+1),,17,,ASBURYM 18-17 (-1),,"GOOD FT by PETERS,DAULTON",1
09:42,"SUB IN by PENNY,CJ",,,,,,,"SUB IN by PENNY,CJ",1
09:42,"SUB IN by MORGAN,KRISTIAN",,,,,,,"SUB IN by MORGAN,KRISTIAN",1
09:42,"SUB OUT by SVENDSEN,KRISTIAN",,,,,,,"SUB OUT by SVENDSEN,KRISTIAN",1
09:42,"SUB OUT by LAMB,KYLE",,,,,,,"SUB OUT by LAMB,KYLE",1
09:42,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
09:42,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
09:42,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
09:42,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
09:42,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
09:42,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
09:22,,18,,20 (+2),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 18-20 (+2),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
09:03,"GOOD 3PTR by JEFFERSON,TODD",21 (+1),,20,,ASBURYM 21-20 (-1),,"GOOD 3PTR by JEFFERSON,TODD",1
--,"ASSIST  by PENNY,CJ",,,,,,,"ASSIST  by PENNY,CJ",1
08:41,,21,,22 (+1),"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 21-22 (+1),,"GOOD LAYUP by GUMP,MATT(in the paint)",1
08:32,"GOOD 3PTR by GILBERT,JORDAN",24 (+2),,22,,ASBURYM 24-22 (-2),,"GOOD 3PTR by GILBERT,JORDAN",1
--,"ASSIST  by PETERS,DAULTON",,,,,,,"ASSIST  by PETERS,DAULTON",1
07:55,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",1
--,"REBOUND DEF by MORGAN,KRISTIAN",,,,,,,"REBOUND DEF by MORGAN,KRISTIAN",1
07:46,"MISS 3PTR by GILBERT,JORDAN",,,,,,,"MISS 3PTR by GILBERT,JORDAN",1
--,"REBOUND OFF by PETERS,DAULTON",,,,,,,"REBOUND OFF by PETERS,DAULTON",1
07:41,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",1
07:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:24,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",1
07:24,"MISS FT by MORGAN,KRISTIAN",,,,,,,"MISS FT by MORGAN,KRISTIAN",1
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",1
07:24,"SUB IN by SMITH,TYLER",,,,,,,"SUB IN by SMITH,TYLER",1
07:24,"SUB OUT by JEFFERSON,TODD",,,,,,,"SUB OUT by JEFFERSON,TODD",1
07:24,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
07:24,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
07:18,,24,,25 (+1),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 24-25 (+1),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
07:02,"GOOD LAYUP by PENNY,CJ(in the paint)",26 (+1),,25,,ASBURYM 26-25 (-1),,"GOOD LAYUP by PENNY,CJ(in the paint)",1
--,"ASSIST  by GILBERT,JORDAN",,,,,,,"ASSIST  by GILBERT,JORDAN",1
06:47,,26,,28 (+2),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 26-28 (+2),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",1
06:28,"MISS JUMPER by SMITH,TYLER",,,,,,,"MISS JUMPER by SMITH,TYLER",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
06:12,"SUB IN by LAMB,KYLE",,,,,,,"SUB IN by LAMB,KYLE",1
06:12,"SUB IN by GILBERT,JORDAN",,,,,,,"SUB IN by GILBERT,JORDAN",1
06:12,"SUB IN by MORGAN,KRISTIAN",,,,,,,"SUB IN by MORGAN,KRISTIAN",1
06:12,"SUB OUT by PETERS,DAULTON",,,,,,,"SUB OUT by PETERS,DAULTON",1
06:12,"SUB OUT by GILBERT,JORDAN",,,,,,,"SUB OUT by GILBERT,JORDAN",1
06:12,"SUB OUT by MORGAN,KRISTIAN",,,,,,,"SUB OUT by MORGAN,KRISTIAN",1
05:58,"FOUL  by PENNY,CJ",,,,,,,"FOUL  by PENNY,CJ",1
05:49,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",1
05:47,"STEAL  by PENNY,CJ",,,,,,,"STEAL  by PENNY,CJ",1
05:44,"GOOD LAYUP by PENNY,CJ(in the paint)",28,,28,,ASBURYM 28-28 (0),,"GOOD LAYUP by PENNY,CJ(in the paint)",1
05:29,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",1
05:28,"STEAL  by SMITH,TYLER",,,,,,,"STEAL  by SMITH,TYLER",1
05:24,"MISS LAYUP by SMITH,TYLER",,,,,,,"MISS LAYUP by SMITH,TYLER",1
05:24,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",1
--,"REBOUND OFF by SMITH,TYLER",,,,,,,"REBOUND OFF by SMITH,TYLER",1
05:19,"GOOD LAYUP by SMITH,TYLER(in the paint)",30 (+2),,28,,ASBURYM 30-28 (-2),,"GOOD LAYUP by SMITH,TYLER(in the paint)",1
05:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
04:57,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",1
04:53,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",1
04:53,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",1
04:53,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",1
04:51,"STEAL  by MORGAN,KRISTIAN",,,,,,,"STEAL  by MORGAN,KRISTIAN",1
04:49,"MISS LAYUP by MORGAN,KRISTIAN",,,,,,,"MISS LAYUP by MORGAN,KRISTIAN",1
04:49,,,,,"BLOCK  by SCHMUCKER,ZACH",,,"BLOCK  by SCHMUCKER,ZACH",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
04:49,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
04:49,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
04:49,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
04:49,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
04:49,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
04:49,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
04:48,"MISS LAYUP by LAMB,KYLE",,,,,,,"MISS LAYUP by LAMB,KYLE",1
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",1
04:32,"FOUL  by MORGAN,KRISTIAN",,,,,,,"FOUL  by MORGAN,KRISTIAN",1
04:31,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
04:31,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
04:19,,,,,"TURNOVER  by BURNS,DREW",,,"TURNOVER  by BURNS,DREW",1
04:18,"STEAL  by SMITH,TYLER",,,,,,,"STEAL  by SMITH,TYLER",1
04:15,"GOOD LAYUP by SMITH,TYLER(in the paint)",32 (+4),,28,,ASBURYM 32-28 (-4),,"GOOD LAYUP by SMITH,TYLER(in the paint)",1
03:53,,,,,"TURNOVER  by REPISHTI,BRYAN",,,"TURNOVER  by REPISHTI,BRYAN",1
03:51,"STEAL  by SMITH,TYLER",,,,,,,"STEAL  by SMITH,TYLER",1
03:49,"GOOD LAYUP by GILBERT,JORDAN(in the paint)",34 (+6),,28,,ASBURYM 34-28 (-6),,"GOOD LAYUP by GILBERT,JORDAN(in the paint)",1
--,"ASSIST  by SMITH,TYLER",,,,,,,"ASSIST  by SMITH,TYLER",1
03:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:47,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",1
03:47,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
03:47,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
03:47,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
03:13,"SUB IN by SVENDSEN,KRISTIAN",,,,,,,"SUB IN by SVENDSEN,KRISTIAN",1
03:13,"SUB OUT by SMITH,TYLER",,,,,,,"SUB OUT by SMITH,TYLER",1
03:11,,,,,"TURNOVER  by BURNS,DREW",,,"TURNOVER  by BURNS,DREW",1
03:03,"MISS 3PTR by LAMB,KYLE",,,,,,,"MISS 3PTR by LAMB,KYLE",1
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",1
02:49,,34 (+4),,30,"GOOD LAYUP by STEGGEMAN,ANDREW(in the paint)",CENTRE_M 34-30 (-4),,"GOOD LAYUP by STEGGEMAN,ANDREW(in the paint)",1
02:34,"TURNOVER  by SVENDSEN,KRISTIAN",,,,,,,"TURNOVER  by SVENDSEN,KRISTIAN",1
02:34,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
02:34,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
02:17,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",1
--,"REBOUND DEF by MORGAN,KRISTIAN",,,,,,,"REBOUND DEF by MORGAN,KRISTIAN",1
02:04,"MISS LAYUP by MORGAN,KRISTIAN",,,,,,,"MISS LAYUP by MORGAN,KRISTIAN",1
--,"REBOUND OFF by SVENDSEN,KRISTIAN",,,,,,,"REBOUND OFF by SVENDSEN,KRISTIAN",1
02:01,"GOOD LAYUP by SVENDSEN,KRISTIAN(in the paint)",36 (+6),,30,,ASBURYM 36-30 (-6),,"GOOD LAYUP by SVENDSEN,KRISTIAN(in the paint)",1
01:33,"FOUL  by SVENDSEN,KRISTIAN",,,,,,,"FOUL  by SVENDSEN,KRISTIAN",1
01:33,,36 (+5),,31,"GOOD FT by KARSNER,JOSH",CENTRE_M 36-31 (-5),,"GOOD FT by KARSNER,JOSH",1
01:33,,36 (+4),,32,"GOOD FT by KARSNER,JOSH",CENTRE_M 36-32 (-4),,"GOOD FT by KARSNER,JOSH",1
01:33,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
01:33,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
01:20,"GOOD JUMPER by PENNY,CJ",38 (+6),,32,,ASBURYM 38-32 (-6),,"GOOD JUMPER by PENNY,CJ",1
--,"ASSIST  by GILBERT,JORDAN",,,,,,,"ASSIST  by GILBERT,JORDAN",1
00:59,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",1
--,"REBOUND DEF by PENNY,CJ",,,,,,,"REBOUND DEF by PENNY,CJ",1
00:47,"MISS LAYUP by MORGAN,KRISTIAN",,,,,,,"MISS LAYUP by MORGAN,KRISTIAN",1
00:47,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",1
--,"REBOUND OFF by GILBERT,JORDAN",,,,,,,"REBOUND OFF by GILBERT,JORDAN",1
00:42,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",1
00:42,"MISS FT by SVENDSEN,KRISTIAN",,,,,,,"MISS FT by SVENDSEN,KRISTIAN",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
00:42,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
00:42,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
00:20,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",1
--,"REBOUND DEF by GILBERT,JORDAN",,,,,,,"REBOUND DEF by GILBERT,JORDAN",1
19:49,"MISS LAYUP by SMITH,TYLER",,,,,,,"MISS LAYUP by SMITH,TYLER",2
19:49,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:35,"MISS LAYUP by MORGAN,KRISTIAN",,,,,,,"MISS LAYUP by MORGAN,KRISTIAN",2
--,"REBOUND OFF by MORGAN,KRISTIAN",,,,,,,"REBOUND OFF by MORGAN,KRISTIAN",2
19:28,"TURNOVER  by MORGAN,KRISTIAN",,,,,,,"TURNOVER  by MORGAN,KRISTIAN",2
19:24,,,,,"STEAL  by SCINTA,BLAKE",,,"STEAL  by SCINTA,BLAKE",2
19:09,,38 (+4),,34,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 38-34 (-4),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
18:43,"MISS LAYUP by SMITH,TYLER",,,,,,,"MISS LAYUP by SMITH,TYLER",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
18:36,,38 (+2),,36,"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 38-36 (-2),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
18:13,"MISS JUMPER by PENNY,CJ",,,,,,,"MISS JUMPER by PENNY,CJ",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
17:49,,38,,38,"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 38-38 (0),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
