Time Remaining,JHUM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by RANDALL,OMAR",,,,,,,"REBOUND OFF by RANDALL,OMAR",2
11:39,"MISS 3PTR by VASILIADIS,AUSTIN",,,,,,,"MISS 3PTR by VASILIADIS,AUSTIN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
11:27,,44 (+10),,34,"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 44-34 (-10),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
11:01,"GOOD JUMPER by BILLUPS,MATT(in the paint)",46 (+12),,34,,JHUM 46-34 (-12),,"GOOD JUMPER by BILLUPS,MATT(in the paint)",2
--,"ASSIST  by VASILIADIS,AUSTIN",,,,,,,"ASSIST  by VASILIADIS,AUSTIN",2
10:42,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",2
10:42,"BLOCK  by BILLUPS,MATT",,,,,,,"BLOCK  by BILLUPS,MATT",2
--,"REBOUND DEF by RANDALL,OMAR",,,,,,,"REBOUND DEF by RANDALL,OMAR",2
10:34,"GOOD LAYUP by RANDALL,OMAR(fastbreak)(in the paint)",48 (+14),,34,,JHUM 48-34 (-14),,"GOOD LAYUP by RANDALL,OMAR(fastbreak)(in the paint)",2
10:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:34,"SUB IN by BUGARINOVIC,GEORGE",,,,,,,"SUB IN by BUGARINOVIC,GEORGE",2
10:34,"SUB IN by PANU,NIKHIL",,,,,,,"SUB IN by PANU,NIKHIL",2
10:34,"SUB OUT by VASILIADIS,AUSTIN",,,,,,,"SUB OUT by VASILIADIS,AUSTIN",2
10:34,"SUB OUT by KOTOULAS,NIKO",,,,,,,"SUB OUT by KOTOULAS,NIKO",2
10:34,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
10:34,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
10:34,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
10:34,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
10:21,"FOUL  by BUGARINOVIC,GEORGE",,,,,,,"FOUL  by BUGARINOVIC,GEORGE",2
10:08,,48 (+12),,36,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 48-36 (-12),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
09:30,"MISS JUMPER by BUGARINOVIC,GEORGE",,,,,,,"MISS JUMPER by BUGARINOVIC,GEORGE",2
09:30,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:30,"SUB IN by CURRAN,RYAN",,,,,,,"SUB IN by CURRAN,RYAN",2
09:30,"SUB IN by HAMMER,JIMMY",,,,,,,"SUB IN by HAMMER,JIMMY",2
09:30,"SUB OUT by BUGARINOVIC,GEORGE",,,,,,,"SUB OUT by BUGARINOVIC,GEORGE",2
09:30,"SUB OUT by RANDALL,OMAR",,,,,,,"SUB OUT by RANDALL,OMAR",2
09:05,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND DEF by BILLUPS,MATT",,,,,,,"REBOUND DEF by BILLUPS,MATT",2
08:43,"GOOD LAYUP by CURRAN,RYAN(in the paint)",50 (+14),,36,,JHUM 50-36 (-14),,"GOOD LAYUP by CURRAN,RYAN(in the paint)",2
--,"ASSIST  by HAMMER,JIMMY",,,,,,,"ASSIST  by HAMMER,JIMMY",2
08:23,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
08:16,,50 (+11),,39,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 50-39 (-11),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",2
07:53,"MISS 3PTR by WILLIAMS,GENE",,,,,,,"MISS 3PTR by WILLIAMS,GENE",2
--,"REBOUND OFF by BILLUPS,MATT",,,,,,,"REBOUND OFF by BILLUPS,MATT",2
07:33,"GOOD 3PTR by PANU,NIKHIL",53 (+14),,39,,JHUM 53-39 (-14),,"GOOD 3PTR by PANU,NIKHIL",2
--,"ASSIST  by BILLUPS,MATT",,,,,,,"ASSIST  by BILLUPS,MATT",2
07:06,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",2
--,"REBOUND DEF by BILLUPS,MATT",,,,,,,"REBOUND DEF by BILLUPS,MATT",2
06:45,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
06:45,"MISS FT by CURRAN,RYAN",,,,,,,"MISS FT by CURRAN,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:45,"MISS FT by CURRAN,RYAN",,,,,,,"MISS FT by CURRAN,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:45,"SUB IN by VASILIADIS,AUSTIN",,,,,,,"SUB IN by VASILIADIS,AUSTIN",2
06:45,"SUB OUT by PANU,NIKHIL",,,,,,,"SUB OUT by PANU,NIKHIL",2
06:45,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
06:45,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
06:45,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
06:45,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
06:45,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
06:45,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:28,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND DEF by BILLUPS,MATT",,,,,,,"REBOUND DEF by BILLUPS,MATT",2
06:07,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
06:07,"GOOD FT by WILLIAMS,GENE",54 (+15),,39,,JHUM 54-39 (-15),,"GOOD FT by WILLIAMS,GENE",2
06:07,"GOOD FT by WILLIAMS,GENE",55 (+16),,39,,JHUM 55-39 (-16),,"GOOD FT by WILLIAMS,GENE",2
06:07,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
06:07,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
05:56,,55 (+13),,42,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 55-42 (-13),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
05:36,"TURNOVER  by BILLUPS,MATT",,,,,,,"TURNOVER  by BILLUPS,MATT",2
05:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:36,"SUB IN by BUGARINOVIC,GEORGE",,,,,,,"SUB IN by BUGARINOVIC,GEORGE",2
05:36,"SUB OUT by CURRAN,RYAN",,,,,,,"SUB OUT by CURRAN,RYAN",2
05:36,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
05:36,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
05:27,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:04,"GOOD 3PTR by HAMMER,JIMMY",58 (+16),,42,,JHUM 58-42 (-16),,"GOOD 3PTR by HAMMER,JIMMY",2
--,"ASSIST  by BUGARINOVIC,GEORGE",,,,,,,"ASSIST  by BUGARINOVIC,GEORGE",2
04:48,"FOUL  by BILLUPS,MATT",,,,,,,"FOUL  by BILLUPS,MATT",2
04:44,,,,,"MISS 3PTR by SCINTA,BLAKE",,,"MISS 3PTR by SCINTA,BLAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:34,"MISS 3PTR by WILLIAMS,GENE",,,,,,,"MISS 3PTR by WILLIAMS,GENE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
04:26,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
04:22,"FOUL  by BUGARINOVIC,GEORGE",,,,,,,"FOUL  by BUGARINOVIC,GEORGE",2
04:22,,58 (+15),,43,"GOOD FT by WESLEY,TYLER",CENTRE_M 58-43 (-15),,"GOOD FT by WESLEY,TYLER",2
04:22,,58 (+14),,44,"GOOD FT by WESLEY,TYLER",CENTRE_M 58-44 (-14),,"GOOD FT by WESLEY,TYLER",2
04:22,"SUB IN by CURRAN,RYAN",,,,,,,"SUB IN by CURRAN,RYAN",2
04:22,"SUB OUT by BUGARINOVIC,GEORGE",,,,,,,"SUB OUT by BUGARINOVIC,GEORGE",2
04:22,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
04:22,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
04:00,"GOOD 3PTR by VASILIADIS,AUSTIN",61 (+17),,44,,JHUM 61-44 (-17),,"GOOD 3PTR by VASILIADIS,AUSTIN",2
--,"ASSIST  by HAMMER,JIMMY",,,,,,,"ASSIST  by HAMMER,JIMMY",2
03:47,,61 (+14),,47,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 61-47 (-14),,"GOOD 3PTR by KARSNER,JOSH",2
03:28,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
03:28,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
03:28,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
03:13,"GOOD 3PTR by HAMMER,JIMMY",64 (+17),,47,,JHUM 64-47 (-17),,"GOOD 3PTR by HAMMER,JIMMY",2
--,"ASSIST  by BILLUPS,MATT",,,,,,,"ASSIST  by BILLUPS,MATT",2
02:55,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
02:50,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
02:46,,,,,"MISS 3PTR by REPISHTI,BRYAN",,,"MISS 3PTR by REPISHTI,BRYAN",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
02:42,"FOUL  by BILLUPS,MATT",,,,,,,"FOUL  by BILLUPS,MATT",2
02:42,,64 (+16),,48,"GOOD FT by WESLEY,TYLER",CENTRE_M 64-48 (-16),,"GOOD FT by WESLEY,TYLER",2
02:42,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,"REBOUND DEF by CURRAN,RYAN",,,,,,,"REBOUND DEF by CURRAN,RYAN",2
02:42,,,,,"SUB IN by MAGUIRE,WILL",,,"SUB IN by MAGUIRE,WILL",2
02:42,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
02:42,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
02:42,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
02:37,,,,,"FOUL  by MAGUIRE,WILL",,,"FOUL  by MAGUIRE,WILL",2
02:37,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
02:37,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
02:09,"GOOD LAYUP by BILLUPS,MATT(in the paint)",66 (+18),,48,,JHUM 66-48 (-18),,"GOOD LAYUP by BILLUPS,MATT(in the paint)",2
--,"ASSIST  by VASILIADIS,AUSTIN",,,,,,,"ASSIST  by VASILIADIS,AUSTIN",2
01:55,,,,,"MISS LAYUP by BURNS,DREW",,,"MISS LAYUP by BURNS,DREW",2
--,"REBOUND DEF by BILLUPS,MATT",,,,,,,"REBOUND DEF by BILLUPS,MATT",2
01:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:27,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",2
01:27,"SUB IN by KOTOULAS,NIKO",,,,,,,"SUB IN by KOTOULAS,NIKO",2
01:27,"SUB IN by GORDON,SAM",,,,,,,"SUB IN by GORDON,SAM",2
01:27,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
01:27,"SUB IN by CHAMBERS,LUKE",,,,,,,"SUB IN by CHAMBERS,LUKE",2
01:27,"SUB OUT by WILLIAMS,GENE",,,,,,,"SUB OUT by WILLIAMS,GENE",2
01:27,"SUB OUT by CURRAN,RYAN",,,,,,,"SUB OUT by CURRAN,RYAN",2
01:27,"SUB OUT by BILLUPS,MATT",,,,,,,"SUB OUT by BILLUPS,MATT",2
01:27,"SUB OUT by VASILIADIS,AUSTIN",,,,,,,"SUB OUT by VASILIADIS,AUSTIN",2
01:27,"SUB OUT by HAMMER,JIMMY",,,,,,,"SUB OUT by HAMMER,JIMMY",2
01:26,"TURNOVER  by FLANNERY,JESSE",,,,,,,"TURNOVER  by FLANNERY,JESSE",2
01:21,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",2
01:21,,,,,"SUB IN by MILLER,GUNNAR",,,"SUB IN by MILLER,GUNNAR",2
01:21,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
01:21,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
01:12,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
01:12,,,,,"TURNOVER  by GRUBER,SAM",,,"TURNOVER  by GRUBER,SAM",2
01:12,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",2
01:12,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
00:58,"MISS JUMPER by KOTOULAS,NIKO",,,,,,,"MISS JUMPER by KOTOULAS,NIKO",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
00:46,,,,,"MISS 3PTR by ARNETT,MICHAEL",,,"MISS 3PTR by ARNETT,MICHAEL",2
--,"REBOUND DEF by KOTOULAS,NIKO",,,,,,,"REBOUND DEF by KOTOULAS,NIKO",2
00:35,"TURNOVER  by KOTOULAS,NIKO",,,,,,,"TURNOVER  by KOTOULAS,NIKO",2
00:31,,,,,"STEAL  by SCHMUCKER,ZACH",,,"STEAL  by SCHMUCKER,ZACH",2
00:28,,66 (+15),,51,"GOOD 3PTR by MAGUIRE,WILL(fastbreak)",CENTRE_M 66-51 (-15),,"GOOD 3PTR by MAGUIRE,WILL(fastbreak)",2
--,,,,,"ASSIST  by MILLER,GUNNAR",,,"ASSIST  by MILLER,GUNNAR",2
