Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
14:56,,,,,"MISS LAYUP by HARDIMAN,BEN",,,"MISS LAYUP by HARDIMAN,BEN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
14:39,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
14:39,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
14:21,,43 (+11),,32,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 43-32 (+11),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
13:50,"MISS 3PTR by STEGGEMAN,ANDREW",,,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
13:42,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
13:42,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
13:42,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
13:42,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
13:42,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:42,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
13:42,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
13:42,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:42,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:42,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
13:34,,43 (+9),,34,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 43-34 (+9),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
13:11,"GOOD LAYUP by WESLEY,TYLER(in the paint)",45 (+11),,34,,CENTRE_M 45-34 (+11),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
12:48,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:35,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
12:34,,,,,"STEAL  by CRAIN,JOHN",,,"STEAL  by CRAIN,JOHN",2
12:29,,,,,"TURNOVER  by CRAIN,JOHN",,,"TURNOVER  by CRAIN,JOHN",2
12:29,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
12:29,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
12:29,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
12:29,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
11:58,"GOOD JUMPER by SCINTA,BLAKE",47 (+13),,34,,CENTRE_M 47-34 (+13),,"GOOD JUMPER by SCINTA,BLAKE",2
--,"ASSIST  by GEEGAN,MIKE",,,,,,,"ASSIST  by GEEGAN,MIKE",2
11:41,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
11:37,"STEAL  by GEEGAN,MIKE",,,,,,,"STEAL  by GEEGAN,MIKE",2
11:21,"TURNOVER  by GEEGAN,MIKE",,,,,,,"TURNOVER  by GEEGAN,MIKE",2
11:20,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
11:07,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
10:48,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
10:41,,,,,"MISS LAYUP by CRAIN,JOHN",,,"MISS LAYUP by CRAIN,JOHN",2
10:41,"BLOCK  by KARSNER,JOSH",,,,,,,"BLOCK  by KARSNER,JOSH",2
--,"REBOUND DEF by GRUBER,SAM",,,,,,,"REBOUND DEF by GRUBER,SAM",2
10:28,"GOOD 3PTR by KARSNER,JOSH",50 (+16),,34,,CENTRE_M 50-34 (+16),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
10:23,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
10:12,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
09:33,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND OFF by KARSNER,JOSH",,,,,,,"REBOUND OFF by KARSNER,JOSH",2
09:05,"TURNOVER  by GEEGAN,MIKE",,,,,,,"TURNOVER  by GEEGAN,MIKE",2
09:04,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
08:56,,50 (+14),,36,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 50-36 (+14),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
08:28,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
08:15,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
08:14,"STEAL  by GRUBER,SAM",,,,,,,"STEAL  by GRUBER,SAM",2
08:06,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
08:03,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
08:03,"GOOD FT by SCINTA,BLAKE",51 (+15),,36,,CENTRE_M 51-36 (+15),,"GOOD FT by SCINTA,BLAKE",2
08:03,"GOOD FT by SCINTA,BLAKE",52 (+16),,36,,CENTRE_M 52-36 (+16),,"GOOD FT by SCINTA,BLAKE",2
08:03,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
08:03,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
08:03,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
08:03,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
08:03,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
08:03,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
08:03,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
08:03,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
07:45,"FOUL  by STEGGEMAN,ANDREW",,,,,,,"FOUL  by STEGGEMAN,ANDREW",2
07:45,,52 (+15),,37,"GOOD FT by LEWIS,EVAN",BSC 52-37 (+15),,"GOOD FT by LEWIS,EVAN",2
07:45,,52 (+14),,38,"GOOD FT by LEWIS,EVAN",BSC 52-38 (+14),,"GOOD FT by LEWIS,EVAN",2
07:45,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
07:45,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
07:22,,,,,"MISS 3PTR by FERGUSON,OWEN",,,"MISS 3PTR by FERGUSON,OWEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:19,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
07:19,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
07:19,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
07:19,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
07:14,"GOOD 3PTR by GEEGAN,MIKE",55 (+17),,38,,CENTRE_M 55-38 (+17),,"GOOD 3PTR by GEEGAN,MIKE",2
06:49,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
06:37,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
06:08,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
05:59,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by GEEGAN,MIKE",,,,,,,"REBOUND DEF by GEEGAN,MIKE",2
05:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:35,"TURNOVER  by GEEGAN,MIKE",,,,,,,"TURNOVER  by GEEGAN,MIKE",2
05:34,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
05:30,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
05:17,"GOOD DUNK by SCINTA,BLAKE(in the paint)",57 (+19),,38,,CENTRE_M 57-38 (+19),,"GOOD DUNK by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
05:03,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by GEEGAN,MIKE",,,,,,,"REBOUND DEF by GEEGAN,MIKE",2
04:27,"GOOD 3PTR by GUMP,MATT",60 (+22),,38,,CENTRE_M 60-38 (+22),,"GOOD 3PTR by GUMP,MATT",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
04:15,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
04:15,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by GEEGAN,MIKE",,,,,,,"REBOUND DEF by GEEGAN,MIKE",2
04:02,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
04:01,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
03:58,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
03:58,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
03:58,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:35,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
03:35,"GOOD FT by GEEGAN,MIKE",61 (+23),,38,,CENTRE_M 61-38 (+23),,"GOOD FT by GEEGAN,MIKE",2
03:35,"GOOD FT by GEEGAN,MIKE",62 (+24),,38,,CENTRE_M 62-38 (+24),,"GOOD FT by GEEGAN,MIKE",2
03:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:35,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
03:35,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
03:06,,62 (+21),,41,"GOOD 3PTR by THOM,IAN",BSC 62-41 (+21),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
02:43,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",64 (+23),,41,,CENTRE_M 64-41 (+23),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",2
02:31,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
02:31,"STEAL  by SCINTA,BLAKE",,,,,,,"STEAL  by SCINTA,BLAKE",2
02:21,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",66 (+25),,41,,CENTRE_M 66-41 (+25),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
02:15,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
02:15,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:15,,66 (+24),,42,"GOOD FT by THOM,IAN",BSC 66-42 (+24),,"GOOD FT by THOM,IAN",2
02:15,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",2
02:15,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
02:15,"SUB IN by MANN,KYLE",,,,,,,"SUB IN by MANN,KYLE",2
02:15,"SUB IN by MILLER,GUNNAR",,,,,,,"SUB IN by MILLER,GUNNAR",2
02:15,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
02:15,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
02:15,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
02:15,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
02:15,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
02:15,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
02:15,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
02:15,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
02:15,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
02:15,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
02:15,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
02:15,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
02:15,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
02:15,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
02:10,"TURNOVER  by MILLER,GUNNAR",,,,,,,"TURNOVER  by MILLER,GUNNAR",2
02:10,,,,,"STEAL  by CRAIN,JOHN",,,"STEAL  by CRAIN,JOHN",2
02:10,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:47,"GOOD 3PTR by REPISHTI,BRYAN",69 (+27),,42,,CENTRE_M 69-42 (+27),,"GOOD 3PTR by REPISHTI,BRYAN",2
--,"ASSIST  by MANN,KYLE",,,,,,,"ASSIST  by MANN,KYLE",2
01:33,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:23,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by MANN,KYLE",,,,,,,"REBOUND DEF by MANN,KYLE",2
01:09,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
00:51,"MISS LAYUP by REPISHTI,BRYAN",,,,,,,"MISS LAYUP by REPISHTI,BRYAN",2
--,"REBOUND OFF by MILLER,GUNNAR",,,,,,,"REBOUND OFF by MILLER,GUNNAR",2
00:51,"FOUL  by BURNS,DREW",,,,,,,"FOUL  by BURNS,DREW",2
00:51,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
00:51,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
00:38,,,,,"MISS 3PTR by HOLLE,MASON",,,"MISS 3PTR by HOLLE,MASON",2
--,"REBOUND DEF by MILLER,GUNNAR",,,,,,,"REBOUND DEF by MILLER,GUNNAR",2
00:19,"TURNOVER  by MILLER,GUNNAR",,,,,,,"TURNOVER  by MILLER,GUNNAR",2
00:10,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",2
00:09,"STEAL  by MAGUIRE,WILL",,,,,,,"STEAL  by MAGUIRE,WILL",2
