Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:46,"GOOD FT by BATES,ROMELLO",86 (+11),,75,,OUM 86-75 (-11),,"GOOD FT by BATES,ROMELLO",2
00:40,,86 (+9),,77,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 86-77 (-9),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
00:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:40,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
00:40,"GOOD FT by PATRICK,DREW",87 (+10),,77,,OUM 87-77 (-10),,"GOOD FT by PATRICK,DREW",2
00:40,"GOOD FT by PATRICK,DREW",88 (+11),,77,,OUM 88-77 (-11),,"GOOD FT by PATRICK,DREW",2
00:40,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
00:40,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
00:40,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
00:40,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
00:40,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
00:40,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
00:30,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
00:30,"BLOCK  by LAWRENCE,CHRIS",,,,,,,"BLOCK  by LAWRENCE,CHRIS",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
00:25,,88 (+9),,79,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 88-79 (-9),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
00:23,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
00:23,"GOOD FT by SMITH,CONNOR",89 (+10),,79,,OUM 89-79 (-10),,"GOOD FT by SMITH,CONNOR",2
00:23,"MISS FT by SMITH,CONNOR",,,,,,,"MISS FT by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
00:15,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",2
00:09,"GOOD DUNK by DAVIS,ALEX(in the paint)",91 (+12),,79,,OUM 91-79 (-12),,"GOOD DUNK by DAVIS,ALEX(in the paint)",2
00:07,,91 (+9),,82,"GOOD 3PTR by CRAIN,JOHN",BSC 91-82 (-9),,"GOOD 3PTR by CRAIN,JOHN",2
00:04,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",2
00:02,,91 (+7),,84,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 91-84 (-7),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
