Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
14:13,,26,,35 (+9),"GOOD 3PTR by MILLER,DREW",RHODES 26-35 (-9),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
13:40,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
13:32,"GOOD LAYUP by THOMAS,LARRY(in the paint)",28,,35 (+7),,BSCM 28-35 (-7),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
13:10,,28,,37 (+9),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 28-37 (-9),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
12:58,"GOOD LAYUP by AVERY,ALEX(in the paint)",30,,37 (+7),,BSCM 30-37 (-7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
12:39,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
12:39,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:39,,30,,38 (+8),"GOOD FT by BUTTS,KEYSHAWN",RHODES 30-38 (-8),,"GOOD FT by BUTTS,KEYSHAWN",2
12:39,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
12:39,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
12:39,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
12:39,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
12:39,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:39,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
12:39,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
12:39,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
12:39,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
12:39,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:39,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
12:33,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
12:33,,,,,"BLOCK  by MILLER,DREW",,,"BLOCK  by MILLER,DREW",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
12:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:06,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:46,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
11:16,,30,,40 (+10),"GOOD LAYUP by GEE,TYLER(in the paint)",RHODES 30-40 (-10),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
11:02,"GOOD 3PTR by MCLEAN,JAMES",33,,40 (+7),,BSCM 33-40 (-7),,"GOOD 3PTR by MCLEAN,JAMES",2
10:46,,33,,42 (+9),"GOOD JUMPER by BUTTS,KEYSHAWN",RHODES 33-42 (-9),,"GOOD JUMPER by BUTTS,KEYSHAWN",2
10:18,"GOOD LAYUP by THOMAS,LARRY(in the paint)",35,,42 (+7),,BSCM 35-42 (-7),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
10:18,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
10:18,"GOOD FT by THOMAS,LARRY",36,,42 (+6),,BSCM 36-42 (-6),,"GOOD FT by THOMAS,LARRY",2
10:18,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
10:18,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
10:18,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
10:18,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
10:18,,,,,"SUB IN by MUHAMMAD,AQUIL",,,"SUB IN by MUHAMMAD,AQUIL",2
09:49,,36,,45 (+9),"GOOD 3PTR by BUTTS,KEYSHAWN",RHODES 36-45 (-9),,"GOOD 3PTR by BUTTS,KEYSHAWN",2
--,,,,,"ASSIST  by MUHAMMAD,AQUIL",,,"ASSIST  by MUHAMMAD,AQUIL",2
09:28,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
09:28,"GOOD FT by MCLEAN,JAMES",37,,45 (+8),,BSCM 37-45 (-8),,"GOOD FT by MCLEAN,JAMES",2
09:28,"GOOD FT by MCLEAN,JAMES",38,,45 (+7),,BSCM 38-45 (-7),,"GOOD FT by MCLEAN,JAMES",2
09:28,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
09:28,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
09:28,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
09:28,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
09:28,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
09:28,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
09:28,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
09:28,,,,,"SUB OUT by MUHAMMAD,AQUIL",,,"SUB OUT by MUHAMMAD,AQUIL",2
09:06,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
09:06,,38,,46 (+8),"GOOD FT by GEE,TYLER",RHODES 38-46 (-8),,"GOOD FT by GEE,TYLER",2
09:00,,38,,47 (+9),"GOOD FT by GEE,TYLER",RHODES 38-47 (-9),,"GOOD FT by GEE,TYLER",2
08:47,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
08:47,"GOOD FT by AVERY,ALEX",39,,47 (+8),,BSCM 39-47 (-8),,"GOOD FT by AVERY,ALEX",2
08:47,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",2
08:47,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:47,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
08:16,,,,,"MISS 3PTR by LIVSEY,GEOFF",,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",,,"REBOUND OFF by BUTTS,KEYSHAWN",2
08:11,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:11,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
08:11,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
08:11,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
08:11,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
07:49,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
07:30,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
07:26,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
07:26,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:26,"GOOD FT by AVERY,ALEX",40,,47 (+7),,BSCM 40-47 (-7),,"GOOD FT by AVERY,ALEX",2
07:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:06,,40,,49 (+9),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 40-49 (-9),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
07:06,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
07:06,,40,,50 (+10),"GOOD FT by LIVSEY,GEOFF",RHODES 40-50 (-10),,"GOOD FT by LIVSEY,GEOFF",2
06:48,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
06:46,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
06:43,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
06:41,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
06:34,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
06:34,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:34,"GOOD FT by AVERY,ALEX",41,,50 (+9),,BSCM 41-50 (-9),,"GOOD FT by AVERY,ALEX",2
06:34,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:34,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
06:34,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
06:34,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:15,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
06:05,"GOOD LAYUP by AVERY,ALEX(in the paint)",43,,50 (+7),,BSCM 43-50 (-7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
05:49,,43,,52 (+9),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 43-52 (-9),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
05:31,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
05:18,,43,,54 (+11),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 43-54 (-11),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
05:18,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
05:18,,43,,55 (+12),"GOOD FT by HOECK,RYAN VAN",RHODES 43-55 (-12),,"GOOD FT by HOECK,RYAN VAN",2
05:18,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
05:18,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
05:06,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:06,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
05:06,"GOOD FT by THOMAS,LARRY",44,,55 (+11),,BSCM 44-55 (-11),,"GOOD FT by THOMAS,LARRY",2
05:06,"GOOD FT by THOMAS,LARRY",45,,55 (+10),,BSCM 45-55 (-10),,"GOOD FT by THOMAS,LARRY",2
04:50,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
04:50,,45,,56 (+11),"GOOD FT by MILLER,DREW",RHODES 45-56 (-11),,"GOOD FT by MILLER,DREW",2
04:50,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
04:50,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
04:50,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:50,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
04:50,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
04:34,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
04:34,"GOOD FT by THOMAS,LARRY",46,,56 (+10),,BSCM 46-56 (-10),,"GOOD FT by THOMAS,LARRY",2
04:34,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
04:16,,46,,59 (+13),"GOOD 3PTR by COLLINS,LUKE",RHODES 46-59 (-13),,"GOOD 3PTR by COLLINS,LUKE",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
04:00,"GOOD 3PTR by WELCH,ROSS",49,,59 (+10),,BSCM 49-59 (-10),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
04:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:34,,49,,61 (+12),"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHODES 49-61 (-12),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
03:15,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
03:15,"GOOD FT by AVERY,ALEX",50,,61 (+11),,BSCM 50-61 (-11),,"GOOD FT by AVERY,ALEX",2
03:15,"GOOD FT by AVERY,ALEX",51,,61 (+10),,BSCM 51-61 (-10),,"GOOD FT by AVERY,ALEX",2
03:15,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
03:15,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
02:57,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
02:55,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
02:50,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
02:49,,,,,"STEAL  by WAGNER,MATT",,,"STEAL  by WAGNER,MATT",2
02:32,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
02:32,,51,,62 (+11),"GOOD FT by WAGNER,MATT",RHODES 51-62 (-11),,"GOOD FT by WAGNER,MATT",2
02:32,,51,,63 (+12),"GOOD FT by WAGNER,MATT",RHODES 51-63 (-12),,"GOOD FT by WAGNER,MATT",2
02:17,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
02:12,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
02:12,,51,,64 (+13),"GOOD FT by COLLINS,LUKE",RHODES 51-64 (-13),,"GOOD FT by COLLINS,LUKE",2
02:12,,51,,65 (+14),"GOOD FT by COLLINS,LUKE",RHODES 51-65 (-14),,"GOOD FT by COLLINS,LUKE",2
02:12,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
02:12,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
02:12,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
02:12,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
02:06,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
02:06,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:06,"GOOD FT by THOMAS,LARRY",52,,65 (+13),,BSCM 52-65 (-13),,"GOOD FT by THOMAS,LARRY",2
02:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:06,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
02:06,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
02:06,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
02:06,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
02:06,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:06,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
02:06,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
02:06,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
02:01,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
02:01,,52,,66 (+14),"GOOD FT by LIVSEY,GEOFF",RHODES 52-66 (-14),,"GOOD FT by LIVSEY,GEOFF",2
02:01,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
01:54,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",54,,66 (+12),,BSCM 54-66 (-12),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
01:50,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
01:50,,54,,67 (+13),"GOOD FT by COLLINS,LUKE",RHODES 54-67 (-13),,"GOOD FT by COLLINS,LUKE",2
01:50,,54,,68 (+14),"GOOD FT by COLLINS,LUKE",RHODES 54-68 (-14),,"GOOD FT by COLLINS,LUKE",2
01:50,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
01:50,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
01:50,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
01:50,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
01:43,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
01:39,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
01:39,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:39,,54,,69 (+15),"GOOD FT by COLLINS,LUKE",RHODES 54-69 (-15),,"GOOD FT by COLLINS,LUKE",2
01:37,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
01:36,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
01:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:25,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
01:25,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
01:10,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",2
01:07,,54,,71 (+17),"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHODES 54-71 (-17),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
00:57,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
00:30,,54,,73 (+19),"GOOD LAYUP by GEE,TYLER(in the paint)",RHODES 54-73 (-19),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
00:22,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
00:19,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
00:19,,,,,"BLOCK  by BUTTS,KEYSHAWN",,,"BLOCK  by BUTTS,KEYSHAWN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:19,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
00:19,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
00:19,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
00:19,,,,,"SUB IN by MUHAMMAD,AQUIL",,,"SUB IN by MUHAMMAD,AQUIL",2
00:19,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
00:19,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
00:16,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",2
