Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:49,"GOOD LAYUP by WAGNER,MARK(fastbreak)(in the paint)",7 (+7),,0,,LAG 7-0 (-7),,"GOOD LAYUP by WAGNER,MARK(fastbreak)(in the paint)",1
--,"ASSIST  by FORD,BRAXTON",,,,,,,"ASSIST  by FORD,BRAXTON",1
16:29,,7 (+5),,2,"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 7-2 (-5),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
16:16,"GOOD 3PTR by MITCHELL,NICK",10 (+8),,2,,LAG 10-2 (-8),,"GOOD 3PTR by MITCHELL,NICK",1
--,"ASSIST  by FORD,BRAXTON",,,,,,,"ASSIST  by FORD,BRAXTON",1
16:03,,10 (+6),,4,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 10-4 (-6),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
15:50,"TURNOVER  by JOHNSON,JORDAN",,,,,,,"TURNOVER  by JOHNSON,JORDAN",1
15:50,,,,,"STEAL  by GALFSKY,ANDER",,,"STEAL  by GALFSKY,ANDER",1
15:39,,10 (+3),,7,"GOOD 3PTR by THOMAS,LARRY",BSC 10-7 (-3),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by GALFSKY,ANDER",,,"ASSIST  by GALFSKY,ANDER",1
15:26,"MISS 3PTR by WAGNER,MARK",,,,,,,"MISS 3PTR by WAGNER,MARK",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
15:07,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
15:04,"STEAL  by WAGNER,MARK",,,,,,,"STEAL  by WAGNER,MARK",1
15:01,"GOOD 3PTR by FORD,BRAXTON",13 (+6),,7,,LAG 13-7 (-6),,"GOOD 3PTR by FORD,BRAXTON",1
14:44,"FOUL  by WAGNER,MARK",,,,,,,"FOUL  by WAGNER,MARK",1
14:44,"SUB IN by FORD,ADOLPHUS",,,,,,,"SUB IN by FORD,ADOLPHUS",1
14:44,"SUB IN by ENWEREANA,TYMON",,,,,,,"SUB IN by ENWEREANA,TYMON",1
14:44,"SUB OUT by MITCHELL,NICK",,,,,,,"SUB OUT by MITCHELL,NICK",1
14:44,"SUB OUT by JOHNSON,JORDAN",,,,,,,"SUB OUT by JOHNSON,JORDAN",1
14:44,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
14:44,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
14:44,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
14:44,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
14:44,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
14:44,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
14:44,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
14:44,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
14:40,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
14:40,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
14:19,,13 (+4),,9,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",BSC 13-9 (-4),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",1
14:19,"FOUL  by FORD,ADOLPHUS",,,,,,,"FOUL  by FORD,ADOLPHUS",1
14:19,,13 (+3),,10,"GOOD FT by MCLEAN,JAMES",BSC 13-10 (-3),,"GOOD FT by MCLEAN,JAMES",1
14:19,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",1
14:19,"SUB OUT by FORD,BRAXTON",,,,,,,"SUB OUT by FORD,BRAXTON",1
14:06,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",1
14:06,"GOOD FT by ENWEREANA,TYMON",14 (+4),,10,,LAG 14-10 (-4),,"GOOD FT by ENWEREANA,TYMON",1
14:00,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",1
13:59,"STEAL  by DANIEL,DONTA",,,,,,,"STEAL  by DANIEL,DONTA",1
13:58,"GOOD LAYUP by DANIEL,DONTA(fastbreak)(in the paint)",16 (+6),,10,,LAG 16-10 (-6),,"GOOD LAYUP by DANIEL,DONTA(fastbreak)(in the paint)",1
13:51,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",1
13:49,"STEAL  by ENWEREANA,TYMON",,,,,,,"STEAL  by ENWEREANA,TYMON",1
13:48,"GOOD LAYUP by ENWEREANA,TYMON(fastbreak)(in the paint)",18 (+8),,10,,LAG 18-10 (-8),,"GOOD LAYUP by ENWEREANA,TYMON(fastbreak)(in the paint)",1
13:32,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND OFF by HOLLE,MASON",,,"REBOUND OFF by HOLLE,MASON",1
13:30,"FOUL  by WAGNER,MARK",,,,,,,"FOUL  by WAGNER,MARK",1
13:30,"SUB IN by OLSON,JUSTYN",,,,,,,"SUB IN by OLSON,JUSTYN",1
13:30,"SUB OUT by WAGNER,MARK",,,,,,,"SUB OUT by WAGNER,MARK",1
13:29,"FOUL  by FORD,ADOLPHUS",,,,,,,"FOUL  by FORD,ADOLPHUS",1
13:22,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",1
--,"REBOUND DEF by ENWEREANA,TYMON",,,,,,,"REBOUND DEF by ENWEREANA,TYMON",1
13:03,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
13:03,"MISS FT by ENWEREANA,TYMON",,,,,,,"MISS FT by ENWEREANA,TYMON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:03,"MISS FT by ENWEREANA,TYMON",,,,,,,"MISS FT by ENWEREANA,TYMON",1
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",1
13:03,"SUB IN by MITCHELL,NICK",,,,,,,"SUB IN by MITCHELL,NICK",1
13:03,"SUB IN by JOHNSON,JORDAN",,,,,,,"SUB IN by JOHNSON,JORDAN",1
13:03,"SUB OUT by WHITE,MIKE",,,,,,,"SUB OUT by WHITE,MIKE",1
13:03,"SUB OUT by FORD,ADOLPHUS",,,,,,,"SUB OUT by FORD,ADOLPHUS",1
12:54,,18 (+6),,12,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 18-12 (-6),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",1
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",1
12:43,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",1
12:31,"TURNOVER  by OLSON,JUSTYN",,,,,,,"TURNOVER  by OLSON,JUSTYN",1
12:26,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",1
12:26,"SUB IN by FORD,BRAXTON",,,,,,,"SUB IN by FORD,BRAXTON",1
12:26,"SUB OUT by DANIEL,DONTA",,,,,,,"SUB OUT by DANIEL,DONTA",1
12:26,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
12:26,,,,,"SUB IN by MARTIN,SAM",,,"SUB IN by MARTIN,SAM",1
12:26,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
12:26,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
12:26,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
12:26,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
12:26,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
12:26,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
12:26,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
12:26,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
12:07,,18 (+3),,15,"GOOD 3PTR by DENEKA,HARRISON",BSC 18-15 (-3),,"GOOD 3PTR by DENEKA,HARRISON",1
--,,,,,"ASSIST  by BARRON,MAC",,,"ASSIST  by BARRON,MAC",1
11:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
11:54,"SUB IN by WHITE,MIKE",,,,,,,"SUB IN by WHITE,MIKE",1
11:54,"SUB OUT by ENWEREANA,TYMON",,,,,,,"SUB OUT by ENWEREANA,TYMON",1
11:38,"TURNOVER  by MITCHELL,NICK",,,,,,,"TURNOVER  by MITCHELL,NICK",1
11:37,,,,,"STEAL  by BARRON,MAC",,,"STEAL  by BARRON,MAC",1
11:30,,18,,18,"GOOD 3PTR by DENEKA,HARRISON",BSC 18-18 (0),,"GOOD 3PTR by DENEKA,HARRISON",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
11:04,"GOOD JUMPER by MITCHELL,NICK",20 (+2),,18,,LAG 20-18 (-2),,"GOOD JUMPER by MITCHELL,NICK",1
10:54,,,,,"MISS 3PTR by MARTIN,SAM",,,"MISS 3PTR by MARTIN,SAM",1
--,"REBOUND DEF by FORD,BRAXTON",,,,,,,"REBOUND DEF by FORD,BRAXTON",1
10:46,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
10:46,"GOOD FT by MITCHELL,NICK",21 (+3),,18,,LAG 21-18 (-3),,"GOOD FT by MITCHELL,NICK",1
10:46,"MISS FT by MITCHELL,NICK",,,,,,,"MISS FT by MITCHELL,NICK",1
--,"REBOUND OFF by OLSON,JUSTYN",,,,,,,"REBOUND OFF by OLSON,JUSTYN",1
10:35,"MISS JUMPER by MITCHELL,NICK",,,,,,,"MISS JUMPER by MITCHELL,NICK",1
--,"REBOUND OFF by JOHNSON,JORDAN",,,,,,,"REBOUND OFF by JOHNSON,JORDAN",1
10:32,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
10:32,"GOOD FT by JOHNSON,JORDAN",22 (+4),,18,,LAG 22-18 (-4),,"GOOD FT by JOHNSON,JORDAN",1
10:32,"MISS FT by JOHNSON,JORDAN",,,,,,,"MISS FT by JOHNSON,JORDAN",1
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",1
10:28,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,"REBOUND DEF by WHITE,MIKE",,,,,,,"REBOUND DEF by WHITE,MIKE",1
10:24,"GOOD 3PTR by FORD,BRAXTON",25 (+7),,18,,LAG 25-18 (-7),,"GOOD 3PTR by FORD,BRAXTON",1
--,"ASSIST  by MITCHELL,NICK",,,,,,,"ASSIST  by MITCHELL,NICK",1
10:06,,,,,"TURNOVER  by PERKINS,ALEX",,,"TURNOVER  by PERKINS,ALEX",1
10:06,"STEAL  by MITCHELL,NICK",,,,,,,"STEAL  by MITCHELL,NICK",1
10:06,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
10:06,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
10:06,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
10:06,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
10:06,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
10:06,,,,,"SUB OUT by MARTIN,SAM",,,"SUB OUT by MARTIN,SAM",1
10:06,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
10:06,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
09:44,"MISS JUMPER by MITCHELL,NICK",,,,,,,"MISS JUMPER by MITCHELL,NICK",1
09:44,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
09:37,,25 (+4),,21,"GOOD 3PTR by WELCH,ROSS",BSC 25-21 (-4),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
09:15,"TURNOVER  by FORD,BRAXTON",,,,,,,"TURNOVER  by FORD,BRAXTON",1
09:15,"SUB IN by ENWEREANA,TYMON",,,,,,,"SUB IN by ENWEREANA,TYMON",1
09:15,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",1
09:15,"SUB OUT by JOHNSON,JORDAN",,,,,,,"SUB OUT by JOHNSON,JORDAN",1
09:15,"SUB OUT by FORD,BRAXTON",,,,,,,"SUB OUT by FORD,BRAXTON",1
09:00,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",1
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",1
08:58,"FOUL  by ENWEREANA,TYMON",,,,,,,"FOUL  by ENWEREANA,TYMON",1
08:58,,25 (+3),,22,"GOOD FT by GALFSKY,ANDER",BSC 25-22 (-3),,"GOOD FT by GALFSKY,ANDER",1
08:58,,25 (+2),,23,"GOOD FT by GALFSKY,ANDER",BSC 25-23 (-2),,"GOOD FT by GALFSKY,ANDER",1
08:58,"SUB IN by WAGNER,MARK",,,,,,,"SUB IN by WAGNER,MARK",1
08:58,"SUB OUT by OLSON,JUSTYN",,,,,,,"SUB OUT by OLSON,JUSTYN",1
08:35,"GOOD JUMPER by ENWEREANA,TYMON",27 (+4),,23,,LAG 27-23 (-4),,"GOOD JUMPER by ENWEREANA,TYMON",1
08:22,,27 (+2),,25,"GOOD JUMPER by THOMAS,LARRY",BSC 27-25 (-2),,"GOOD JUMPER by THOMAS,LARRY",1
08:02,"MISS 3PTR by DANIEL,DONTA",,,,,,,"MISS 3PTR by DANIEL,DONTA",1
--,"REBOUND OFF by WHITE,MIKE",,,,,,,"REBOUND OFF by WHITE,MIKE",1
08:00,"MISS LAYUP by WHITE,MIKE",,,,,,,"MISS LAYUP by WHITE,MIKE",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
07:36,"FOUL  by DANIEL,DONTA",,,,,,,"FOUL  by DANIEL,DONTA",1
07:36,,27 (+1),,26,"GOOD FT by THOMAS,LARRY",BSC 27-26 (-1),,"GOOD FT by THOMAS,LARRY",1
07:36,,27,,27,"GOOD FT by THOMAS,LARRY",BSC 27-27 (0),,"GOOD FT by THOMAS,LARRY",1
07:36,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
07:36,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
07:28,"MISS JUMPER by ENWEREANA,TYMON",,,,,,,"MISS JUMPER by ENWEREANA,TYMON",1
07:28,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
07:19,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
07:09,,27,,29 (+2),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 27-29 (+2),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
06:53,"TURNOVER  by ENWEREANA,TYMON",,,,,,,"TURNOVER  by ENWEREANA,TYMON",1
06:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
06:48,"SUB IN by PARKER,DUNCAN",,,,,,,"SUB IN by PARKER,DUNCAN",1
06:48,"SUB IN by JOHNSON,JORDAN",,,,,,,"SUB IN by JOHNSON,JORDAN",1
06:48,"SUB IN by FORD,BRAXTON",,,,,,,"SUB IN by FORD,BRAXTON",1
06:48,"SUB OUT by WHITE,MIKE",,,,,,,"SUB OUT by WHITE,MIKE",1
06:48,"SUB OUT by ENWEREANA,TYMON",,,,,,,"SUB OUT by ENWEREANA,TYMON",1
06:48,"SUB OUT by DANIEL,DONTA",,,,,,,"SUB OUT by DANIEL,DONTA",1
06:44,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by PARKER,DUNCAN",,,,,,,"REBOUND DEF by PARKER,DUNCAN",1
06:35,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
06:35,"MISS FT by FORD,BRAXTON",,,,,,,"MISS FT by FORD,BRAXTON",1
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",1
06:13,,27,,31 (+4),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 27-31 (+4),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
06:01,"MISS 3PTR by FORD,BRAXTON",,,,,,,"MISS 3PTR by FORD,BRAXTON",1
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",1
05:53,"FOUL  by PARKER,DUNCAN",,,,,,,"FOUL  by PARKER,DUNCAN",1
05:53,,,,,"MISS FT by BARRON,MAC",,,"MISS FT by BARRON,MAC",1
--,"REBOUND DEF by MITCHELL,NICK",,,,,,,"REBOUND DEF by MITCHELL,NICK",1
05:53,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
05:53,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
05:53,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
05:53,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
05:53,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
05:53,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
05:53,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
05:53,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
05:37,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
05:37,"MISS FT by PARKER,DUNCAN",,,,,,,"MISS FT by PARKER,DUNCAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:37,"GOOD FT by PARKER,DUNCAN",28,,31 (+3),,LAG 28-31 (+3),,"GOOD FT by PARKER,DUNCAN",1
05:37,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",1
05:37,"SUB OUT by WAGNER,MARK",,,,,,,"SUB OUT by WAGNER,MARK",1
05:37,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
05:37,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
05:06,"FOUL  by DANIEL,DONTA",,,,,,,"FOUL  by DANIEL,DONTA",1
05:06,"SUB IN by WAGNER,MARK",,,,,,,"SUB IN by WAGNER,MARK",1
05:06,"SUB OUT by DANIEL,DONTA",,,,,,,"SUB OUT by DANIEL,DONTA",1
04:58,,28,,32 (+4),"GOOD FT by LEWIS,EVAN",BSC 28-32 (+4),,"GOOD FT by LEWIS,EVAN",1
04:58,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",1
--,"REBOUND DEF by PARKER,DUNCAN",,,,,,,"REBOUND DEF by PARKER,DUNCAN",1
04:52,"FOUL  by JOHNSON,JORDAN",,,,,,,"FOUL  by JOHNSON,JORDAN",1
04:52,"TURNOVER  by JOHNSON,JORDAN",,,,,,,"TURNOVER  by JOHNSON,JORDAN",1
04:30,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",1
04:30,,,,,"TURNOVER  by HARDIMAN,BEN",,,"TURNOVER  by HARDIMAN,BEN",1
04:14,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",1
04:14,"GOOD FT by WAGNER,MARK",29,,32 (+3),,LAG 29-32 (+3),,"GOOD FT by WAGNER,MARK",1
04:14,"GOOD FT by WAGNER,MARK",30,,32 (+2),,LAG 30-32 (+2),,"GOOD FT by WAGNER,MARK",1
04:14,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",1
04:14,"SUB OUT by WAGNER,MARK",,,,,,,"SUB OUT by WAGNER,MARK",1
03:44,,30,,35 (+5),"GOOD 3PTR by CRAIN,JOHN",BSC 30-35 (+5),,"GOOD 3PTR by CRAIN,JOHN",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
03:26,"GOOD 3PTR by FORD,BRAXTON",33,,35 (+2),,LAG 33-35 (+2),,"GOOD 3PTR by FORD,BRAXTON",1
--,"ASSIST  by MITCHELL,NICK",,,,,,,"ASSIST  by MITCHELL,NICK",1
02:59,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,"REBOUND DEF by MITCHELL,NICK",,,,,,,"REBOUND DEF by MITCHELL,NICK",1
02:43,"GOOD LAYUP by MITCHELL,NICK(in the paint)",35,,35,,LAG 35-35 (0),,"GOOD LAYUP by MITCHELL,NICK(in the paint)",1
02:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:41,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
02:41,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
02:41,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
02:41,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
02:41,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
02:41,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
02:41,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
02:41,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
02:33,"SUB IN by WHITE,MIKE",,,,,,,"SUB IN by WHITE,MIKE",1
02:33,"SUB OUT by PARKER,DUNCAN",,,,,,,"SUB OUT by PARKER,DUNCAN",1
02:24,,35,,37 (+2),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 35-37 (+2),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
01:49,"GOOD JUMPER by FORD,BRAXTON",37,,37,,LAG 37-37 (0),,"GOOD JUMPER by FORD,BRAXTON",1
01:20,,37,,39 (+2),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 37-39 (+2),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
00:50,"GOOD JUMPER by FORD,BRAXTON",39,,39,,LAG 39-39 (0),,"GOOD JUMPER by FORD,BRAXTON",1
00:35,"FOUL  by DANIEL,DONTA",,,,,,,"FOUL  by DANIEL,DONTA",1
00:35,,39,,40 (+1),"GOOD FT by WELCH,ROSS",BSC 39-40 (+1),,"GOOD FT by WELCH,ROSS",1
00:35,,39,,41 (+2),"GOOD FT by WELCH,ROSS",BSC 39-41 (+2),,"GOOD FT by WELCH,ROSS",1
00:35,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
00:35,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
00:35,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
00:35,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
00:10,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
00:05,"GOOD FT by WAGNER,MARK",40,,41 (+1),,LAG 40-41 (+1),,"GOOD FT by WAGNER,MARK",1
00:05,"GOOD FT by WAGNER,MARK",41,,41,,LAG 41-41 (0),,"GOOD FT by WAGNER,MARK",1
00:05,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
00:05,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
00:05,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
00:05,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
00:00,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
