Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,DUBUQUE,Game Score,Team Indicator,Play,Period
01:21,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by FERGUSON,BRANDON",,,"REBOUND DEF by FERGUSON,BRANDON",2
01:17,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
01:17,,60,,68 (+8),"GOOD FT by FERGUSON,BRANDON",DUBUQUE 60-68 (-8),,"GOOD FT by FERGUSON,BRANDON",2
01:17,,60,,69 (+9),"GOOD FT by FERGUSON,BRANDON",DUBUQUE 60-69 (-9),,"GOOD FT by FERGUSON,BRANDON",2
01:17,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
01:17,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
01:10,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MOHLIS,JACOB",,,"REBOUND DEF by MOHLIS,JACOB",2
01:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:02,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
01:02,,,,,"MISS FT by NORRIS,ANDRE",,,"MISS FT by NORRIS,ANDRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:02,,60,,70 (+10),"GOOD FT by NORRIS,ANDRE",DUBUQUE 60-70 (-10),,"GOOD FT by NORRIS,ANDRE",2
01:02,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
01:02,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
01:02,,,,,"SUB IN by WARE,JEREMY",,,"SUB IN by WARE,JEREMY",2
01:02,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",2
00:46,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by HEFFERNAN,GAGE",,,"REBOUND DEF by HEFFERNAN,GAGE",2
00:40,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
00:40,,60,,71 (+11),"GOOD FT by HEFFERNAN,GAGE",DUBUQUE 60-71 (-11),,"GOOD FT by HEFFERNAN,GAGE",2
00:40,,60,,72 (+12),"GOOD FT by HEFFERNAN,GAGE",DUBUQUE 60-72 (-12),,"GOOD FT by HEFFERNAN,GAGE",2
00:40,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
00:40,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
00:40,,,,,"SUB IN by COOKE,TANNER",,,"SUB IN by COOKE,TANNER",2
00:40,,,,,"SUB OUT by NORRIS,ANDRE",,,"SUB OUT by NORRIS,ANDRE",2
00:34,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",2
--,"REBOUND OFF by WELCH,ROSS",,,,,,,"REBOUND OFF by WELCH,ROSS",2
00:28,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
00:24,"GOOD LAYUP by AVERY,ALEX(in the paint)",62,,72 (+10),,BSC 62-72 (-10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
00:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:22,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
00:22,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
00:22,,,,,"SUB IN by NORRIS,ANDRE",,,"SUB IN by NORRIS,ANDRE",2
00:22,,,,,"SUB IN by MOHLIS,JACOB",,,"SUB IN by MOHLIS,JACOB",2
00:22,,,,,"SUB OUT by COOKE,TANNER",,,"SUB OUT by COOKE,TANNER",2
00:22,,,,,"SUB OUT by WARE,JEREMY",,,"SUB OUT by WARE,JEREMY",2
00:21,,62,,74 (+12),"GOOD DUNK by NORRIS,ANDRE(in the paint)",DUBUQUE 62-74 (-12),,"GOOD DUNK by NORRIS,ANDRE(in the paint)",2
00:10,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
00:03,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by WARE,LUCAS",,,"REBOUND DEF by WARE,LUCAS",2
00:03,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
00:03,,62,,75 (+13),"GOOD FT by NORRIS,ANDRE",DUBUQUE 62-75 (-13),,"GOOD FT by NORRIS,ANDRE",2
00:03,,62,,76 (+14),"GOOD FT by NORRIS,ANDRE",DUBUQUE 62-76 (-14),,"GOOD FT by NORRIS,ANDRE",2
00:03,,,,,"SUB IN by MORRISSEY,MITCHELL",,,"SUB IN by MORRISSEY,MITCHELL",2
00:03,,,,,"SUB IN by MORAGNE,CHRISTOPHER",,,"SUB IN by MORAGNE,CHRISTOPHER",2
00:03,,,,,"SUB IN by WARE,JEREMY",,,"SUB IN by WARE,JEREMY",2
00:03,,,,,"SUB IN by ARTHOFER,KAIN",,,"SUB IN by ARTHOFER,KAIN",2
00:03,,,,,"SUB IN by COOPER,SPENCER",,,"SUB IN by COOPER,SPENCER",2
00:03,,,,,"SUB OUT by NORRIS,ANDRE",,,"SUB OUT by NORRIS,ANDRE",2
00:03,,,,,"SUB OUT by HEFFERNAN,GAGE",,,"SUB OUT by HEFFERNAN,GAGE",2
00:03,,,,,"SUB OUT by FERGUSON,BRANDON",,,"SUB OUT by FERGUSON,BRANDON",2
00:03,,,,,"SUB OUT by WARE,LUCAS",,,"SUB OUT by WARE,LUCAS",2
00:03,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",2
00:00,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
