Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,BATM15,Game Score,Team Indicator,Play,Period
01:00,,,,,"SUB IN by DELPECHE,MALCOLM",,,"SUB IN by DELPECHE,MALCOLM",1
01:00,,,,,"SUB OUT by DELPECHE,MARCUS",,,"SUB OUT by DELPECHE,MARCUS",1
00:35,,,,,"MISS 3PTR by DARLING,JEROME",,,"MISS 3PTR by DARLING,JEROME",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
00:06,"GOOD 3PTR by THOMAS,LARRY",44 (+10),,34,,BSC 44-34 (+10),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",1
19:43,,,,,"TURNOVER  by DELPECHE,MALCOLM",,,"TURNOVER  by DELPECHE,MALCOLM",2
19:41,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
19:16,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by DELPECHE,MALCOLM",,,"REBOUND DEF by DELPECHE,MALCOLM",2
19:06,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
19:06,,,,,"MISS FT by SAFFORD,GRAHAM",,,"MISS FT by SAFFORD,GRAHAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:06,,44 (+9),,35,"GOOD FT by SAFFORD,GRAHAM",BATM15 44-35 (+9),,"GOOD FT by SAFFORD,GRAHAM",2
18:47,,,,,"FOUL  by SELMON,BILLY",,,"FOUL  by SELMON,BILLY",2
18:39,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
18:35,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:28,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
18:25,,,,,"TURNOVER  by SELMON,BILLY",,,"TURNOVER  by SELMON,BILLY",2
18:24,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
18:06,"GOOD 3PTR by THOMAS,LARRY",47 (+12),,35,,BSC 47-35 (+12),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
17:48,,,,,"TURNOVER  by DELPECHE,MARCUS",,,"TURNOVER  by DELPECHE,MARCUS",2
17:46,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
17:18,,,,,"FOUL  by DELPECHE,MALCOLM",,,"FOUL  by DELPECHE,MALCOLM",2
17:18,,,,,"SUB IN by PHILPOTT,ADAM",,,"SUB IN by PHILPOTT,ADAM",2
17:18,,,,,"SUB IN by NEWTON,MIKE",,,"SUB IN by NEWTON,MIKE",2
17:18,,,,,"SUB OUT by DELPECHE,MALCOLM",,,"SUB OUT by DELPECHE,MALCOLM",2
17:18,,,,,"SUB OUT by SELMON,BILLY",,,"SUB OUT by SELMON,BILLY",2
17:13,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
--,,,,,"REBOUND DEF by NEWTON,MIKE",,,"REBOUND DEF by NEWTON,MIKE",2
17:02,,47 (+9),,38,"GOOD 3PTR by BOORNAZIAN,MIKE",BATM15 47-38 (+9),,"GOOD 3PTR by BOORNAZIAN,MIKE",2
--,,,,,"ASSIST  by NEWTON,MIKE",,,"ASSIST  by NEWTON,MIKE",2
16:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:49,"GOOD LAYUP by AVERY,ALEX(in the paint)",49 (+11),,38,,BSC 49-38 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
16:41,,49 (+9),,40,"GOOD LAYUP by SAFFORD,GRAHAM(in the paint)",BATM15 49-40 (+9),,"GOOD LAYUP by SAFFORD,GRAHAM(in the paint)",2
16:41,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
16:41,,49 (+8),,41,"GOOD FT by SAFFORD,GRAHAM",BATM15 49-41 (+8),,"GOOD FT by SAFFORD,GRAHAM",2
16:21,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
16:20,,,,,"STEAL  by SAFFORD,GRAHAM",,,"STEAL  by SAFFORD,GRAHAM",2
16:17,,,,,"MISS 3PTR by SAFFORD,GRAHAM",,,"MISS 3PTR by SAFFORD,GRAHAM",2
--,,,,,"REBOUND OFF by NEWTON,MIKE",,,"REBOUND OFF by NEWTON,MIKE",2
16:15,,49 (+6),,43,"GOOD LAYUP by NEWTON,MIKE(in the paint)",BATM15 49-43 (+6),,"GOOD LAYUP by NEWTON,MIKE(in the paint)",2
16:06,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND DEF by SAFFORD,GRAHAM",,,"REBOUND DEF by SAFFORD,GRAHAM",2
15:39,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
15:39,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
15:39,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
15:39,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
15:34,,,,,"MISS 3PTR by BOORNAZIAN,MIKE",,,"MISS 3PTR by BOORNAZIAN,MIKE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
15:25,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
15:21,,,,,"SUB IN by EATON,MAX",,,"SUB IN by EATON,MAX",2
15:21,,,,,"SUB OUT by DELPECHE,MARCUS",,,"SUB OUT by DELPECHE,MARCUS",2
15:13,"GOOD 3PTR by WELCH,ROSS",52 (+9),,43,,BSC 52-43 (+9),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
14:53,"FOUL  by HOLLE,MASON",,,,,,,"FOUL  by HOLLE,MASON",2
14:45,,,,,"TURNOVER  by SAFFORD,GRAHAM",,,"TURNOVER  by SAFFORD,GRAHAM",2
14:44,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
14:42,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
14:35,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:35,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
14:35,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
14:35,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
14:35,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:35,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
14:35,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:30,,,,,"MISS LAYUP by PHILPOTT,ADAM",,,"MISS LAYUP by PHILPOTT,ADAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:10,"GOOD 3PTR by CRAIN,JOHN",55 (+12),,43,,BSC 55-43 (+12),,"GOOD 3PTR by CRAIN,JOHN",2
--,"ASSIST  by HOLLE,MASON",,,,,,,"ASSIST  by HOLLE,MASON",2
14:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:40,"FOUL  by HARDIMAN,BEN",,,,,,,"FOUL  by HARDIMAN,BEN",2
13:29,,,,,"MISS 3PTR by PHILPOTT,ADAM",,,"MISS 3PTR by PHILPOTT,ADAM",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
13:27,,,,,"FOUL  by EATON,MAX",,,"FOUL  by EATON,MAX",2
13:17,"MISS JUMPER by HARDIMAN,BEN",,,,,,,"MISS JUMPER by HARDIMAN,BEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:17,,,,,"SUB IN by SELMON,BILLY",,,"SUB IN by SELMON,BILLY",2
13:17,,,,,"SUB IN by DELPECHE,MARCUS",,,"SUB IN by DELPECHE,MARCUS",2
13:17,,,,,"SUB OUT by EATON,MAX",,,"SUB OUT by EATON,MAX",2
13:17,,,,,"SUB OUT by BOORNAZIAN,MIKE",,,"SUB OUT by BOORNAZIAN,MIKE",2
13:10,"FOUL  by HARDIMAN,BEN",,,,,,,"FOUL  by HARDIMAN,BEN",2
13:03,,,,,"MISS JUMPER by NEWTON,MIKE",,,"MISS JUMPER by NEWTON,MIKE",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
12:57,,,,,"FOUL  by SAFFORD,GRAHAM",,,"FOUL  by SAFFORD,GRAHAM",2
12:57,"GOOD FT by LEWIS,EVAN",56 (+13),,43,,BSC 56-43 (+13),,"GOOD FT by LEWIS,EVAN",2
12:57,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by NEWTON,MIKE",,,"REBOUND DEF by NEWTON,MIKE",2
12:57,,,,,"SUB IN by ZUKOWSKI,JUSTIN",,,"SUB IN by ZUKOWSKI,JUSTIN",2
12:57,,,,,"SUB OUT by PHILPOTT,ADAM",,,"SUB OUT by PHILPOTT,ADAM",2
12:45,,56 (+11),,45,"GOOD DUNK by DELPECHE,MARCUS(in the paint)",BATM15 56-45 (+11),,"GOOD DUNK by DELPECHE,MARCUS(in the paint)",2
--,,,,,"ASSIST  by SAFFORD,GRAHAM",,,"ASSIST  by SAFFORD,GRAHAM",2
12:45,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
12:45,,56 (+10),,46,"GOOD FT by DELPECHE,MARCUS",BATM15 56-46 (+10),,"GOOD FT by DELPECHE,MARCUS",2
12:27,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
12:27,,,,,"BLOCK  by DELPECHE,MARCUS",,,"BLOCK  by DELPECHE,MARCUS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:27,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
12:27,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
12:27,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
12:27,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
12:27,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
12:27,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
12:20,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:52,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
11:51,,,,,"STEAL  by DELPECHE,MARCUS",,,"STEAL  by DELPECHE,MARCUS",2
11:47,,,,,"MISS 3PTR by SAFFORD,GRAHAM",,,"MISS 3PTR by SAFFORD,GRAHAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:21,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,"REBOUND OFF by BARRON,MAC",,,,,,,"REBOUND OFF by BARRON,MAC",2
11:19,"GOOD LAYUP by BARRON,MAC(in the paint)",58 (+12),,46,,BSC 58-46 (+12),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
11:13,,58 (+10),,48,"GOOD DUNK by DELPECHE,MARCUS(in the paint)",BATM15 58-48 (+10),,"GOOD DUNK by DELPECHE,MARCUS(in the paint)",2
--,,,,,"ASSIST  by SAFFORD,GRAHAM",,,"ASSIST  by SAFFORD,GRAHAM",2
10:57,"MISS JUMPER by BARRON,MAC",,,,,,,"MISS JUMPER by BARRON,MAC",2
--,,,,,"REBOUND DEF by DELPECHE,MARCUS",,,"REBOUND DEF by DELPECHE,MARCUS",2
10:55,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
10:55,,,,,"MISS FT by DELPECHE,MARCUS",,,"MISS FT by DELPECHE,MARCUS",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
10:55,,,,,"SUB IN by BOORNAZIAN,MIKE",,,"SUB IN by BOORNAZIAN,MIKE",2
10:55,,,,,"SUB OUT by SAFFORD,GRAHAM",,,"SUB OUT by SAFFORD,GRAHAM",2
10:25,"GOOD 3PTR by DENEKA,HARRISON",61 (+13),,48,,BSC 61-48 (+13),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
10:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:02,,61 (+11),,50,"GOOD JUMPER by DELPECHE,MARCUS",BATM15 61-50 (+11),,"GOOD JUMPER by DELPECHE,MARCUS",2
--,,,,,"ASSIST  by NEWTON,MIKE",,,"ASSIST  by NEWTON,MIKE",2
09:44,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
09:44,,,,,"SUB IN by PHILPOTT,ADAM",,,"SUB IN by PHILPOTT,ADAM",2
09:44,,,,,"SUB IN by SAFFORD,GRAHAM",,,"SUB IN by SAFFORD,GRAHAM",2
09:44,,,,,"SUB OUT by NEWTON,MIKE",,,"SUB OUT by NEWTON,MIKE",2
09:44,,,,,"SUB OUT by ZUKOWSKI,JUSTIN",,,"SUB OUT by ZUKOWSKI,JUSTIN",2
09:28,,,,,"MISS JUMPER by BOORNAZIAN,MIKE",,,"MISS JUMPER by BOORNAZIAN,MIKE",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
09:03,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
09:03,,,,,"STEAL  by BOORNAZIAN,MIKE",,,"STEAL  by BOORNAZIAN,MIKE",2
08:55,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
08:55,,,,,"MISS FT by DELPECHE,MARCUS",,,"MISS FT by DELPECHE,MARCUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:55,,,,,"MISS FT by DELPECHE,MARCUS",,,"MISS FT by DELPECHE,MARCUS",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
08:55,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
08:55,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
08:55,"SUB IN by FERGUSON,OWEN",,,,,,,"SUB IN by FERGUSON,OWEN",2
08:55,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
08:55,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
08:55,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
08:55,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
08:55,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
08:55,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
08:55,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
08:45,,,,,"FOUL  by DELPECHE,MARCUS",,,"FOUL  by DELPECHE,MARCUS",2
08:45,"GOOD FT by THOMAS,LARRY",62 (+12),,50,,BSC 62-50 (+12),,"GOOD FT by THOMAS,LARRY",2
08:45,"GOOD FT by THOMAS,LARRY",63 (+13),,50,,BSC 63-50 (+13),,"GOOD FT by THOMAS,LARRY",2
08:26,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
08:26,,63 (+12),,51,"GOOD FT by BOORNAZIAN,MIKE",BATM15 63-51 (+12),,"GOOD FT by BOORNAZIAN,MIKE",2
08:26,,63 (+11),,52,"GOOD FT by BOORNAZIAN,MIKE",BATM15 63-52 (+11),,"GOOD FT by BOORNAZIAN,MIKE",2
08:26,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
08:26,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
08:03,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by SAFFORD,GRAHAM",,,"REBOUND DEF by SAFFORD,GRAHAM",2
07:42,,,,,"MISS 3PTR by PHILPOTT,ADAM",,,"MISS 3PTR by PHILPOTT,ADAM",2
--,,,,,"REBOUND OFF by DELPECHE,MARCUS",,,"REBOUND OFF by DELPECHE,MARCUS",2
07:36,,,,,"MISS LAYUP by DELPECHE,MARCUS",,,"MISS LAYUP by DELPECHE,MARCUS",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
07:28,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
07:04,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
07:03,,,,,"STEAL  by PHILPOTT,ADAM",,,"STEAL  by PHILPOTT,ADAM",2
07:00,,,,,"MISS 3PTR by SELMON,BILLY",,,"MISS 3PTR by SELMON,BILLY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
06:28,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
06:28,,,,,"STEAL  by DELPECHE,MARCUS",,,"STEAL  by DELPECHE,MARCUS",2
06:20,,,,,"MISS 3PTR by BOORNAZIAN,MIKE",,,"MISS 3PTR by BOORNAZIAN,MIKE",2
--,,,,,"REBOUND OFF by PHILPOTT,ADAM",,,"REBOUND OFF by PHILPOTT,ADAM",2
06:17,,63 (+9),,54,"GOOD LAYUP by PHILPOTT,ADAM(in the paint)",BATM15 63-54 (+9),,"GOOD LAYUP by PHILPOTT,ADAM(in the paint)",2
06:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:15,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
06:15,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
06:15,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
06:15,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
06:15,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
06:15,"SUB OUT by FERGUSON,OWEN",,,,,,,"SUB OUT by FERGUSON,OWEN",2
06:15,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
06:15,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
05:42,"MISS JUMPER by LEWIS,EVAN",,,,,,,"MISS JUMPER by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by DELPECHE,MARCUS",,,"REBOUND DEF by DELPECHE,MARCUS",2
05:30,,,,,"MISS 3PTR by PHILPOTT,ADAM",,,"MISS 3PTR by PHILPOTT,ADAM",2
--,,,,,"REBOUND OFF by SELMON,BILLY",,,"REBOUND OFF by SELMON,BILLY",2
05:27,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
05:27,,63 (+8),,55,"GOOD FT by SELMON,BILLY",BATM15 63-55 (+8),,"GOOD FT by SELMON,BILLY",2
05:11,"GOOD 3PTR by CRAIN,JOHN",66 (+11),,55,,BSC 66-55 (+11),,"GOOD 3PTR by CRAIN,JOHN",2
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",2
04:55,,,,,"MISS 3PTR by DELPECHE,MARCUS",,,"MISS 3PTR by DELPECHE,MARCUS",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
04:52,,,,,"FOUL  by BOORNAZIAN,MIKE",,,"FOUL  by BOORNAZIAN,MIKE",2
04:52,"GOOD FT by CRAIN,JOHN",67 (+12),,55,,BSC 67-55 (+12),,"GOOD FT by CRAIN,JOHN",2
04:52,"GOOD FT by CRAIN,JOHN",68 (+13),,55,,BSC 68-55 (+13),,"GOOD FT by CRAIN,JOHN",2
04:52,,,,,"SUB IN by NEWTON,MIKE",,,"SUB IN by NEWTON,MIKE",2
04:52,,,,,"SUB OUT by DELPECHE,MARCUS",,,"SUB OUT by DELPECHE,MARCUS",2
04:46,,68 (+10),,58,"GOOD 3PTR by BOORNAZIAN,MIKE",BATM15 68-58 (+10),,"GOOD 3PTR by BOORNAZIAN,MIKE",2
04:34,,,,,"FOUL  by NEWTON,MIKE",,,"FOUL  by NEWTON,MIKE",2
04:34,"GOOD FT by BARRON,MAC",69 (+11),,58,,BSC 69-58 (+11),,"GOOD FT by BARRON,MAC",2
04:34,"MISS FT by BARRON,MAC",,,,,,,"MISS FT by BARRON,MAC",2
--,,,,,"REBOUND DEF by EATON,MAX",,,"REBOUND DEF by EATON,MAX",2
04:34,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
04:34,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:34,,,,,"SUB IN by EATON,MAX",,,"SUB IN by EATON,MAX",2
04:34,,,,,"SUB OUT by PHILPOTT,ADAM",,,"SUB OUT by PHILPOTT,ADAM",2
04:21,,,,,"MISS LAYUP by SAFFORD,GRAHAM",,,"MISS LAYUP by SAFFORD,GRAHAM",2
--,,,,,"REBOUND OFF by NEWTON,MIKE",,,"REBOUND OFF by NEWTON,MIKE",2
04:14,,,,,"MISS 3PTR by BOORNAZIAN,MIKE",,,"MISS 3PTR by BOORNAZIAN,MIKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:12,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
04:12,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
03:47,,,,,"FOUL  by EATON,MAX",,,"FOUL  by EATON,MAX",2
03:47,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND DEF by DELPECHE,MARCUS",,,"REBOUND DEF by DELPECHE,MARCUS",2
03:47,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
03:47,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
03:47,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
03:47,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
03:47,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
03:47,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
03:47,,,,,"SUB IN by DELPECHE,MARCUS",,,"SUB IN by DELPECHE,MARCUS",2
03:47,,,,,"SUB OUT by EATON,MAX",,,"SUB OUT by EATON,MAX",2
03:44,,,,,"MISS 3PTR by NEWTON,MIKE",,,"MISS 3PTR by NEWTON,MIKE",2
--,,,,,"REBOUND OFF by NEWTON,MIKE",,,"REBOUND OFF by NEWTON,MIKE",2
03:38,,69 (+9),,60,"GOOD LAYUP by NEWTON,MIKE(in the paint)",BATM15 69-60 (+9),,"GOOD LAYUP by NEWTON,MIKE(in the paint)",2
03:04,,,,,"FOUL  by BOORNAZIAN,MIKE",,,"FOUL  by BOORNAZIAN,MIKE",2
03:04,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:04,"GOOD FT by WELCH,ROSS",70 (+10),,60,,BSC 70-60 (+10),,"GOOD FT by WELCH,ROSS",2
03:04,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
03:04,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
03:04,,,,,"SUB IN by PHILPOTT,ADAM",,,"SUB IN by PHILPOTT,ADAM",2
03:04,,,,,"SUB OUT by BOORNAZIAN,MIKE",,,"SUB OUT by BOORNAZIAN,MIKE",2
02:53,,,,,"TURNOVER  by NEWTON,MIKE",,,"TURNOVER  by NEWTON,MIKE",2
02:51,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
02:24,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND DEF by SELMON,BILLY",,,"REBOUND DEF by SELMON,BILLY",2
02:19,,70 (+7),,63,"GOOD 3PTR by SAFFORD,GRAHAM",BATM15 70-63 (+7),,"GOOD 3PTR by SAFFORD,GRAHAM",2
--,,,,,"ASSIST  by SELMON,BILLY",,,"ASSIST  by SELMON,BILLY",2
02:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:43,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
01:43,,,,,"BLOCK  by DELPECHE,MARCUS",,,"BLOCK  by DELPECHE,MARCUS",2
--,,,,,"REBOUND DEF by DELPECHE,MARCUS",,,"REBOUND DEF by DELPECHE,MARCUS",2
01:37,,,,,"TURNOVER  by SAFFORD,GRAHAM",,,"TURNOVER  by SAFFORD,GRAHAM",2
01:36,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
01:32,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
01:06,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by DELPECHE,MARCUS",,,"REBOUND DEF by DELPECHE,MARCUS",2
