Time Remaining,UNIONM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:27,"SUB OUT by MCNAMARA,WADE",,,,,,,"SUB OUT by MCNAMARA,WADE",2
00:27,"SUB OUT by WHELPLEY,RYAN",,,,,,,"SUB OUT by WHELPLEY,RYAN",2
00:20,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
00:20,"MISS FT by WINNEY,TERELL",,,,,,,"MISS FT by WINNEY,TERELL",2
--,"REBOUND OFF by BURGESS,DESHON",,,,,,,"REBOUND OFF by BURGESS,DESHON",2
00:20,"SUB IN by MCNAMARA,WADE",,,,,,,"SUB IN by MCNAMARA,WADE",2
00:20,"SUB IN by WHELPLEY,RYAN",,,,,,,"SUB IN by WHELPLEY,RYAN",2
00:20,"SUB OUT by WECKWORTH,KEVIN",,,,,,,"SUB OUT by WECKWORTH,KEVIN",2
00:20,"SUB OUT by BOUTON,ZACHARY",,,,,,,"SUB OUT by BOUTON,ZACHARY",2
00:18,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
00:18,"GOOD FT by BURGESS,DESHON",83 (+2),,81,,UNIONM 83-81 (-2),,"GOOD FT by BURGESS,DESHON",2
00:18,"GOOD FT by BURGESS,DESHON",84 (+3),,81,,UNIONM 84-81 (-3),,"GOOD FT by BURGESS,DESHON",2
00:10,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",2
00:06,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by HYTHON,WILLIAM",,,,,,,"REBOUND DEF by HYTHON,WILLIAM",2
00:02,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
00:02,"MISS FT by HYTHON,WILLIAM",,,,,,,"MISS FT by HYTHON,WILLIAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:02,"MISS FT by HYTHON,WILLIAM",,,,,,,"MISS FT by HYTHON,WILLIAM",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
