Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
04:33,"GOOD FT by JOHNSON,DEVONTE",68,,91 (+23),,RUST 68-91 (+23),,"GOOD FT by JOHNSON,DEVONTE",2
04:06,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by POTTS,ALLEN",,,,,,,"REBOUND DEF by POTTS,ALLEN",2
03:55,"TURNOVER  by POTTS,ALLEN",,,,,,,"TURNOVER  by POTTS,ALLEN",2
03:53,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
03:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:38,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
03:38,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
03:38,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
03:38,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
03:38,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
03:38,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
03:38,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
03:38,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
03:38,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
03:38,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
03:24,,68,,93 (+25),"GOOD LAYUP by MCLEAN,JAMES(in the paint)",BSC 68-93 (+25),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
03:03,"GOOD 3PTR by WILKINS,RYAN",71,,93 (+22),,RUST 71-93 (+22),,"GOOD 3PTR by WILKINS,RYAN",2
03:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:56,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",2
02:56,"SUB IN by WAITS,LADARIUS",,,,,,,"SUB IN by WAITS,LADARIUS",2
02:56,"SUB OUT by ANDERSON,PAUL",,,,,,,"SUB OUT by ANDERSON,PAUL",2
02:45,"GOOD LAYUP by BOWNES,JOHNATHAN(in the paint)",73,,93 (+20),,RUST 73-93 (+20),,"GOOD LAYUP by BOWNES,JOHNATHAN(in the paint)",2
02:07,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",2
02:07,,73,,94 (+21),"GOOD FT by LEWIS,EVAN",BSC 73-94 (+21),,"GOOD FT by LEWIS,EVAN",2
02:07,,73,,95 (+22),"GOOD FT by LEWIS,EVAN",BSC 73-95 (+22),,"GOOD FT by LEWIS,EVAN",2
02:07,"SUB IN by DEAN,QUANTARIUS",,,,,,,"SUB IN by DEAN,QUANTARIUS",2
02:07,"SUB IN by HUDSON,DOMONIC",,,,,,,"SUB IN by HUDSON,DOMONIC",2
02:07,"SUB OUT by JOHNSON,DEVONTE",,,,,,,"SUB OUT by JOHNSON,DEVONTE",2
02:07,"SUB OUT by WILLIAMS,JAY",,,,,,,"SUB OUT by WILLIAMS,JAY",2
02:07,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
02:07,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
02:07,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
02:07,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
02:07,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",2
02:07,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
02:07,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
02:07,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
02:07,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
02:07,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
01:51,"GOOD JUMPER by BOWNES,JOHNATHAN",75,,95 (+20),,RUST 75-95 (+20),,"GOOD JUMPER by BOWNES,JOHNATHAN",2
01:14,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
01:13,"STEAL  by BOWNES,JOHNATHAN",,,,,,,"STEAL  by BOWNES,JOHNATHAN",2
01:08,"MISS 3PTR by WILKINS,RYAN",,,,,,,"MISS 3PTR by WILKINS,RYAN",2
--,,,,,"REBOUND DEF by HAYES,CONNER",,,"REBOUND DEF by HAYES,CONNER",2
00:57,"FOUL  by DEAN,QUANTARIUS",,,,,,,"FOUL  by DEAN,QUANTARIUS",2
00:57,,75,,96 (+21),"GOOD FT by MCKAY,COLLIN",BSC 75-96 (+21),,"GOOD FT by MCKAY,COLLIN",2
00:57,,75,,97 (+22),"GOOD FT by MCKAY,COLLIN",BSC 75-97 (+22),,"GOOD FT by MCKAY,COLLIN",2
00:57,,,,,"SUB IN by PIETRI,JORDAN",,,"SUB IN by PIETRI,JORDAN",2
00:57,,,,,"SUB IN by REBIC,ANTE",,,"SUB IN by REBIC,ANTE",2
00:57,,,,,"SUB IN by MARTIN,SAM",,,"SUB IN by MARTIN,SAM",2
00:57,,,,,"SUB IN by FERGUSON,OWEN",,,"SUB IN by FERGUSON,OWEN",2
00:57,,,,,"SUB IN by MCKINLEY,CONNER",,,"SUB IN by MCKINLEY,CONNER",2
00:57,,,,,"SUB OUT by MCKAY,COLLIN",,,"SUB OUT by MCKAY,COLLIN",2
00:57,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
00:57,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
00:57,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
00:57,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
00:49,"MISS 3PTR by HUDSON,DOMONIC",,,,,,,"MISS 3PTR by HUDSON,DOMONIC",2
--,"REBOUND OFF by BOWNES,JOHNATHAN",,,,,,,"REBOUND OFF by BOWNES,JOHNATHAN",2
00:46,"GOOD JUMPER by BOWNES,JOHNATHAN",77,,97 (+20),,RUST 77-97 (+20),,"GOOD JUMPER by BOWNES,JOHNATHAN",2
00:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:42,,,,,"TURNOVER  by MARTIN,SAM",,,"TURNOVER  by MARTIN,SAM",2
00:23,"MISS JUMPER by WILKINS,RYAN",,,,,,,"MISS JUMPER by WILKINS,RYAN",2
00:23,,,,,"BLOCK  by PIETRI,JORDAN",,,"BLOCK  by PIETRI,JORDAN",2
--,,,,,"REBOUND DEF by MARTIN,SAM",,,"REBOUND DEF by MARTIN,SAM",2
