Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
13:50,,40,,41 (+1),"GOOD FT by PERRY,WILL",OU 40-41 (-1),,"GOOD FT by PERRY,WILL",2
13:30,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",2
13:29,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
13:27,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,2
13:04,,40,,43 (+3),"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 40-43 (-3),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
12:46,"TURNOVER  by OWENS,MATT",,,,,,,"TURNOVER  by OWENS,MATT",2
12:46,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
12:46,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
12:46,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",2
12:46,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
12:46,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",2
12:46,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
12:46,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
12:46,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
12:32,,,,,"MISS LAYUP by BREATHWAITE,ZACH",,,"MISS LAYUP by BREATHWAITE,ZACH",2
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",2
12:25,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,"REBOUND OFF by VAN PELT,JUSTIN",,,,,,,"REBOUND OFF by VAN PELT,JUSTIN",2
12:18,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",42,,43 (+1),,MIL 42-43 (-1),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
12:05,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",2
12:00,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
11:54,"MISS JUMPER by SULLIVAN,MICHAEL",,,,,,,"MISS JUMPER by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by VAN PELT,JUSTIN",,,,,,,"REBOUND OFF by VAN PELT,JUSTIN",2
11:54,"TURNOVER  by VAN PELT,JUSTIN",,,,,,,"TURNOVER  by VAN PELT,JUSTIN",2
11:54,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
11:51,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
11:51,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
11:51,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
11:51,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
11:42,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
11:42,,,,,"MISS FT by KOCH,WILL",,,"MISS FT by KOCH,WILL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:42,,42,,44 (+2),"GOOD FT by KOCH,WILL",OU 42-44 (-2),,"GOOD FT by KOCH,WILL",2
11:26,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
11:08,"GOOD DUNK by VAN PELT,JUSTIN",44,,44,,MIL 44-44 (0),,"GOOD DUNK by VAN PELT,JUSTIN",2
--,"ASSIST ASSIST by MILLER,JOSHUA",,,,,,,"ASSIST ASSIST by MILLER,JOSHUA",2
10:51,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
10:51,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
10:44,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
10:43,"STEAL  by SULLIVAN,MICHAEL",,,,,,,"STEAL  by SULLIVAN,MICHAEL",2
10:36,"TURNOVER  by VAN PELT,JUSTIN",,,,,,,"TURNOVER  by VAN PELT,JUSTIN",2
10:33,,,,,"STEAL  by INUNGU,TOM",,,"STEAL  by INUNGU,TOM",2
10:19,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
10:07,,,,,"MISS 3PTR by BREATHWAITE,ZACH",,,"MISS 3PTR by BREATHWAITE,ZACH",2
--,,,,,"REBOUND OFF by KOCH,WILL",,,"REBOUND OFF by KOCH,WILL",2
10:01,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",2
09:55,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
09:55,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",2
09:55,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
09:55,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
09:50,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
09:49,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
09:47,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
09:46,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
09:38,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
09:38,,44,,45 (+1),"GOOD FT by FOSTER,LANE",OU 44-45 (-1),,"GOOD FT by FOSTER,LANE",2
09:38,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
09:38,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
09:38,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
09:38,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
09:38,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",2
09:22,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:56,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
08:56,"STEAL  by TURNER,JAMES",,,,,,,"STEAL  by TURNER,JAMES",2
08:46,"MISS LAYUP by TURNER,JAMES",,,,,,,"MISS LAYUP by TURNER,JAMES",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
08:38,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
08:38,,44,,46 (+2),"GOOD FT by INUNGU,TOM",OU 44-46 (-2),,"GOOD FT by INUNGU,TOM",2
08:38,,44,,47 (+3),"GOOD FT by INUNGU,TOM",OU 44-47 (-3),,"GOOD FT by INUNGU,TOM",2
08:38,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
08:38,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
08:17,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",46,,47 (+1),,MIL 46-47 (-1),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
07:49,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
07:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:49,,46,,48 (+2),"GOOD FT by SONE,CARLOS",OU 46-48 (-2),,"GOOD FT by SONE,CARLOS",2
07:49,,46,,49 (+3),"GOOD FT by SONE,CARLOS",OU 46-49 (-3),,"GOOD FT by SONE,CARLOS",2
07:49,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
07:49,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
07:28,"MISS LAYUP by MCLAURIN,RYAN",,,,,,,"MISS LAYUP by MCLAURIN,RYAN",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
07:18,,46,,51 (+5),"GOOD LAYUP by SONE,CARLOS(in the paint)",OU 46-51 (-5),,"GOOD LAYUP by SONE,CARLOS(in the paint)",2
07:00,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
07:00,,,,,"BLOCK  by KOCH,WILL",,,"BLOCK  by KOCH,WILL",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
06:50,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
06:23,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",48,,51 (+3),,MIL 48-51 (-3),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",2
06:22,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
06:22,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
06:22,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
06:22,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
06:22,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
06:22,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
06:22,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
06:22,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
06:22,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
05:57,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",2
05:45,"GOOD JUMPER by SULLIVAN,MICHAEL(in the paint)",50,,51 (+1),,MIL 50-51 (-1),,"GOOD JUMPER by SULLIVAN,MICHAEL(in the paint)",2
--,"ASSIST ASSIST by BLANZ,BUCK",,,,,,,"ASSIST ASSIST by BLANZ,BUCK",2
05:32,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
05:32,,50,,52 (+2),"GOOD FT by FOSTER,LANE",OU 50-52 (-2),,"GOOD FT by FOSTER,LANE",2
05:32,,50,,53 (+3),"GOOD FT by FOSTER,LANE",OU 50-53 (-3),,"GOOD FT by FOSTER,LANE",2
05:18,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
05:04,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",2
04:45,"MISS LAYUP by VAN PELT,JUSTIN",,,,,,,"MISS LAYUP by VAN PELT,JUSTIN",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
04:39,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
04:39,,50,,54 (+4),"GOOD FT by SONE,CARLOS",OU 50-54 (-4),,"GOOD FT by SONE,CARLOS",2
04:39,,50,,55 (+5),"GOOD FT by SONE,CARLOS",OU 50-55 (-5),,"GOOD FT by SONE,CARLOS",2
04:37,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
04:37,"MISS FT by SULLIVAN,MICHAEL",,,,,,,"MISS FT by SULLIVAN,MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:37,"GOOD FT by SULLIVAN,MICHAEL",51,,55 (+4),,MIL 51-55 (-4),,"GOOD FT by SULLIVAN,MICHAEL",2
04:37,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
04:37,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
04:09,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
04:09,"BLOCK  by VAN PELT,JUSTIN",,,,,,,"BLOCK  by VAN PELT,JUSTIN",2
--,"REBOUND DEF by CARVELLI,CAMERON",,,,,,,"REBOUND DEF by CARVELLI,CAMERON",2
03:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:40,"GOOD JUMPER by VAN PELT,JUSTIN(in the paint)",53,,55 (+2),,MIL 53-55 (-2),,"GOOD JUMPER by VAN PELT,JUSTIN(in the paint)",2
--,"ASSIST ASSIST by CARVELLI,CAMERON",,,,,,,"ASSIST ASSIST by CARVELLI,CAMERON",2
03:12,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",2
03:00,"MISS JUMPER by VAN PELT,JUSTIN",,,,,,,"MISS JUMPER by VAN PELT,JUSTIN",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
02:47,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",2
02:47,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:47,,53,,56 (+3),"GOOD FT by INUNGU,TOM",OU 53-56 (-3),,"GOOD FT by INUNGU,TOM",2
02:47,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
02:47,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",2
02:22,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by CARVELLI,CAMERON",,,,,,,"REBOUND OFF by CARVELLI,CAMERON",2
02:16,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
02:10,,,,,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",2
02:09,"STEAL  by TURNER,JAMES",,,,,,,"STEAL  by TURNER,JAMES",2
01:54,"MISS LAYUP by TURNER,JAMES",,,,,,,"MISS LAYUP by TURNER,JAMES",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
01:46,"GOOD LAYUP by CARVELLI,CAMERON(in the paint)",55,,56 (+1),,MIL 55-56 (-1),,"GOOD LAYUP by CARVELLI,CAMERON(in the paint)",2
01:18,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
01:16,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:16,,55,,57 (+2),"GOOD FT by INUNGU,TOM",OU 55-57 (-2),,"GOOD FT by INUNGU,TOM",2
01:16,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,2
00:57,"MISS LAYUP by TURNER,JAMES",,,,,,,"MISS LAYUP by TURNER,JAMES",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
00:32,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
00:30,,55,,59 (+4),"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 55-59 (-4),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
00:12,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
00:12,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
00:12,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:12,,55,,60 (+5),"GOOD FT by PERRY,WILL",OU 55-60 (-5),,"GOOD FT by PERRY,WILL",2
00:12,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
00:12,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
00:09,"MISS 3PTR by CARVELLI,CAMERON",,,,,,,"MISS 3PTR by CARVELLI,CAMERON",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
00:03,"GOOD JUMPER by TURNER,JAMES",57,,60 (+3),,MIL 57-60 (-3),,"GOOD JUMPER by TURNER,JAMES",2
00:01,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:01,"SUB IN by SAVAGE,CHAS",,,,,,,"SUB IN by SAVAGE,CHAS",2
00:01,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
00:01,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
00:01,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
00:01,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
00:01,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
00:01,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
00:01,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",2
00:01,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
00:01,,,,,"SUB IN by SPRINGER,WILL",,,"SUB IN by SPRINGER,WILL",2
00:01,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
00:00,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",2
00:00,,57,,61 (+4),"GOOD FT by JENEI,RYAN",OU 57-61 (-4),,"GOOD FT by JENEI,RYAN",2
00:00,,57,,62 (+5),"GOOD FT by JENEI,RYAN",OU 57-62 (-5),,"GOOD FT by JENEI,RYAN",2
09:47,,,,,"MISS LAYUP by ETIWE,TOJU",,,"MISS LAYUP by ETIWE,TOJU",3
--,REBOUND DEF by 24,,,,,,,REBOUND DEF by 24,3
09:36,"GOOD LAYUP by MANNING,JOHNATHAN(in the paint)",59,,62 (+3),,MIL 59-62 (-3),,"GOOD LAYUP by MANNING,JOHNATHAN(in the paint)",3
--,ASSIST ASSIST by 32,,,,,,,ASSIST ASSIST by 32,3
09:24,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
09:04,MISS LAYUP by 32,,,,,,,MISS LAYUP by 32,3
09:04,,,,,"BLOCK  by CROWE,CAMERON",,,"BLOCK  by CROWE,CAMERON",3
--,,,,,REBOUND DEF by 13,,,REBOUND DEF by 13,3
09:03,FOUL  by 23,,,,,,,FOUL  by 23,3
09:03,,59,,63 (+4),"GOOD FT by CROWE,CAMERON",OU 59-63 (-4),,"GOOD FT by CROWE,CAMERON",3
09:03,,,,,"MISS FT by CROWE,CAMERON",,,"MISS FT by CROWE,CAMERON",3
--,REBOUND DEF by 32,,,,,,,REBOUND DEF by 32,3
08:54,MISS LAYUP by 23,,,,,,,MISS LAYUP by 23,3
--,,,,,"REBOUND DEF by CROWE,CAMERON",,,"REBOUND DEF by CROWE,CAMERON",3
08:42,"MISS JUMPER by MILLER,JOSHUA",,,,,,,"MISS JUMPER by MILLER,JOSHUA",3
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",3
08:42,,,,,"MISS JUMPER by SONE,CARLOS",,,"MISS JUMPER by SONE,CARLOS",3
--,"REBOUND DEF by MANNING,JOHNATHAN",,,,,,,"REBOUND DEF by MANNING,JOHNATHAN",3
08:40,"FOUL  by MANNING,JOHNATHAN",,,,,,,"FOUL  by MANNING,JOHNATHAN",3
08:40,"TURNOVER  by MANNING,JOHNATHAN",,,,,,,"TURNOVER  by MANNING,JOHNATHAN",3
07:11,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",3
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",3
07:08,,59,,65 (+6),"GOOD LAYUP by SONE,CARLOS(in the paint)",OU 59-65 (-6),,"GOOD LAYUP by SONE,CARLOS(in the paint)",3
07:06,,,,,"FOUL  by SWILLUM,DAVID",,,"FOUL  by SWILLUM,DAVID",3
07:06,MISS LAYUP by 32,,,,,,,MISS LAYUP by 32,3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
07:00,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",3
06:55,MISS 3PTR by 24,,,,,,,MISS 3PTR by 24,3
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",3
06:42,,59,,67 (+8),"GOOD LAYUP by SONE,CARLOS(in the paint)",OU 59-67 (-8),,"GOOD LAYUP by SONE,CARLOS(in the paint)",3
06:25,MISS LAYUP by 32,,,,,,,MISS LAYUP by 32,3
06:25,,,,,"BLOCK  by RICE,TRE'",,,"BLOCK  by RICE,TRE'",3
--,,,,,"REBOUND DEF by SWILLUM,DAVID",,,"REBOUND DEF by SWILLUM,DAVID",3
06:18,"FOUL  by MILLER,JOSHUA",,,,,,,"FOUL  by MILLER,JOSHUA",3
06:18,,59,,68 (+9),GOOD FT by 13,OU 59-68 (-9),,GOOD FT by 13,3
06:18,,59,,69 (+10),GOOD FT by 13,OU 59-69 (-10),,GOOD FT by 13,3
06:06,"MISS LAYUP by MILLER,JOSHUA",,,,,,,"MISS LAYUP by MILLER,JOSHUA",3
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",3
05:55,,,,,"TURNOVER  by ETIWE,TOJU",,,"TURNOVER  by ETIWE,TOJU",3
05:45,"MISS LAYUP by MILLER,JOSHUA",,,,,,,"MISS LAYUP by MILLER,JOSHUA",3
--,"REBOUND OFF by MILLER,JOSHUA",,,,,,,"REBOUND OFF by MILLER,JOSHUA",3
05:39,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",61,,69 (+8),,MIL 61-69 (-8),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",3
05:22,,61,,71 (+10),"GOOD LAYUP by RICE,TRE'(in the paint)",OU 61-71 (-10),,"GOOD LAYUP by RICE,TRE'(in the paint)",3
05:05,FOUL  by 12,,,,,,,FOUL  by 12,3
05:05,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",3
05:05,,,,,"STEAL  by SWILLUM,DAVID",,,"STEAL  by SWILLUM,DAVID",3
04:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
04:42,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",3
04:32,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",3
04:28,,,,,"TURNOVER  by SWILLUM,DAVID",,,"TURNOVER  by SWILLUM,DAVID",3
04:03,"TURNOVER  by MANNING,JOHNATHAN",,,,,,,"TURNOVER  by MANNING,JOHNATHAN",3
04:03,,61,,74 (+13),GOOD 3PTR by 13,OU 61-74 (-13),,GOOD 3PTR by 13,3
--,,,,,"ASSIST ASSIST by ETIWE,TOJU",,,"ASSIST ASSIST by ETIWE,TOJU",3
03:42,"TURNOVER  by MANNING,JOHNATHAN",,,,,,,"TURNOVER  by MANNING,JOHNATHAN",3
03:40,,,,,STEAL  by 13,,,STEAL  by 13,3
03:36,,61,,76 (+15),GOOD LAYUP by 13(fastbreak)(in the paint),OU 61-76 (-15),,GOOD LAYUP by 13(fastbreak)(in the paint),3
03:36,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",3
03:36,,,,,MISS FT by 13,,,MISS FT by 13,3
--,,,,,"REBOUND OFF by KOCH,WILL",,,"REBOUND OFF by KOCH,WILL",3
03:33,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",3
03:23,"TURNOVER  by MANNING,JOHNATHAN",,,,,,,"TURNOVER  by MANNING,JOHNATHAN",3
03:23,,,,,"STEAL  by ETIWE,TOJU",,,"STEAL  by ETIWE,TOJU",3
03:22,,,,,"TURNOVER  by ETIWE,TOJU",,,"TURNOVER  by ETIWE,TOJU",3
03:03,TURNOVER  by 24,,,,,,,TURNOVER  by 24,3
02:42,,61,,79 (+18),"GOOD 3PTR by FOSTER,LANE",OU 61-79 (-18),,"GOOD 3PTR by FOSTER,LANE",3
02:35,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,3
02:22,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,3
02:20,,,,,MISS 3PTR by 13,,,MISS 3PTR by 13,3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
02:08,,,,,"FOUL  by CROWE,CAMERON",,,"FOUL  by CROWE,CAMERON",3
02:08,GOOD FT by 32,62,,79 (+17),,MIL 62-79 (-17),,GOOD FT by 32,3
02:08,GOOD FT by 32,63,,79 (+16),,MIL 63-79 (-16),,GOOD FT by 32,3
01:43,,63,,81 (+18),"GOOD LAYUP by SONE,CARLOS(in the paint)",OU 63-81 (-18),,"GOOD LAYUP by SONE,CARLOS(in the paint)",3
01:21,"TURNOVER  by MANNING,JOHNATHAN",,,,,,,"TURNOVER  by MANNING,JOHNATHAN",3
01:20,,,,,STEAL  by 13,,,STEAL  by 13,3
01:12,,,,,"MISS JUMPER by SWILLUM,DAVID",,,"MISS JUMPER by SWILLUM,DAVID",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:08,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",3
01:06,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",3
01:06,,,,,"BLOCK  by SWILLUM,DAVID",,,"BLOCK  by SWILLUM,DAVID",3
