Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
09:57,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",1
09:36,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,,,,,"REBOUND OFF by BRASFIELD,KAM",,,"REBOUND OFF by BRASFIELD,KAM",1
09:26,,,,,"FOUL  by RIDING,JAKE",,,"FOUL  by RIDING,JAKE",1
09:26,,,,,"TURNOVER  by RIDING,JAKE",,,"TURNOVER  by RIDING,JAKE",1
09:26,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
09:26,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",1
09:03,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",20,,24 (+4),,MIL 20-24 (-4),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",1
08:51,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",1
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",1
08:42,"TURNOVER  by SPIKES,KALVIN",,,,,,,"TURNOVER  by SPIKES,KALVIN",1
08:40,,,,,"STEAL  by ROUSE,TREY",,,"STEAL  by ROUSE,TREY",1
08:37,,,,,"TURNOVER  by ROUSE,TREY",,,"TURNOVER  by ROUSE,TREY",1
08:17,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",1
08:17,"MISS FT by SULLIVAN,MICHAEL",,,,,,,"MISS FT by SULLIVAN,MICHAEL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:17,"MISS FT by SULLIVAN,MICHAEL",,,,,,,"MISS FT by SULLIVAN,MICHAEL",1
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",1
08:17,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",1
08:17,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",1
08:17,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",1
08:17,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",1
08:06,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,"REBOUND OFF by SULLIVAN,MICHAEL",,,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",1
07:56,"MISS LAYUP by MCLAURIN,RYAN",,,,,,,"MISS LAYUP by MCLAURIN,RYAN",1
07:56,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
07:48,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
07:48,"BLOCK  by BURNETT,DREW",,,,,,,"BLOCK  by BURNETT,DREW",1
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",1
07:30,"MISS LAYUP by VAN PELT,JUSTIN",,,,,,,"MISS LAYUP by VAN PELT,JUSTIN",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
07:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:04,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
07:04,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
06:49,"TURNOVER  by CARVELLI,CAMERON",,,,,,,"TURNOVER  by CARVELLI,CAMERON",1
06:47,,,,,"STEAL  by COMAN,SEAN",,,"STEAL  by COMAN,SEAN",1
06:44,,20,,26 (+6),"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",HENDRIX 20-26 (-6),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",1
06:31,"MISS 3PTR by CARVELLI,CAMERON",,,,,,,"MISS 3PTR by CARVELLI,CAMERON",1
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",1
06:19,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
06:19,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",1
06:19,"SUB IN by MEADS,TYSIN",,,,,,,"SUB IN by MEADS,TYSIN",1
06:19,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",1
06:19,"SUB OUT by BUESCHER,STORM",,,,,,,"SUB OUT by BUESCHER,STORM",1
06:19,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",1
06:19,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
06:05,"GOOD 3PTR by BECKER,SAXTON",23,,26 (+3),,MIL 23-26 (-3),,"GOOD 3PTR by BECKER,SAXTON",1
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",1
05:40,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",1
05:40,,23,,27 (+4),"GOOD FT by STANLEY,SETH",HENDRIX 23-27 (-4),,"GOOD FT by STANLEY,SETH",1
05:40,,23,,28 (+5),"GOOD FT by STANLEY,SETH",HENDRIX 23-28 (-5),,"GOOD FT by STANLEY,SETH",1
05:40,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",1
05:40,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",1
05:23,"MISS LAYUP by OWENS,MATT",,,,,,,"MISS LAYUP by OWENS,MATT",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
05:04,,23,,30 (+7),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 23-30 (-7),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",1
04:36,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
04:28,,23,,31 (+8),"GOOD FT by COMAN,SEAN",HENDRIX 23-31 (-8),,"GOOD FT by COMAN,SEAN",1
04:28,,23,,32 (+9),"GOOD FT by COMAN,SEAN",HENDRIX 23-32 (-9),,"GOOD FT by COMAN,SEAN",1
04:28,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",1
04:28,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",1
04:08,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
03:49,,23,,34 (+11),"GOOD LAYUP by SMITH,PRESTON(in the paint)",HENDRIX 23-34 (-11),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",1
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",1
03:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
03:30,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",1
03:28,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
03:21,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",1
03:00,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
02:43,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",1
02:30,"MISS JUMPER by TURNER,JAMES",,,,,,,"MISS JUMPER by TURNER,JAMES",1
02:30,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:26,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",1
02:26,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",1
02:22,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
02:02,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",1
01:57,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
01:57,"GOOD FT by MCLAURIN,RYAN",24,,34 (+10),,MIL 24-34 (-10),,"GOOD FT by MCLAURIN,RYAN",1
01:57,"GOOD FT by MCLAURIN,RYAN",25,,34 (+9),,MIL 25-34 (-9),,"GOOD FT by MCLAURIN,RYAN",1
01:57,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
01:57,"SUB IN by SPIKES,KALVIN",,,,,,,"SUB IN by SPIKES,KALVIN",1
01:57,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",1
01:57,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",1
01:57,"SUB OUT by MEADS,TYSIN",,,,,,,"SUB OUT by MEADS,TYSIN",1
01:57,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",1
01:57,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",1
01:57,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
01:57,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
01:57,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
01:31,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",1
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",1
01:23,,25,,37 (+12),"GOOD 3PTR by STANLEY,SETH",HENDRIX 25-37 (-12),,"GOOD 3PTR by STANLEY,SETH",1
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",1
01:23,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",1
01:23,,25,,38 (+13),"GOOD FT by STANLEY,SETH",HENDRIX 25-38 (-13),,"GOOD FT by STANLEY,SETH",1
01:04,"GOOD 3PTR by BLANZ,BUCK",28,,38 (+10),,MIL 28-38 (-10),,"GOOD 3PTR by BLANZ,BUCK",1
00:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:46,,28,,41 (+13),"GOOD 3PTR by STANLEY,SETH",HENDRIX 28-41 (-13),,"GOOD 3PTR by STANLEY,SETH",1
00:23,"MISS JUMPER by BECKER,SAXTON",,,,,,,"MISS JUMPER by BECKER,SAXTON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:20,"GOOD 3PTR by BECKER,SAXTON",31,,41 (+10),,MIL 31-41 (-10),,"GOOD 3PTR by BECKER,SAXTON",1
--,"ASSIST  by MCLAURIN,RYAN",,,,,,,"ASSIST  by MCLAURIN,RYAN",1
00:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
20:00,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
20:00,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
19:49,"TURNOVER  by CARVELLI,CAMERON",,,,,,,"TURNOVER  by CARVELLI,CAMERON",2
19:48,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
19:45,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",2
19:45,,31,,42 (+11),"GOOD FT by BRASFIELD,KAM",HENDRIX 31-42 (-11),,"GOOD FT by BRASFIELD,KAM",2
19:45,,31,,43 (+12),"GOOD FT by BRASFIELD,KAM",HENDRIX 31-43 (-12),,"GOOD FT by BRASFIELD,KAM",2
19:33,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
19:20,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
19:20,"BLOCK  by VAN PELT,JUSTIN",,,,,,,"BLOCK  by VAN PELT,JUSTIN",2
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",2
19:13,"MISS 3PTR by CARVELLI,CAMERON",,,,,,,"MISS 3PTR by CARVELLI,CAMERON",2
--,"REBOUND OFF by SULLIVAN,MICHAEL",,,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",2
19:09,"MISS LAYUP by SULLIVAN,MICHAEL",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
19:04,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",2
19:04,,31,,44 (+13),"GOOD FT by COMAN,SEAN",HENDRIX 31-44 (-13),,"GOOD FT by COMAN,SEAN",2
19:04,,31,,45 (+14),"GOOD FT by COMAN,SEAN",HENDRIX 31-45 (-14),,"GOOD FT by COMAN,SEAN",2
19:04,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
19:04,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",2
18:53,"GOOD JUMPER by BECKER,SAXTON(in the paint)",33,,45 (+12),,MIL 33-45 (-12),,"GOOD JUMPER by BECKER,SAXTON(in the paint)",2
18:21,,33,,47 (+14),"GOOD JUMPER by FITCH,CARL(in the paint)",HENDRIX 33-47 (-14),,"GOOD JUMPER by FITCH,CARL(in the paint)",2
18:16,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",2
18:16,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
18:16,"TURNOVER  by VAN PELT,JUSTIN",,,,,,,"TURNOVER  by VAN PELT,JUSTIN",2
18:16,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
