Time Remaining,BEL,Away Team Score,Play Team Indicator,Home Team Score,MIL,Game Score,Team Indicator,Play,Period
06:41,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
06:41,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
06:41,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
06:41,,,,,"SUB OUT by CARVELLI,CAMERON",,,"SUB OUT by CARVELLI,CAMERON",2
06:41,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
06:41,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
06:32,"MISS 3PTR by PRUITT,KELVIN",,,,,,,"MISS 3PTR by PRUITT,KELVIN",2
--,"REBOUND OFF by HODUM,RICK",,,,,,,"REBOUND OFF by HODUM,RICK",2
06:26,"MISS LAYUP by HODUM,RICK",,,,,,,"MISS LAYUP by HODUM,RICK",2
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",2
06:12,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
06:12,,55,,63 (+8),"GOOD FT by SPIKES,KALVIN",MIL 55-63 (+8),,"GOOD FT by SPIKES,KALVIN",2
06:12,,55,,64 (+9),"GOOD FT by SPIKES,KALVIN",MIL 55-64 (+9),,"GOOD FT by SPIKES,KALVIN",2
06:12,"SUB IN by JONES,JOSEPH",,,,,,,"SUB IN by JONES,JOSEPH",2
06:12,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",2
05:40,"MISS LAYUP by COOKS,BROSNAN",,,,,,,"MISS LAYUP by COOKS,BROSNAN",2
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",2
05:25,,,,,"FOUL  by SPIKES,KALVIN",,,"FOUL  by SPIKES,KALVIN",2
05:25,,,,,"TURNOVER  by SPIKES,KALVIN",,,"TURNOVER  by SPIKES,KALVIN",2
04:55,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,"REBOUND OFF by LONG,LARAMIE",,,,,,,"REBOUND OFF by LONG,LARAMIE",2
04:50,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",57,,64 (+7),,BEL 57-64 (+7),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
04:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:46,,,,,"TURNOVER  by SPIKES,KALVIN",,,"TURNOVER  by SPIKES,KALVIN",2
04:40,"MISS JUMPER by COOKS,BROSNAN",,,,,,,"MISS JUMPER by COOKS,BROSNAN",2
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",2
04:39,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
04:39,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",2
--,"REBOUND DEF by ROBERTS,JOSHUA",,,,,,,"REBOUND DEF by ROBERTS,JOSHUA",2
04:39,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
04:39,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",2
04:39,"SUB IN by DURHAM,JONATHAN",,,,,,,"SUB IN by DURHAM,JONATHAN",2
04:39,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
04:39,"SUB OUT by JONES,JOSEPH",,,,,,,"SUB OUT by JONES,JOSEPH",2
04:39,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",2
04:33,"MISS LAYUP by LONG,LARAMIE",,,,,,,"MISS LAYUP by LONG,LARAMIE",2
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",2
04:17,,57,,66 (+9),"GOOD JUMPER by SPIKES,KALVIN(in the paint)",MIL 57-66 (+9),,"GOOD JUMPER by SPIKES,KALVIN(in the paint)",2
--,,,,,"ASSIST  by GRANT,SHE'CHEM",,,"ASSIST  by GRANT,SHE'CHEM",2
04:10,"MISS 3PTR by LONG,LARAMIE",,,,,,,"MISS 3PTR by LONG,LARAMIE",2
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",2
04:06,"FOUL  by LONG,LARAMIE",,,,,,,"FOUL  by LONG,LARAMIE",2
04:06,,57,,67 (+10),"GOOD FT by MCLAURIN,RYAN",MIL 57-67 (+10),,"GOOD FT by MCLAURIN,RYAN",2
04:06,,57,,68 (+11),"GOOD FT by MCLAURIN,RYAN",MIL 57-68 (+11),,"GOOD FT by MCLAURIN,RYAN",2
04:06,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
04:06,"SUB OUT by WORKS,JOHN",,,,,,,"SUB OUT by WORKS,JOHN",2
04:06,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
04:06,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
04:06,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
04:06,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
03:43,"MISS 3PTR by JONES,JUSTIN",,,,,,,"MISS 3PTR by JONES,JUSTIN",2
--,"REBOUND OFF by ROBERTS,JOSHUA",,,,,,,"REBOUND OFF by ROBERTS,JOSHUA",2
03:37,"MISS 3PTR by DURHAM,JONATHAN",,,,,,,"MISS 3PTR by DURHAM,JONATHAN",2
--,"REBOUND OFF by JONES,JUSTIN",,,,,,,"REBOUND OFF by JONES,JUSTIN",2
03:36,,,,,"FOUL  by MCLAURIN,RYAN",,,"FOUL  by MCLAURIN,RYAN",2
03:36,"GOOD FT by JONES,JUSTIN",58,,68 (+10),,BEL 58-68 (+10),,"GOOD FT by JONES,JUSTIN",2
03:36,"MISS FT by JONES,JUSTIN",,,,,,,"MISS FT by JONES,JUSTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:36,"SUB IN by MCCOY,TOMMY",,,,,,,"SUB IN by MCCOY,TOMMY",2
03:36,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
03:35,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
03:20,"TURNOVER  by LONG,LARAMIE",,,,,,,"TURNOVER  by LONG,LARAMIE",2
03:20,,,,,"STEAL  by VAN PELT,JUSTIN",,,"STEAL  by VAN PELT,JUSTIN",2
03:07,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",2
03:07,"STEAL  by MCCOY,TOMMY",,,,,,,"STEAL  by MCCOY,TOMMY",2
03:00,"TURNOVER  by JONES,JOSEPH",,,,,,,"TURNOVER  by JONES,JOSEPH",2
02:46,,,,,"MISS LAYUP by MILLER,JOSHUA",,,"MISS LAYUP by MILLER,JOSHUA",2
--,"REBOUND DEF by MCCOY,TOMMY",,,,,,,"REBOUND DEF by MCCOY,TOMMY",2
02:45,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",2
02:45,"GOOD FT by MCCOY,TOMMY",59,,68 (+9),,BEL 59-68 (+9),,"GOOD FT by MCCOY,TOMMY",2
02:45,"GOOD FT by MCCOY,TOMMY",60,,68 (+8),,BEL 60-68 (+8),,"GOOD FT by MCCOY,TOMMY",2
02:45,,,,,"SUB IN by CARVELLI,CAMERON",,,"SUB IN by CARVELLI,CAMERON",2
02:45,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
02:45,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",2
02:45,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
02:27,,,,,"TURNOVER  by BURNETT,DREW",,,"TURNOVER  by BURNETT,DREW",2
02:27,"STEAL  by JONES,JOSEPH",,,,,,,"STEAL  by JONES,JOSEPH",2
02:21,"GOOD DUNK by JONES,JOSEPH(fastbreak)(in the paint)",62,,68 (+6),,BEL 62-68 (+6),,"GOOD DUNK by JONES,JOSEPH(fastbreak)(in the paint)",2
02:03,,,,,"TURNOVER  by CARVELLI,CAMERON",,,"TURNOVER  by CARVELLI,CAMERON",2
02:03,"STEAL  by JONES,JOSEPH",,,,,,,"STEAL  by JONES,JOSEPH",2
01:59,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
01:59,"MISS FT by JONES,JOSEPH",,,,,,,"MISS FT by JONES,JOSEPH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:59,"MISS FT by JONES,JOSEPH",,,,,,,"MISS FT by JONES,JOSEPH",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
01:59,"SUB IN by JONES,JOSEPH",,,,,,,"SUB IN by JONES,JOSEPH",2
01:59,"SUB OUT by MCCOY,TOMMY",,,,,,,"SUB OUT by MCCOY,TOMMY",2
01:59,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
01:59,,,,,"SUB OUT by CARVELLI,CAMERON",,,"SUB OUT by CARVELLI,CAMERON",2
01:30,,62,,71 (+9),"GOOD 3PTR by MCLAURIN,RYAN",MIL 62-71 (+9),,"GOOD 3PTR by MCLAURIN,RYAN",2
01:24,,,,,"FOUL  by MCLAURIN,RYAN",,,"FOUL  by MCLAURIN,RYAN",2
01:24,"GOOD FT by LONG,LARAMIE",63,,71 (+8),,BEL 63-71 (+8),,"GOOD FT by LONG,LARAMIE",2
01:24,"MISS FT by LONG,LARAMIE",,,,,,,"MISS FT by LONG,LARAMIE",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
01:24,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
01:24,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
01:13,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",2
--,"REBOUND DEF by MCCOY,TOMMY",,,,,,,"REBOUND DEF by MCCOY,TOMMY",2
00:59,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",65,,71 (+6),,BEL 65-71 (+6),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
--,"ASSIST  by JONES,JOSEPH",,,,,,,"ASSIST  by JONES,JOSEPH",2
00:59,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",2
00:59,"GOOD FT by COOKS,BROSNAN",66,,71 (+5),,BEL 66-71 (+5),,"GOOD FT by COOKS,BROSNAN",2
00:53,"FOUL  by MCCOY,TOMMY",,,,,,,"FOUL  by MCCOY,TOMMY",2
00:53,,,,,"MISS FT by GRANT,SHE'CHEM",,,"MISS FT by GRANT,SHE'CHEM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:53,,66,,72 (+6),"GOOD FT by GRANT,SHE'CHEM(fastbreak)",MIL 66-72 (+6),,"GOOD FT by GRANT,SHE'CHEM(fastbreak)",2
00:53,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
00:53,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",2
00:53,"SUB OUT by JONES,JOSEPH",,,,,,,"SUB OUT by JONES,JOSEPH",2
00:53,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",2
00:53,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
00:53,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
00:47,"TURNOVER  by LONG,LARAMIE",,,,,,,"TURNOVER  by LONG,LARAMIE",2
00:47,,,,,"STEAL  by MCLAURIN,RYAN",,,"STEAL  by MCLAURIN,RYAN",2
00:44,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
00:44,,,,,"MISS FT by MCLAURIN,RYAN",,,"MISS FT by MCLAURIN,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:44,,66,,73 (+7),"GOOD FT by MCLAURIN,RYAN(fastbreak)",MIL 66-73 (+7),,"GOOD FT by MCLAURIN,RYAN(fastbreak)",2
00:33,"MISS 3PTR by COOKS,BROSNAN",,,,,,,"MISS 3PTR by COOKS,BROSNAN",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
00:29,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
00:29,,66,,74 (+8),"GOOD FT by TURNER,JAMES",MIL 66-74 (+8),,"GOOD FT by TURNER,JAMES",2
00:29,,66,,75 (+9),"GOOD FT by TURNER,JAMES",MIL 66-75 (+9),,"GOOD FT by TURNER,JAMES",2
00:29,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
00:29,"SUB IN by JONES,JOSEPH",,,,,,,"SUB IN by JONES,JOSEPH",2
00:29,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",2
00:29,"SUB OUT by DURHAM,JONATHAN",,,,,,,"SUB OUT by DURHAM,JONATHAN",2
00:29,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
00:29,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
00:22,"TURNOVER  by LONG,LARAMIE",,,,,,,"TURNOVER  by LONG,LARAMIE",2
00:22,,,,,"STEAL  by TURNER,JAMES",,,"STEAL  by TURNER,JAMES",2
00:20,"FOUL  by LONG,LARAMIE",,,,,,,"FOUL  by LONG,LARAMIE",2
00:20,,66,,76 (+10),"GOOD FT by TURNER,JAMES(fastbreak)",MIL 66-76 (+10),,"GOOD FT by TURNER,JAMES(fastbreak)",2
00:20,,66,,77 (+11),"GOOD FT by TURNER,JAMES(fastbreak)",MIL 66-77 (+11),,"GOOD FT by TURNER,JAMES(fastbreak)",2
00:20,"SUB IN by WEBBER,BRENT",,,,,,,"SUB IN by WEBBER,BRENT",2
00:20,"SUB OUT by LONG,LARAMIE",,,,,,,"SUB OUT by LONG,LARAMIE",2
00:15,"MISS  by JONES,JOSEPH",,,,,,,"MISS  by JONES,JOSEPH",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
