Time Remaining,MCM,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
19:19,,24,,28 (+4),"GOOD FT by MOORE,MYLES",BCM 24-28 (-4),,"GOOD FT by MOORE,MYLES",2
19:19,,24,,29 (+5),"GOOD FT by MOORE,MYLES",BCM 24-29 (-5),,"GOOD FT by MOORE,MYLES",2
19:14,"TURNOVER  by MILLER,JOSHUA(in the paint)",,,,,,,"TURNOVER  by MILLER,JOSHUA(in the paint)",2
19:02,,,,,"MISS  by CLARK,ETHAN(in the paint)",,,"MISS  by CLARK,ETHAN(in the paint)",2
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",2
18:56,,24,,31 (+7),"GOOD LAYUP by HIRSH,ELIJAH",BCM 24-31 (-7),,"GOOD LAYUP by HIRSH,ELIJAH",2
18:14,"MISS LAYUP by TULLOS,ZACHARY(in the paint)",,,,,,,"MISS LAYUP by TULLOS,ZACHARY(in the paint)",2
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",2
18:02,"GOOD LAYUP by GILLIHAN,NEWLON",26,,31 (+5),,MCM 26-31 (-5),,"GOOD LAYUP by GILLIHAN,NEWLON",2
17:49,,26,,33 (+7),"GOOD LAYUP by HAYNES,CALEB",BCM 26-33 (-7),,"GOOD LAYUP by HAYNES,CALEB",2
--,,,,,"ASSIST  by HIRSH,ELIJAH",,,"ASSIST  by HIRSH,ELIJAH",2
17:16,"GOOD 3PTR by SULLIVAN,MICHAEL",29,,33 (+4),,MCM 29-33 (-4),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",2
16:54,,,,,"MISS JUMPER by HIRSH,ELIJAH",,,"MISS JUMPER by HIRSH,ELIJAH",2
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",2
16:43,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",2
--,"REBOUND OFF by TULLOS,ZACHARY",,,,,,,"REBOUND OFF by TULLOS,ZACHARY",2
16:38,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:38,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
16:38,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
16:38,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
16:38,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
16:38,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
16:38,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
16:38,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
16:38,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
16:38,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
16:38,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
16:38,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
16:38,,29,,35 (+6),"GOOD LAYUP by MOORE,MYLES(in the paint)",BCM 29-35 (-6),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
16:15,"FOUL  by MILLER,JOSHUA(in the paint)",,,,,,,"FOUL  by MILLER,JOSHUA(in the paint)",2
16:15,"TURNOVER  by MILLER,JOSHUA(in the paint)",,,,,,,"TURNOVER  by MILLER,JOSHUA(in the paint)",2
16:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:51,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
15:51,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
15:51,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
15:51,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
15:37,,,,,"MISS JUMPER by HIRSH,ELIJAH(in the paint)",,,"MISS JUMPER by HIRSH,ELIJAH(in the paint)",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
15:20,"MISS LAYUP by BECKER,SAXTON(in the paint)",,,,,,,"MISS LAYUP by BECKER,SAXTON(in the paint)",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
15:00,,29,,37 (+8),"GOOD LAYUP by HIRSH,ELIJAH",BCM 29-37 (-8),,"GOOD LAYUP by HIRSH,ELIJAH",2
--,,,,,"ASSIST  by MOORE,MYLES",,,"ASSIST  by MOORE,MYLES",2
15:00,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",2
15:00,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
15:00,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
15:00,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
15:00,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
15:00,,29,,38 (+9),"GOOD FT by HIRSH,ELIJAH",BCM 29-38 (-9),,"GOOD FT by HIRSH,ELIJAH",2
14:46,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
14:46,"GOOD FT by CARVELLI,CAMERON",30,,38 (+8),,MCM 30-38 (-8),,"GOOD FT by CARVELLI,CAMERON",2
14:46,"GOOD FT by CARVELLI,CAMERON",31,,38 (+7),,MCM 31-38 (-7),,"GOOD FT by CARVELLI,CAMERON",2
14:29,,,,,"MISS 3PTR by WEHUNT,DAWSON",,,"MISS 3PTR by WEHUNT,DAWSON",2
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",2
14:18,"FOUL  by BLANZ,BUCK(in the paint)",,,,,,,"FOUL  by BLANZ,BUCK(in the paint)",2
14:11,,,,,"MISS LAYUP by ATKINSON,QUINN(in the paint)",,,"MISS LAYUP by ATKINSON,QUINN(in the paint)",2
--,,,,,"REBOUND OFF by HASLAM,ETHAN",,,"REBOUND OFF by HASLAM,ETHAN",2
14:04,"FOUL  by CARVELLI,CAMERON(in the paint)",,,,,,,"FOUL  by CARVELLI,CAMERON(in the paint)",2
14:00,,,,,"MISS LAYUP by HASLAM,ETHAN(in the paint)",,,"MISS LAYUP by HASLAM,ETHAN(in the paint)",2
--,"REBOUND DEF by CARVELLI,CAMERON",,,,,,,"REBOUND DEF by CARVELLI,CAMERON",2
13:53,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:52,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
13:52,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
13:39,"GOOD  by VAN PELT,JUSTIN(in the paint)",33,,38 (+5),,MCM 33-38 (-5),,"GOOD  by VAN PELT,JUSTIN(in the paint)",2
13:17,,33,,40 (+7),"GOOD JUMPER by WEHUNT,DAWSON(in the paint)",BCM 33-40 (-7),,"GOOD JUMPER by WEHUNT,DAWSON(in the paint)",2
13:02,"MISS LAYUP by BECKER,SAXTON(in the paint)",,,,,,,"MISS LAYUP by BECKER,SAXTON(in the paint)",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
12:52,,,,,"MISS 3PTR by WEHUNT,DAWSON",,,"MISS 3PTR by WEHUNT,DAWSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:49,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
12:49,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
12:49,,,,,"FOUL  by WEHUNT,DAWSON",,,"FOUL  by WEHUNT,DAWSON",2
12:42,"MISS LAYUP by SULLIVAN,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL(in the paint)",2
--,"REBOUND OFF by SULLIVAN,MICHAEL",,,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",2
12:36,"MISS LAYUP by SULLIVAN,MICHAEL",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
12:26,,,,,"MISS LAYUP by ATKINSON,QUINN(in the paint)",,,"MISS LAYUP by ATKINSON,QUINN(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:24,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",2
12:24,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",2
12:24,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
12:24,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
12:24,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
12:24,,33,,41 (+8),"GOOD FT by HAYNES,CALEB",BCM 33-41 (-8),,"GOOD FT by HAYNES,CALEB",2
12:24,,33,,42 (+9),"GOOD FT by HAYNES,CALEB",BCM 33-42 (-9),,"GOOD FT by HAYNES,CALEB",2
12:17,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",2
--,"REBOUND OFF by VAN PELT,JUSTIN",,,,,,,"REBOUND OFF by VAN PELT,JUSTIN",2
12:14,"GOOD LAYUP by VAN PELT,JUSTIN",35,,42 (+7),,MCM 35-42 (-7),,"GOOD LAYUP by VAN PELT,JUSTIN",2
12:14,,,,,"FOUL  by WEHUNT,DAWSON",,,"FOUL  by WEHUNT,DAWSON",2
12:14,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
12:14,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
12:14,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
12:14,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",2
12:14,"MISS FT by VAN PELT,JUSTIN",,,,,,,"MISS FT by VAN PELT,JUSTIN",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
12:14,,35,,45 (+10),"GOOD 3PTR by JOHNSON,CORY(fastbreak)",BCM 35-45 (-10),,"GOOD 3PTR by JOHNSON,CORY(fastbreak)",2
--,,,,,"ASSIST  by HASLAM,ETHAN",,,"ASSIST  by HASLAM,ETHAN",2
11:27,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",2
11:20,,35,,47 (+12),"GOOD LAYUP by MOORE,MYLES(fastbreak)",BCM 35-47 (-12),,"GOOD LAYUP by MOORE,MYLES(fastbreak)",2
11:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:13,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",2
11:13,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",2
10:54,"MISS LAYUP by OWENS,MATT(in the paint)",,,,,,,"MISS LAYUP by OWENS,MATT(in the paint)",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
10:54,,,,,"BLOCK  by HAYNES,CALEB",,,"BLOCK  by HAYNES,CALEB",2
10:32,,35,,50 (+15),"GOOD 3PTR by MOORE,MYLES",BCM 35-50 (-15),,"GOOD 3PTR by MOORE,MYLES",2
--,,,,,"ASSIST  by HIRSH,ELIJAH",,,"ASSIST  by HIRSH,ELIJAH",2
10:29,"MISS LAYUP by TURNER,JAMES",,,,,,,"MISS LAYUP by TURNER,JAMES",2
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",2
10:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:15,"FOUL  by COLEMAN,DANIEL",,,,,,,"FOUL  by COLEMAN,DANIEL",2
10:15,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",2
10:15,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
10:15,,35,,51 (+16),"GOOD FT by HIRSH,ELIJAH",BCM 35-51 (-16),,"GOOD FT by HIRSH,ELIJAH",2
10:15,,35,,52 (+17),"GOOD FT by HIRSH,ELIJAH",BCM 35-52 (-17),,"GOOD FT by HIRSH,ELIJAH",2
10:15,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
10:15,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
10:01,"MISS LAYUP by BURNETT,DREW(in the paint)",,,,,,,"MISS LAYUP by BURNETT,DREW(in the paint)",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
09:37,,,,,"MISS LAYUP by MOORE,MYLES(in the paint)",,,"MISS LAYUP by MOORE,MYLES(in the paint)",2
09:37,"BLOCK  by TURNER,JAMES",,,,,,,"BLOCK  by TURNER,JAMES",2
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",2
09:27,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
09:27,"MISS FT by OWENS,MATT(fastbreak)",,,,,,,"MISS FT by OWENS,MATT(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:27,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
09:27,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
09:27,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
09:27,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
09:27,"MISS FT by OWENS,MATT(fastbreak)",,,,,,,"MISS FT by OWENS,MATT(fastbreak)",2
--,"REBOUND OFF by SULLIVAN,MICHAEL",,,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",2
09:27,"MISS LAYUP by OWENS,MATT(in the paint)",,,,,,,"MISS LAYUP by OWENS,MATT(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",2
09:19,,,,,"MISS LAYUP by HAYNES,CALEB(in the paint)",,,"MISS LAYUP by HAYNES,CALEB(in the paint)",2
09:19,"BLOCK  by OWENS,MATT",,,,,,,"BLOCK  by OWENS,MATT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:19,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",2
09:19,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
09:11,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:47,"MISS LAYUP by MILLER,JOSHUA(in the paint)",,,,,,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
08:36,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",2
08:36,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
08:36,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
08:36,,35,,53 (+18),"GOOD FT by MOORE,MYLES",BCM 35-53 (-18),,"GOOD FT by MOORE,MYLES",2
08:36,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
08:30,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",37,,53 (+16),,MCM 37-53 (-16),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
08:07,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,,,,,"REBOUND OFF by HASLAM,ETHAN",,,"REBOUND OFF by HASLAM,ETHAN",2
08:04,,37,,55 (+18),"GOOD LAYUP by HASLAM,ETHAN",BCM 37-55 (-18),,"GOOD LAYUP by HASLAM,ETHAN",2
07:49,"TURNOVER  by MCLAURIN,RYAN(in the paint)",,,,,,,"TURNOVER  by MCLAURIN,RYAN(in the paint)",2
07:49,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
07:03,,37,,57 (+20),"GOOD LAYUP by HIRSH,ELIJAH",BCM 37-57 (-20),,"GOOD LAYUP by HIRSH,ELIJAH",2
06:30,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",39,,57 (+18),,MCM 39-57 (-18),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
06:02,"FOUL  by GILLIHAN,NEWLON(in the paint)",,,,,,,"FOUL  by GILLIHAN,NEWLON(in the paint)",2
06:02,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
06:02,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
06:02,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
06:02,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
06:02,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
06:02,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
06:02,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
06:02,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
06:02,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",2
06:02,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
06:02,,39,,58 (+19),"GOOD FT by HIRSH,ELIJAH",BCM 39-58 (-19),,"GOOD FT by HIRSH,ELIJAH",2
06:02,,39,,59 (+20),"GOOD FT by HIRSH,ELIJAH",BCM 39-59 (-20),,"GOOD FT by HIRSH,ELIJAH",2
05:55,"MISS LAYUP by CARVELLI,CAMERON",,,,,,,"MISS LAYUP by CARVELLI,CAMERON",2
05:55,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:50,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND OFF by CARVELLI,CAMERON",,,,,,,"REBOUND OFF by CARVELLI,CAMERON",2
05:38,"TURNOVER  by CARVELLI,CAMERON",,,,,,,"TURNOVER  by CARVELLI,CAMERON",2
05:38,,,,,"STEAL  by WEHUNT,DAWSON",,,"STEAL  by WEHUNT,DAWSON",2
05:28,,,,,"MISS LAYUP by MOORE,MYLES(in the paint)",,,"MISS LAYUP by MOORE,MYLES(in the paint)",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
05:17,,,,,"FOUL  by HIRSH,ELIJAH",,,"FOUL  by HIRSH,ELIJAH",2
05:17,"GOOD FT by GILLIHAN,NEWLON(fastbreak)",40,,59 (+19),,MCM 40-59 (-19),,"GOOD FT by GILLIHAN,NEWLON(fastbreak)",2
05:17,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
05:17,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
05:17,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
05:17,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
05:17,"GOOD FT by GILLIHAN,NEWLON(fastbreak)",41,,59 (+18),,MCM 41-59 (-18),,"GOOD FT by GILLIHAN,NEWLON(fastbreak)",2
05:17,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
05:17,"SUB IN by DEVALL,ANDREW",,,,,,,"SUB IN by DEVALL,ANDREW",2
04:53,,,,,"MISS LAYUP by ATKINSON,QUINN(in the paint)",,,"MISS LAYUP by ATKINSON,QUINN(in the paint)",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
04:46,,,,,"TURNOVER  by MOORE,MYLES(in the paint)",,,"TURNOVER  by MOORE,MYLES(in the paint)",2
04:43,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
04:40,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND OFF by TULLOS,ZACHARY",,,,,,,"REBOUND OFF by TULLOS,ZACHARY",2
04:35,"GOOD 3PTR by CARVELLI,CAMERON",44,,59 (+15),,MCM 44-59 (-15),,"GOOD 3PTR by CARVELLI,CAMERON",2
--,"ASSIST  by TULLOS,ZACHARY",,,,,,,"ASSIST  by TULLOS,ZACHARY",2
04:07,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
03:58,"MISS LAYUP by CARVELLI,CAMERON(in the paint)",,,,,,,"MISS LAYUP by CARVELLI,CAMERON(in the paint)",2
--,"REBOUND OFF by TULLOS,ZACHARY",,,,,,,"REBOUND OFF by TULLOS,ZACHARY",2
03:49,"MISS LAYUP by TULLOS,ZACHARY",,,,,,,"MISS LAYUP by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
03:41,,,,,"MISS LAYUP by HAYNES,CALEB(in the paint)",,,"MISS LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
03:37,,,,,"MISS LAYUP by HAYNES,CALEB(in the paint)",,,"MISS LAYUP by HAYNES,CALEB(in the paint)",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
03:26,"GOOD LAYUP by TULLOS,ZACHARY(fastbreak)",46,,59 (+13),,MCM 46-59 (-13),,"GOOD LAYUP by TULLOS,ZACHARY(fastbreak)",2
--,"ASSIST  by CARVELLI,CAMERON",,,,,,,"ASSIST  by CARVELLI,CAMERON",2
03:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:24,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
03:24,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",2
03:24,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
03:24,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
03:24,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
03:24,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
03:22,,,,,"TURNOVER  by JOHNSON,CORY",,,"TURNOVER  by JOHNSON,CORY",2
03:22,"STEAL  by TULLOS,ZACHARY",,,,,,,"STEAL  by TULLOS,ZACHARY",2
03:17,"GOOD DUNK by TULLOS,ZACHARY(fastbreak)",48,,59 (+11),,MCM 48-59 (-11),,"GOOD DUNK by TULLOS,ZACHARY(fastbreak)",2
02:41,,,,,TURNOVER  by TEAM(in the paint),,,TURNOVER  by TEAM(in the paint),2
02:41,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
02:41,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
02:26,"MISS LAYUP by TULLOS,ZACHARY",,,,,,,"MISS LAYUP by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",2
02:18,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
02:18,,,,,"MISS FT by HIRSH,ELIJAH(fastbreak)",,,"MISS FT by HIRSH,ELIJAH(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:18,,48,,60 (+12),"GOOD FT by HIRSH,ELIJAH(fastbreak)",BCM 48-60 (-12),,"GOOD FT by HIRSH,ELIJAH(fastbreak)",2
02:03,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",2
--,"REBOUND OFF by DEVALL,ANDREW",,,,,,,"REBOUND OFF by DEVALL,ANDREW",2
01:58,"GOOD LAYUP by DEVALL,ANDREW(in the paint)",50,,60 (+10),,MCM 50-60 (-10),,"GOOD LAYUP by DEVALL,ANDREW(in the paint)",2
01:26,,,,,"MISS LAYUP by HASLAM,ETHAN(in the paint)",,,"MISS LAYUP by HASLAM,ETHAN(in the paint)",2
01:26,"BLOCK  by DEVALL,ANDREW",,,,,,,"BLOCK  by DEVALL,ANDREW",2
--,"REBOUND DEF by DEVALL,ANDREW",,,,,,,"REBOUND DEF by DEVALL,ANDREW",2
01:16,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by HASLAM,ETHAN",,,"REBOUND DEF by HASLAM,ETHAN",2
00:48,,50,,63 (+13),"GOOD 3PTR by JOHNSON,CORY",BCM 50-63 (-13),,"GOOD 3PTR by JOHNSON,CORY",2
--,,,,,"ASSIST  by HASLAM,ETHAN",,,"ASSIST  by HASLAM,ETHAN",2
00:42,"MISS 3PTR by CARVELLI,CAMERON",,,,,,,"MISS 3PTR by CARVELLI,CAMERON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:40,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
00:40,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
