Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:06,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
19:00,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
18:51,,40,,43 (+3),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 40-43 (+3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
18:36,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
18:32,"MISS JUMPER by MCLEAN,BRANDON",,,,,,,"MISS JUMPER by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
18:26,,40,,45 (+5),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 40-45 (+5),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
18:13,"MISS JUMPER by BERRY,RAHEEM",,,,,,,"MISS JUMPER by BERRY,RAHEEM",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
17:54,"FOUL  by MCLEAN,BRANDON",,,,,,,"FOUL  by MCLEAN,BRANDON",2
17:46,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
17:46,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
17:46,"SUB OUT by MCLEAN,BRANDON",,,,,,,"SUB OUT by MCLEAN,BRANDON",2
17:21,"MISS LAYUP by PETTUS,JERROD",,,,,,,"MISS LAYUP by PETTUS,JERROD",2
--,"REBOUND OFF by PETTUS,JERROD",,,,,,,"REBOUND OFF by PETTUS,JERROD",2
17:17,"GOOD 3PTR by JONES,RJ",43,,45 (+2),,HCM 43-45 (+2),,"GOOD 3PTR by JONES,RJ",2
--,"ASSIST  by BERRY,RAHEEM",,,,,,,"ASSIST  by BERRY,RAHEEM",2
16:55,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
16:40,,43,,47 (+4),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 43-47 (+4),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
16:22,"MISS LAYUP by PETTUS,JERROD",,,,,,,"MISS LAYUP by PETTUS,JERROD",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
16:08,,43,,50 (+7),"GOOD 3PTR by WELCH,ROSS",BSC 43-50 (+7),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
15:38,"MISS JUMPER by ASHLEY,ANDRE",,,,,,,"MISS JUMPER by ASHLEY,ANDRE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
15:21,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
15:21,"STEAL  by WASHINGTON,DANTAVIUS",,,,,,,"STEAL  by WASHINGTON,DANTAVIUS",2
15:21,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
15:21,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",2
15:21,"SUB IN by WHITE,ANTHONY",,,,,,,"SUB IN by WHITE,ANTHONY",2
15:21,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
15:21,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",2
15:21,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
15:21,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
15:20,"MISS LAYUP by JOHNSON,CHARLIE",,,,,,,"MISS LAYUP by JOHNSON,CHARLIE",2
--,"REBOUND OFF by BERRY,RAHEEM",,,,,,,"REBOUND OFF by BERRY,RAHEEM",2
15:08,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
15:08,"GOOD FT by BERRY,RAHEEM",44,,50 (+6),,HCM 44-50 (+6),,"GOOD FT by BERRY,RAHEEM",2
15:08,"MISS FT by BERRY,RAHEEM",,,,,,,"MISS FT by BERRY,RAHEEM",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
15:08,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
15:08,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
14:55,"FOUL  by BERRY,RAHEEM",,,,,,,"FOUL  by BERRY,RAHEEM",2
14:55,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
14:55,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
14:26,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
--,"REBOUND DEF by JONES,RJ",,,,,,,"REBOUND DEF by JONES,RJ",2
14:20,"GOOD LAYUP by ASHLEY,ANDRE(fastbreak)(in the paint)",46,,50 (+4),,HCM 46-50 (+4),,"GOOD LAYUP by ASHLEY,ANDRE(fastbreak)(in the paint)",2
--,"ASSIST  by JONES,RJ",,,,,,,"ASSIST  by JONES,RJ",2
13:58,,46,,52 (+6),"GOOD DUNK by RUDAK,MATTY(in the paint)",BSC 46-52 (+6),,"GOOD DUNK by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
13:32,"MISS 3PTR by JONES,RJ",,,,,,,"MISS 3PTR by JONES,RJ",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
13:18,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by JOHNSON,CHARLIE",,,,,,,"REBOUND DEF by JOHNSON,CHARLIE",2
13:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:12,"SUB IN by COLEY,JOHN",,,,,,,"SUB IN by COLEY,JOHN",2
13:12,"SUB OUT by JONES,RJ",,,,,,,"SUB OUT by JONES,RJ",2
13:12,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
13:12,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
13:12,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
13:12,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
13:12,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
13:12,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
12:47,"MISS LAYUP by JOHNSON,CHARLIE",,,,,,,"MISS LAYUP by JOHNSON,CHARLIE",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
12:19,,46,,55 (+9),"GOOD 3PTR by MCLEAN,JAMES",BSC 46-55 (+9),,"GOOD 3PTR by MCLEAN,JAMES",2
12:01,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
12:01,"SUB IN by MCLEAN,BRANDON",,,,,,,"SUB IN by MCLEAN,BRANDON",2
12:01,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
12:01,"SUB IN by JONES,RJ",,,,,,,"SUB IN by JONES,RJ",2
12:01,"SUB IN by PETTUS,JERROD",,,,,,,"SUB IN by PETTUS,JERROD",2
12:01,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
12:01,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
12:01,"SUB OUT by WHITE,ANTHONY",,,,,,,"SUB OUT by WHITE,ANTHONY",2
12:01,"SUB OUT by COLEY,JOHN",,,,,,,"SUB OUT by COLEY,JOHN",2
12:00,"MISS LAYUP by BERRY,RAHEEM",,,,,,,"MISS LAYUP by BERRY,RAHEEM",2
--,"REBOUND OFF by BERRY,RAHEEM",,,,,,,"REBOUND OFF by BERRY,RAHEEM",2
11:58,"GOOD LAYUP by BERRY,RAHEEM(in the paint)",48,,55 (+7),,HCM 48-55 (+7),,"GOOD LAYUP by BERRY,RAHEEM(in the paint)",2
11:33,,48,,57 (+9),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 48-57 (+9),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by MURPHY,JUWAN",,,"ASSIST  by MURPHY,JUWAN",2
11:24,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
11:24,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
11:24,"SUB OUT by JOHNSON,CHARLIE",,,,,,,"SUB OUT by JOHNSON,CHARLIE",2
11:24,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
11:24,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
11:12,"TURNOVER  by MCLEAN,BRANDON",,,,,,,"TURNOVER  by MCLEAN,BRANDON",2
10:52,,48,,59 (+11),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 48-59 (+11),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by MURPHY,JUWAN",,,"ASSIST  by MURPHY,JUWAN",2
10:40,"MISS JUMPER by WASHINGTON,DANTAVIUS",,,,,,,"MISS JUMPER by WASHINGTON,DANTAVIUS",2
--,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
10:40,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
10:40,"TURNOVER  by WASHINGTON,DANTAVIUS",,,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",2
10:23,,48,,61 (+13),"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 48-61 (+13),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
10:07,"TURNOVER  by PETTUS,JERROD",,,,,,,"TURNOVER  by PETTUS,JERROD",2
10:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:07,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
10:07,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
10:07,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
10:07,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
10:07,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
10:07,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
10:03,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
10:03,"STEAL  by BERRY,RAHEEM",,,,,,,"STEAL  by BERRY,RAHEEM",2
10:01,"MISS 3PTR by JONES,RJ",,,,,,,"MISS 3PTR by JONES,RJ",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
09:57,"GOOD JUMPER by BERRY,RAHEEM(in the paint)",50,,61 (+11),,HCM 50-61 (+11),,"GOOD JUMPER by BERRY,RAHEEM(in the paint)",2
--,"ASSIST  by ASHLEY,ANDRE",,,,,,,"ASSIST  by ASHLEY,ANDRE",2
09:30,,50,,63 (+13),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 50-63 (+13),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
09:13,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",52,,63 (+11),,HCM 52-63 (+11),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
08:53,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
08:52,"STEAL  by MCLEAN,BRANDON",,,,,,,"STEAL  by MCLEAN,BRANDON",2
08:48,"MISS LAYUP by BERRY,RAHEEM",,,,,,,"MISS LAYUP by BERRY,RAHEEM",2
08:48,,,,,"BLOCK  by RUDAK,MATTY",,,"BLOCK  by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
08:15,,52,,66 (+14),"GOOD 3PTR by DENEKA,HARRISON",BSC 52-66 (+14),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
07:44,"TURNOVER  by PETTUS,JERROD",,,,,,,"TURNOVER  by PETTUS,JERROD",2
07:42,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
07:37,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
07:37,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
07:37,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
07:37,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
07:36,,52,,68 (+16),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 52-68 (+16),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
07:22,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
07:17,"MISS LAYUP by ASHLEY,ANDRE",,,,,,,"MISS LAYUP by ASHLEY,ANDRE",2
07:17,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
07:11,,52,,70 (+18),"GOOD DUNK by AVERY,ALEX(in the paint)",BSC 52-70 (+18),,"GOOD DUNK by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
06:55,"MISS LAYUP by PETTUS,JERROD",,,,,,,"MISS LAYUP by PETTUS,JERROD",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
06:36,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
06:36,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
06:36,"SUB IN by WHITE,ANTHONY",,,,,,,"SUB IN by WHITE,ANTHONY",2
06:36,"SUB IN by COLEY,JOHN",,,,,,,"SUB IN by COLEY,JOHN",2
06:36,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
06:36,"SUB OUT by JONES,RJ",,,,,,,"SUB OUT by JONES,RJ",2
06:36,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
06:36,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",2
06:30,,52,,72 (+20),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 52-72 (+20),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
06:13,"MISS LAYUP by MCLEAN,BRANDON",,,,,,,"MISS LAYUP by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
06:04,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND DEF by POPOVICH,WYATT",,,,,,,"REBOUND DEF by POPOVICH,WYATT",2
05:56,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
05:56,"TURNOVER  by WASHINGTON,DANTAVIUS",,,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",2
05:56,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
05:56,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
05:56,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
05:56,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
05:47,,52,,74 (+22),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 52-74 (+22),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
05:36,"MISS JUMPER by COLEY,JOHN",,,,,,,"MISS JUMPER by COLEY,JOHN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
05:31,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
05:30,"STEAL  by WHITE,ANTHONY",,,,,,,"STEAL  by WHITE,ANTHONY",2
05:30,"FOUL  by WHITE,ANTHONY",,,,,,,"FOUL  by WHITE,ANTHONY",2
05:30,"TURNOVER  by WHITE,ANTHONY",,,,,,,"TURNOVER  by WHITE,ANTHONY",2
05:30,"SUB IN by WASHINGTON,AUSTIN",,,,,,,"SUB IN by WASHINGTON,AUSTIN",2
05:30,"SUB IN by PETTUS,JERROD",,,,,,,"SUB IN by PETTUS,JERROD",2
05:30,"SUB OUT by WHITE,ANTHONY",,,,,,,"SUB OUT by WHITE,ANTHONY",2
05:30,"SUB OUT by COLEY,JOHN",,,,,,,"SUB OUT by COLEY,JOHN",2
05:30,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
05:30,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
05:30,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
05:30,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
05:23,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",2
05:18,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
05:18,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
05:02,"MISS LAYUP by MCLEAN,BRANDON",,,,,,,"MISS LAYUP by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",2
04:46,,,,,"MISS 3PTR by MURPHY,JUWAN",,,"MISS 3PTR by MURPHY,JUWAN",2
--,,,,,"REBOUND OFF by BARRON,MAC",,,"REBOUND OFF by BARRON,MAC",2
04:42,,,,,"MISS JUMPER by BARRON,MAC",,,"MISS JUMPER by BARRON,MAC",2
--,"REBOUND DEF by WASHINGTON,AUSTIN",,,,,,,"REBOUND DEF by WASHINGTON,AUSTIN",2
04:31,"MISS JUMPER by PETTUS,JERROD",,,,,,,"MISS JUMPER by PETTUS,JERROD",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
04:05,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
03:55,"FOUL  by WASHINGTON,AUSTIN",,,,,,,"FOUL  by WASHINGTON,AUSTIN",2
03:55,,52,,75 (+23),"GOOD FT by RUDAK,MATTY",BSC 52-75 (+23),,"GOOD FT by RUDAK,MATTY",2
03:55,,52,,76 (+24),"GOOD FT by RUDAK,MATTY",BSC 52-76 (+24),,"GOOD FT by RUDAK,MATTY",2
03:55,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
03:55,"SUB IN by JONES,RJ",,,,,,,"SUB IN by JONES,RJ",2
03:55,"SUB OUT by WASHINGTON,AUSTIN",,,,,,,"SUB OUT by WASHINGTON,AUSTIN",2
03:55,"SUB OUT by PETTUS,JERROD",,,,,,,"SUB OUT by PETTUS,JERROD",2
03:55,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
03:55,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:39,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
03:39,"MISS FT by JONES,RJ",,,,,,,"MISS FT by JONES,RJ",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
03:29,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",2
03:28,"STEAL  by MCLEAN,BRANDON",,,,,,,"STEAL  by MCLEAN,BRANDON",2
03:26,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
03:26,"GOOD FT by BERRY,RAHEEM",53,,76 (+23),,HCM 53-76 (+23),,"GOOD FT by BERRY,RAHEEM",2
03:26,"GOOD FT by BERRY,RAHEEM",54,,76 (+22),,HCM 54-76 (+22),,"GOOD FT by BERRY,RAHEEM",2
03:14,,54,,78 (+24),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 54-78 (+24),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
03:06,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
03:06,"GOOD FT by MCLEAN,BRANDON",55,,78 (+23),,HCM 55-78 (+23),,"GOOD FT by MCLEAN,BRANDON",2
03:06,"GOOD FT by MCLEAN,BRANDON",56,,78 (+22),,HCM 56-78 (+22),,"GOOD FT by MCLEAN,BRANDON",2
03:06,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
03:06,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
03:06,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
03:06,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
02:52,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:39,"TURNOVER  by BERRY,RAHEEM",,,,,,,"TURNOVER  by BERRY,RAHEEM",2
02:25,,56,,81 (+25),"GOOD 3PTR by CRAIN,JOHN",BSC 56-81 (+25),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by MURPHY,JUWAN",,,"ASSIST  by MURPHY,JUWAN",2
02:10,"GOOD 3PTR by BERRY,RAHEEM",59,,81 (+22),,HCM 59-81 (+22),,"GOOD 3PTR by BERRY,RAHEEM",2
01:50,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND DEF by MCLEAN,BRANDON",,,,,,,"REBOUND DEF by MCLEAN,BRANDON",2
01:44,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",61,,81 (+20),,HCM 61-81 (+20),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
--,"ASSIST  by BERRY,RAHEEM",,,,,,,"ASSIST  by BERRY,RAHEEM",2
01:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:42,,,,,"SUB IN by DIXON,PAXTON",,,"SUB IN by DIXON,PAXTON",2
01:42,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
01:42,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
01:42,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
01:25,,61,,83 (+22),"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 61-83 (+22),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
01:17,"MISS 3PTR by MCLEAN,BRANDON",,,,,,,"MISS 3PTR by MCLEAN,BRANDON",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
01:12,"FOUL  by ASHLEY,ANDRE",,,,,,,"FOUL  by ASHLEY,ANDRE",2
01:08,,61,,84 (+23),"GOOD FT by PERKINS,ALEX",BSC 61-84 (+23),,"GOOD FT by PERKINS,ALEX",2
01:08,,61,,85 (+24),"GOOD FT by PERKINS,ALEX",BSC 61-85 (+24),,"GOOD FT by PERKINS,ALEX",2
01:08,,,,,"SUB IN by HARTER,J MORGAN",,,"SUB IN by HARTER,J MORGAN",2
01:08,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
01:02,"GOOD 3PTR by BERRY,RAHEEM",64,,85 (+21),,HCM 64-85 (+21),,"GOOD 3PTR by BERRY,RAHEEM",2
--,"ASSIST  by JONES,RJ",,,,,,,"ASSIST  by JONES,RJ",2
00:33,,64,,87 (+23),"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",BSC 64-87 (+23),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
00:26,"GOOD 3PTR by JONES,RJ",67,,87 (+20),,HCM 67-87 (+20),,"GOOD 3PTR by JONES,RJ",2
--,"ASSIST  by POPOVICH,WYATT",,,,,,,"ASSIST  by POPOVICH,WYATT",2
