Time Remaining,MVCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
04:43,"SUB OUT by BREWER,LOGAN",,,,,,,"SUB OUT by BREWER,LOGAN",2
04:43,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",2
04:14,,61,,95 (+34),"GOOD 3PTR by THOM,IAN",BSC 61-95 (+34),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",2
03:58,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
03:58,"MISS FT by WINTON,WILL",,,,,,,"MISS FT by WINTON,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:58,"GOOD FT by WINTON,WILL",62,,95 (+33),,MVCM 62-95 (+33),,"GOOD FT by WINTON,WILL",2
03:58,"GOOD FT by WINTON,WILL",63,,95 (+32),,MVCM 63-95 (+32),,"GOOD FT by WINTON,WILL",2
03:58,"SUB IN by RICHITELLI,DANTE",,,,,,,"SUB IN by RICHITELLI,DANTE",2
03:58,"SUB OUT by BROOKS,JOSHUA",,,,,,,"SUB OUT by BROOKS,JOSHUA",2
03:58,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
03:58,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
03:58,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
03:58,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:43,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
03:43,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",2
03:32,"MISS JUMPER by WATSON,CHRIS",,,,,,,"MISS JUMPER by WATSON,CHRIS",2
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",2
03:15,,,,,"TURNOVER  by CRAIN,JOHN",,,"TURNOVER  by CRAIN,JOHN",2
03:13,"STEAL  by ESTES,KALEB",,,,,,,"STEAL  by ESTES,KALEB",2
03:11,"GOOD LAYUP by ESTES,KALEB(fastbreak)(in the paint)",65,,95 (+30),,MVCM 65-95 (+30),,"GOOD LAYUP by ESTES,KALEB(fastbreak)(in the paint)",2
03:04,"SUB IN by BRITTIAN,TERENCE",,,,,,,"SUB IN by BRITTIAN,TERENCE",2
03:04,"SUB OUT by WINTON,WILL",,,,,,,"SUB OUT by WINTON,WILL",2
03:04,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
03:04,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
02:59,"GOOD JUMPER by RICHITELLI,DANTE",67,,95 (+28),,MVCM 67-95 (+28),,"GOOD JUMPER by RICHITELLI,DANTE",2
02:45,"FOUL  by ESTES,KALEB",,,,,,,"FOUL  by ESTES,KALEB",2
02:45,,67,,96 (+29),"GOOD FT by MURPHY,JUWAN",BSC 67-96 (+29),,"GOOD FT by MURPHY,JUWAN",2
02:45,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,"REBOUND DEF by WRIGHT,SETH",,,,,,,"REBOUND DEF by WRIGHT,SETH",2
02:39,"MISS 3PTR by RICHITELLI,DANTE",,,,,,,"MISS 3PTR by RICHITELLI,DANTE",2
--,"REBOUND OFF by WATSON,CHRIS",,,,,,,"REBOUND OFF by WATSON,CHRIS",2
02:34,"TURNOVER  by BRITTIAN,TERENCE",,,,,,,"TURNOVER  by BRITTIAN,TERENCE",2
02:32,,,,,"STEAL  by GRAHAM,CHRIS",,,"STEAL  by GRAHAM,CHRIS",2
02:31,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
02:30,"STEAL  by ESTES,KALEB",,,,,,,"STEAL  by ESTES,KALEB",2
02:27,"MISS JUMPER by ESTES,KALEB",,,,,,,"MISS JUMPER by ESTES,KALEB",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
02:04,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
02:04,,,,,"TURNOVER  by CRAIN,JOHN",,,"TURNOVER  by CRAIN,JOHN",2
02:04,,,,,"SUB IN by DIXON,PAXTON",,,"SUB IN by DIXON,PAXTON",2
02:04,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
01:59,"MISS 3PTR by WATSON,CHRIS",,,,,,,"MISS 3PTR by WATSON,CHRIS",2
--,"REBOUND OFF by BRITTIAN,TERENCE",,,,,,,"REBOUND OFF by BRITTIAN,TERENCE",2
01:55,"GOOD LAYUP by BRITTIAN,TERENCE(in the paint)",69,,96 (+27),,MVCM 69-96 (+27),,"GOOD LAYUP by BRITTIAN,TERENCE(in the paint)",2
01:40,,,,,"MISS LAYUP by PERKINS,ALEX",,,"MISS LAYUP by PERKINS,ALEX",2
--,"REBOUND DEF by WATSON,CHRIS",,,,,,,"REBOUND DEF by WATSON,CHRIS",2
01:35,"GOOD LAYUP by BRITTIAN,TERENCE(in the paint)",71,,96 (+25),,MVCM 71-96 (+25),,"GOOD LAYUP by BRITTIAN,TERENCE(in the paint)",2
01:29,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
01:29,,,,,"SUB IN by HARTER,J MORGAN",,,"SUB IN by HARTER,J MORGAN",2
01:29,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
01:21,"MISS JUMPER by RICHITELLI,DANTE",,,,,,,"MISS JUMPER by RICHITELLI,DANTE",2
--,"REBOUND OFF by WRIGHT,SETH",,,,,,,"REBOUND OFF by WRIGHT,SETH",2
01:17,"MISS LAYUP by WRIGHT,SETH",,,,,,,"MISS LAYUP by WRIGHT,SETH",2
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",2
01:11,"FOUL  by RICHITELLI,DANTE",,,,,,,"FOUL  by RICHITELLI,DANTE",2
01:11,,,,,"MISS FT by HARDIMAN,BEN",,,"MISS FT by HARDIMAN,BEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:11,,,,,"MISS FT by HARDIMAN,BEN",,,"MISS FT by HARDIMAN,BEN",2
--,"REBOUND DEF by BRITTIAN,TERENCE",,,,,,,"REBOUND DEF by BRITTIAN,TERENCE",2
00:56,"MISS JUMPER by ESTES,KALEB",,,,,,,"MISS JUMPER by ESTES,KALEB",2
--,,,,,"REBOUND DEF by DIXON,PAXTON",,,"REBOUND DEF by DIXON,PAXTON",2
00:45,,,,,"FOUL  by GRAHAM,CHRIS",,,"FOUL  by GRAHAM,CHRIS",2
00:45,,,,,"TURNOVER  by GRAHAM,CHRIS",,,"TURNOVER  by GRAHAM,CHRIS",2
00:45,"MISS FT by WATSON,CHRIS",,,,,,,"MISS FT by WATSON,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:45,"GOOD FT by WATSON,CHRIS",72,,96 (+24),,MVCM 72-96 (+24),,"GOOD FT by WATSON,CHRIS",2
00:25,,,,,"MISS LAYUP by MURPHY,JUWAN",,,"MISS LAYUP by MURPHY,JUWAN",2
00:25,"BLOCK  by BRITTIAN,TERENCE",,,,,,,"BLOCK  by BRITTIAN,TERENCE",2
--,,,,,"REBOUND OFF by HARDIMAN,BEN",,,"REBOUND OFF by HARDIMAN,BEN",2
00:25,,72,,98 (+26),"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 72-98 (+26),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
00:25,"FOUL  by BRITTIAN,TERENCE",,,,,,,"FOUL  by BRITTIAN,TERENCE",2
00:25,,72,,99 (+27),"GOOD FT by HARDIMAN,BEN",BSC 72-99 (+27),,"GOOD FT by HARDIMAN,BEN",2
00:12,"MISS 3PTR by ESTES,KALEB",,,,,,,"MISS 3PTR by ESTES,KALEB",2
--,,,,,"REBOUND DEF by MURPHY,JUWAN",,,"REBOUND DEF by MURPHY,JUWAN",2
