Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
03:04,,76,,80 (+4),"GOOD 3PTR by OLSON,JUSTYN",LCM 76-80 (-4),,"GOOD 3PTR by OLSON,JUSTYN",3
02:45,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",3
--,,,,,"REBOUND DEF by PARKER,DUNCAN",,,"REBOUND DEF by PARKER,DUNCAN",3
02:30,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",3
02:30,,76,,81 (+5),"GOOD FT by OLSON,JUSTYN",LCM 76-81 (-5),,"GOOD FT by OLSON,JUSTYN",3
02:30,,76,,82 (+6),"GOOD FT by OLSON,JUSTYN",LCM 76-82 (-6),,"GOOD FT by OLSON,JUSTYN",3
02:30,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",3
02:30,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",3
02:30,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",3
02:30,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",3
02:18,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",3
02:15,,,,,"STEAL  by OLSON,JUSTYN",,,"STEAL  by OLSON,JUSTYN",3
02:14,,76,,84 (+8),"GOOD LAYUP by OLSON,JUSTYN(in the paint)",LCM 76-84 (-8),,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",3
02:05,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",3
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",3
01:57,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",3
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",3
01:29,,,,,"MISS 3PTR by OLSON,JUSTYN",,,"MISS 3PTR by OLSON,JUSTYN",3
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",3
01:16,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",3
01:15,,,,,"STEAL  by WAGNER,MARK",,,"STEAL  by WAGNER,MARK",3
00:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:57,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",3
00:57,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",3
00:45,,,,,"MISS 3PTR by WAGNER,MARK",,,"MISS 3PTR by WAGNER,MARK",3
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",3
00:36,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",3
00:36,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",3
00:29,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",3
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",3
00:23,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",3
00:23,,,,,"MISS FT by BONNER,ALEX",,,"MISS FT by BONNER,ALEX",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
00:23,,76,,85 (+9),"GOOD FT by BONNER,ALEX",LCM 76-85 (-9),,"GOOD FT by BONNER,ALEX",3
00:15,,,,,"FOUL  by PARKER,DUNCAN",,,"FOUL  by PARKER,DUNCAN",3
00:15,"GOOD FT by THOM,IAN",77,,85 (+8),,BSC 77-85 (-8),,"GOOD FT by THOM,IAN",3
00:15,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",3
--,,,,,"REBOUND DEF by OLSON,JUSTYN",,,"REBOUND DEF by OLSON,JUSTYN",3
00:15,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",3
00:15,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",3
00:15,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",3
00:15,,,,,"SUB OUT by PARKER,DUNCAN",,,"SUB OUT by PARKER,DUNCAN",3
00:11,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",3
00:11,,77,,86 (+9),"GOOD FT by OLSON,JUSTYN",LCM 77-86 (-9),,"GOOD FT by OLSON,JUSTYN",3
00:11,,77,,87 (+10),"GOOD FT by OLSON,JUSTYN",LCM 77-87 (-10),,"GOOD FT by OLSON,JUSTYN",3
00:11,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",3
00:11,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",3
00:09,"GOOD 3PTR by WELCH,ROSS",80,,87 (+7),,BSC 80-87 (-7),,"GOOD 3PTR by WELCH,ROSS",3
00:01,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",3
00:01,,80,,88 (+8),"GOOD FT by FORD,BRAXTON",LCM 80-88 (-8),,"GOOD FT by FORD,BRAXTON",3
00:01,,,,,"MISS FT by FORD,BRAXTON",,,"MISS FT by FORD,BRAXTON",3
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",3
