Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
00:57,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
00:57,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
00:53,,,,,"FOUL  by OLSON,JUSTYN",,,"FOUL  by OLSON,JUSTYN",2
00:53,"GOOD FT by DENEKA,HARRISON",90 (+6),,84,,BSC 90-84 (+6),,"GOOD FT by DENEKA,HARRISON",2
00:53,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",2
00:53,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
00:53,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
00:39,,,,,"MISS 3PTR by BONNER,ALEX",,,"MISS 3PTR by BONNER,ALEX",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
00:32,,,,,"FOUL  by WAGNER,MARK",,,"FOUL  by WAGNER,MARK",2
00:32,"GOOD FT by DENEKA,HARRISON",91 (+7),,84,,BSC 91-84 (+7),,"GOOD FT by DENEKA,HARRISON",2
00:32,"GOOD FT by DENEKA,HARRISON",92 (+8),,84,,BSC 92-84 (+8),,"GOOD FT by DENEKA,HARRISON",2
00:32,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
00:32,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
00:20,,92 (+6),,86,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",LCM 92-86 (+6),,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",2
00:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:20,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
00:20,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
00:16,,,,,"FOUL  by ADEDOYIN,ELIJAH",,,"FOUL  by ADEDOYIN,ELIJAH",2
00:16,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:16,"GOOD FT by AVERY,ALEX",93 (+7),,86,,BSC 93-86 (+7),,"GOOD FT by AVERY,ALEX",2
00:16,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
00:16,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
00:16,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
00:16,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
00:11,,93 (+5),,88,"GOOD JUMPER by FORD,BRAXTON(fastbreak)",LCM 93-88 (+5),,"GOOD JUMPER by FORD,BRAXTON(fastbreak)",2
00:07,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
00:07,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",2
00:05,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",2
--,,,,,"REBOUND OFF by WAGNER,MARK",,,"REBOUND OFF by WAGNER,MARK",2
00:04,,,,,"TURNOVER  by WAGNER,MARK",,,"TURNOVER  by WAGNER,MARK",2
00:04,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
00:02,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
00:02,,,,,"STEAL  by BONNER,ALEX",,,"STEAL  by BONNER,ALEX",2
00:01,,93 (+2),,91,"GOOD 3PTR by BONNER,ALEX(fastbreak)",LCM 93-91 (+2),,"GOOD 3PTR by BONNER,ALEX(fastbreak)",2
