Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
01:23,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
01:23,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
01:23,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
01:23,,,,,"SUB IN by GARRETT,DANIEL",,,"SUB IN by GARRETT,DANIEL",1
01:23,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",1
01:09,,35,,40 (+5),"GOOD 3PTR by COX,TJ",CCM 35-40 (-5),,"GOOD 3PTR by COX,TJ",1
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",1
00:44,"MISS JUMPER by CRAIN,JOHN",,,,,,,"MISS JUMPER by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by GARRETT,DANIEL",,,"REBOUND DEF by GARRETT,DANIEL",1
00:28,,,,,"MISS LAYUP by GARRETT,DANIEL",,,"MISS LAYUP by GARRETT,DANIEL",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
00:22,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",1
--,"REBOUND OFF by RUDAK,MATTY",,,,,,,"REBOUND OFF by RUDAK,MATTY",1
00:01,"GOOD 3PTR by CRAIN,JOHN",38,,40 (+2),,BSC 38-40 (-2),,"GOOD 3PTR by CRAIN,JOHN",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
19:42,"GOOD 3PTR by DENEKA,HARRISON",41 (+1),,40,,BSC 41-40 (+1),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
19:16,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
19:16,,41,,41,"GOOD FT by COX,TJ",CCM 41-41 (0),,"GOOD FT by COX,TJ",2
19:16,,41,,42 (+1),"GOOD FT by COX,TJ",CCM 41-42 (-1),,"GOOD FT by COX,TJ",2
19:16,,41,,43 (+2),"GOOD FT by COX,TJ",CCM 41-43 (-2),,"GOOD FT by COX,TJ",2
19:02,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
18:51,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
18:45,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:42,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
18:40,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
18:40,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:40,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
18:40,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
18:40,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
18:36,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",2
18:29,,41,,45 (+4),"GOOD LAYUP by SPRAGG,BAILEY(fastbreak)(in the paint)",CCM 41-45 (-4),,"GOOD LAYUP by SPRAGG,BAILEY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
18:20,,,,,"FOUL  by SEARS,CONNOR",,,"FOUL  by SEARS,CONNOR",2
18:10,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
18:04,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
18:01,"GOOD LAYUP by AVERY,ALEX(in the paint)",43,,45 (+2),,BSC 43-45 (-2),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
17:49,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
17:36,,43,,47 (+4),"GOOD LAYUP by DRYDEN,BERTO(in the paint)",CCM 43-47 (-4),,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",2
17:23,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
17:21,,,,,"STEAL  by SPRAGG,BAILEY",,,"STEAL  by SPRAGG,BAILEY",2
17:15,,,,,"MISS 3PTR by SPRAGG,BAILEY",,,"MISS 3PTR by SPRAGG,BAILEY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
17:06,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",2
17:06,"GOOD FT by THOM,IAN",44,,47 (+3),,BSC 44-47 (-3),,"GOOD FT by THOM,IAN",2
17:06,"GOOD FT by THOM,IAN",45,,47 (+2),,BSC 45-47 (-2),,"GOOD FT by THOM,IAN",2
17:06,,,,,"SUB IN by GARRETT,DANIEL",,,"SUB IN by GARRETT,DANIEL",2
17:06,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
16:44,,45,,49 (+4),"GOOD LAYUP by GARRETT,DANIEL(in the paint)",CCM 45-49 (-4),,"GOOD LAYUP by GARRETT,DANIEL(in the paint)",2
16:32,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",2
16:22,,45,,52 (+7),"GOOD 3PTR by GARRETT,DANIEL",CCM 45-52 (-7),,"GOOD 3PTR by GARRETT,DANIEL",2
--,,,,,"ASSIST  by COX,TJ",,,"ASSIST  by COX,TJ",2
15:53,"GOOD 3PTR by DENEKA,HARRISON",48,,52 (+4),,BSC 48-52 (-4),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
15:43,,48,,55 (+7),"GOOD 3PTR by SPRAGG,BAILEY",CCM 48-55 (-7),,"GOOD 3PTR by SPRAGG,BAILEY",2
--,,,,,"ASSIST  by GARRETT,DANIEL",,,"ASSIST  by GARRETT,DANIEL",2
15:19,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
15:18,,,,,"STEAL  by SPRAGG,BAILEY",,,"STEAL  by SPRAGG,BAILEY",2
15:14,,48,,57 (+9),"GOOD LAYUP by GARRETT,DANIEL(fastbreak)(in the paint)",CCM 48-57 (-9),,"GOOD LAYUP by GARRETT,DANIEL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SPRAGG,BAILEY",,,"ASSIST  by SPRAGG,BAILEY",2
15:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:08,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
15:08,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
15:08,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
15:08,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
15:08,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
15:08,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
15:08,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
15:08,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
15:08,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
15:08,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:59,,,,,"FOUL  by SEARS,CONNOR",,,"FOUL  by SEARS,CONNOR",2
14:59,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
14:59,"MISS FT by BARRON,MAC",,,,,,,"MISS FT by BARRON,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:59,"GOOD FT by BARRON,MAC",49,,57 (+8),,BSC 49-57 (-8),,"GOOD FT by BARRON,MAC",2
14:43,,49,,59 (+10),"GOOD LAYUP by GARRETT,DANIEL(in the paint)",CCM 49-59 (-10),,"GOOD LAYUP by GARRETT,DANIEL(in the paint)",2
14:31,"MISS JUMPER by BARRON,MAC",,,,,,,"MISS JUMPER by BARRON,MAC",2
--,,,,,"REBOUND DEF by GARRETT,DANIEL",,,"REBOUND DEF by GARRETT,DANIEL",2
14:21,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
14:21,,49,,60 (+11),"GOOD FT by DRYDEN,BERTO",CCM 49-60 (-11),,"GOOD FT by DRYDEN,BERTO",2
14:21,,49,,61 (+12),"GOOD FT by DRYDEN,BERTO",CCM 49-61 (-12),,"GOOD FT by DRYDEN,BERTO",2
14:07,"GOOD JUMPER by BARRON,MAC(in the paint)",51,,61 (+10),,BSC 51-61 (-10),,"GOOD JUMPER by BARRON,MAC(in the paint)",2
13:50,,,,,"MISS LAYUP by DRYDEN,BERTO",,,"MISS LAYUP by DRYDEN,BERTO",2
--,,,,,"REBOUND OFF by SEARS,CONNOR",,,"REBOUND OFF by SEARS,CONNOR",2
13:43,,,,,"MISS JUMPER by SEARS,CONNOR",,,"MISS JUMPER by SEARS,CONNOR",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
13:26,"TURNOVER  by BARRON,MAC",,,,,,,"TURNOVER  by BARRON,MAC",2
13:25,,,,,"STEAL  by DRYDEN,BERTO",,,"STEAL  by DRYDEN,BERTO",2
13:21,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,,,,,"REBOUND OFF by DRYDEN,BERTO",,,"REBOUND OFF by DRYDEN,BERTO",2
13:11,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",2
--,,,,,"REBOUND OFF by COX,TJ",,,"REBOUND OFF by COX,TJ",2
12:59,,51,,63 (+12),"GOOD LAYUP by COX,TJ(in the paint)",CCM 51-63 (-12),,"GOOD LAYUP by COX,TJ(in the paint)",2
12:35,"MISS JUMPER by BARRON,MAC",,,,,,,"MISS JUMPER by BARRON,MAC",2
--,,,,,"REBOUND DEF by GARRETT,DANIEL",,,"REBOUND DEF by GARRETT,DANIEL",2
12:12,,,,,"MISS 3PTR by GARRETT,DANIEL",,,"MISS 3PTR by GARRETT,DANIEL",2
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",2
11:58,"GOOD JUMPER by BARRON,MAC(in the paint)",53,,63 (+10),,BSC 53-63 (-10),,"GOOD JUMPER by BARRON,MAC(in the paint)",2
11:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:51,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:51,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
11:51,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
11:51,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
11:51,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
11:51,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:51,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
11:51,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
11:51,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
11:51,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",2
11:51,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
11:51,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
11:51,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",2
11:51,,,,,"SUB OUT by GARRETT,DANIEL",,,"SUB OUT by GARRETT,DANIEL",2
11:51,,,,,"SUB OUT by SPRAGG,BAILEY",,,"SUB OUT by SPRAGG,BAILEY",2
11:32,,,,,"TURNOVER  by SEARS,CONNOR",,,"TURNOVER  by SEARS,CONNOR",2
11:30,"STEAL  by THOM,IAN",,,,,,,"STEAL  by THOM,IAN",2
11:20,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",55,,63 (+8),,BSC 55-63 (-8),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
11:06,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
11:06,,55,,64 (+9),"GOOD FT by TWAGIRAYEZU,PATJO",CCM 55-64 (-9),,"GOOD FT by TWAGIRAYEZU,PATJO",2
11:06,,55,,65 (+10),"GOOD FT by TWAGIRAYEZU,PATJO",CCM 55-65 (-10),,"GOOD FT by TWAGIRAYEZU,PATJO",2
10:52,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
10:33,,55,,67 (+12),"GOOD JUMPER by SEARS,CONNOR",CCM 55-67 (-12),,"GOOD JUMPER by SEARS,CONNOR",2
10:22,"GOOD LAYUP by THOM,IAN(in the paint)",57,,67 (+10),,BSC 57-67 (-10),,"GOOD LAYUP by THOM,IAN(in the paint)",2
10:07,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",,,"TURNOVER  by TWAGIRAYEZU,PATJO",2
10:07,"STEAL  by THOM,IAN",,,,,,,"STEAL  by THOM,IAN",2
10:02,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
09:50,,,,,"TURNOVER  by ARIMA,Z",,,"TURNOVER  by ARIMA,Z",2
09:49,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
09:45,,,,,"FOUL  by TWAGIRAYEZU,PATJO",,,"FOUL  by TWAGIRAYEZU,PATJO",2
09:45,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:45,"GOOD FT by DENEKA,HARRISON",58,,67 (+9),,BSC 58-67 (-9),,"GOOD FT by DENEKA,HARRISON",2
09:45,,,,,"SUB IN by SPRAGG,BAILEY",,,"SUB IN by SPRAGG,BAILEY",2
09:45,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",2
09:31,,58,,69 (+11),"GOOD JUMPER by COX,TJ",CCM 58-69 (-11),,"GOOD JUMPER by COX,TJ",2
09:05,"GOOD JUMPER by THOM,IAN(in the paint)",60,,69 (+9),,BSC 60-69 (-9),,"GOOD JUMPER by THOM,IAN(in the paint)",2
08:47,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
08:36,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
08:33,"GOOD TIPIN by DENEKA,HARRISON(in the paint)",62,,69 (+7),,BSC 62-69 (-7),,"GOOD TIPIN by DENEKA,HARRISON(in the paint)",2
08:26,,,,,"TURNOVER  by DRYDEN,BERTO",,,"TURNOVER  by DRYDEN,BERTO",2
08:25,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
08:21,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",64,,69 (+5),,BSC 64-69 (-5),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
08:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:10,,,,,"SUB IN by GARRETT,DANIEL",,,"SUB IN by GARRETT,DANIEL",2
08:10,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
08:01,,64,,71 (+7),"GOOD LAYUP by SEARS,CONNOR(in the paint)",CCM 64-71 (-7),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",2
--,,,,,"ASSIST  by SPRAGG,BAILEY",,,"ASSIST  by SPRAGG,BAILEY",2
07:48,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
07:41,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",66,,71 (+5),,BSC 66-71 (-5),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
07:21,,,,,"TURNOVER  by SPRAGG,BAILEY",,,"TURNOVER  by SPRAGG,BAILEY",2
07:19,"STEAL  by LEWIS,EVAN",,,,,,,"STEAL  by LEWIS,EVAN",2
07:16,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
07:13,"GOOD TIPIN by AVERY,ALEX(in the paint)",68,,71 (+3),,BSC 68-71 (-3),,"GOOD TIPIN by AVERY,ALEX(in the paint)",2
06:49,,68,,73 (+5),"GOOD LAYUP by GARRETT,DANIEL(in the paint)",CCM 68-73 (-5),,"GOOD LAYUP by GARRETT,DANIEL(in the paint)",2
06:31,"GOOD 3PTR by DENEKA,HARRISON",71,,73 (+2),,BSC 71-73 (-2),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
06:17,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
05:55,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",73,,73,,BSC 73-73 (0),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
05:31,,,,,"FOUL  by GARRETT,DANIEL",,,"FOUL  by GARRETT,DANIEL",2
05:31,,,,,"TURNOVER  by GARRETT,DANIEL",,,"TURNOVER  by GARRETT,DANIEL",2
05:31,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
05:31,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
05:31,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
05:31,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
05:31,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",2
05:31,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
05:31,,,,,"SUB OUT by GARRETT,DANIEL",,,"SUB OUT by GARRETT,DANIEL",2
05:31,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
05:15,"MISS JUMPER by CRAIN,JOHN",,,,,,,"MISS JUMPER by CRAIN,JOHN",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
05:14,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
05:07,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
04:50,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:47,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
04:47,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
04:47,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
04:47,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
04:43,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:24,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",2
04:24,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
04:24,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:18,,73,,75 (+2),"GOOD LAYUP by COX,TJ(in the paint)",CCM 73-75 (-2),,"GOOD LAYUP by COX,TJ(in the paint)",2
03:56,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",2
03:56,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:56,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:56,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
03:56,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
03:56,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
03:56,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
03:56,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
03:56,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
03:56,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
03:56,,,,,"SUB IN by DRYDEN,BERTO",,,"SUB IN by DRYDEN,BERTO",2
03:56,,,,,"SUB OUT by PHELPS,BEN",,,"SUB OUT by PHELPS,BEN",2
03:47,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:38,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
03:38,,73,,76 (+3),"GOOD FT by COX,TJ",CCM 73-76 (-3),,"GOOD FT by COX,TJ",2
03:38,,73,,77 (+4),"GOOD FT by COX,TJ",CCM 73-77 (-4),,"GOOD FT by COX,TJ",2
03:38,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
03:38,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
03:24,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
03:22,,,,,"STEAL  by SPRAGG,BAILEY",,,"STEAL  by SPRAGG,BAILEY",2
03:22,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
03:22,,73,,78 (+5),"GOOD FT by SPRAGG,BAILEY",CCM 73-78 (-5),,"GOOD FT by SPRAGG,BAILEY",2
03:22,,73,,79 (+6),"GOOD FT by SPRAGG,BAILEY",CCM 73-79 (-6),,"GOOD FT by SPRAGG,BAILEY",2
03:10,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:59,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
02:59,,,,,"BLOCK  by SPRAGG,BAILEY",,,"BLOCK  by SPRAGG,BAILEY",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
02:53,,73,,81 (+8),"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 73-81 (-8),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
02:53,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
02:53,,,,,"MISS FT by TWAGIRAYEZU,PATJO",,,"MISS FT by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
02:36,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
02:34,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
02:34,,,,,"MISS FT by BOYD,CHRIS",,,"MISS FT by BOYD,CHRIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:34,,73,,82 (+9),"GOOD FT by BOYD,CHRIS",CCM 73-82 (-9),,"GOOD FT by BOYD,CHRIS",2
02:34,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
02:34,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
02:26,"GOOD LAYUP by THOM,IAN(in the paint)",75,,82 (+7),,BSC 75-82 (-7),,"GOOD LAYUP by THOM,IAN(in the paint)",2
02:16,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
02:15,,,,,"FOUL  by TWAGIRAYEZU,PATJO",,,"FOUL  by TWAGIRAYEZU,PATJO",2
02:15,"GOOD FT by THOM,IAN",76,,82 (+6),,BSC 76-82 (-6),,"GOOD FT by THOM,IAN",2
02:15,"GOOD FT by THOM,IAN",77,,82 (+5),,BSC 77-82 (-5),,"GOOD FT by THOM,IAN",2
02:15,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
02:15,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
