Time Remaining,JCUM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
03:27,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,"REBOUND DEF by PAPICH,BRIAN",,,,,,,"REBOUND DEF by PAPICH,BRIAN",1
03:18,"GOOD JUMPER by FARRAGHER,RYAN(fastbreak)(in the paint)",54 (+15),,39,,JCUM 54-39 (-15),,"GOOD JUMPER by FARRAGHER,RYAN(fastbreak)(in the paint)",1
02:49,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",1
02:48,"STEAL  by FARRAGHER,RYAN",,,,,,,"STEAL  by FARRAGHER,RYAN",1
02:44,"GOOD LAYUP by VUYANCIH,ANTONIO(fastbreak)(in the paint)",56 (+17),,39,,JCUM 56-39 (-17),,"GOOD LAYUP by VUYANCIH,ANTONIO(fastbreak)(in the paint)",1
--,"ASSIST  by FARRAGHER,RYAN",,,,,,,"ASSIST  by FARRAGHER,RYAN",1
02:34,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",1
--,"REBOUND DEF by FARRAGHER,RYAN",,,,,,,"REBOUND DEF by FARRAGHER,RYAN",1
02:28,"MISS 3PTR by CIRILLO,JOHN",,,,,,,"MISS 3PTR by CIRILLO,JOHN",1
--,"REBOUND OFF by CIRILLO,JOHN",,,,,,,"REBOUND OFF by CIRILLO,JOHN",1
02:24,TIMEOUT 30SEC by,,,,,,,TIMEOUT 30SEC by,1
02:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
02:16,"GOOD JUMPER by HANNESSEY,DAN",58 (+19),,39,,JCUM 58-39 (-19),,"GOOD JUMPER by HANNESSEY,DAN",1
--,"ASSIST  by FARRAGHER,RYAN",,,,,,,"ASSIST  by FARRAGHER,RYAN",1
01:56,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
01:51,,58 (+17),,41,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 58-41 (-17),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
01:30,"GOOD LAYUP by VUYANCIH,ANTONIO(in the paint)",60 (+19),,41,,JCUM 60-41 (-19),,"GOOD LAYUP by VUYANCIH,ANTONIO(in the paint)",1
01:09,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
01:09,"STEAL  by VUYANCIH,ANTONIO",,,,,,,"STEAL  by VUYANCIH,ANTONIO",1
01:09,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
01:09,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
01:05,"GOOD LAYUP by CIRILLO,JOHN(fastbreak)(in the paint)",62 (+21),,41,,JCUM 62-41 (-21),,"GOOD LAYUP by CIRILLO,JOHN(fastbreak)(in the paint)",1
--,"ASSIST  by HANNESSEY,DAN",,,,,,,"ASSIST  by HANNESSEY,DAN",1
00:44,,62 (+18),,44,"GOOD 3PTR by MCLEAN,JAMES",BSC 62-44 (-18),,"GOOD 3PTR by MCLEAN,JAMES",1
00:38,"GOOD JUMPER by FARRAGHER,RYAN",64 (+20),,44,,JCUM 64-44 (-20),,"GOOD JUMPER by FARRAGHER,RYAN",1
00:31,,64 (+19),,45,"GOOD FT by MCLEAN,JAMES",BSC 64-45 (-19),,"GOOD FT by MCLEAN,JAMES",1
00:31,,64 (+18),,46,"GOOD FT by MCLEAN,JAMES",BSC 64-46 (-18),,"GOOD FT by MCLEAN,JAMES",1
00:31,"SUB IN by STOKES,ALLEN",,,,,,,"SUB IN by STOKES,ALLEN",1
00:31,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",1
00:31,"SUB IN by STARKS,WILL",,,,,,,"SUB IN by STARKS,WILL",1
00:31,"SUB IN by LINANE,DAVID",,,,,,,"SUB IN by LINANE,DAVID",1
00:31,"SUB IN by YOUNG,DERIK",,,,,,,"SUB IN by YOUNG,DERIK",1
00:31,"SUB OUT by HANNESSEY,DAN",,,,,,,"SUB OUT by HANNESSEY,DAN",1
00:31,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",1
00:31,"SUB OUT by FARRAGHER,RYAN",,,,,,,"SUB OUT by FARRAGHER,RYAN",1
00:31,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",1
00:31,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",1
00:31,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
00:31,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
00:31,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
00:31,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
00:07,"GOOD LAYUP by LINANE,DAVID(in the paint)",66 (+20),,46,,JCUM 66-46 (-20),,"GOOD LAYUP by LINANE,DAVID(in the paint)",1
19:50,"FOUL  by STOKES,ALLEN",,,,,,,"FOUL  by STOKES,ALLEN",2
19:35,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
19:26,"MISS LAYUP by STOKES,ALLEN",,,,,,,"MISS LAYUP by STOKES,ALLEN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
19:08,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
19:02,,66 (+18),,48,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 66-48 (-18),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
18:49,"MISS 3PTR by WALLACK,DANNY",,,,,,,"MISS 3PTR by WALLACK,DANNY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:41,"FOUL  by STOKES,ALLEN",,,,,,,"FOUL  by STOKES,ALLEN",2
18:28,,66 (+16),,50,"GOOD JUMPER by AVERY,ALEX(in the paint)",BSC 66-50 (-16),,"GOOD JUMPER by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
18:21,"SUB IN by HANNESSEY,DAN",,,,,,,"SUB IN by HANNESSEY,DAN",2
18:21,"SUB IN by CIRILLO,JOHN",,,,,,,"SUB IN by CIRILLO,JOHN",2
18:21,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",2
18:21,"SUB IN by FARRAGHER,RYAN",,,,,,,"SUB IN by FARRAGHER,RYAN",2
18:21,"SUB IN by VUYANCIH,ANTONIO",,,,,,,"SUB IN by VUYANCIH,ANTONIO",2
18:21,"SUB OUT by STOKES,ALLEN",,,,,,,"SUB OUT by STOKES,ALLEN",2
18:21,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",2
18:21,"SUB OUT by STARKS,WILL",,,,,,,"SUB OUT by STARKS,WILL",2
18:21,"SUB OUT by LINANE,DAVID",,,,,,,"SUB OUT by LINANE,DAVID",2
18:21,"SUB OUT by WALLACK,DANNY",,,,,,,"SUB OUT by WALLACK,DANNY",2
18:12,"GOOD JUMPER by VUYANCIH,ANTONIO",68 (+18),,50,,JCUM 68-50 (-18),,"GOOD JUMPER by VUYANCIH,ANTONIO",2
17:44,"FOUL  by PAPICH,BRIAN",,,,,,,"FOUL  by PAPICH,BRIAN",2
17:36,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
17:36,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
17:26,"TURNOVER  by FARRAGHER,RYAN",,,,,,,"TURNOVER  by FARRAGHER,RYAN",2
17:26,"FOUL  by FARRAGHER,RYAN",,,,,,,"FOUL  by FARRAGHER,RYAN",2
17:07,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by VUYANCIH,ANTONIO",,,,,,,"REBOUND DEF by VUYANCIH,ANTONIO",2
16:57,"TURNOVER  by VUYANCIH,ANTONIO",,,,,,,"TURNOVER  by VUYANCIH,ANTONIO",2
16:57,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
16:47,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
16:40,"TURNOVER  by CIRILLO,JOHN",,,,,,,"TURNOVER  by CIRILLO,JOHN",2
16:15,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
16:14,"STEAL  by PAPICH,BRIAN",,,,,,,"STEAL  by PAPICH,BRIAN",2
16:12,"GOOD LAYUP by PAPICH,BRIAN(fastbreak)(in the paint)",70 (+20),,50,,JCUM 70-50 (-20),,"GOOD LAYUP by PAPICH,BRIAN(fastbreak)(in the paint)",2
15:51,,70 (+17),,53,"GOOD 3PTR by WELCH,ROSS",BSC 70-53 (-17),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
15:42,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
15:42,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
15:26,"GOOD 3PTR by CIRILLO,JOHN",73 (+20),,53,,JCUM 73-53 (-20),,"GOOD 3PTR by CIRILLO,JOHN",2
--,"ASSIST  by VUYANCIH,ANTONIO",,,,,,,"ASSIST  by VUYANCIH,ANTONIO",2
15:11,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND DEF by VUYANCIH,ANTONIO",,,,,,,"REBOUND DEF by VUYANCIH,ANTONIO",2
15:07,"SUB IN by STOKES,ALLEN",,,,,,,"SUB IN by STOKES,ALLEN",2
15:07,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",2
15:07,"SUB IN by STARKS,WILL",,,,,,,"SUB IN by STARKS,WILL",2
15:07,"SUB IN by LINANE,DAVID",,,,,,,"SUB IN by LINANE,DAVID",2
15:07,"SUB IN by WALLACK,DANNY",,,,,,,"SUB IN by WALLACK,DANNY",2
15:07,"SUB OUT by HANNESSEY,DAN",,,,,,,"SUB OUT by HANNESSEY,DAN",2
15:07,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",2
15:07,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",2
15:07,"SUB OUT by FARRAGHER,RYAN",,,,,,,"SUB OUT by FARRAGHER,RYAN",2
15:07,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",2
15:07,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
15:07,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
14:58,"MISS 3PTR by STARKS,WILL",,,,,,,"MISS 3PTR by STARKS,WILL",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
14:49,,73 (+18),,55,"GOOD LAYUP by BARRON,MAC(fastbreak)(in the paint)",BSC 73-55 (-18),,"GOOD LAYUP by BARRON,MAC(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
14:42,"GOOD LAYUP by LINANE,DAVID(fastbreak)(in the paint)",75 (+20),,55,,JCUM 75-55 (-20),,"GOOD LAYUP by LINANE,DAVID(fastbreak)(in the paint)",2
14:23,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
14:11,"GOOD DUNK by KUCHAREWICZ,SIMON(in the paint)",77 (+22),,55,,JCUM 77-55 (-22),,"GOOD DUNK by KUCHAREWICZ,SIMON(in the paint)",2
--,"ASSIST  by LINANE,DAVID",,,,,,,"ASSIST  by LINANE,DAVID",2
13:59,,77 (+19),,58,"GOOD 3PTR by THOM,IAN",BSC 77-58 (-19),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
13:51,"MISS 3PTR by LINANE,DAVID",,,,,,,"MISS 3PTR by LINANE,DAVID",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
13:42,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by BARRON,MAC",,,"REBOUND OFF by BARRON,MAC",2
13:40,,77 (+17),,60,"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 77-60 (-17),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
13:33,"MISS JUMPER by WALLACK,DANNY",,,,,,,"MISS JUMPER by WALLACK,DANNY",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
13:23,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND OFF by BARRON,MAC",,,"REBOUND OFF by BARRON,MAC",2
13:23,"FOUL  by STOKES,ALLEN",,,,,,,"FOUL  by STOKES,ALLEN",2
13:23,,,,,"MISS FT by BARRON,MAC",,,"MISS FT by BARRON,MAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:23,,,,,"MISS FT by BARRON,MAC",,,"MISS FT by BARRON,MAC",2
--,"REBOUND DEF by KUCHAREWICZ,SIMON",,,,,,,"REBOUND DEF by KUCHAREWICZ,SIMON",2
13:23,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",2
13:23,"SUB OUT by STOKES,ALLEN",,,,,,,"SUB OUT by STOKES,ALLEN",2
13:23,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
13:23,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:23,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
13:23,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:13,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
13:13,"GOOD FT by LINANE,DAVID",78 (+18),,60,,JCUM 78-60 (-18),,"GOOD FT by LINANE,DAVID",2
13:13,"MISS FT by LINANE,DAVID",,,,,,,"MISS FT by LINANE,DAVID",2
--,"REBOUND OFF by PAPICH,BRIAN",,,,,,,"REBOUND OFF by PAPICH,BRIAN",2
13:08,"GOOD LAYUP by PAPICH,BRIAN(in the paint)",80 (+20),,60,,JCUM 80-60 (-20),,"GOOD LAYUP by PAPICH,BRIAN(in the paint)",2
12:52,"FOUL  by WALLACK,DANNY",,,,,,,"FOUL  by WALLACK,DANNY",2
12:52,,80 (+19),,61,"GOOD FT by MCLEAN,JAMES",BSC 80-61 (-19),,"GOOD FT by MCLEAN,JAMES",2
12:52,,80 (+18),,62,"GOOD FT by MCLEAN,JAMES",BSC 80-62 (-18),,"GOOD FT by MCLEAN,JAMES",2
12:52,"SUB IN by WILLIAMS,PRESTON",,,,,,,"SUB IN by WILLIAMS,PRESTON",2
12:52,"SUB OUT by WALLACK,DANNY",,,,,,,"SUB OUT by WALLACK,DANNY",2
12:45,"GOOD DUNK by KUCHAREWICZ,SIMON(in the paint)",82 (+20),,62,,JCUM 82-62 (-20),,"GOOD DUNK by KUCHAREWICZ,SIMON(in the paint)",2
--,"ASSIST  by LINANE,DAVID",,,,,,,"ASSIST  by LINANE,DAVID",2
12:45,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
12:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:45,"MISS FT by KUCHAREWICZ,SIMON",,,,,,,"MISS FT by KUCHAREWICZ,SIMON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:45,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
12:45,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
12:45,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
12:45,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
12:28,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by KUCHAREWICZ,SIMON",,,,,,,"REBOUND DEF by KUCHAREWICZ,SIMON",2
12:25,"TURNOVER  by WILLIAMS,PRESTON",,,,,,,"TURNOVER  by WILLIAMS,PRESTON",2
12:25,"SUB IN by HANNESSEY,DAN",,,,,,,"SUB IN by HANNESSEY,DAN",2
12:25,"SUB IN by CIRILLO,JOHN",,,,,,,"SUB IN by CIRILLO,JOHN",2
12:25,"SUB IN by FARRAGHER,RYAN",,,,,,,"SUB IN by FARRAGHER,RYAN",2
12:25,"SUB IN by YOUNG,DERIK",,,,,,,"SUB IN by YOUNG,DERIK",2
12:25,"SUB IN by VUYANCIH,ANTONIO",,,,,,,"SUB IN by VUYANCIH,ANTONIO",2
12:25,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",2
12:25,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",2
12:25,"SUB OUT by STARKS,WILL",,,,,,,"SUB OUT by STARKS,WILL",2
12:25,"SUB OUT by LINANE,DAVID",,,,,,,"SUB OUT by LINANE,DAVID",2
12:25,"SUB OUT by WILLIAMS,PRESTON",,,,,,,"SUB OUT by WILLIAMS,PRESTON",2
12:25,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
12:25,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
12:21,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND DEF by,,,,,,,REBOUND DEF by,2
12:06,"MISS LAYUP by CIRILLO,JOHN",,,,,,,"MISS LAYUP by CIRILLO,JOHN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
11:52,"FOUL  by HANNESSEY,DAN",,,,,,,"FOUL  by HANNESSEY,DAN",2
11:52,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:43,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by CIRILLO,JOHN",,,,,,,"REBOUND DEF by CIRILLO,JOHN",2
11:38,"GOOD 3PTR by FARRAGHER,RYAN",85 (+23),,62,,JCUM 85-62 (-23),,"GOOD 3PTR by FARRAGHER,RYAN",2
--,"ASSIST  by VUYANCIH,ANTONIO",,,,,,,"ASSIST  by VUYANCIH,ANTONIO",2
11:14,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
11:09,"MISS 3PTR by VUYANCIH,ANTONIO",,,,,,,"MISS 3PTR by VUYANCIH,ANTONIO",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
10:57,,85 (+20),,65,"GOOD 3PTR by CRAIN,JOHN",BSC 85-65 (-20),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
10:47,"GOOD LAYUP by FARRAGHER,RYAN(in the paint)",87 (+22),,65,,JCUM 87-65 (-22),,"GOOD LAYUP by FARRAGHER,RYAN(in the paint)",2
10:34,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND DEF by YOUNG,DERIK",,,,,,,"REBOUND DEF by YOUNG,DERIK",2
10:26,"GOOD JUMPER by FARRAGHER,RYAN",89 (+24),,65,,JCUM 89-65 (-24),,"GOOD JUMPER by FARRAGHER,RYAN",2
10:26,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
10:26,"GOOD FT by FARRAGHER,RYAN",90 (+25),,65,,JCUM 90-65 (-25),,"GOOD FT by FARRAGHER,RYAN",2
10:24,"SUB IN by FORMICHELLI,MARIO",,,,,,,"SUB IN by FORMICHELLI,MARIO",2
10:24,"SUB IN by BIDAR,NOAH",,,,,,,"SUB IN by BIDAR,NOAH",2
10:24,"SUB OUT by HANNESSEY,DAN",,,,,,,"SUB OUT by HANNESSEY,DAN",2
10:24,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",2
10:24,,,,,"SUB IN by REBIC,ANTE",,,"SUB IN by REBIC,ANTE",2
10:24,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
10:24,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
10:24,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
10:22,"FOUL  by BIDAR,NOAH",,,,,,,"FOUL  by BIDAR,NOAH",2
10:22,,90 (+24),,66,"GOOD FT by WELCH,ROSS",BSC 90-66 (-24),,"GOOD FT by WELCH,ROSS",2
10:22,,90 (+23),,67,"GOOD FT by WELCH,ROSS",BSC 90-67 (-23),,"GOOD FT by WELCH,ROSS",2
10:13,,,,,"FOUL  by REBIC,ANTE",,,"FOUL  by REBIC,ANTE",2
10:13,"GOOD FT by FARRAGHER,RYAN",91 (+24),,67,,JCUM 91-67 (-24),,"GOOD FT by FARRAGHER,RYAN",2
10:13,"GOOD FT by FARRAGHER,RYAN",92 (+25),,67,,JCUM 92-67 (-25),,"GOOD FT by FARRAGHER,RYAN",2
10:13,"SUB OUT by FARRAGHER,RYAN",,,,,,,"SUB OUT by FARRAGHER,RYAN",2
10:13,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
10:13,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
10:01,,92 (+23),,69,"GOOD JUMPER by REBIC,ANTE",BSC 92-69 (-23),,"GOOD JUMPER by REBIC,ANTE",2
09:56,"GOOD 3PTR by YOUNG,DERIK",95 (+26),,69,,JCUM 95-69 (-26),,"GOOD 3PTR by YOUNG,DERIK",2
09:41,"FOUL  by KUCHAREWICZ,SIMON",,,,,,,"FOUL  by KUCHAREWICZ,SIMON",2
09:40,,95 (+25),,70,"GOOD FT by WELCH,ROSS",BSC 95-70 (-25),,"GOOD FT by WELCH,ROSS",2
09:40,,95 (+24),,71,"GOOD FT by WELCH,ROSS",BSC 95-71 (-24),,"GOOD FT by WELCH,ROSS",2
09:40,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",2
09:39,"MISS JUMPER by VUYANCIH,ANTONIO",,,,,,,"MISS JUMPER by VUYANCIH,ANTONIO",2
--,"REBOUND OFF by YOUNG,DERIK",,,,,,,"REBOUND OFF by YOUNG,DERIK",2
08:54,,,,,"FOUL  by REBIC,ANTE",,,"FOUL  by REBIC,ANTE",2
08:54,"GOOD FT by YOUNG,DERIK",96 (+25),,71,,JCUM 96-71 (-25),,"GOOD FT by YOUNG,DERIK",2
08:54,"GOOD FT by YOUNG,DERIK",97 (+26),,71,,JCUM 97-71 (-26),,"GOOD FT by YOUNG,DERIK",2
08:54,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
08:54,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
08:39,,97 (+23),,74,"GOOD 3PTR by THOM,IAN",BSC 97-74 (-23),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
08:30,"GOOD 3PTR by YOUNG,DERIK(fastbreak)(in the paint)",100 (+26),,74,,JCUM 100-74 (-26),,"GOOD 3PTR by YOUNG,DERIK(fastbreak)(in the paint)",2
--,"ASSIST  by BIDAR,NOAH",,,,,,,"ASSIST  by BIDAR,NOAH",2
08:21,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND DEF by BIDAR,NOAH",,,,,,,"REBOUND DEF by BIDAR,NOAH",2
08:18,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
08:18,"GOOD FT by BIDAR,NOAH",101 (+27),,74,,JCUM 101-74 (-27),,"GOOD FT by BIDAR,NOAH",2
08:18,"GOOD FT by BIDAR,NOAH",102 (+28),,74,,JCUM 102-74 (-28),,"GOOD FT by BIDAR,NOAH",2
08:18,"SUB IN by LINANE,DAVID",,,,,,,"SUB IN by LINANE,DAVID",2
08:18,"SUB IN by STOKES,ALLEN",,,,,,,"SUB IN by STOKES,ALLEN",2
08:18,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",2
08:18,"SUB IN by STARKS,WILL",,,,,,,"SUB IN by STARKS,WILL",2
08:18,"SUB IN by WALLACK,DANNY",,,,,,,"SUB IN by WALLACK,DANNY",2
08:18,"SUB OUT by BIDAR,NOAH",,,,,,,"SUB OUT by BIDAR,NOAH",2
08:18,"SUB OUT by FORMICHELLI,MARIO",,,,,,,"SUB OUT by FORMICHELLI,MARIO",2
08:18,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",2
08:18,"SUB OUT by YOUNG,DERIK",,,,,,,"SUB OUT by YOUNG,DERIK",2
08:18,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",2
08:18,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
08:18,,,,,"SUB OUT by REBIC,ANTE",,,"SUB OUT by REBIC,ANTE",2
08:08,"FOUL  by WALLACK,DANNY",,,,,,,"FOUL  by WALLACK,DANNY",2
08:08,,102 (+27),,75,"GOOD FT by THOM,IAN",BSC 102-75 (-27),,"GOOD FT by THOM,IAN",2
08:08,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,"REBOUND DEF by KUCHAREWICZ,SIMON",,,,,,,"REBOUND DEF by KUCHAREWICZ,SIMON",2
07:48,"TURNOVER  by LINANE,DAVID",,,,,,,"TURNOVER  by LINANE,DAVID",2
07:40,,102 (+25),,77,"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 102-77 (-25),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
07:19,"MISS 3PTR by LINANE,DAVID",,,,,,,"MISS 3PTR by LINANE,DAVID",2
--,"REBOUND OFF by STARKS,WILL",,,,,,,"REBOUND OFF by STARKS,WILL",2
07:14,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
07:14,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
