Time Remaining,HUNTINGD,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
01:17,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",34,,38 (+4),,HUNTINGD 34-38 (+4),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",1
01:04,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",1
01:03,"STEAL  by LAYSON,ALEX",,,,,,,"STEAL  by LAYSON,ALEX",1
00:57,"MISS 3PTR by LAYSON,ALEX",,,,,,,"MISS 3PTR by LAYSON,ALEX",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:51,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",1
00:51,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",1
00:51,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",1
00:51,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",1
00:27,,34,,40 (+6),"GOOD JUMPER by STONE,BRODY",SEWANEE 34-40 (+6),,"GOOD JUMPER by STONE,BRODY",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
00:13,"MISS 3PTR by DAVIS,JEROME",,,,,,,"MISS 3PTR by DAVIS,JEROME",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
19:36,,34,,43 (+9),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 34-43 (+9),,"GOOD 3PTR by WILLIAMS,JORDEN",2
19:32,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
19:32,,34,,44 (+10),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 34-44 (+10),,"GOOD FT by WILLIAMS,JORDEN",2
19:19,"GOOD LAYUP by DONALDSON,BILL(in the paint)",36,,44 (+8),,HUNTINGD 36-44 (+8),,"GOOD LAYUP by DONALDSON,BILL(in the paint)",2
--,"ASSIST  by WASHINGTON,DANTAVIUS",,,,,,,"ASSIST  by WASHINGTON,DANTAVIUS",2
19:05,,36,,47 (+11),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 36-47 (+11),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",2
18:56,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",2
18:56,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
18:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
18:29,"TURNOVER  by WASHINGTON,DANTAVIUS",,,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",2
18:29,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
18:24,,,,,"MISS LAYUP by WILLIAMS,JORDEN",,,"MISS LAYUP by WILLIAMS,JORDEN",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
18:17,"TURNOVER  by DAVIS,JEROME",,,,,,,"TURNOVER  by DAVIS,JEROME",2
18:13,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",2
18:12,"FOUL  by LAYSON,ALEX",,,,,,,"FOUL  by LAYSON,ALEX",2
18:12,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:12,,36,,48 (+12),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 36-48 (+12),,"GOOD FT by CALDWELL,MARCELLUS",2
18:12,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
18:12,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
18:12,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
18:12,"SUB OUT by LAYSON,ALEX",,,,,,,"SUB OUT by LAYSON,ALEX",2
17:59,"GOOD 3PTR by BERRY,RAHEEM",39,,48 (+9),,HUNTINGD 39-48 (+9),,"GOOD 3PTR by BERRY,RAHEEM",2
--,"ASSIST  by DAVIS,JEROME",,,,,,,"ASSIST  by DAVIS,JEROME",2
17:39,,39,,50 (+11),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 39-50 (+11),,"GOOD JUMPER by CARTER,KESHONN",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
17:18,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
17:18,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:18,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
17:18,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
17:18,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
16:51,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
16:46,,39,,52 (+13),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 39-52 (+13),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
16:33,"TURNOVER  by POPOVICH,WYATT",,,,,,,"TURNOVER  by POPOVICH,WYATT",2
16:30,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",2
16:30,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
16:30,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
16:30,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:08,"FOUL  by BERRY,RAHEEM",,,,,,,"FOUL  by BERRY,RAHEEM",2
16:08,,39,,53 (+14),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 39-53 (+14),,"GOOD FT by WILLIAMS,JORDEN",2
16:08,,39,,54 (+15),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 39-54 (+15),,"GOOD FT by WILLIAMS,JORDEN",2
16:08,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
16:08,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
16:02,"MISS LAYUP by DAVIS,JEROME",,,,,,,"MISS LAYUP by DAVIS,JEROME",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
15:49,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
15:45,"TURNOVER  by JOHNSON,CHARLIE",,,,,,,"TURNOVER  by JOHNSON,CHARLIE",2
15:45,"FOUL  by JOHNSON,CHARLIE",,,,,,,"FOUL  by JOHNSON,CHARLIE",2
15:45,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
15:45,"SUB OUT by JOHNSON,CHARLIE",,,,,,,"SUB OUT by JOHNSON,CHARLIE",2
15:45,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
15:45,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
15:37,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
15:23,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
15:23,"GOOD FT by ASHLEY,ANDRE",40,,54 (+14),,HUNTINGD 40-54 (+14),,"GOOD FT by ASHLEY,ANDRE",2
15:23,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
15:23,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
15:23,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
15:04,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
15:01,,40,,56 (+16),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 40-56 (+16),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
14:49,"MISS JUMPER by ASHLEY,ANDRE",,,,,,,"MISS JUMPER by ASHLEY,ANDRE",2
--,"REBOUND OFF by BERRY,RAHEEM",,,,,,,"REBOUND OFF by BERRY,RAHEEM",2
14:46,"MISS 3PTR by DAVIS,JEROME",,,,,,,"MISS 3PTR by DAVIS,JEROME",2
--,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
14:38,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
14:38,"SUB IN by DALLAS,MICHAEL",,,,,,,"SUB IN by DALLAS,MICHAEL",2
14:38,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
14:38,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
14:38,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
14:32,"TURNOVER  by BERRY,RAHEEM",,,,,,,"TURNOVER  by BERRY,RAHEEM",2
14:28,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
14:20,"FOUL  by DAVIS,JEROME",,,,,,,"FOUL  by DAVIS,JEROME",2
14:20,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:20,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
14:20,"SUB IN by BROOKS,HUNTER",,,,,,,"SUB IN by BROOKS,HUNTER",2
14:20,"SUB OUT by DAVIS,JEROME",,,,,,,"SUB OUT by DAVIS,JEROME",2
14:20,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
14:20,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
14:18,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
14:04,"MISS 3PTR by DALLAS,MICHAEL",,,,,,,"MISS 3PTR by DALLAS,MICHAEL",2
--,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
13:52,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
13:52,"MISS JUMPER by DALLAS,MICHAEL",,,,,,,"MISS JUMPER by DALLAS,MICHAEL",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
13:47,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
13:35,"TURNOVER  by DONALDSON,BILL",,,,,,,"TURNOVER  by DONALDSON,BILL",2
13:35,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
13:35,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
13:27,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
13:18,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
13:02,"GOOD JUMPER by BERRY,RAHEEM(in the paint)",42,,56 (+14),,HUNTINGD 42-56 (+14),,"GOOD JUMPER by BERRY,RAHEEM(in the paint)",2
--,"ASSIST  by BROOKS,HUNTER",,,,,,,"ASSIST  by BROOKS,HUNTER",2
12:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:37,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",,,"REBOUND OFF by MCCULLOUGH,JACOB",2
12:37,"SUB IN by WINT,DYLAN",,,,,,,"SUB IN by WINT,DYLAN",2
12:37,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
12:37,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
12:37,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
12:18,"FOUL  by BROOKS,HUNTER",,,,,,,"FOUL  by BROOKS,HUNTER",2
12:14,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
12:03,"MISS LAYUP by DALLAS,MICHAEL",,,,,,,"MISS LAYUP by DALLAS,MICHAEL",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
11:57,"FOUL  by BROOKS,HUNTER",,,,,,,"FOUL  by BROOKS,HUNTER",2
11:57,,42,,57 (+15),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 42-57 (+15),,"GOOD FT by WILLIAMS,JORDEN",2
11:57,,42,,58 (+16),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 42-58 (+16),,"GOOD FT by WILLIAMS,JORDEN",2
11:57,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
11:57,"SUB IN by DAVIS,JEROME",,,,,,,"SUB IN by DAVIS,JEROME",2
11:57,"SUB OUT by DALLAS,MICHAEL",,,,,,,"SUB OUT by DALLAS,MICHAEL",2
11:57,"SUB OUT by BROOKS,HUNTER",,,,,,,"SUB OUT by BROOKS,HUNTER",2
11:57,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
11:57,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
11:41,"MISS JUMPER by WASHINGTON,DANTAVIUS",,,,,,,"MISS JUMPER by WASHINGTON,DANTAVIUS",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
11:32,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
11:20,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
11:20,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
11:20,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
11:20,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
11:01,"MISS 3PTR by WINT,DYLAN",,,,,,,"MISS 3PTR by WINT,DYLAN",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
10:57,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",44,,58 (+14),,HUNTINGD 44-58 (+14),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
10:55,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
10:55,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
10:41,,44,,60 (+16),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 44-60 (+16),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
10:29,"MISS JUMPER by ASHLEY,ANDRE",,,,,,,"MISS JUMPER by ASHLEY,ANDRE",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
10:16,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
10:07,"MISS 3PTR by BERRY,RAHEEM",,,,,,,"MISS 3PTR by BERRY,RAHEEM",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
09:58,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by BERRY,RAHEEM",,,,,,,"REBOUND DEF by BERRY,RAHEEM",2
09:47,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
09:47,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
09:30,"GOOD JUMPER by WASHINGTON,DANTAVIUS(in the paint)",46,,60 (+14),,HUNTINGD 46-60 (+14),,"GOOD JUMPER by WASHINGTON,DANTAVIUS(in the paint)",2
09:28,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
09:28,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
09:28,"SUB IN by LAYSON,ALEX",,,,,,,"SUB IN by LAYSON,ALEX",2
09:28,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
09:28,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
09:26,"GOOD FT by WASHINGTON,DANTAVIUS",47,,60 (+13),,HUNTINGD 47-60 (+13),,"GOOD FT by WASHINGTON,DANTAVIUS",2
09:26,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
09:26,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
08:48,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
08:46,"SUB IN by DARBY,ZACH",,,,,,,"SUB IN by DARBY,ZACH",2
08:46,"SUB OUT by WINT,DYLAN",,,,,,,"SUB OUT by WINT,DYLAN",2
08:46,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
08:46,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
08:45,"MISS JUMPER by LAYSON,ALEX",,,,,,,"MISS JUMPER by LAYSON,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:43,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",2
08:43,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
08:41,"FOUL  by JOHNSON,CHARLIE",,,,,,,"FOUL  by JOHNSON,CHARLIE",2
08:39,,47,,61 (+14),"GOOD FT by BROWN,SETH",SEWANEE 47-61 (+14),,"GOOD FT by BROWN,SETH",2
08:39,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",2
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
08:39,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
08:39,"SUB OUT by LAYSON,ALEX",,,,,,,"SUB OUT by LAYSON,ALEX",2
08:39,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
08:39,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
08:33,"GOOD 3PTR by DARBY,ZACH",50,,61 (+11),,HUNTINGD 50-61 (+11),,"GOOD 3PTR by DARBY,ZACH",2
--,"ASSIST  by DAVIS,JEROME",,,,,,,"ASSIST  by DAVIS,JEROME",2
07:54,,50,,63 (+13),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 50-63 (+13),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
07:47,"MISS 3PTR by DAVIS,JEROME",,,,,,,"MISS 3PTR by DAVIS,JEROME",2
--,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
07:40,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
07:40,"GOOD FT by WASHINGTON,DANTAVIUS",51,,63 (+12),,HUNTINGD 51-63 (+12),,"GOOD FT by WASHINGTON,DANTAVIUS",2
07:40,"GOOD FT by WASHINGTON,DANTAVIUS",52,,63 (+11),,HUNTINGD 52-63 (+11),,"GOOD FT by WASHINGTON,DANTAVIUS",2
07:40,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
07:40,"SUB OUT by JOHNSON,CHARLIE",,,,,,,"SUB OUT by JOHNSON,CHARLIE",2
07:40,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
07:40,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
07:40,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
07:40,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
07:40,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
07:40,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
07:20,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
07:18,"STEAL  by WASHINGTON,DANTAVIUS",,,,,,,"STEAL  by WASHINGTON,DANTAVIUS",2
07:17,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
07:17,"GOOD FT by WASHINGTON,DANTAVIUS",53,,63 (+10),,HUNTINGD 53-63 (+10),,"GOOD FT by WASHINGTON,DANTAVIUS",2
07:17,"MISS FT by WASHINGTON,DANTAVIUS",,,,,,,"MISS FT by WASHINGTON,DANTAVIUS",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
07:12,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
07:09,"STEAL  by DARBY,ZACH",,,,,,,"STEAL  by DARBY,ZACH",2
07:00,"MISS LAYUP by JOHNSON,CHARLIE",,,,,,,"MISS LAYUP by JOHNSON,CHARLIE",2
--,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
06:55,"TURNOVER  by DAVIS,JEROME",,,,,,,"TURNOVER  by DAVIS,JEROME",2
06:52,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
06:52,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
06:29,"FOUL  by BERRY,RAHEEM",,,,,,,"FOUL  by BERRY,RAHEEM",2
06:29,,53,,64 (+11),"GOOD FT by CARTER,KESHONN",SEWANEE 53-64 (+11),,"GOOD FT by CARTER,KESHONN",2
06:29,,53,,65 (+12),"GOOD FT by CARTER,KESHONN",SEWANEE 53-65 (+12),,"GOOD FT by CARTER,KESHONN",2
06:29,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
06:29,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
06:29,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
06:29,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
06:08,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
06:08,"MISS FT by BERRY,RAHEEM",,,,,,,"MISS FT by BERRY,RAHEEM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:08,"GOOD FT by BERRY,RAHEEM",54,,65 (+11),,HUNTINGD 54-65 (+11),,"GOOD FT by BERRY,RAHEEM",2
06:08,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
06:07,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
05:56,"GOOD 3PTR by DAVIS,JEROME",57,,65 (+8),,HUNTINGD 57-65 (+8),,"GOOD 3PTR by DAVIS,JEROME",2
--,"ASSIST  by BERRY,RAHEEM",,,,,,,"ASSIST  by BERRY,RAHEEM",2
05:43,"FOUL  by BERRY,RAHEEM",,,,,,,"FOUL  by BERRY,RAHEEM",2
05:43,,57,,66 (+9),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 57-66 (+9),,"GOOD FT by CALDWELL,MARCELLUS",2
05:43,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by DAVIS,JEROME",,,,,,,"REBOUND DEF by DAVIS,JEROME",2
05:43,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
05:43,"SUB OUT by BERRY,RAHEEM",,,,,,,"SUB OUT by BERRY,RAHEEM",2
05:23,"GOOD JUMPER by DONALDSON,BILL(in the paint)",59,,66 (+7),,HUNTINGD 59-66 (+7),,"GOOD JUMPER by DONALDSON,BILL(in the paint)",2
05:15,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
05:00,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
04:56,,59,,68 (+9),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 59-68 (+9),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
04:41,"MISS 3PTR by DAVIS,JEROME",,,,,,,"MISS 3PTR by DAVIS,JEROME",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
