Time Remaining,HIWASSEE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
13:20,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
12:59,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
12:53,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
12:36,"TURNOVER  by MOSES,CHRIS",,,,,,,"TURNOVER  by MOSES,CHRIS",2
12:33,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",2
12:27,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",,,"REBOUND OFF by MCCULLOUGH,JACOB",2
12:10,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
12:00,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,"REBOUND DEF by ELLIOTT,JACOB",,,,,,,"REBOUND DEF by ELLIOTT,JACOB",2
11:52,"GOOD JUMPER by BAILEY,JOEL",31,,39 (+8),,HIWASSEE 31-39 (+8),,"GOOD JUMPER by BAILEY,JOEL",2
11:26,"FOUL  by MOSES,CHRIS",,,,,,,"FOUL  by MOSES,CHRIS",2
11:26,"SUB IN by SEXTON,JORDAN",,,,,,,"SUB IN by SEXTON,JORDAN",2
11:26,"SUB IN by GOLDEN,JEFF",,,,,,,"SUB IN by GOLDEN,JEFF",2
11:26,"SUB OUT by ELLIOTT,JACOB",,,,,,,"SUB OUT by ELLIOTT,JACOB",2
11:26,"SUB OUT by MOSES,CHRIS",,,,,,,"SUB OUT by MOSES,CHRIS",2
11:26,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
11:26,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
11:26,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
11:26,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
11:21,,31,,41 (+10),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 31-41 (+10),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
10:57,"MISS 3PTR by CARPENTER,BRANDON",,,,,,,"MISS 3PTR by CARPENTER,BRANDON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:51,"SUB IN by BEARD,CHARLES",,,,,,,"SUB IN by BEARD,CHARLES",2
10:51,"SUB OUT by GOLDEN,JEFF",,,,,,,"SUB OUT by GOLDEN,JEFF",2
10:27,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
10:18,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
10:16,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
10:16,"SUB IN by DAVIDSON,KASEEM",,,,,,,"SUB IN by DAVIDSON,KASEEM",2
10:16,"SUB OUT by CULPEPPER,DESS",,,,,,,"SUB OUT by CULPEPPER,DESS",2
09:45,"TURNOVER  by DAVIDSON,KASEEM",,,,,,,"TURNOVER  by DAVIDSON,KASEEM",2
09:42,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",2
09:37,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
09:36,"STEAL  by BEARD,CHARLES",,,,,,,"STEAL  by BEARD,CHARLES",2
09:28,"GOOD 3PTR by BAILEY,JOEL",34,,41 (+7),,HIWASSEE 34-41 (+7),,"GOOD 3PTR by BAILEY,JOEL",2
08:56,"FOUL  by BEARD,CHARLES",,,,,,,"FOUL  by BEARD,CHARLES",2
08:56,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:56,,34,,42 (+8),"GOOD FT by STONE,BRODY",SEWANEE 34-42 (+8),,"GOOD FT by STONE,BRODY",2
08:56,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
08:56,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
08:56,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
08:56,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
08:56,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
08:56,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
08:45,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
08:45,"GOOD FT by SEXTON,JORDAN",35,,42 (+7),,HIWASSEE 35-42 (+7),,"GOOD FT by SEXTON,JORDAN",2
08:45,"GOOD FT by SEXTON,JORDAN",36,,42 (+6),,HIWASSEE 36-42 (+6),,"GOOD FT by SEXTON,JORDAN",2
08:18,"FOUL  by SEXTON,JORDAN",,,,,,,"FOUL  by SEXTON,JORDAN",2
08:08,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
08:03,"FOUL  by BEARD,CHARLES",,,,,,,"FOUL  by BEARD,CHARLES",2
08:03,,36,,43 (+7),"GOOD FT by CARTER,KESHONN",SEWANEE 36-43 (+7),,"GOOD FT by CARTER,KESHONN",2
08:03,,36,,44 (+8),"GOOD FT by CARTER,KESHONN",SEWANEE 36-44 (+8),,"GOOD FT by CARTER,KESHONN",2
07:45,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
--,"REBOUND OFF by BEARD,CHARLES",,,,,,,"REBOUND OFF by BEARD,CHARLES",2
07:38,"GOOD LAYUP by BAILEY,JOEL(in the paint)",38,,44 (+6),,HIWASSEE 38-44 (+6),,"GOOD LAYUP by BAILEY,JOEL(in the paint)",2
--,"ASSIST  by BEARD,CHARLES",,,,,,,"ASSIST  by BEARD,CHARLES",2
07:27,,38,,47 (+9),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 38-47 (+9),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
07:14,"GOOD 3PTR by DAVIDSON,KASEEM",41,,47 (+6),,HIWASSEE 41-47 (+6),,"GOOD 3PTR by DAVIDSON,KASEEM",2
--,"ASSIST  by SEXTON,JORDAN",,,,,,,"ASSIST  by SEXTON,JORDAN",2
06:51,,41,,50 (+9),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 41-50 (+9),,"GOOD 3PTR by WILLIAMS,JORDEN",2
06:29,"TURNOVER  by CARPENTER,BRANDON",,,,,,,"TURNOVER  by CARPENTER,BRANDON",2
05:50,,41,,53 (+12),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 41-53 (+12),,"GOOD 3PTR by WILLIAMS,JORDEN",2
05:33,"TURNOVER  by SEXTON,JORDAN",,,,,,,"TURNOVER  by SEXTON,JORDAN",2
05:30,"SUB IN by CALLOWAY,ANTHONY",,,,,,,"SUB IN by CALLOWAY,ANTHONY",2
05:30,"SUB IN by ELLIOTT,JACOB",,,,,,,"SUB IN by ELLIOTT,JACOB",2
05:30,"SUB OUT by SEXTON,JORDAN",,,,,,,"SUB OUT by SEXTON,JORDAN",2
05:30,"SUB OUT by CARPENTER,BRANDON",,,,,,,"SUB OUT by CARPENTER,BRANDON",2
05:22,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
05:22,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
05:17,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
05:14,"MISS LAYUP by CALLOWAY,ANTHONY",,,,,,,"MISS LAYUP by CALLOWAY,ANTHONY",2
--,"REBOUND OFF by BEARD,CHARLES",,,,,,,"REBOUND OFF by BEARD,CHARLES",2
05:05,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
05:05,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
05:05,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
05:01,"MISS LAYUP by BEARD,CHARLES",,,,,,,"MISS LAYUP by BEARD,CHARLES",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
04:35,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by BAILEY,JOEL",,,,,,,"REBOUND DEF by BAILEY,JOEL",2
04:23,"TURNOVER  by BAILEY,JOEL",,,,,,,"TURNOVER  by BAILEY,JOEL",2
04:23,"FOUL  by BAILEY,JOEL",,,,,,,"FOUL  by BAILEY,JOEL",2
04:23,"SUB IN by GOLDEN,JEFF",,,,,,,"SUB IN by GOLDEN,JEFF",2
04:23,"SUB OUT by BEARD,CHARLES",,,,,,,"SUB OUT by BEARD,CHARLES",2
04:23,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
04:23,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
04:04,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
03:40,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
03:40,"GOOD FT by CALLOWAY,ANTHONY",42,,53 (+11),,HIWASSEE 42-53 (+11),,"GOOD FT by CALLOWAY,ANTHONY",2
03:40,"MISS FT by CALLOWAY,ANTHONY",,,,,,,"MISS FT by CALLOWAY,ANTHONY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:40,"GOOD FT by CALLOWAY,ANTHONY",43,,53 (+10),,HIWASSEE 43-53 (+10),,"GOOD FT by CALLOWAY,ANTHONY",2
03:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:23,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
03:23,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
03:15,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
03:11,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",2
--,"REBOUND DEF by GOLDEN,JEFF",,,,,,,"REBOUND DEF by GOLDEN,JEFF",2
03:06,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
02:53,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
02:34,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:31,"SUB IN by CULPEPPER,DESS",,,,,,,"SUB IN by CULPEPPER,DESS",2
02:31,"SUB IN by CARPENTER,BRANDON",,,,,,,"SUB IN by CARPENTER,BRANDON",2
02:31,"SUB OUT by ELLIOTT,JACOB",,,,,,,"SUB OUT by ELLIOTT,JACOB",2
02:31,"SUB OUT by GOLDEN,JEFF",,,,,,,"SUB OUT by GOLDEN,JEFF",2
02:27,"FOUL  by CARPENTER,BRANDON",,,,,,,"FOUL  by CARPENTER,BRANDON",2
02:23,,43,,54 (+11),"GOOD FT by STONE,BRODY",SEWANEE 43-54 (+11),,"GOOD FT by STONE,BRODY",2
02:12,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,"REBOUND DEF by CARPENTER,BRANDON",,,,,,,"REBOUND DEF by CARPENTER,BRANDON",2
02:02,"MISS JUMPER by CARPENTER,BRANDON",,,,,,,"MISS JUMPER by CARPENTER,BRANDON",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
02:01,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by DAVIDSON,KASEEM",,,,,,,"REBOUND DEF by DAVIDSON,KASEEM",2
01:31,"FOUL  by DAVIDSON,KASEEM",,,,,,,"FOUL  by DAVIDSON,KASEEM",2
01:31,,43,,55 (+12),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 43-55 (+12),,"GOOD FT by WILLIAMS,JORDEN",2
01:31,,43,,56 (+13),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 43-56 (+13),,"GOOD FT by WILLIAMS,JORDEN",2
01:22,"MISS JUMPER by DAVIDSON,KASEEM",,,,,,,"MISS JUMPER by DAVIDSON,KASEEM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:08,"MISS 3PTR by DAVIDSON,KASEEM",,,,,,,"MISS 3PTR by DAVIDSON,KASEEM",2
--,"REBOUND OFF by CARPENTER,BRANDON",,,,,,,"REBOUND OFF by CARPENTER,BRANDON",2
01:03,"MISS LAYUP by CARPENTER,BRANDON",,,,,,,"MISS LAYUP by CARPENTER,BRANDON",2
01:03,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
00:22,"FOUL  by SEXTON,JORDAN",,,,,,,"FOUL  by SEXTON,JORDAN",2
00:22,,43,,57 (+14),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 43-57 (+14),,"GOOD FT by WILLIAMS,JORDEN",2
00:22,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,"REBOUND DEF by CULPEPPER,DESS",,,,,,,"REBOUND DEF by CULPEPPER,DESS",2
00:22,"SUB IN by ELLIOTT,JACOB",,,,,,,"SUB IN by ELLIOTT,JACOB",2
00:22,"SUB OUT by CARPENTER,BRANDON",,,,,,,"SUB OUT by CARPENTER,BRANDON",2
00:22,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
00:22,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
00:22,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
00:22,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
00:22,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
00:22,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
00:22,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:19,,,,,"FOUL  by HOWELL,TAYLOR",,,"FOUL  by HOWELL,TAYLOR",2
00:19,"GOOD FT by CALLOWAY,ANTHONY",44,,57 (+13),,HIWASSEE 44-57 (+13),,"GOOD FT by CALLOWAY,ANTHONY",2
00:19,"FOUL  by CALLOWAY,ANTHONY",,,,,,,"FOUL  by CALLOWAY,ANTHONY",2
00:19,,44,,58 (+14),"GOOD FT by HOWELL,TAYLOR",SEWANEE 44-58 (+14),,"GOOD FT by HOWELL,TAYLOR",2
00:19,,44,,59 (+15),"GOOD FT by HOWELL,TAYLOR",SEWANEE 44-59 (+15),,"GOOD FT by HOWELL,TAYLOR",2
00:19,"SUB IN by SEXTON,JORDAN",,,,,,,"SUB IN by SEXTON,JORDAN",2
00:19,"SUB OUT by CALLOWAY,ANTHONY",,,,,,,"SUB OUT by CALLOWAY,ANTHONY",2
00:19,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
00:19,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
00:19,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
00:18,"MISS 3PTR by BAILEY,JOEL",,,,,,,"MISS 3PTR by BAILEY,JOEL",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
00:16,,44,,61 (+17),"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 44-61 (+17),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
00:11,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
00:11,,,,,"BLOCK  by HOWELL,TAYLOR",,,"BLOCK  by HOWELL,TAYLOR",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:11,"TURNOVER  by BAILEY,JOEL",,,,,,,"TURNOVER  by BAILEY,JOEL",2
00:11,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",2
