Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
16:44,,5,,6 (+1),"GOOD JUMPER by DAVIS,JEROME(in the paint)",HCM 5-6 (-1),,"GOOD JUMPER by DAVIS,JEROME(in the paint)",1
16:28,"GOOD JUMPER by STONE,BRODY(in the paint)",7 (+1),,6,,SEWANEE 7-6 (+1),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",1
16:12,,7,,8 (+1),"GOOD JUMPER by ASHLEY,ANDRE(in the paint)",HCM 7-8 (-1),,"GOOD JUMPER by ASHLEY,ANDRE(in the paint)",1
15:52,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
15:48,"GOOD LAYUP by STONE,BRODY(in the paint)",9 (+1),,8,,SEWANEE 9-8 (+1),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
15:34,,,,,"MISS JUMPER by DAVIS,JEROME",,,"MISS JUMPER by DAVIS,JEROME",1
15:34,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
15:27,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",11 (+3),,8,,SEWANEE 11-8 (+3),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",1
15:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
15:23,,,,,"SUB IN by DONALDSON,BILL",,,"SUB IN by DONALDSON,BILL",1
15:23,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",1
15:23,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",1
15:23,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",1
15:23,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",1
15:23,,,,,"SUB OUT by DAVIS,JEROME",,,"SUB OUT by DAVIS,JEROME",1
15:11,,,,,"TURNOVER  by LAYSON,ALEX",,,"TURNOVER  by LAYSON,ALEX",1
15:09,"STEAL  by STONE,BRODY",,,,,,,"STEAL  by STONE,BRODY",1
14:58,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by HUGHES,TAYLOR",,,"REBOUND DEF by HUGHES,TAYLOR",1
14:48,,,,,"MISS 3PTR by LAYSON,ALEX",,,"MISS 3PTR by LAYSON,ALEX",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
14:34,"MISS 3PTR by MCCULLOUGH,JACOB",,,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
14:29,"GOOD LAYUP by CARTER,KESHONN(in the paint)",13 (+5),,8,,SEWANEE 13-8 (+5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
14:13,,,,,"TURNOVER  by BERRY,RAHEEM",,,"TURNOVER  by BERRY,RAHEEM",1
14:13,,,,,"FOUL  by BERRY,RAHEEM",,,"FOUL  by BERRY,RAHEEM",1
14:13,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
14:13,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
14:13,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
14:13,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
14:13,,,,,"SUB IN by DONALDSON,BILL",,,"SUB IN by DONALDSON,BILL",1
14:13,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",1
14:13,,,,,"SUB IN by STRAWN,LOGAN",,,"SUB IN by STRAWN,LOGAN",1
14:13,,,,,"SUB IN by DAVIS,JEROME",,,"SUB IN by DAVIS,JEROME",1
14:13,,,,,"SUB OUT by DONALDSON,BILL",,,"SUB OUT by DONALDSON,BILL",1
14:13,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",1
14:13,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",1
14:13,,,,,"SUB OUT by LAYSON,ALEX",,,"SUB OUT by LAYSON,ALEX",1
14:10,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",1
14:07,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
13:47,,,,,"MISS 3PTR by STRAWN,LOGAN",,,"MISS 3PTR by STRAWN,LOGAN",1
--,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,"REBOUND OFF by WASHINGTON,DANTAVIUS",1
13:41,,13 (+3),,10,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",HCM 13-10 (+3),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",1
13:09,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by DAVIS,JEROME",,,"REBOUND DEF by DAVIS,JEROME",1
13:03,"FOUL  by TURNER,BYRON",,,,,,,"FOUL  by TURNER,BYRON",1
13:03,,13 (+2),,11,"GOOD FT by WASHINGTON,DANTAVIUS",HCM 13-11 (+2),,"GOOD FT by WASHINGTON,DANTAVIUS",1
13:03,,,,,"MISS FT by WASHINGTON,DANTAVIUS",,,"MISS FT by WASHINGTON,DANTAVIUS",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
13:03,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
13:03,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
13:03,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
13:03,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
13:03,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",1
13:03,,,,,"SUB OUT by DONALDSON,BILL",,,"SUB OUT by DONALDSON,BILL",1
12:40,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",1
--,,,,,"REBOUND DEF by STRAWN,LOGAN",,,"REBOUND DEF by STRAWN,LOGAN",1
12:30,,,,,"MISS 3PTR by STRAWN,LOGAN",,,"MISS 3PTR by STRAWN,LOGAN",1
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",1
12:17,"MISS 3PTR by TURNER,BYRON",,,,,,,"MISS 3PTR by TURNER,BYRON",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
12:10,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
12:10,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
12:10,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
12:10,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
12:10,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",1
12:10,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",1
12:10,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",1
12:10,,,,,"SUB OUT by STRAWN,LOGAN",,,"SUB OUT by STRAWN,LOGAN",1
12:10,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",1
12:10,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
12:03,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
11:48,"GOOD LAYUP by CARTER,KESHONN(in the paint)",15 (+4),,11,,SEWANEE 15-11 (+4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",1
11:12,,,,,"MISS 3PTR by DAVIS,JEROME",,,"MISS 3PTR by DAVIS,JEROME",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
11:05,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
11:05,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
10:57,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",1
--,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,"REBOUND OFF by WASHINGTON,DANTAVIUS",1
10:30,,,,,"MISS JUMPER by ASHLEY,ANDRE",,,"MISS JUMPER by ASHLEY,ANDRE",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
10:15,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
10:15,,15 (+3),,12,"GOOD FT by JONES,RJ",HCM 15-12 (+3),,"GOOD FT by JONES,RJ",1
10:15,,15 (+2),,13,"GOOD FT by JONES,RJ",HCM 15-13 (+2),,"GOOD FT by JONES,RJ",1
10:15,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
10:15,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
10:15,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",1
10:15,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",1
09:55,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",1
09:41,,15,,15,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",HCM 15-15 (0),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",1
09:18,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,"REBOUND DEF by WASHINGTON,DANTAVIUS",1
09:06,,15,,17 (+2),"GOOD JUMPER by DAVIS,JEROME(in the paint)",HCM 15-17 (-2),,"GOOD JUMPER by DAVIS,JEROME(in the paint)",1
08:46,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
08:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
08:19,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
07:57,,,,,"FOUL  by DAVIS,JEROME",,,"FOUL  by DAVIS,JEROME",1
07:57,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",1
07:57,,,,,"SUB IN by BERRY,RAHEEM",,,"SUB IN by BERRY,RAHEEM",1
07:57,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",1
07:57,,,,,"SUB OUT by LAYSON,ALEX",,,"SUB OUT by LAYSON,ALEX",1
07:54,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",1
07:41,,,,,"MISS JUMPER by ASHLEY,ANDRE",,,"MISS JUMPER by ASHLEY,ANDRE",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
07:20,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
07:20,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
07:20,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",1
07:20,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
07:12,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND DEF by JOHNSON,CHARLIE",,,"REBOUND DEF by JOHNSON,CHARLIE",1
06:55,,,,,"TURNOVER  by HUGHES,TAYLOR",,,"TURNOVER  by HUGHES,TAYLOR",1
06:52,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",1
06:50,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",17,,17,,SEWANEE 17-17 (0),,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",1
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",1
06:30,,17,,19 (+2),"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",HCM 17-19 (-2),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",1
--,,,,,"ASSIST  by DAVIS,JEROME",,,"ASSIST  by DAVIS,JEROME",1
06:14,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",1
06:12,,,,,"STEAL  by ASHLEY,ANDRE",,,"STEAL  by ASHLEY,ANDRE",1
06:09,,17,,21 (+4),"GOOD DUNK by ASHLEY,ANDRE(fastbreak)(in the paint)",HCM 17-21 (-4),,"GOOD DUNK by ASHLEY,ANDRE(fastbreak)(in the paint)",1
05:56,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:53,,,,,"SUB IN by STRAWN,LOGAN",,,"SUB IN by STRAWN,LOGAN",1
05:53,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",1
05:53,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",1
05:53,,,,,"SUB OUT by DAVIS,JEROME",,,"SUB OUT by DAVIS,JEROME",1
05:50,,,,,"FOUL  by BERRY,RAHEEM",,,"FOUL  by BERRY,RAHEEM",1
05:50,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
05:50,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
05:44,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
05:44,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
05:44,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
05:44,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
05:44,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
05:44,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
05:44,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",1
05:44,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",1
05:21,,,,,"MISS 3PTR by HUGHES,TAYLOR",,,"MISS 3PTR by HUGHES,TAYLOR",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
05:01,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by LAYSON,ALEX",,,"REBOUND DEF by LAYSON,ALEX",1
04:39,,,,,"MISS JUMPER by JOHNSON,CHARLIE",,,"MISS JUMPER by JOHNSON,CHARLIE",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
04:09,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
03:46,"GOOD JUMPER by CARTER,KESHONN(in the paint)",19,,21 (+2),,SEWANEE 19-21 (-2),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
03:28,,,,,"MISS 3PTR by STRAWN,LOGAN",,,"MISS 3PTR by STRAWN,LOGAN",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
03:15,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by JOHNSON,CHARLIE",,,"REBOUND DEF by JOHNSON,CHARLIE",1
03:00,,19,,24 (+5),"GOOD 3PTR by LAYSON,ALEX",HCM 19-24 (-5),,"GOOD 3PTR by LAYSON,ALEX",1
--,,,,,"ASSIST  by HUGHES,TAYLOR",,,"ASSIST  by HUGHES,TAYLOR",1
02:29,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
02:26,"MISS 3PTR by MCCULLOUGH,JACOB",,,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
02:20,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",21,,24 (+3),,SEWANEE 21-24 (-3),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
01:47,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",1
01:41,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
01:41,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
01:41,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
01:41,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
01:41,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
01:41,,,,,"SUB IN by DONALDSON,BILL",,,"SUB IN by DONALDSON,BILL",1
01:41,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",1
01:41,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",1
01:41,,,,,"SUB IN by DAVIS,JEROME",,,"SUB IN by DAVIS,JEROME",1
01:41,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",1
01:41,,,,,"SUB OUT by STRAWN,LOGAN",,,"SUB OUT by STRAWN,LOGAN",1
01:41,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",1
01:41,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
01:39,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
01:39,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
01:39,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
01:39,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
01:39,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
01:34,,,,,"MISS JUMPER by ASHLEY,ANDRE",,,"MISS JUMPER by ASHLEY,ANDRE",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
01:11,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",1
00:58,,,,,"TURNOVER  by LAYSON,ALEX",,,"TURNOVER  by LAYSON,ALEX",1
00:58,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
00:58,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
00:32,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",1
--,,,,,"REBOUND DEF by DONALDSON,BILL",,,"REBOUND DEF by DONALDSON,BILL",1
00:03,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
19:35,,,,,"MISS JUMPER by DAVIS,JEROME",,,"MISS JUMPER by DAVIS,JEROME",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:32,,,,,"FOUL  by JOHNSON,CHARLIE",,,"FOUL  by JOHNSON,CHARLIE",2
19:09,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by LAYSON,ALEX",,,"REBOUND DEF by LAYSON,ALEX",2
19:01,,21,,27 (+6),"GOOD 3PTR by DAVIS,JEROME",HCM 21-27 (-6),,"GOOD 3PTR by DAVIS,JEROME",2
--,,,,,"ASSIST  by ASHLEY,ANDRE",,,"ASSIST  by ASHLEY,ANDRE",2
18:19,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
18:19,,,,,"BLOCK  by DAVIS,JEROME",,,"BLOCK  by DAVIS,JEROME",2
--,,,,,"REBOUND DEF by DAVIS,JEROME",,,"REBOUND DEF by DAVIS,JEROME",2
18:00,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",23,,27 (+4),,SEWANEE 23-27 (-4),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
17:39,,23,,29 (+6),"GOOD LAYUP by BERRY,RAHEEM(in the paint)",HCM 23-29 (-6),,"GOOD LAYUP by BERRY,RAHEEM(in the paint)",2
17:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:29,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
17:29,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
17:29,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",2
17:25,,23,,31 (+8),"GOOD LAYUP by LAYSON,ALEX(in the paint)",HCM 23-31 (-8),,"GOOD LAYUP by LAYSON,ALEX(in the paint)",2
17:25,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
17:25,,23,,32 (+9),"GOOD FT by LAYSON,ALEX",HCM 23-32 (-9),,"GOOD FT by LAYSON,ALEX",2
17:02,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
16:53,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by BERRY,RAHEEM",,,"REBOUND DEF by BERRY,RAHEEM",2
16:45,,,,,"TURNOVER  by BERRY,RAHEEM",,,"TURNOVER  by BERRY,RAHEEM",2
16:31,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
16:24,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by LAYSON,ALEX",,,"REBOUND DEF by LAYSON,ALEX",2
16:12,,,,,"TURNOVER  by DAVIS,JEROME",,,"TURNOVER  by DAVIS,JEROME",2
16:08,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
