Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
10:18,,14 (+7),,7,"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 14-7 (-7),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
10:04,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
10:04,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
10:04,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",1
10:04,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
09:45,"GOOD 3PTR by GUMP,MATT",17 (+10),,7,,CENTRE 17-7 (-10),,"GOOD 3PTR by GUMP,MATT",1
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",1
09:20,,17 (+7),,10,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 17-10 (-7),,"GOOD 3PTR by WILLIAMS,JORDEN",1
08:47,"GOOD 3PTR by GEEGAN,MIKE",20 (+10),,10,,CENTRE 20-10 (-10),,"GOOD 3PTR by GEEGAN,MIKE",1
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",1
08:10,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",1
08:10,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",1
08:10,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",1
08:10,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",1
08:10,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
08:10,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
08:10,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
08:10,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
08:10,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
08:10,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
08:09,,20 (+7),,13,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 20-13 (-7),,"GOOD 3PTR by WILLIAMS,JORDEN",1
07:48,"MISS 3PTR by STEGGEMAN,ANDREW",,,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
07:37,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
07:30,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
07:00,,20 (+5),,15,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 20-15 (-5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
06:43,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",1
06:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:41,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",1
06:41,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:41,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
06:41,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
06:27,,20 (+3),,17,"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 20-17 (-3),,"GOOD JUMPER by WILLIAMS,JORDEN",1
06:07,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
05:55,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",1
05:53,"STEAL  by STEGGEMAN,ANDREW",,,,,,,"STEAL  by STEGGEMAN,ANDREW",1
05:32,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
05:32,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
05:32,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
05:32,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
05:32,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
05:29,"GOOD LAYUP by WESLEY,TYLER(in the paint)",22 (+5),,17,,CENTRE 22-17 (-5),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",1
05:00,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",1
05:00,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",1
05:00,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
05:00,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
04:55,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
04:31,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",1
--,"REBOUND OFF by BURNS,DREW",,,,,,,"REBOUND OFF by BURNS,DREW",1
04:19,"MISS LAYUP by BURNS,DREW",,,,,,,"MISS LAYUP by BURNS,DREW",1
04:19,,,,,"BLOCK  by BROWN,SETH",,,"BLOCK  by BROWN,SETH",1
--,"REBOUND OFF by GEEGAN,MIKE",,,,,,,"REBOUND OFF by GEEGAN,MIKE",1
04:14,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
03:57,"FOUL  by BURNS,DREW",,,,,,,"FOUL  by BURNS,DREW",1
03:57,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
03:57,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",1
03:57,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
03:57,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
03:56,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",1
03:36,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
03:26,"MISS JUMPER by KARSNER,JOSH",,,,,,,"MISS JUMPER by KARSNER,JOSH",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
03:11,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",1
03:09,"STEAL  by STEGGEMAN,ANDREW",,,,,,,"STEAL  by STEGGEMAN,ANDREW",1
03:05,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",24 (+7),,17,,CENTRE 24-17 (-7),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",1
--,"ASSIST  by STEGGEMAN,ANDREW",,,,,,,"ASSIST  by STEGGEMAN,ANDREW",1
02:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:57,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",1
02:57,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
02:48,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
02:43,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
02:43,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
02:37,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
02:29,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",1
02:28,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",1
02:17,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",1
02:17,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
02:17,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",1
02:17,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",1
02:17,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
02:17,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",1
02:17,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",1
02:17,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",1
02:17,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
02:17,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
01:59,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",1
01:54,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",1
01:49,,24 (+5),,19,"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 24-19 (-5),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
01:13,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND OFF by SCHMUCKER,ZACH",,,,,,,"REBOUND OFF by SCHMUCKER,ZACH",1
01:09,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
01:09,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
01:09,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
00:55,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
00:55,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
00:55,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",1
00:55,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",1
00:38,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
00:03,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
00:03,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
00:00,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
20:00,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
20:00,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
19:40,"GOOD JUMPER by WESLEY,TYLER(in the paint)",26 (+7),,19,,CENTRE 26-19 (-7),,"GOOD JUMPER by WESLEY,TYLER(in the paint)",2
19:11,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
19:07,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
18:34,"MISS 3PTR by STEGGEMAN,ANDREW",,,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
18:25,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
18:25,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
18:11,"GOOD LAYUP by GUMP,MATT(in the paint)",28 (+9),,19,,CENTRE 28-19 (-9),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
17:48,,28 (+7),,21,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 28-21 (-7),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
17:23,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
17:21,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",2
16:59,"FOUL  by STEGGEMAN,ANDREW",,,,,,,"FOUL  by STEGGEMAN,ANDREW",2
16:59,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
16:59,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
16:48,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
16:37,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
16:19,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
16:05,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
16:05,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
16:05,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
16:05,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
15:48,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
15:48,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
15:34,,28 (+4),,24,"GOOD 3PTR by STONE,BRODY",SEWANEE 28-24 (-4),,"GOOD 3PTR by STONE,BRODY",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
15:18,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
15:12,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
15:12,"GOOD FT by SCINTA,BLAKE",29 (+5),,24,,CENTRE 29-24 (-5),,"GOOD FT by SCINTA,BLAKE",2
15:12,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
15:12,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
15:12,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
15:12,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
15:12,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
14:42,,29 (+2),,27,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 29-27 (-2),,"GOOD 3PTR by WILLIAMS,JORDEN",2
14:06,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
14:00,"MISS 3PTR by REPISHTI,BRYAN",,,,,,,"MISS 3PTR by REPISHTI,BRYAN",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
13:34,,29,,29,"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 29-29 (0),,"GOOD JUMPER by CALDWELL,MARCELLUS",2
13:19,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
13:19,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
13:19,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
13:02,"MISS JUMPER by KARSNER,JOSH",,,,,,,"MISS JUMPER by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
12:40,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:37,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
12:37,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
12:27,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by GRUBER,SAM",,,,,,,"REBOUND DEF by GRUBER,SAM",2
12:00,"MISS 3PTR by MILLER,GUNNAR",,,,,,,"MISS 3PTR by MILLER,GUNNAR",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
11:49,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
11:29,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
11:29,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
11:29,,29,,31 (+2),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 29-31 (+2),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",2
11:29,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
11:29,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
11:29,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
