Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
10:14,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",,,"MISS 3PTR by MOLINET,CHRISTIAN",1
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",1
10:06,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND OFF by LEE,CALEB",,,,,,,"REBOUND OFF by LEE,CALEB",1
09:55,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",1
09:55,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",1
09:55,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
09:55,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",1
09:47,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",1
09:47,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
09:42,,19,,20 (+1),"GOOD 3PTR by CERONE,TYLER",OU 19-20 (-1),,"GOOD 3PTR by CERONE,TYLER",1
--,,,,,"ASSIST  by JOVAAG,BRANDEN",,,"ASSIST  by JOVAAG,BRANDEN",1
09:20,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",1
09:19,,,,,"STEAL  by SATCHELL,MACKEILE",,,"STEAL  by SATCHELL,MACKEILE",1
09:11,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",1
09:10,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",1
08:28,,,,,"MISS JUMPER by STEIOFF,ANDREW",,,"MISS JUMPER by STEIOFF,ANDREW",1
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",1
07:56,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",1
07:56,,,,,"BLOCK  by STEIOFF,ANDREW",,,"BLOCK  by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",1
07:51,,19,,23 (+4),"GOOD 3PTR by PURDY,SAM(fastbreak)",OU 19-23 (-4),,"GOOD 3PTR by PURDY,SAM(fastbreak)",1
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",1
07:14,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",1
07:14,"GOOD FT by HENRY,COLIN",20,,23 (+3),,BSC 20-23 (-3),,"GOOD FT by HENRY,COLIN",1
07:14,"GOOD FT by HENRY,COLIN",21,,23 (+2),,BSC 21-23 (-2),,"GOOD FT by HENRY,COLIN",1
07:14,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
07:14,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
06:54,,21,,25 (+4),"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",OU 21-25 (-4),,"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",1
06:39,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",1
06:38,,,,,"STEAL  by JOVAAG,BRANDEN",,,"STEAL  by JOVAAG,BRANDEN",1
06:21,,21,,27 (+6),"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",OU 21-27 (-6),,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",1
05:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:56,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",1
05:48,"TURNOVER  by LEE,CALEB",,,,,,,"TURNOVER  by LEE,CALEB",1
05:48,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",1
05:41,,,,,"TURNOVER  by STEIOFF,ANDREW",,,"TURNOVER  by STEIOFF,ANDREW",1
05:22,"GOOD JUMPER by LEE,CALEB",23,,27 (+4),,BSC 23-27 (-4),,"GOOD JUMPER by LEE,CALEB",1
--,"ASSIST  by JONUS,JASEN",,,,,,,"ASSIST  by JONUS,JASEN",1
05:04,,,,,"FOUL  by STEIOFF,ANDREW",,,"FOUL  by STEIOFF,ANDREW",1
05:04,,,,,"TURNOVER  by STEIOFF,ANDREW",,,"TURNOVER  by STEIOFF,ANDREW",1
04:54,"TURNOVER  by LEE,CALEB",,,,,,,"TURNOVER  by LEE,CALEB",1
04:54,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
04:54,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",1
04:54,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",1
04:54,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
04:54,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",1
04:39,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",1
04:23,"TURNOVER  by LEE,CALEB",,,,,,,"TURNOVER  by LEE,CALEB",1
04:07,,23,,29 (+6),"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",OU 23-29 (-6),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",1
03:42,"GOOD 3PTR by THOMAS,LARRY",26,,29 (+3),,BSC 26-29 (-3),,"GOOD 3PTR by THOMAS,LARRY",1
03:21,,26,,31 (+5),"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",OU 26-31 (-5),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",1
03:07,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",1
02:46,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
02:38,"MISS LAYUP by MURPHY,NICK",,,,,,,"MISS LAYUP by MURPHY,NICK",1
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",1
02:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:15,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
02:15,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",1
02:15,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",1
02:15,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",1
02:15,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
02:15,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",1
02:15,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",1
02:15,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",1
02:15,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",1
02:15,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",1
02:03,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:00,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",1
02:00,"GOOD FT by JONUS,JASEN",27,,31 (+4),,BSC 27-31 (-4),,"GOOD FT by JONUS,JASEN",1
02:00,"GOOD FT by JONUS,JASEN",28,,31 (+3),,BSC 28-31 (-3),,"GOOD FT by JONUS,JASEN",1
01:39,,,,,"MISS JUMPER by STEIOFF,ANDREW",,,"MISS JUMPER by STEIOFF,ANDREW",1
--,,,,,"REBOUND OFF by DAVIS,ALEX",,,"REBOUND OFF by DAVIS,ALEX",1
01:36,,,,,"MISS TIPIN by DAVIS,ALEX",,,"MISS TIPIN by DAVIS,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:36,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",1
01:36,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",1
01:36,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",1
01:19,,,,,"MISS LAYUP by CERONE,TYLER",,,"MISS LAYUP by CERONE,TYLER",1
01:19,"BLOCK  by JONUS,JASEN",,,,,,,"BLOCK  by JONUS,JASEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:15,,,,,"TURNOVER  by CERONE,TYLER",,,"TURNOVER  by CERONE,TYLER",1
01:14,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",1
01:12,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",30,,31 (+1),,BSC 30-31 (-1),,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",1
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",1
00:49,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
00:49,,30,,32 (+2),"GOOD FT by CERONE,TYLER",OU 30-32 (-2),,"GOOD FT by CERONE,TYLER",1
00:49,,30,,33 (+3),"GOOD FT by CERONE,TYLER",OU 30-33 (-3),,"GOOD FT by CERONE,TYLER",1
00:49,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",1
00:49,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",1
00:49,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",1
00:49,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
00:30,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",1
00:30,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
00:30,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",1
00:30,,,,,"SUB IN by SATCHELL,MACKEILE",,,"SUB IN by SATCHELL,MACKEILE",1
00:30,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",1
00:18,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",1
00:18,"GOOD FT by WHITE,BLAISE",31,,33 (+2),,BSC 31-33 (-2),,"GOOD FT by WHITE,BLAISE",1
00:18,"GOOD FT by WHITE,BLAISE",32,,33 (+1),,BSC 32-33 (-1),,"GOOD FT by WHITE,BLAISE",1
00:18,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",1
00:18,"SUB IN by OLAFSSON,ODDUR",,,,,,,"SUB IN by OLAFSSON,ODDUR",1
00:18,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",1
00:18,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",1
00:00,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",,,"MISS 3PTR by MOLINET,CHRISTIAN",1
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",1
20:00,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
20:00,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
20:00,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
20:00,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
20:00,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
20:00,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
19:49,,32,,36 (+4),"GOOD 3PTR by PITTS,ALEC",OU 32-36 (-4),,"GOOD 3PTR by PITTS,ALEC",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
19:34,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
19:15,"FOUL  by KEGARISE,KEVIN",,,,,,,"FOUL  by KEGARISE,KEVIN",2
19:15,,32,,37 (+5),"GOOD FT by STEIOFF,ANDREW",OU 32-37 (-5),,"GOOD FT by STEIOFF,ANDREW",2
19:15,,32,,38 (+6),"GOOD FT by STEIOFF,ANDREW",OU 32-38 (-6),,"GOOD FT by STEIOFF,ANDREW",2
19:00,"MISS JUMPER by HENRY,COLIN",,,,,,,"MISS JUMPER by HENRY,COLIN",2
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",2
18:54,,,,,"MISS LAYUP by STEIOFF,ANDREW",,,"MISS LAYUP by STEIOFF,ANDREW",2
18:54,"BLOCK  by RICHARDS,ZAC",,,,,,,"BLOCK  by RICHARDS,ZAC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:51,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",,,"REBOUND OFF by MOLINET,CHRISTIAN",2
18:38,,,,,"MISS JUMPER by STEIOFF,ANDREW",,,"MISS JUMPER by STEIOFF,ANDREW",2
--,"REBOUND DEF by KEGARISE,KEVIN",,,,,,,"REBOUND DEF by KEGARISE,KEVIN",2
18:18,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",2
18:18,,,,,"BLOCK  by STEIOFF,ANDREW",,,"BLOCK  by STEIOFF,ANDREW",2
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
17:47,,32,,40 (+8),"GOOD JUMPER by STEIOFF,ANDREW",OU 32-40 (-8),,"GOOD JUMPER by STEIOFF,ANDREW",2
17:32,"GOOD JUMPER by JONUS,JASEN",34,,40 (+6),,BSC 34-40 (-6),,"GOOD JUMPER by JONUS,JASEN",2
17:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:30,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
17:30,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
17:30,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
17:30,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
17:22,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND OFF by STEIOFF,ANDREW",,,"REBOUND OFF by STEIOFF,ANDREW",2
17:20,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
16:52,,34,,42 (+8),"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",OU 34-42 (-8),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
16:27,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
16:27,"GOOD FT by JONUS,JASEN",35,,42 (+7),,BSC 35-42 (-7),,"GOOD FT by JONUS,JASEN",2
16:27,"GOOD FT by JONUS,JASEN",36,,42 (+6),,BSC 36-42 (-6),,"GOOD FT by JONUS,JASEN",2
16:27,"GOOD FT by JONUS,JASEN",37,,42 (+5),,BSC 37-42 (-5),,"GOOD FT by JONUS,JASEN",2
16:12,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
16:11,"STEAL  by JONUS,JASEN",,,,,,,"STEAL  by JONUS,JASEN",2
16:07,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
16:06,,,,,"STEAL  by STEIOFF,ANDREW",,,"STEAL  by STEIOFF,ANDREW",2
15:55,,37,,44 (+7),"GOOD JUMPER by PITTS,ALEC",OU 37-44 (-7),,"GOOD JUMPER by PITTS,ALEC",2
15:47,"GOOD LAYUP by SCHAMP,GRIFFIN(fastbreak)(in the paint)",39,,44 (+5),,BSC 39-44 (-5),,"GOOD LAYUP by SCHAMP,GRIFFIN(fastbreak)(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
15:32,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
15:22,"MISS 3PTR by JONUS,JASEN",,,,,,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND DEF by PITTS,ALEC",,,"REBOUND DEF by PITTS,ALEC",2
15:15,,39,,46 (+7),"GOOD JUMPER by PITTS,ALEC(fastbreak)",OU 39-46 (-7),,"GOOD JUMPER by PITTS,ALEC(fastbreak)",2
