Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
03:18,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",1
03:18,,,,,"SUB OUT by BLACKMON,KANDEN",,,"SUB OUT by BLACKMON,KANDEN",1
03:12,,,,,"TURNOVER  by PETTY,RYAN",,,"TURNOVER  by PETTY,RYAN",1
03:10,"STEAL  by SCHAMP,GRIFFIN",,,,,,,"STEAL  by SCHAMP,GRIFFIN",1
03:08,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",35,,38 (+3),,BSC 35-38 (-3),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
02:59,,,,,"TURNOVER  by THOMAS,JEREMIAH",,,"TURNOVER  by THOMAS,JEREMIAH",1
02:59,"STEAL  by KEGARISE,KEVIN",,,,,,,"STEAL  by KEGARISE,KEVIN",1
02:56,GOOD 3PTR by 1,38,,38,,BSC 38-38 (0),,GOOD 3PTR by 1,1
--,"ASSIST  by SCHAMP,GRIFFIN",,,,,,,"ASSIST  by SCHAMP,GRIFFIN",1
02:44,,38,,41 (+3),"GOOD 3PTR by TURNIPSEED,D'AWVALO",HC 38-41 (-3),,"GOOD 3PTR by TURNIPSEED,D'AWVALO",1
--,,,,,"ASSIST  by PETTY,RYAN",,,"ASSIST  by PETTY,RYAN",1
02:23,MISS 3PTR by 5,,,,,,,MISS 3PTR by 5,1
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",1
02:11,,38,,43 (+5),"GOOD JUMPER by MOODY,JACOB",HC 38-43 (-5),,"GOOD JUMPER by MOODY,JACOB",1
--,,,,,"ASSIST  by EDGAR,COURTNEE",,,"ASSIST  by EDGAR,COURTNEE",1
01:57,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",1
01:56,,,,,"STEAL  by EDGAR,COURTNEE",,,"STEAL  by EDGAR,COURTNEE",1
01:52,,38,,45 (+7),"GOOD LAYUP by PETTY,RYAN(fastbreak)(in the paint)",HC 38-45 (-7),,"GOOD LAYUP by PETTY,RYAN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by EDGAR,COURTNEE",,,"ASSIST  by EDGAR,COURTNEE",1
01:28,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",40,,45 (+5),,BSC 40-45 (-5),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
01:15,,40,,47 (+7),"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",HC 40-47 (-7),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",1
--,,,,,"ASSIST  by PETTY,RYAN",,,"ASSIST  by PETTY,RYAN",1
01:03,,,,,"FOUL  by EDGAR,COURTNEE",,,"FOUL  by EDGAR,COURTNEE",1
01:03,MISS FT by 5,,,,,,,MISS FT by 5,1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:03,GOOD FT by 5,41,,47 (+6),,BSC 41-47 (-6),,GOOD FT by 5,1
01:03,SUB IN by 0,,,,,,,SUB IN by 0,1
01:03,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",1
01:03,SUB OUT by 5,,,,,,,SUB OUT by 5,1
01:03,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
01:03,,,,,"SUB IN by ROBERSON,D'ANGELO",,,"SUB IN by ROBERSON,D'ANGELO",1
01:03,,,,,"SUB OUT by THOMAS,JEREMIAH",,,"SUB OUT by THOMAS,JEREMIAH",1
00:52,,,,,"TURNOVER  by EDGAR,COURTNEE",,,"TURNOVER  by EDGAR,COURTNEE",1
00:50,"STEAL  by LEE,CALEB",,,,,,,"STEAL  by LEE,CALEB",1
00:46,"TURNOVER  by LEE,CALEB",,,,,,,"TURNOVER  by LEE,CALEB",1
00:45,,,,,"STEAL  by PETTY,RYAN",,,"STEAL  by PETTY,RYAN",1
00:40,,,,,"MISS LAYUP by PETTY,RYAN",,,"MISS LAYUP by PETTY,RYAN",1
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",1
00:23,"MISS JUMPER by LEE,CALEB",,,,,,,"MISS JUMPER by LEE,CALEB",1
--,,,,,"REBOUND DEF by ROBERSON,D'ANGELO",,,"REBOUND DEF by ROBERSON,D'ANGELO",1
00:03,,,,,"TURNOVER  by PETTY,RYAN",,,"TURNOVER  by PETTY,RYAN",1
00:00,STEAL  by 1,,,,,,,STEAL  by 1,1
00:00,"MISS JUMPER by SCHAMP,GRIFFIN",,,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",1
--,,,,,"REBOUND DEF by MOODY,JACOB",,,"REBOUND DEF by MOODY,JACOB",1
19:46,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",43,,47 (+4),,BSC 43-47 (-4),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
19:36,,,,,"MISS JUMPER by THOMAS,JEREMIAH",,,"MISS JUMPER by THOMAS,JEREMIAH",2
--,REBOUND DEF by 4,,,,,,,REBOUND DEF by 4,2
19:25,,,,,"FOUL  by KILPATRICK,MIKE",,,"FOUL  by KILPATRICK,MIKE",2
19:25,MISS FT by 4,,,,,,,MISS FT by 4,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:25,GOOD FT by 4,44,,47 (+3),,BSC 44-47 (-3),,GOOD FT by 4,2
19:14,,,,,"TURNOVER  by MOODY,JACOB",,,"TURNOVER  by MOODY,JACOB",2
19:02,STEAL  by 1,,,,,,,STEAL  by 1,2
19:00,TURNOVER  by 1,,,,,,,TURNOVER  by 1,2
18:57,FOUL  by 1,,,,,,,FOUL  by 1,2
18:50,,44,,49 (+5),"GOOD LAYUP by TURNIPSEED,D'AWVALO(in the paint)",HC 44-49 (-5),,"GOOD LAYUP by TURNIPSEED,D'AWVALO(in the paint)",2
18:32,MISS 3PTR by 1,,,,,,,MISS 3PTR by 1,2
--,"REBOUND OFF by HENRY,COLIN",,,,,,,"REBOUND OFF by HENRY,COLIN",2
18:26,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
18:22,,,,,"STEAL  by VARNEY,JASON",,,"STEAL  by VARNEY,JASON",2
18:20,,,,,"MISS 3PTR by TURNIPSEED,D'AWVALO",,,"MISS 3PTR by TURNIPSEED,D'AWVALO",2
--,REBOUND DEF by 4,,,,,,,REBOUND DEF by 4,2
18:14,GOOD LAYUP by 1(fastbreak)(in the paint),46,,49 (+3),,BSC 46-49 (-3),,GOOD LAYUP by 1(fastbreak)(in the paint),2
--,ASSIST  by 4,,,,,,,ASSIST  by 4,2
17:59,,46,,51 (+5),"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",HC 46-51 (-5),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,MIKE",,,"ASSIST  by KILPATRICK,MIKE",2
17:45,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
17:45,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
17:45,,,,,"SUB IN by ROBERSON,D'ANGELO",,,"SUB IN by ROBERSON,D'ANGELO",2
17:45,,,,,"SUB IN by PETTY,RYAN",,,"SUB IN by PETTY,RYAN",2
17:45,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",,,"SUB OUT by TURNIPSEED,D'AWVALO",2
17:45,,,,,"SUB OUT by MOODY,JACOB",,,"SUB OUT by MOODY,JACOB",2
17:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:08,,,,,"MISS JUMPER by KILPATRICK,MIKE",,,"MISS JUMPER by KILPATRICK,MIKE",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
17:04,MISS 3PTR by 4,,,,,,,MISS 3PTR by 4,2
--,,,,,"REBOUND DEF by ROBERSON,D'ANGELO",,,"REBOUND DEF by ROBERSON,D'ANGELO",2
16:56,FOUL  by 4,,,,,,,FOUL  by 4,2
16:56,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
16:56,SUB IN by 0,,,,,,,SUB IN by 0,2
16:56,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
16:56,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
16:50,,,,,"MISS FT by ROBERSON,D'ANGELO",,,"MISS FT by ROBERSON,D'ANGELO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:50,,,,,"MISS FT by ROBERSON,D'ANGELO",,,"MISS FT by ROBERSON,D'ANGELO",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
16:39,,,,,"FOUL  by BLACKMON,KANDEN",,,"FOUL  by BLACKMON,KANDEN",2
16:39,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:39,"GOOD FT by SCHAMP,GRIFFIN",47,,51 (+4),,BSC 47-51 (-4),,"GOOD FT by SCHAMP,GRIFFIN",2
16:39,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
16:39,,,,,"SUB IN by BLACKMON,KANDEN",,,"SUB IN by BLACKMON,KANDEN",2
16:39,,,,,"SUB OUT by KILPATRICK,MIKE",,,"SUB OUT by KILPATRICK,MIKE",2
16:39,,,,,"SUB OUT by THOMAS,JEREMIAH",,,"SUB OUT by THOMAS,JEREMIAH",2
16:28,,,,,"TURNOVER  by EDGAR,COURTNEE",,,"TURNOVER  by EDGAR,COURTNEE",2
16:26,STEAL  by 1,,,,,,,STEAL  by 1,2
16:20,MISS LAYUP by 1,,,,,,,MISS LAYUP by 1,2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:20,,,,,"FOUL  by ROBERSON,D'ANGELO",,,"FOUL  by ROBERSON,D'ANGELO",2
16:20,,,,,"SUB IN by MOODY,JACOB",,,"SUB IN by MOODY,JACOB",2
16:20,,,,,"SUB OUT by ROBERSON,D'ANGELO",,,"SUB OUT by ROBERSON,D'ANGELO",2
16:12,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",2
16:00,"GOOD 3PTR by SCHAMP,GRIFFIN",50,,51 (+1),,BSC 50-51 (-1),,"GOOD 3PTR by SCHAMP,GRIFFIN",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
15:51,,50,,53 (+3),"GOOD JUMPER by PETTY,RYAN",HC 50-53 (-3),,"GOOD JUMPER by PETTY,RYAN",2
15:38,TURNOVER  by 0,,,,,,,TURNOVER  by 0,2
15:35,,,,,"STEAL  by VARNEY,JASON",,,"STEAL  by VARNEY,JASON",2
15:33,,,,,"TURNOVER  by VARNEY,JASON",,,"TURNOVER  by VARNEY,JASON",2
15:33,,,,,"FOUL  by VARNEY,JASON",,,"FOUL  by VARNEY,JASON",2
15:33,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
15:33,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
15:33,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
15:33,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
15:27,MISS 3PTR by 1,,,,,,,MISS 3PTR by 1,2
--,,,,,"REBOUND DEF by MOODY,JACOB",,,"REBOUND DEF by MOODY,JACOB",2
15:18,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
15:18,,50,,54 (+4),"GOOD FT by BLACKMON,KANDEN",HC 50-54 (-4),,"GOOD FT by BLACKMON,KANDEN",2
15:18,,50,,55 (+5),"GOOD FT by BLACKMON,KANDEN",HC 50-55 (-5),,"GOOD FT by BLACKMON,KANDEN",2
15:18,SUB IN by 5,,,,,,,SUB IN by 5,2
15:18,SUB OUT by 0,,,,,,,SUB OUT by 0,2
14:51,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
14:50,,,,,"STEAL  by VARNEY,JASON",,,"STEAL  by VARNEY,JASON",2
14:48,,,,,"TURNOVER  by VARNEY,JASON",,,"TURNOVER  by VARNEY,JASON",2
14:48,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
14:36,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
14:17,,,,,"MISS 3PTR by VARNEY,JASON",,,"MISS 3PTR by VARNEY,JASON",2
--,"REBOUND DEF by LEE,CALEB",,,,,,,"REBOUND DEF by LEE,CALEB",2
13:56,"GOOD LAYUP by LEE,CALEB(in the paint)",52,,55 (+3),,BSC 52-55 (-3),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
--,"ASSIST  by MURPHY,NICK",,,,,,,"ASSIST  by MURPHY,NICK",2
13:22,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",54,,55 (+1),,BSC 54-55 (-1),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
13:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:22,SUB IN by 4,,,,,,,SUB IN by 4,2
13:22,SUB OUT by 5,,,,,,,SUB OUT by 5,2
13:22,,,,,"SUB IN by KILPATRICK,MIKE",,,"SUB IN by KILPATRICK,MIKE",2
13:22,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
13:22,,,,,"SUB IN by THOMAS,JEREMIAH",,,"SUB IN by THOMAS,JEREMIAH",2
13:22,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
13:22,,,,,"SUB OUT by MOODY,JACOB",,,"SUB OUT by MOODY,JACOB",2
13:22,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",2
13:12,,,,,"TURNOVER  by PETTY,RYAN",,,"TURNOVER  by PETTY,RYAN",2
12:50,"GOOD JUMPER by LEE,CALEB(in the paint)",56 (+1),,55,,BSC 56-55 (+1),,"GOOD JUMPER by LEE,CALEB(in the paint)",2
12:41,,,,,"MISS 3PTR by BLACKMON,KANDEN",,,"MISS 3PTR by BLACKMON,KANDEN",2
--,,,,,"REBOUND OFF by THOMAS,JEREMIAH",,,"REBOUND OFF by THOMAS,JEREMIAH",2
12:23,,56,,57 (+1),"GOOD JUMPER by THOMAS,JEREMIAH",HC 56-57 (-1),,"GOOD JUMPER by THOMAS,JEREMIAH",2
--,,,,,"ASSIST  by PETTY,RYAN",,,"ASSIST  by PETTY,RYAN",2
12:02,MISS LAYUP by 4,,,,,,,MISS LAYUP by 4,2
--,"REBOUND OFF by LEE,CALEB",,,,,,,"REBOUND OFF by LEE,CALEB",2
11:59,"MISS LAYUP by LEE,CALEB",,,,,,,"MISS LAYUP by LEE,CALEB",2
--,"REBOUND OFF by LEE,CALEB",,,,,,,"REBOUND OFF by LEE,CALEB",2
11:56,"GOOD LAYUP by LEE,CALEB(in the paint)",58 (+1),,57,,BSC 58-57 (+1),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
11:47,,,,,"MISS 3PTR by THOMAS,JEREMIAH",,,"MISS 3PTR by THOMAS,JEREMIAH",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
11:42,SUB IN by 1,,,,,,,SUB IN by 1,2
11:42,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
11:42,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
11:42,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
11:42,,,,,"SUB IN by VARNEY,JASON",,,"SUB IN by VARNEY,JASON",2
11:42,,,,,"SUB IN by TURNIPSEED,D'AWVALO",,,"SUB IN by TURNIPSEED,D'AWVALO",2
11:42,,,,,"SUB OUT by PETTY,RYAN",,,"SUB OUT by PETTY,RYAN",2
11:42,,,,,"SUB OUT by THOMAS,JEREMIAH",,,"SUB OUT by THOMAS,JEREMIAH",2
11:36,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",60 (+3),,57,,BSC 60-57 (+3),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
11:23,FOUL  by 1,,,,,,,FOUL  by 1,2
11:23,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
11:23,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
11:17,,,,,"MISS 3PTR by TURNIPSEED,D'AWVALO",,,"MISS 3PTR by TURNIPSEED,D'AWVALO",2
--,,,,,"REBOUND OFF by VARNEY,JASON",,,"REBOUND OFF by VARNEY,JASON",2
11:01,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
11:01,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
10:51,,,,,"TURNOVER  by VARNEY,JASON",,,"TURNOVER  by VARNEY,JASON",2
10:51,,,,,"SUB IN by PETTY,RYAN",,,"SUB IN by PETTY,RYAN",2
10:51,,,,,"SUB OUT by KILPATRICK,MIKE",,,"SUB OUT by KILPATRICK,MIKE",2
10:37,"GOOD LAYUP by LEE,CALEB(in the paint)",62 (+5),,57,,BSC 62-57 (+5),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
--,"ASSIST  by HENRY,COLIN",,,,,,,"ASSIST  by HENRY,COLIN",2
10:22,,62 (+3),,59,"GOOD LAYUP by LEE,JERROD(in the paint)",HC 62-59 (+3),,"GOOD LAYUP by LEE,JERROD(in the paint)",2
10:12,"TURNOVER  by MURPHY,NICK",,,,,,,"TURNOVER  by MURPHY,NICK",2
10:11,,,,,"STEAL  by TURNIPSEED,D'AWVALO",,,"STEAL  by TURNIPSEED,D'AWVALO",2
10:07,,,,,"MISS LAYUP by VARNEY,JASON",,,"MISS LAYUP by VARNEY,JASON",2
--,,,,,"REBOUND OFF by LEE,JERROD",,,"REBOUND OFF by LEE,JERROD",2
10:02,,62 (+1),,61,"GOOD LAYUP by LEE,JERROD(in the paint)",HC 62-61 (+1),,"GOOD LAYUP by LEE,JERROD(in the paint)",2
09:40,"GOOD LAYUP by LEE,CALEB(in the paint)",64 (+3),,61,,BSC 64-61 (+3),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
09:20,,64 (+1),,63,"GOOD LAYUP by VARNEY,JASON(in the paint)",HC 64-63 (+1),,"GOOD LAYUP by VARNEY,JASON(in the paint)",2
--,,,,,"ASSIST  by LEE,JERROD",,,"ASSIST  by LEE,JERROD",2
08:48,MISS 3PTR by 1,,,,,,,MISS 3PTR by 1,2
--,"REBOUND OFF by LEE,CALEB",,,,,,,"REBOUND OFF by LEE,CALEB",2
08:37,"MISS JUMPER by KEGARISE,KEVIN",,,,,,,"MISS JUMPER by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by PETTY,RYAN",,,"REBOUND DEF by PETTY,RYAN",2
08:29,,,,,"TURNOVER  by LEE,JERROD",,,"TURNOVER  by LEE,JERROD",2
08:29,SUB IN by 0,,,,,,,SUB IN by 0,2
08:29,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
08:29,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
08:29,SUB OUT by 4,,,,,,,SUB OUT by 4,2
08:17,,,,,"FOUL  by THOMAS,JEREMIAH",,,"FOUL  by THOMAS,JEREMIAH",2
08:17,,,,,"SUB IN by ROBERSON,D'ANGELO",,,"SUB IN by ROBERSON,D'ANGELO",2
08:17,,,,,"SUB IN by THOMAS,JEREMIAH",,,"SUB IN by THOMAS,JEREMIAH",2
08:17,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",2
08:17,,,,,"SUB OUT by BLACKMON,KANDEN",,,"SUB OUT by BLACKMON,KANDEN",2
08:06,,,,,"FOUL  by LEE,JERROD",,,"FOUL  by LEE,JERROD",2
08:06,"MISS FT by KEGARISE,KEVIN",,,,,,,"MISS FT by KEGARISE,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:06,"GOOD FT by KEGARISE,KEVIN",65 (+2),,63,,BSC 65-63 (+2),,"GOOD FT by KEGARISE,KEVIN",2
08:06,"GOOD FT by KEGARISE,KEVIN",66 (+3),,63,,BSC 66-63 (+3),,"GOOD FT by KEGARISE,KEVIN",2
08:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:06,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
08:06,,,,,"SUB OUT by PETTY,RYAN",,,"SUB OUT by PETTY,RYAN",2
07:45,,,,,"TURNOVER  by EDGAR,COURTNEE",,,"TURNOVER  by EDGAR,COURTNEE",2
07:42,STEAL  by 1,,,,,,,STEAL  by 1,2
07:23,GOOD LAYUP by 1(in the paint),68 (+5),,63,,BSC 68-63 (+5),,GOOD LAYUP by 1(in the paint),2
07:05,,68 (+3),,65,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",HC 68-65 (+3),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",2
--,,,,,"ASSIST  by EDGAR,COURTNEE",,,"ASSIST  by EDGAR,COURTNEE",2
06:53,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
06:53,,,,,"STEAL  by ROBERSON,D'ANGELO",,,"STEAL  by ROBERSON,D'ANGELO",2
06:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:33,,,,,"TURNOVER  by KILPATRICK,MIKE",,,"TURNOVER  by KILPATRICK,MIKE",2
06:31,STEAL  by 1,,,,,,,STEAL  by 1,2
06:19,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
06:18,,,,,"STEAL  by THOMAS,JEREMIAH",,,"STEAL  by THOMAS,JEREMIAH",2
06:18,,68 (+1),,67,"GOOD LAYUP by KILPATRICK,MIKE(in the paint)",HC 68-67 (+1),,"GOOD LAYUP by KILPATRICK,MIKE(in the paint)",2
06:18,FOUL  by 0,,,,,,,FOUL  by 0,2
06:18,,68,,68,"GOOD FT by KILPATRICK,MIKE",HC 68-68 (0),,"GOOD FT by KILPATRICK,MIKE",2
06:18,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
06:18,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
06:18,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
06:18,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
06:18,SUB IN by 5,,,,,,,SUB IN by 5,2
06:18,SUB OUT by 1,,,,,,,SUB OUT by 1,2
06:18,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
06:18,SUB OUT by 0,,,,,,,SUB OUT by 0,2
06:18,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
06:18,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
06:18,,,,,"SUB IN by VARNEY,JASON",,,"SUB IN by VARNEY,JASON",2
06:18,,,,,"SUB IN by PETTY,RYAN",,,"SUB IN by PETTY,RYAN",2
06:18,,,,,"SUB OUT by LEE,JERROD",,,"SUB OUT by LEE,JERROD",2
06:18,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
06:08,"GOOD 3PTR by THOMAS,LARRY",71 (+3),,68,,BSC 71-68 (+3),,"GOOD 3PTR by THOMAS,LARRY",2
--,ASSIST  by 5,,,,,,,ASSIST  by 5,2
05:41,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
05:41,,,,,"MISS FT by THOMAS,JEREMIAH",,,"MISS FT by THOMAS,JEREMIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:41,,71 (+2),,69,"GOOD FT by THOMAS,JEREMIAH",HC 71-69 (+2),,"GOOD FT by THOMAS,JEREMIAH",2
05:41,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
05:41,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
05:41,,,,,"SUB IN by MOODY,JACOB",,,"SUB IN by MOODY,JACOB",2
05:41,,,,,"SUB OUT by ROBERSON,D'ANGELO",,,"SUB OUT by ROBERSON,D'ANGELO",2
05:22,,,,,"FOUL  by PETTY,RYAN",,,"FOUL  by PETTY,RYAN",2
05:22,GOOD FT by 5,72 (+3),,69,,BSC 72-69 (+3),,GOOD FT by 5,2
05:22,GOOD FT by 5,73 (+4),,69,,BSC 73-69 (+4),,GOOD FT by 5,2
05:06,,73 (+2),,71,"GOOD LAYUP by PETTY,RYAN(in the paint)",HC 73-71 (+2),,"GOOD LAYUP by PETTY,RYAN(in the paint)",2
04:52,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
04:52,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
04:37,,,,,"MISS JUMPER by TURNIPSEED,D'AWVALO",,,"MISS JUMPER by TURNIPSEED,D'AWVALO",2
04:37,"BLOCK  by THOMAS,LARRY",,,,,,,"BLOCK  by THOMAS,LARRY",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
04:30,"TURNOVER  by MURPHY,NICK",,,,,,,"TURNOVER  by MURPHY,NICK",2
04:29,,,,,"STEAL  by TURNIPSEED,D'AWVALO",,,"STEAL  by TURNIPSEED,D'AWVALO",2
04:20,,,,,"MISS LAYUP by THOMAS,JEREMIAH",,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,,,,,"REBOUND OFF by VARNEY,JASON",,,"REBOUND OFF by VARNEY,JASON",2
04:19,"FOUL  by LEE,CALEB",,,,,,,"FOUL  by LEE,CALEB",2
04:19,,,,,"MISS FT by VARNEY,JASON",,,"MISS FT by VARNEY,JASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:19,,73 (+1),,72,"GOOD FT by VARNEY,JASON",HC 73-72 (+1),,"GOOD FT by VARNEY,JASON",2
04:19,SUB IN by 4,,,,,,,SUB IN by 4,2
04:19,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
