Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,SMMB,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
18:25,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",41 (+8),,33,,BSC 41-33 (+8),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
18:25,,,,,"FOUL  by TOMAH,BRANDON",,,"FOUL  by TOMAH,BRANDON",2
18:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:25,"GOOD FT by RICHARDS,ZAC",42 (+9),,33,,BSC 42-33 (+9),,"GOOD FT by RICHARDS,ZAC",2
18:09,,42 (+6),,36,"GOOD 3PTR by PAGENTINE,CHRIS",SMMB 42-36 (+6),,"GOOD 3PTR by PAGENTINE,CHRIS",2
17:52,"MISS LAYUP by WHITE,BLAISE",,,,,,,"MISS LAYUP by WHITE,BLAISE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:44,,,,,"MISS 3PTR by TOMAH,BRANDON",,,"MISS 3PTR by TOMAH,BRANDON",2
--,"REBOUND DEF by JONUS,JASEN",,,,,,,"REBOUND DEF by JONUS,JASEN",2
17:35,"GOOD LAYUP by RICHARDS,ZAC(fastbreak)(in the paint)",44 (+8),,36,,BSC 44-36 (+8),,"GOOD LAYUP by RICHARDS,ZAC(fastbreak)(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
17:18,,,,,"FOUL  by TOMAH,BRANDON",,,"FOUL  by TOMAH,BRANDON",2
17:18,,,,,"TURNOVER  by TOMAH,BRANDON",,,"TURNOVER  by TOMAH,BRANDON",2
17:02,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
17:01,,,,,"STEAL  by KEE,ALEX",,,"STEAL  by KEE,ALEX",2
17:00,,44 (+6),,38,"GOOD LAYUP by KEE,ALEX(fastbreak)(in the paint)",SMMB 44-38 (+6),,"GOOD LAYUP by KEE,ALEX(fastbreak)(in the paint)",2
16:43,"GOOD 3PTR by JONUS,JASEN",47 (+9),,38,,BSC 47-38 (+9),,"GOOD 3PTR by JONUS,JASEN",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
16:29,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
16:29,,,,,"MISS FT by JACKSON,JEREMY",,,"MISS FT by JACKSON,JEREMY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:29,,,,,"MISS FT by JACKSON,JEREMY",,,"MISS FT by JACKSON,JEREMY",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
16:29,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
16:29,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
16:15,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",49 (+11),,38,,BSC 49-38 (+11),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
16:07,,,,,"TURNOVER  by TOMAH,BRANDON",,,"TURNOVER  by TOMAH,BRANDON",2
16:05,"STEAL  by JONUS,JASEN",,,,,,,"STEAL  by JONUS,JASEN",2
16:02,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",51 (+13),,38,,BSC 51-38 (+13),,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",2
15:40,,,,,"MISS 3PTR by SULLIVAN,CONOR",,,"MISS 3PTR by SULLIVAN,CONOR",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:39,,,,,"SUB IN by CUSHMAN,ETHAN",,,"SUB IN by CUSHMAN,ETHAN",2
15:39,,,,,"SUB OUT by SULLIVAN,CONOR",,,"SUB OUT by SULLIVAN,CONOR",2
15:24,"GOOD 3PTR by KEGARISE,KEVIN",54 (+16),,38,,BSC 54-38 (+16),,"GOOD 3PTR by KEGARISE,KEVIN",2
15:10,,,,,"MISS 3PTR by PAGENTINE,CHRIS",,,"MISS 3PTR by PAGENTINE,CHRIS",2
--,,,,,"REBOUND OFF by KEE,ALEX",,,"REBOUND OFF by KEE,ALEX",2
15:07,,,,,"MISS LAYUP by KEE,ALEX",,,"MISS LAYUP by KEE,ALEX",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
15:07,,,,,"FOUL  by KEE,ALEX",,,"FOUL  by KEE,ALEX",2
14:38,"MISS 3PTR by JONUS,JASEN",,,,,,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND OFF by WHITE,BLAISE",,,,,,,"REBOUND OFF by WHITE,BLAISE",2
14:29,"GOOD 3PTR by KEGARISE,KEVIN",57 (+19),,38,,BSC 57-38 (+19),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
14:20,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
14:20,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
14:20,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
14:16,,57 (+16),,41,"GOOD 3PTR by KEE,ALEX",SMMB 57-41 (+16),,"GOOD 3PTR by KEE,ALEX",2
--,,,,,"ASSIST  by CUSHMAN,ETHAN",,,"ASSIST  by CUSHMAN,ETHAN",2
13:55,"GOOD 3PTR by KEGARISE,KEVIN",60 (+19),,41,,BSC 60-41 (+19),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
13:39,,,,,"MISS LAYUP by KEE,ALEX",,,"MISS LAYUP by KEE,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:38,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
13:38,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
13:38,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
13:38,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
13:34,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
13:34,,,,,"MISS FT by JACKSON,JEREMY",,,"MISS FT by JACKSON,JEREMY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:34,,60 (+18),,42,"GOOD FT by JACKSON,JEREMY",SMMB 60-42 (+18),,"GOOD FT by JACKSON,JEREMY",2
13:20,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by TOMAH,BRANDON",,,"REBOUND DEF by TOMAH,BRANDON",2
13:17,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
13:07,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
13:05,,,,,"TURNOVER  by KEE,ALEX",,,"TURNOVER  by KEE,ALEX",2
12:49,"GOOD 3PTR by KEGARISE,KEVIN",63 (+21),,42,,BSC 63-42 (+21),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
12:36,,63 (+19),,44,"GOOD LAYUP by PAGENTINE,CHRIS(in the paint)",SMMB 63-44 (+19),,"GOOD LAYUP by PAGENTINE,CHRIS(in the paint)",2
12:30,,,,,"FOUL  by TOMAH,BRANDON",,,"FOUL  by TOMAH,BRANDON",2
12:30,,,,,"SUB IN by THISTLE,NATE",,,"SUB IN by THISTLE,NATE",2
12:30,,,,,"SUB OUT by PAGENTINE,CHRIS",,,"SUB OUT by PAGENTINE,CHRIS",2
12:14,"TURNOVER  by LEE,CALEB",,,,,,,"TURNOVER  by LEE,CALEB",2
12:14,,,,,"SUB IN by ALEXANDER,BRIAN",,,"SUB IN by ALEXANDER,BRIAN",2
12:14,,,,,"SUB OUT by TOMAH,BRANDON",,,"SUB OUT by TOMAH,BRANDON",2
11:53,"FOUL  by LEE,CALEB",,,,,,,"FOUL  by LEE,CALEB",2
11:43,,,,,"MISS JUMPER by KEE,ALEX",,,"MISS JUMPER by KEE,ALEX",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
11:34,"GOOD LAYUP by THOMAS,LARRY(in the paint)",65 (+21),,44,,BSC 65-44 (+21),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
11:02,,,,,"MISS 3PTR by KEE,ALEX",,,"MISS 3PTR by KEE,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:01,,,,,"FOUL  by JACKSON,JEREMY",,,"FOUL  by JACKSON,JEREMY",2
11:01,"GOOD FT by LEE,CALEB",66 (+22),,44,,BSC 66-44 (+22),,"GOOD FT by LEE,CALEB",2
11:01,"MISS FT by LEE,CALEB",,,,,,,"MISS FT by LEE,CALEB",2
--,,,,,"REBOUND DEF by CUSHMAN,ETHAN",,,"REBOUND DEF by CUSHMAN,ETHAN",2
11:01,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
11:01,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
11:01,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
11:01,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
10:49,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
10:49,,66 (+21),,45,"GOOD FT by ALEXANDER,BRIAN",SMMB 66-45 (+21),,"GOOD FT by ALEXANDER,BRIAN",2
10:49,,,,,"MISS FT by ALEXANDER,BRIAN",,,"MISS FT by ALEXANDER,BRIAN",2
--,"REBOUND DEF by JONUS,JASEN",,,,,,,"REBOUND DEF by JONUS,JASEN",2
10:49,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
10:49,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
10:32,"MISS LAYUP by SCHAMP,GRIFFIN",,,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",2
10:32,,,,,"BLOCK  by CUSHMAN,ETHAN",,,"BLOCK  by CUSHMAN,ETHAN",2
--,,,,,"REBOUND DEF by THISTLE,NATE",,,"REBOUND DEF by THISTLE,NATE",2
10:26,,66 (+19),,47,"GOOD LAYUP by PAGENTINE,CHRIS(fastbreak)(in the paint)",SMMB 66-47 (+19),,"GOOD LAYUP by PAGENTINE,CHRIS(fastbreak)(in the paint)",2
10:26,"FOUL  by JONUS,JASEN",,,,,,,"FOUL  by JONUS,JASEN",2
10:26,,66 (+18),,48,"GOOD FT by PAGENTINE,CHRIS",SMMB 66-48 (+18),,"GOOD FT by PAGENTINE,CHRIS",2
10:26,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
10:26,"SUB IN by SHELTON,MIGUEL",,,,,,,"SUB IN by SHELTON,MIGUEL",2
10:26,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
10:26,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
10:26,,,,,"SUB IN by PAGENTINE,CHRIS",,,"SUB IN by PAGENTINE,CHRIS",2
10:26,,,,,"SUB IN by LACLAIR,DUSTIN",,,"SUB IN by LACLAIR,DUSTIN",2
10:26,,,,,"SUB OUT by ALEXANDER,BRIAN",,,"SUB OUT by ALEXANDER,BRIAN",2
10:26,,,,,"SUB OUT by KEE,ALEX",,,"SUB OUT by KEE,ALEX",2
10:25,,,,,"SUB IN by ALEXANDER,BRIAN",,,"SUB IN by ALEXANDER,BRIAN",2
10:25,,,,,"SUB OUT by LACLAIR,DUSTIN",,,"SUB OUT by LACLAIR,DUSTIN",2
10:02,"TURNOVER  by JONUS,JASEN",,,,,,,"TURNOVER  by JONUS,JASEN",2
10:01,,,,,"STEAL  by THISTLE,NATE",,,"STEAL  by THISTLE,NATE",2
09:50,,,,,"MISS LAYUP by ALEXANDER,BRIAN",,,"MISS LAYUP by ALEXANDER,BRIAN",2
--,,,,,"REBOUND OFF by JACKSON,JEREMY",,,"REBOUND OFF by JACKSON,JEREMY",2
09:46,,66 (+16),,50,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",SMMB 66-50 (+16),,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",2
09:37,"TURNOVER  by MURPHY,NICK",,,,,,,"TURNOVER  by MURPHY,NICK",2
09:36,,,,,"STEAL  by JACKSON,JEREMY",,,"STEAL  by JACKSON,JEREMY",2
09:32,,66 (+14),,52,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",SMMB 66-52 (+14),,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",2
--,,,,,"ASSIST  by ALEXANDER,BRIAN",,,"ASSIST  by ALEXANDER,BRIAN",2
09:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:54,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
08:54,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
08:54,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
08:54,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
08:54,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
08:54,"SUB OUT by SHELTON,MIGUEL",,,,,,,"SUB OUT by SHELTON,MIGUEL",2
08:54,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
08:54,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
08:49,,,,,"TURNOVER  by ALEXANDER,BRIAN",,,"TURNOVER  by ALEXANDER,BRIAN",2
08:43,"STEAL  by RICHARDS,ZAC",,,,,,,"STEAL  by RICHARDS,ZAC",2
08:33,,,,,"FOUL  by JACKSON,JEREMY",,,"FOUL  by JACKSON,JEREMY",2
08:33,"GOOD FT by RICHARDS,ZAC",67 (+15),,52,,BSC 67-52 (+15),,"GOOD FT by RICHARDS,ZAC",2
08:33,"GOOD FT by RICHARDS,ZAC",68 (+16),,52,,BSC 68-52 (+16),,"GOOD FT by RICHARDS,ZAC",2
08:33,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
08:33,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
08:33,,,,,"SUB IN by TOMAH,BRANDON",,,"SUB IN by TOMAH,BRANDON",2
08:33,,,,,"SUB OUT by THISTLE,NATE",,,"SUB OUT by THISTLE,NATE",2
08:12,,,,,"TURNOVER  by TOMAH,BRANDON",,,"TURNOVER  by TOMAH,BRANDON",2
08:11,"STEAL  by RICHARDS,ZAC",,,,,,,"STEAL  by RICHARDS,ZAC",2
08:06,,,,,"FOUL  by ALEXANDER,BRIAN",,,"FOUL  by ALEXANDER,BRIAN",2
08:06,"GOOD FT by WHITE,BLAISE",69 (+17),,52,,BSC 69-52 (+17),,"GOOD FT by WHITE,BLAISE",2
08:06,"GOOD FT by WHITE,BLAISE",70 (+18),,52,,BSC 70-52 (+18),,"GOOD FT by WHITE,BLAISE",2
08:06,,,,,"SUB IN by SULLIVAN,CONOR",,,"SUB IN by SULLIVAN,CONOR",2
08:06,,,,,"SUB OUT by CUSHMAN,ETHAN",,,"SUB OUT by CUSHMAN,ETHAN",2
07:56,,,,,"SUB IN by KEE,ALEX",,,"SUB IN by KEE,ALEX",2
07:56,,,,,"SUB OUT by ALEXANDER,BRIAN",,,"SUB OUT by ALEXANDER,BRIAN",2
07:35,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
07:35,,70 (+17),,53,"GOOD FT by PAGENTINE,CHRIS",SMMB 70-53 (+17),,"GOOD FT by PAGENTINE,CHRIS",2
07:35,,70 (+16),,54,"GOOD FT by PAGENTINE,CHRIS",SMMB 70-54 (+16),,"GOOD FT by PAGENTINE,CHRIS",2
07:24,"GOOD LAYUP by RICHARDS,ZAC(fastbreak)(in the paint)",72 (+18),,54,,BSC 72-54 (+18),,"GOOD LAYUP by RICHARDS,ZAC(fastbreak)(in the paint)",2
--,"ASSIST  by JONUS,JASEN",,,,,,,"ASSIST  by JONUS,JASEN",2
07:10,,72 (+15),,57,"GOOD 3PTR by TOMAH,BRANDON",SMMB 72-57 (+15),,"GOOD 3PTR by TOMAH,BRANDON",2
06:57,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
06:57,,,,,"BLOCK  by JACKSON,JEREMY",,,"BLOCK  by JACKSON,JEREMY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:39,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
06:39,,72 (+14),,58,"GOOD FT by PAGENTINE,CHRIS",SMMB 72-58 (+14),,"GOOD FT by PAGENTINE,CHRIS",2
06:39,,,,,"MISS FT by PAGENTINE,CHRIS",,,"MISS FT by PAGENTINE,CHRIS",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
06:32,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",74 (+16),,58,,BSC 74-58 (+16),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
06:19,,,,,"MISS LAYUP by KEE,ALEX",,,"MISS LAYUP by KEE,ALEX",2
--,,,,,"REBOUND OFF by KEE,ALEX",,,"REBOUND OFF by KEE,ALEX",2
06:17,,,,,"MISS LAYUP by KEE,ALEX",,,"MISS LAYUP by KEE,ALEX",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
05:57,,,,,"FOUL  by TOMAH,BRANDON",,,"FOUL  by TOMAH,BRANDON",2
05:57,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:57,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by JACKSON,JEREMY",,,"REBOUND DEF by JACKSON,JEREMY",2
05:57,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
05:57,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
05:57,,,,,"SUB IN by THISTLE,NATE",,,"SUB IN by THISTLE,NATE",2
05:57,,,,,"SUB IN by SEWALL,JOHN",,,"SUB IN by SEWALL,JOHN",2
05:57,,,,,"SUB OUT by TOMAH,BRANDON",,,"SUB OUT by TOMAH,BRANDON",2
05:57,,,,,"SUB OUT by PAGENTINE,CHRIS",,,"SUB OUT by PAGENTINE,CHRIS",2
05:35,,74 (+14),,60,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",SMMB 74-60 (+14),,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",2
05:24,"GOOD JUMPER by THOMAS,LARRY",76 (+16),,60,,BSC 76-60 (+16),,"GOOD JUMPER by THOMAS,LARRY",2
05:03,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
05:03,,,,,"MISS FT by JACKSON,JEREMY",,,"MISS FT by JACKSON,JEREMY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:03,,,,,"MISS FT by JACKSON,JEREMY",,,"MISS FT by JACKSON,JEREMY",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
05:03,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
05:03,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
05:03,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
05:03,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
04:54,"GOOD 3PTR by THOMAS,LARRY",79 (+19),,60,,BSC 79-60 (+19),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
04:44,,79 (+17),,62,"GOOD LAYUP by KEE,ALEX(in the paint)",SMMB 79-62 (+17),,"GOOD LAYUP by KEE,ALEX(in the paint)",2
04:30,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by JACKSON,JEREMY",,,"REBOUND DEF by JACKSON,JEREMY",2
04:24,,,,,"MISS LAYUP by SULLIVAN,CONOR",,,"MISS LAYUP by SULLIVAN,CONOR",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
04:17,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND OFF by LEE,CALEB",,,,,,,"REBOUND OFF by LEE,CALEB",2
04:15,,,,,"FOUL  by KEE,ALEX",,,"FOUL  by KEE,ALEX",2
04:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:15,"MISS FT by LEE,CALEB",,,,,,,"MISS FT by LEE,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:15,"MISS FT by LEE,CALEB",,,,,,,"MISS FT by LEE,CALEB",2
--,,,,,"REBOUND DEF by JACKSON,JEREMY",,,"REBOUND DEF by JACKSON,JEREMY",2
04:15,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
04:15,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
04:15,,,,,"SUB IN by PAGENTINE,CHRIS",,,"SUB IN by PAGENTINE,CHRIS",2
04:15,,,,,"SUB OUT by THISTLE,NATE",,,"SUB OUT by THISTLE,NATE",2
04:12,,79 (+15),,64,"GOOD LAYUP by KEE,ALEX(fastbreak)(in the paint)",SMMB 79-64 (+15),,"GOOD LAYUP by KEE,ALEX(fastbreak)(in the paint)",2
03:48,"GOOD LAYUP by LEE,CALEB(in the paint)",81 (+17),,64,,BSC 81-64 (+17),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
03:36,,,,,"MISS JUMPER by PAGENTINE,CHRIS",,,"MISS JUMPER by PAGENTINE,CHRIS",2
--,"REBOUND DEF by LEE,CALEB",,,,,,,"REBOUND DEF by LEE,CALEB",2
03:10,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
03:10,"SUB IN by OLAFSSON,ODDUR",,,,,,,"SUB IN by OLAFSSON,ODDUR",2
03:10,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
03:10,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
03:10,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
03:10,,,,,"SUB IN by CUSHMAN,ETHAN",,,"SUB IN by CUSHMAN,ETHAN",2
03:10,,,,,"SUB OUT by SULLIVAN,CONOR",,,"SUB OUT by SULLIVAN,CONOR",2
03:07,,,,,"MISS LAYUP by SEWALL,JOHN",,,"MISS LAYUP by SEWALL,JOHN",2
--,"REBOUND DEF by OLAFSSON,ODDUR",,,,,,,"REBOUND DEF by OLAFSSON,ODDUR",2
03:03,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
02:45,,,,,"TURNOVER  by SEWALL,JOHN",,,"TURNOVER  by SEWALL,JOHN",2
02:44,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
02:40,"MISS LAYUP by HOLLAND,JASON",,,,,,,"MISS LAYUP by HOLLAND,JASON",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
02:38,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",83 (+19),,64,,BSC 83-64 (+19),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
02:20,,83 (+17),,66,"GOOD JUMPER by KEE,ALEX",SMMB 83-66 (+17),,"GOOD JUMPER by KEE,ALEX",2
01:26,"MISS JUMPER by OLAFSSON,ODDUR",,,,,,,"MISS JUMPER by OLAFSSON,ODDUR",2
--,,,,,"REBOUND DEF by CUSHMAN,ETHAN",,,"REBOUND DEF by CUSHMAN,ETHAN",2
01:18,,83 (+15),,68,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",SMMB 83-68 (+15),,"GOOD LAYUP by JACKSON,JEREMY(in the paint)",2
--,,,,,"ASSIST  by CUSHMAN,ETHAN",,,"ASSIST  by CUSHMAN,ETHAN",2
01:04,"SUB IN by NEINER,JOSEPH",,,,,,,"SUB IN by NEINER,JOSEPH",2
01:04,"SUB IN by SHELTON,MIGUEL",,,,,,,"SUB IN by SHELTON,MIGUEL",2
01:04,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
01:04,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
01:04,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
01:04,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
01:04,,,,,"SUB IN by ALEXANDER,BRIAN",,,"SUB IN by ALEXANDER,BRIAN",2
01:04,,,,,"SUB IN by PENNEY,TYLER",,,"SUB IN by PENNEY,TYLER",2
01:04,,,,,"SUB IN by MORTIMER,GEORGE",,,"SUB IN by MORTIMER,GEORGE",2
01:04,,,,,"SUB IN by ROBERTS,JOHN",,,"SUB IN by ROBERTS,JOHN",2
01:04,,,,,"SUB OUT by PAGENTINE,CHRIS",,,"SUB OUT by PAGENTINE,CHRIS",2
01:04,,,,,"SUB OUT by JACKSON,JEREMY",,,"SUB OUT by JACKSON,JEREMY",2
01:04,,,,,"SUB OUT by SEWALL,JOHN",,,"SUB OUT by SEWALL,JOHN",2
01:04,,,,,"SUB OUT by CUSHMAN,ETHAN",,,"SUB OUT by CUSHMAN,ETHAN",2
00:54,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
00:54,,,,,"SUB IN by STOREY,TANNER",,,"SUB IN by STOREY,TANNER",2
00:54,,,,,"SUB OUT by KEE,ALEX",,,"SUB OUT by KEE,ALEX",2
00:43,,,,,"MISS JUMPER by ROBERTS,JOHN",,,"MISS JUMPER by ROBERTS,JOHN",2
--,"REBOUND DEF by NEINER,JOSEPH",,,,,,,"REBOUND DEF by NEINER,JOSEPH",2
00:33,,,,,"FOUL  by PENNEY,TYLER",,,"FOUL  by PENNEY,TYLER",2
