Time Remaining,AC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:21,"GOOD FT by THOMPSON,ANTOINE",23,,40 (+17),,AC 23-40 (+17),,"GOOD FT by THOMPSON,ANTOINE",1
01:57,,,,,"TURNOVER  by KEGARISE,KEVIN",,,"TURNOVER  by KEGARISE,KEVIN",1
01:46,"TURNOVER  by THOMPSON,ANTOINE",,,,,,,"TURNOVER  by THOMPSON,ANTOINE",1
01:22,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by HANCOCK,JORDAN",,,,,,,"REBOUND DEF by HANCOCK,JORDAN",1
01:14,"MISS LAYUP by HANCOCK,JORDAN",,,,,,,"MISS LAYUP by HANCOCK,JORDAN",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
01:08,,23,,43 (+20),"GOOD 3PTR by JONUS,JASEN",BSC 23-43 (+20),,"GOOD 3PTR by JONUS,JASEN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
00:48,"GOOD 3PTR by OKPALA,RANSOM",26,,43 (+17),,AC 26-43 (+17),,"GOOD 3PTR by OKPALA,RANSOM",1
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",1
00:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
00:33,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",1
00:33,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
00:08,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",1
00:00,,26,,45 (+19),"GOOD JUMPER by WHITE,BLAISE",BSC 26-45 (+19),,"GOOD JUMPER by WHITE,BLAISE",1
19:40,"MISS LAYUP by HANCOCK,JORDAN",,,,,,,"MISS LAYUP by HANCOCK,JORDAN",2
--,"REBOUND OFF by MICHAEL,ALEN",,,,,,,"REBOUND OFF by MICHAEL,ALEN",2
19:32,"TURNOVER  by MICHAEL,ALEN",,,,,,,"TURNOVER  by MICHAEL,ALEN",2
19:30,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
19:28,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by HARRELL,GREG",,,,,,,"REBOUND DEF by HARRELL,GREG",2
19:21,"MISS LAYUP by HARRELL,GREG",,,,,,,"MISS LAYUP by HARRELL,GREG",2
--,"REBOUND OFF by MICHAEL,ALEN",,,,,,,"REBOUND OFF by MICHAEL,ALEN",2
19:18,"GOOD JUMPER by MICHAEL,ALEN(in the paint)",28,,45 (+17),,AC 28-45 (+17),,"GOOD JUMPER by MICHAEL,ALEN(in the paint)",2
19:02,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by HARRELL,GREG",,,,,,,"REBOUND DEF by HARRELL,GREG",2
18:46,"MISS JUMPER by HANCOCK,JORDAN",,,,,,,"MISS JUMPER by HANCOCK,JORDAN",2
--,"REBOUND OFF by MICHAEL,ALEN",,,,,,,"REBOUND OFF by MICHAEL,ALEN",2
18:42,"GOOD JUMPER by SAUNDERS,JOSH",30,,45 (+15),,AC 30-45 (+15),,"GOOD JUMPER by SAUNDERS,JOSH",2
--,"ASSIST  by MICHAEL,ALEN",,,,,,,"ASSIST  by MICHAEL,ALEN",2
18:22,,30,,48 (+18),"GOOD 3PTR by KEGARISE,KEVIN",BSC 30-48 (+18),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
17:54,"MISS JUMPER by MICHAEL,ALEN",,,,,,,"MISS JUMPER by MICHAEL,ALEN",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
17:42,,30,,51 (+21),"GOOD 3PTR by JONUS,JASEN",BSC 30-51 (+21),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
17:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:39,"SUB IN by PHILLIPS,WALTER",,,,,,,"SUB IN by PHILLIPS,WALTER",2
17:39,"SUB OUT by MICHAEL,ALEN",,,,,,,"SUB OUT by MICHAEL,ALEN",2
17:24,"TURNOVER  by SAUNDERS,JOSH",,,,,,,"TURNOVER  by SAUNDERS,JOSH",2
17:23,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
17:23,"FOUL  by SAUNDERS,JOSH",,,,,,,"FOUL  by SAUNDERS,JOSH",2
17:12,"FOUL  by PHILLIPS,WALTER",,,,,,,"FOUL  by PHILLIPS,WALTER",2
17:11,"FOUL  by PHILLIPS,WALTER",,,,,,,"FOUL  by PHILLIPS,WALTER",2
17:11,,30,,52 (+22),"GOOD FT by HENRY,COLIN",BSC 30-52 (+22),,"GOOD FT by HENRY,COLIN",2
17:11,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,"REBOUND DEF by SAUNDERS,JOSH",,,,,,,"REBOUND DEF by SAUNDERS,JOSH",2
17:03,"TURNOVER  by SAUNDERS,JOSH",,,,,,,"TURNOVER  by SAUNDERS,JOSH",2
17:00,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
16:58,,30,,54 (+24),"GOOD LAYUP by JONUS,JASEN(fastbreak)(in the paint)",BSC 30-54 (+24),,"GOOD LAYUP by JONUS,JASEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
16:47,"GOOD DUNK by PHILLIPS,WALTER(in the paint)",32,,54 (+22),,AC 32-54 (+22),,"GOOD DUNK by PHILLIPS,WALTER(in the paint)",2
--,"ASSIST  by HARRELL,GREG",,,,,,,"ASSIST  by HARRELL,GREG",2
16:23,"FOUL  by SAUNDERS,JOSH",,,,,,,"FOUL  by SAUNDERS,JOSH",2
16:23,"SUB IN by THOMPSON,ANTOINE",,,,,,,"SUB IN by THOMPSON,ANTOINE",2
16:23,"SUB OUT by SAUNDERS,JOSH",,,,,,,"SUB OUT by SAUNDERS,JOSH",2
16:22,,,,,"MISS JUMPER by JONUS,JASEN",,,"MISS JUMPER by JONUS,JASEN",2
16:22,"BLOCK  by OKPALA,RANSOM",,,,,,,"BLOCK  by OKPALA,RANSOM",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
16:13,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
--,"REBOUND DEF by THOMPSON,ANTOINE",,,,,,,"REBOUND DEF by THOMPSON,ANTOINE",2
16:03,"MISS JUMPER by HANCOCK,JORDAN",,,,,,,"MISS JUMPER by HANCOCK,JORDAN",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
15:54,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
15:54,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
15:54,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
15:54,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
15:40,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
15:37,"GOOD 3PTR by PHILLIPS,WALTER",35,,54 (+19),,AC 35-54 (+19),,"GOOD 3PTR by PHILLIPS,WALTER",2
15:30,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:24,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by OKPALA,RANSOM",,,,,,,"REBOUND DEF by OKPALA,RANSOM",2
15:12,"TURNOVER  by HANCOCK,JORDAN",,,,,,,"TURNOVER  by HANCOCK,JORDAN",2
15:10,,,,,"STEAL  by LEE,CALEB",,,"STEAL  by LEE,CALEB",2
15:07,"FOUL  by OKPALA,RANSOM",,,,,,,"FOUL  by OKPALA,RANSOM",2
15:07,,35,,55 (+20),"GOOD FT by RICHARDS,ZAC",BSC 35-55 (+20),,"GOOD FT by RICHARDS,ZAC",2
15:07,,35,,56 (+21),"GOOD FT by RICHARDS,ZAC",BSC 35-56 (+21),,"GOOD FT by RICHARDS,ZAC",2
15:07,"SUB IN by CASTLE,COLTON",,,,,,,"SUB IN by CASTLE,COLTON",2
15:07,"SUB OUT by HANCOCK,JORDAN",,,,,,,"SUB OUT by HANCOCK,JORDAN",2
15:07,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
15:07,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
15:07,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
15:07,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
15:07,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
15:07,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
15:07,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
15:07,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
14:54,"TURNOVER  by OKPALA,RANSOM",,,,,,,"TURNOVER  by OKPALA,RANSOM",2
14:48,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
14:19,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:00,"MISS JUMPER by HARRELL,GREG",,,,,,,"MISS JUMPER by HARRELL,GREG",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:24,,35,,58 (+23),"GOOD LAYUP by HOLLAND,JASON(in the paint)",BSC 35-58 (+23),,"GOOD LAYUP by HOLLAND,JASON(in the paint)",2
13:16,"TURNOVER  by PHILLIPS,WALTER",,,,,,,"TURNOVER  by PHILLIPS,WALTER",2
13:16,"SUB IN by MICHAEL,ALEN",,,,,,,"SUB IN by MICHAEL,ALEN",2
13:16,"SUB IN by GRAHAM,KEVIN",,,,,,,"SUB IN by GRAHAM,KEVIN",2
13:16,"SUB OUT by HARRELL,GREG",,,,,,,"SUB OUT by HARRELL,GREG",2
13:11,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",2
--,"REBOUND DEF by CASTLE,COLTON",,,,,,,"REBOUND DEF by CASTLE,COLTON",2
12:50,"MISS JUMPER by OKPALA,RANSOM",,,,,,,"MISS JUMPER by OKPALA,RANSOM",2
--,"REBOUND OFF by MICHAEL,ALEN",,,,,,,"REBOUND OFF by MICHAEL,ALEN",2
12:45,"MISS LAYUP by MICHAEL,ALEN",,,,,,,"MISS LAYUP by MICHAEL,ALEN",2
--,"REBOUND OFF by CASTLE,COLTON",,,,,,,"REBOUND OFF by CASTLE,COLTON",2
12:41,"GOOD 3PTR by CASTLE,COLTON",38,,58 (+20),,AC 38-58 (+20),,"GOOD 3PTR by CASTLE,COLTON",2
12:37,,38,,61 (+23),"GOOD 3PTR by THOMAS,LARRY",BSC 38-61 (+23),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
12:28,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
12:28,"FOUL  by CASTLE,COLTON",,,,,,,"FOUL  by CASTLE,COLTON",2
12:28,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:28,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",2
12:28,"SUB OUT by PHILLIPS,WALTER",,,,,,,"SUB OUT by PHILLIPS,WALTER",2
12:23,,38,,63 (+25),"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",BSC 38-63 (+25),,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",2
12:17,"TURNOVER  by HANCOCK,JORDAN",,,,,,,"TURNOVER  by HANCOCK,JORDAN",2
12:14,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",2
12:12,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND OFF by MURPHY,NICK",,,"REBOUND OFF by MURPHY,NICK",2
12:09,,38,,65 (+27),"GOOD LAYUP by MURPHY,NICK(in the paint)",BSC 38-65 (+27),,"GOOD LAYUP by MURPHY,NICK(in the paint)",2
12:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:08,"SUB IN by PHILLIPS,WALTER",,,,,,,"SUB IN by PHILLIPS,WALTER",2
12:08,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",2
12:08,"SUB OUT by THOMPSON,ANTOINE",,,,,,,"SUB OUT by THOMPSON,ANTOINE",2
12:08,"SUB OUT by OKPALA,RANSOM",,,,,,,"SUB OUT by OKPALA,RANSOM",2
12:02,"TURNOVER  by GRAHAM,KEVIN",,,,,,,"TURNOVER  by GRAHAM,KEVIN",2
12:00,,,,,"STEAL  by MURPHY,NICK",,,"STEAL  by MURPHY,NICK",2
11:50,"FOUL  by CASTLE,COLTON",,,,,,,"FOUL  by CASTLE,COLTON",2
11:45,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:45,,38,,66 (+28),"GOOD FT by FREEMAN,SCHYLAR",BSC 38-66 (+28),,"GOOD FT by FREEMAN,SCHYLAR",2
11:42,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
11:23,"MISS 3PTR by PHILLIPS,WALTER",,,,,,,"MISS 3PTR by PHILLIPS,WALTER",2
--,"REBOUND OFF by PHILLIPS,WALTER",,,,,,,"REBOUND OFF by PHILLIPS,WALTER",2
11:16,"TURNOVER  by PHILLIPS,WALTER",,,,,,,"TURNOVER  by PHILLIPS,WALTER",2
11:14,,,,,"STEAL  by MURPHY,NICK",,,"STEAL  by MURPHY,NICK",2
11:09,,,,,"MISS LAYUP by LEE,CALEB",,,"MISS LAYUP by LEE,CALEB",2
11:09,"BLOCK  by PHILLIPS,WALTER",,,,,,,"BLOCK  by PHILLIPS,WALTER",2
--,"REBOUND DEF by GRAHAM,KEVIN",,,,,,,"REBOUND DEF by GRAHAM,KEVIN",2
10:54,"MISS 3PTR by CASTLE,COLTON",,,,,,,"MISS 3PTR by CASTLE,COLTON",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
10:44,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
10:42,"STEAL  by HANCOCK,JORDAN",,,,,,,"STEAL  by HANCOCK,JORDAN",2
10:39,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
10:39,"GOOD FT by HANCOCK,JORDAN",39,,66 (+27),,AC 39-66 (+27),,"GOOD FT by HANCOCK,JORDAN",2
--,"REBOUND OFF by BRYANT,ANDRE",,,,,,,"REBOUND OFF by BRYANT,ANDRE",2
10:39,"GOOD FT by HANCOCK,JORDAN",40,,66 (+26),,AC 40-66 (+26),,"GOOD FT by HANCOCK,JORDAN",2
10:39,"SUB IN by THOMPSON,ANTOINE",,,,,,,"SUB IN by THOMPSON,ANTOINE",2
10:39,"SUB IN by SAUNDERS,JOSH",,,,,,,"SUB IN by SAUNDERS,JOSH",2
10:39,"SUB IN by OKPALA,RANSOM",,,,,,,"SUB IN by OKPALA,RANSOM",2
10:39,"SUB OUT by PHILLIPS,WALTER",,,,,,,"SUB OUT by PHILLIPS,WALTER",2
10:39,"SUB OUT by CASTLE,COLTON",,,,,,,"SUB OUT by CASTLE,COLTON",2
10:39,"SUB OUT by GRAHAM,KEVIN",,,,,,,"SUB OUT by GRAHAM,KEVIN",2
10:39,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
10:39,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
10:39,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
10:39,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
10:39,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
10:39,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
10:39,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
10:39,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
10:39,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
10:39,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
10:35,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
10:35,"BLOCK  by MICHAEL,ALEN",,,,,,,"BLOCK  by MICHAEL,ALEN",2
--,"REBOUND DEF by THOMPSON,ANTOINE",,,,,,,"REBOUND DEF by THOMPSON,ANTOINE",2
10:23,"MISS JUMPER by OKPALA,RANSOM",,,,,,,"MISS JUMPER by OKPALA,RANSOM",2
--,"REBOUND OFF by THOMPSON,ANTOINE",,,,,,,"REBOUND OFF by THOMPSON,ANTOINE",2
10:19,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",42,,66 (+24),,AC 42-66 (+24),,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",2
10:15,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND OFF by KEGARISE,KEVIN",,,"REBOUND OFF by KEGARISE,KEVIN",2
09:46,,,,,"MISS LAYUP by JONUS,JASEN",,,"MISS LAYUP by JONUS,JASEN",2
09:46,"BLOCK  by MICHAEL,ALEN",,,,,,,"BLOCK  by MICHAEL,ALEN",2
--,"REBOUND DEF by MICHAEL,ALEN",,,,,,,"REBOUND DEF by MICHAEL,ALEN",2
09:39,"MISS LAYUP by OKPALA,RANSOM",,,,,,,"MISS LAYUP by OKPALA,RANSOM",2
09:39,,,,,"BLOCK  by RICHARDS,ZAC",,,"BLOCK  by RICHARDS,ZAC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:32,"MISS LAYUP by THOMPSON,ANTOINE",,,,,,,"MISS LAYUP by THOMPSON,ANTOINE",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
09:23,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",2
--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",2
09:18,"FOUL  by THOMPSON,ANTOINE",,,,,,,"FOUL  by THOMPSON,ANTOINE",2
09:18,,42,,67 (+25),"GOOD FT by WHITE,BLAISE",BSC 42-67 (+25),,"GOOD FT by WHITE,BLAISE",2
09:18,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,"REBOUND DEF by MICHAEL,ALEN",,,,,,,"REBOUND DEF by MICHAEL,ALEN",2
09:12,"MISS LAYUP by OKPALA,RANSOM",,,,,,,"MISS LAYUP by OKPALA,RANSOM",2
09:12,,,,,"BLOCK  by JONUS,JASEN",,,"BLOCK  by JONUS,JASEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:12,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",44,,67 (+23),,AC 44-67 (+23),,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",2
08:59,"FOUL  by OKPALA,RANSOM",,,,,,,"FOUL  by OKPALA,RANSOM",2
08:59,,44,,68 (+24),"GOOD FT by WHITE,BLAISE",BSC 44-68 (+24),,"GOOD FT by WHITE,BLAISE",2
08:59,,44,,69 (+25),"GOOD FT by WHITE,BLAISE",BSC 44-69 (+25),,"GOOD FT by WHITE,BLAISE",2
08:45,"TURNOVER  by HANCOCK,JORDAN",,,,,,,"TURNOVER  by HANCOCK,JORDAN",2
08:42,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
08:36,,44,,71 (+27),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 44-71 (+27),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
08:22,"MISS 3PTR by OKPALA,RANSOM",,,,,,,"MISS 3PTR by OKPALA,RANSOM",2
--,"REBOUND OFF by SAUNDERS,JOSH",,,,,,,"REBOUND OFF by SAUNDERS,JOSH",2
08:18,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",46,,71 (+25),,AC 46-71 (+25),,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",2
08:13,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
08:11,"STEAL  by OKPALA,RANSOM",,,,,,,"STEAL  by OKPALA,RANSOM",2
08:04,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",48,,71 (+23),,AC 48-71 (+23),,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",2
07:46,"FOUL  by OKPALA,RANSOM",,,,,,,"FOUL  by OKPALA,RANSOM",2
07:46,,48,,72 (+24),"GOOD FT by WHITE,BLAISE",BSC 48-72 (+24),,"GOOD FT by WHITE,BLAISE",2
07:46,,48,,73 (+25),"GOOD FT by WHITE,BLAISE",BSC 48-73 (+25),,"GOOD FT by WHITE,BLAISE",2
07:46,"SUB IN by BREWSTER,AUSTIN",,,,,,,"SUB IN by BREWSTER,AUSTIN",2
07:46,"SUB OUT by OKPALA,RANSOM",,,,,,,"SUB OUT by OKPALA,RANSOM",2
07:46,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
07:46,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
07:35,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",50,,73 (+23),,AC 50-73 (+23),,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",2
06:59,"FOUL  by BREWSTER,AUSTIN",,,,,,,"FOUL  by BREWSTER,AUSTIN",2
06:59,,50,,74 (+24),"GOOD FT by HENRY,COLIN",BSC 50-74 (+24),,"GOOD FT by HENRY,COLIN",2
06:59,,50,,75 (+25),"GOOD FT by HENRY,COLIN",BSC 50-75 (+25),,"GOOD FT by HENRY,COLIN",2
06:45,"MISS JUMPER by SAUNDERS,JOSH",,,,,,,"MISS JUMPER by SAUNDERS,JOSH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:43,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
06:43,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
06:43,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
06:43,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
06:43,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
06:43,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
06:43,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
06:43,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
06:41,"GOOD DUNK by MICHAEL,ALEN(in the paint)",52,,75 (+23),,AC 52-75 (+23),,"GOOD DUNK by MICHAEL,ALEN(in the paint)",2
06:41,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
06:41,"GOOD FT by MICHAEL,ALEN",53,,75 (+22),,AC 53-75 (+22),,"GOOD FT by MICHAEL,ALEN",2
06:15,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
06:15,"STEAL  by BREWSTER,AUSTIN",,,,,,,"STEAL  by BREWSTER,AUSTIN",2
06:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:58,"MISS LAYUP by HANCOCK,JORDAN",,,,,,,"MISS LAYUP by HANCOCK,JORDAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
05:50,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
05:49,"STEAL  by BREWSTER,AUSTIN",,,,,,,"STEAL  by BREWSTER,AUSTIN",2
05:49,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
05:49,"GOOD FT by BREWSTER,AUSTIN",54,,75 (+21),,AC 54-75 (+21),,"GOOD FT by BREWSTER,AUSTIN",2
05:49,"MISS FT by BREWSTER,AUSTIN",,,,,,,"MISS FT by BREWSTER,AUSTIN",2
--,"REBOUND OFF by BREWSTER,AUSTIN",,,,,,,"REBOUND OFF by BREWSTER,AUSTIN",2
05:43,"TURNOVER  by BREWSTER,AUSTIN",,,,,,,"TURNOVER  by BREWSTER,AUSTIN",2
05:26,"FOUL  by BREWSTER,AUSTIN",,,,,,,"FOUL  by BREWSTER,AUSTIN",2
05:26,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:26,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND DEF by THOMPSON,ANTOINE",,,,,,,"REBOUND DEF by THOMPSON,ANTOINE",2
05:26,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
05:26,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
05:22,"MISS LAYUP by THOMPSON,ANTOINE",,,,,,,"MISS LAYUP by THOMPSON,ANTOINE",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
04:47,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
