Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
16:10,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",1
16:10,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
15:50,,5,,6 (+1),"GOOD 3PTR by YOUNG-BEASLEY,DJ",BU 5-6 (-1),,"GOOD 3PTR by YOUNG-BEASLEY,DJ",1
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",1
15:39,"MISS JUMPER by TULLOS,ZACHARY",,,,,,,"MISS JUMPER by TULLOS,ZACHARY",1
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",1
15:16,,5,,8 (+3),"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",BU 5-8 (-3),,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",1
15:16,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",1
15:16,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
15:16,,5,,9 (+4),"GOOD FT by PRESSLEY,BRANDON",BU 5-9 (-4),,"GOOD FT by PRESSLEY,BRANDON",1
15:16,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",1
15:16,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",1
15:16,,,,,"SUB IN by ANDERSON,DYRON",,,"SUB IN by ANDERSON,DYRON",1
15:16,,,,,"SUB OUT by SIMPSON,DAVID",,,"SUB OUT by SIMPSON,DAVID",1
14:54,"MISS LAYUP by TULLOS,ZACHARY",,,,,,,"MISS LAYUP by TULLOS,ZACHARY",1
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",1
14:40,,5,,11 (+6),"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",BU 5-11 (-6),,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",1
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",1
14:25,"MISS 3PTR by KOHNKE,SAM",,,,,,,"MISS 3PTR by KOHNKE,SAM",1
--,"REBOUND OFF by TULLOS,ZACHARY",,,,,,,"REBOUND OFF by TULLOS,ZACHARY",1
14:19,"GOOD TIPIN by TULLOS,ZACHARY(in the paint)",7,,11 (+4),,MILLSAPS 7-11 (-4),,"GOOD TIPIN by TULLOS,ZACHARY(in the paint)",1
13:59,,7,,14 (+7),"GOOD 3PTR by ANDERSON,DYRON",BU 7-14 (-7),,"GOOD 3PTR by ANDERSON,DYRON",1
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",1
13:45,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",1
13:44,,,,,"STEAL  by PRESSLEY,BRANDON",,,"STEAL  by PRESSLEY,BRANDON",1
13:40,,,,,"MISS LAYUP by RICHARDSON,TERIK",,,"MISS LAYUP by RICHARDSON,TERIK",1
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",1
13:33,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",9,,14 (+5),,MILLSAPS 9-14 (-5),,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",1
13:00,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",1
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",1
12:47,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",1
12:47,"SUB IN by MASON,WADE",,,,,,,"SUB IN by MASON,WADE",1
12:47,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
12:47,,,,,"SUB IN by COLE,DAVID",,,"SUB IN by COLE,DAVID",1
12:47,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",1
12:47,,,,,"SUB IN by PATTERSON,KYLE",,,"SUB IN by PATTERSON,KYLE",1
12:47,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",1
12:47,,,,,"SUB OUT by DAVIS,RON",,,"SUB OUT by DAVIS,RON",1
12:47,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",1
12:47,,,,,"SUB OUT by YOUNG-BEASLEY,DJ",,,"SUB OUT by YOUNG-BEASLEY,DJ",1
12:47,,,,,"SUB OUT by PRESSLEY,BRANDON",,,"SUB OUT by PRESSLEY,BRANDON",1
12:27,,,,,"MISS 3PTR by COLE,DAVID",,,"MISS 3PTR by COLE,DAVID",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
12:14,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",11,,14 (+3),,MILLSAPS 11-14 (-3),,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
12:01,,,,,"TURNOVER  by HEERINGEN,GIAN VAN",,,"TURNOVER  by HEERINGEN,GIAN VAN",1
11:45,"GOOD JUMPER by MARKWITH,TRENT(in the paint)",13,,14 (+1),,MILLSAPS 13-14 (-1),,"GOOD JUMPER by MARKWITH,TRENT(in the paint)",1
11:30,,13,,17 (+4),"GOOD 3PTR by ANDERSON,DYRON",BU 13-17 (-4),,"GOOD 3PTR by ANDERSON,DYRON",1
--,,,,,"ASSIST  by HEERINGEN,GIAN VAN",,,"ASSIST  by HEERINGEN,GIAN VAN",1
11:19,,,,,"FOUL  by PRICE,VICTOR",,,"FOUL  by PRICE,VICTOR",1
11:19,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
11:19,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",1
11:19,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
11:07,"MISS 3PTR by TULLOS,ZACHARY",,,,,,,"MISS 3PTR by TULLOS,ZACHARY",1
--,,,,,"REBOUND DEF by COLE,DAVID",,,"REBOUND DEF by COLE,DAVID",1
10:46,,13,,19 (+6),"GOOD LAYUP by PRICE,VICTOR(in the paint)",BU 13-19 (-6),,"GOOD LAYUP by PRICE,VICTOR(in the paint)",1
--,,,,,"ASSIST  by PATTERSON,KYLE",,,"ASSIST  by PATTERSON,KYLE",1
10:45,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",1
10:45,,13,,20 (+7),"GOOD FT by PRICE,VICTOR",BU 13-20 (-7),,"GOOD FT by PRICE,VICTOR",1
10:45,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
10:45,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",1
10:29,"GOOD JUMPER by GARDNER,ROBERT",15,,20 (+5),,MILLSAPS 15-20 (-5),,"GOOD JUMPER by GARDNER,ROBERT",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
10:15,,15,,22 (+7),"GOOD JUMPER by HEERINGEN,GIAN VAN",BU 15-22 (-7),,"GOOD JUMPER by HEERINGEN,GIAN VAN",1
--,,,,,"ASSIST  by PRICE,VICTOR",,,"ASSIST  by PRICE,VICTOR",1
10:01,,,,,"FOUL  by PATTERSON,KYLE",,,"FOUL  by PATTERSON,KYLE",1
10:00,"TURNOVER  by MANCUSO,LOGAN",,,,,,,"TURNOVER  by MANCUSO,LOGAN",1
10:00,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",1
09:49,,,,,"TURNOVER  by HEERINGEN,GIAN VAN",,,"TURNOVER  by HEERINGEN,GIAN VAN",1
09:49,,,,,"FOUL  by HEERINGEN,GIAN VAN",,,"FOUL  by HEERINGEN,GIAN VAN",1
09:35,"MISS 3PTR by KOHNKE,SAM",,,,,,,"MISS 3PTR by KOHNKE,SAM",1
--,"REBOUND OFF by KOHNKE,SAM",,,,,,,"REBOUND OFF by KOHNKE,SAM",1
09:30,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",17,,22 (+5),,MILLSAPS 17-22 (-5),,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",1
--,"ASSIST  by MASON,WADE",,,,,,,"ASSIST  by MASON,WADE",1
09:11,"FOUL  by MASON,WADE",,,,,,,"FOUL  by MASON,WADE",1
09:11,,,,,"MISS FT by PATTERSON,KYLE",,,"MISS FT by PATTERSON,KYLE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:11,,,,,"MISS FT by PATTERSON,KYLE",,,"MISS FT by PATTERSON,KYLE",1
--,,,,,"REBOUND OFF by PATTERSON,KYLE",,,"REBOUND OFF by PATTERSON,KYLE",1
09:11,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
09:11,"SUB OUT by MASON,WADE",,,,,,,"SUB OUT by MASON,WADE",1
09:11,,,,,"SUB IN by LORIS,JOHN",,,"SUB IN by LORIS,JOHN",1
09:11,,,,,"SUB OUT by ANDERSON,DYRON",,,"SUB OUT by ANDERSON,DYRON",1
09:07,,,,,"MISS 3PTR by HEERINGEN,GIAN VAN",,,"MISS 3PTR by HEERINGEN,GIAN VAN",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
08:52,"GOOD LAYUP by BLANZ,BUCK(in the paint)",19,,22 (+3),,MILLSAPS 19-22 (-3),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
08:30,,,,,"MISS 3PTR by COLE,DAVID",,,"MISS 3PTR by COLE,DAVID",1
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",1
08:22,"MISS LAYUP by MARKWITH,TRENT",,,,,,,"MISS LAYUP by MARKWITH,TRENT",1
--,,,,,"REBOUND DEF by HEERINGEN,GIAN VAN",,,"REBOUND DEF by HEERINGEN,GIAN VAN",1
08:14,"FOUL  by GARDNER,ROBERT",,,,,,,"FOUL  by GARDNER,ROBERT",1
08:14,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
08:14,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",1
08:14,,,,,"SUB IN by PRESSLEY,BRANDON",,,"SUB IN by PRESSLEY,BRANDON",1
08:14,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",1
07:58,,,,,"TURNOVER  by PATTERSON,KYLE",,,"TURNOVER  by PATTERSON,KYLE",1
07:55,"STEAL  by GARDNER,ROBERT",,,,,,,"STEAL  by GARDNER,ROBERT",1
07:51,,,,,"FOUL  by PATTERSON,KYLE",,,"FOUL  by PATTERSON,KYLE",1
07:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:51,,,,,"SUB IN by YOUNG-BEASLEY,DJ",,,"SUB IN by YOUNG-BEASLEY,DJ",1
07:51,,,,,"SUB IN by DAVIS,RON",,,"SUB IN by DAVIS,RON",1
07:51,,,,,"SUB IN by SIMPSON,DAVID",,,"SUB IN by SIMPSON,DAVID",1
07:51,,,,,"SUB OUT by COLE,DAVID",,,"SUB OUT by COLE,DAVID",1
07:51,,,,,"SUB OUT by PRICE,VICTOR",,,"SUB OUT by PRICE,VICTOR",1
07:51,,,,,"SUB OUT by PATTERSON,KYLE",,,"SUB OUT by PATTERSON,KYLE",1
07:40,"GOOD JUMPER by BLANZ,BUCK",21,,22 (+1),,MILLSAPS 21-22 (-1),,"GOOD JUMPER by BLANZ,BUCK",1
--,"ASSIST  by MANCUSO,LOGAN",,,,,,,"ASSIST  by MANCUSO,LOGAN",1
07:18,,,,,"TURNOVER  by PRESSLEY,BRANDON",,,"TURNOVER  by PRESSLEY,BRANDON",1
07:18,,,,,"FOUL  by PRESSLEY,BRANDON",,,"FOUL  by PRESSLEY,BRANDON",1
07:18,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",1
07:18,,,,,"SUB OUT by PRESSLEY,BRANDON",,,"SUB OUT by PRESSLEY,BRANDON",1
07:12,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",1
07:07,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",1
07:07,,21,,23 (+2),"GOOD FT by DAVIS,RON",BU 21-23 (-2),,"GOOD FT by DAVIS,RON",1
07:07,,,,,"MISS FT by DAVIS,RON",,,"MISS FT by DAVIS,RON",1
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",1
07:07,,,,,"FOUL  by HEERINGEN,GIAN VAN",,,"FOUL  by HEERINGEN,GIAN VAN",1
07:07,"GOOD FT by TURNER,JAMES",22,,23 (+1),,MILLSAPS 22-23 (-1),,"GOOD FT by TURNER,JAMES",1
07:07,"MISS FT by TURNER,JAMES",,,,,,,"MISS FT by TURNER,JAMES",1
--,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,"REBOUND DEF by YOUNG-BEASLEY,DJ",1
07:07,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",1
07:07,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
06:54,,22,,26 (+4),"GOOD 3PTR by YOUNG-BEASLEY,DJ",BU 22-26 (-4),,"GOOD 3PTR by YOUNG-BEASLEY,DJ",1
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",1
06:43,"TURNOVER  by MANCUSO,LOGAN",,,,,,,"TURNOVER  by MANCUSO,LOGAN",1
06:20,,,,,"TURNOVER  by SIMPSON,DAVID",,,"TURNOVER  by SIMPSON,DAVID",1
06:20,"STEAL  by TURNER,JAMES",,,,,,,"STEAL  by TURNER,JAMES",1
06:13,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",1
06:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
06:13,,,,,"SUB IN by ANDERSON,DYRON",,,"SUB IN by ANDERSON,DYRON",1
06:13,,,,,"SUB OUT by SIMPSON,DAVID",,,"SUB OUT by SIMPSON,DAVID",1
06:06,,,,,"MISS LAYUP by HEERINGEN,GIAN VAN",,,"MISS LAYUP by HEERINGEN,GIAN VAN",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
05:57,"GOOD 3PTR by GAGEN,BRENNAN",25,,26 (+1),,MILLSAPS 25-26 (-1),,"GOOD 3PTR by GAGEN,BRENNAN",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
05:31,,,,,"MISS 3PTR by YOUNG-BEASLEY,DJ",,,"MISS 3PTR by YOUNG-BEASLEY,DJ",1
--,,,,,"REBOUND OFF by YOUNG-BEASLEY,DJ",,,"REBOUND OFF by YOUNG-BEASLEY,DJ",1
05:27,,,,,"MISS LAYUP by YOUNG-BEASLEY,DJ",,,"MISS LAYUP by YOUNG-BEASLEY,DJ",1
--,,,,,"REBOUND OFF by HEERINGEN,GIAN VAN",,,"REBOUND OFF by HEERINGEN,GIAN VAN",1
05:20,,,,,"MISS LAYUP by HEERINGEN,GIAN VAN",,,"MISS LAYUP by HEERINGEN,GIAN VAN",1
05:20,"BLOCK  by GARDNER,ROBERT",,,,,,,"BLOCK  by GARDNER,ROBERT",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:20,,25,,29 (+4),"GOOD 3PTR by DAVIS,RON",BU 25-29 (-4),,"GOOD 3PTR by DAVIS,RON",1
05:15,"GOOD 3PTR by TURNER,JAMES",28,,29 (+1),,MILLSAPS 28-29 (-1),,"GOOD 3PTR by TURNER,JAMES",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
04:50,,,,,"MISS 3PTR by ANDERSON,DYRON",,,"MISS 3PTR by ANDERSON,DYRON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:45,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",1
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",1
04:36,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",1
04:36,,,,,"BLOCK  by DAVIS,RON",,,"BLOCK  by DAVIS,RON",1
--,,,,,"REBOUND DEF by COLE,DAVID",,,"REBOUND DEF by COLE,DAVID",1
04:32,,,,,"MISS LAYUP by ANDERSON,DYRON",,,"MISS LAYUP by ANDERSON,DYRON",1
04:32,"BLOCK  by GARDNER,ROBERT",,,,,,,"BLOCK  by GARDNER,ROBERT",1
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",1
04:23,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",30 (+1),,29,,MILLSAPS 30-29 (+1),,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
04:07,,30,,31 (+1),"GOOD JUMPER by RICHARDSON,TERIK",BU 30-31 (-1),,"GOOD JUMPER by RICHARDSON,TERIK",1
--,,,,,"ASSIST  by YOUNG-BEASLEY,DJ",,,"ASSIST  by YOUNG-BEASLEY,DJ",1
03:48,"TURNOVER  by TURNER,JAMES",,,,,,,"TURNOVER  by TURNER,JAMES",1
03:48,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
03:48,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
03:48,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",1
03:48,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",1
03:48,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",1
03:48,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
03:35,,30,,33 (+3),"GOOD LAYUP by HEERINGEN,GIAN VAN(in the paint)",BU 30-33 (-3),,"GOOD LAYUP by HEERINGEN,GIAN VAN(in the paint)",1
--,,,,,"ASSIST  by ANDERSON,DYRON",,,"ASSIST  by ANDERSON,DYRON",1
03:26,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",1
03:25,,,,,"STEAL  by YOUNG-BEASLEY,DJ",,,"STEAL  by YOUNG-BEASLEY,DJ",1
03:04,,30,,35 (+5),"GOOD LAYUP by HEERINGEN,GIAN VAN(in the paint)",BU 30-35 (-5),,"GOOD LAYUP by HEERINGEN,GIAN VAN(in the paint)",1
--,,,,,"ASSIST  by ANDERSON,DYRON",,,"ASSIST  by ANDERSON,DYRON",1
02:42,"MISS JUMPER by TURNER,JAMES",,,,,,,"MISS JUMPER by TURNER,JAMES",1
--,,,,,"REBOUND DEF by ANDERSON,DYRON",,,"REBOUND DEF by ANDERSON,DYRON",1
02:33,,,,,"MISS 3PTR by RICHARDSON,TERIK",,,"MISS 3PTR by RICHARDSON,TERIK",1
--,"REBOUND DEF by KOHNKE,SAM",,,,,,,"REBOUND DEF by KOHNKE,SAM",1
02:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:26,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
02:26,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",1
02:26,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",1
02:26,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",1
02:26,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
02:26,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",1
02:26,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",1
02:26,,,,,"SUB IN by MITCHELL,CORNELIUS",,,"SUB IN by MITCHELL,CORNELIUS",1
02:26,,,,,"SUB OUT by LORIS,JOHN",,,"SUB OUT by LORIS,JOHN",1
02:26,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",1
02:08,"GOOD LAYUP by BECKER,SAXTON(in the paint)",32,,35 (+3),,MILLSAPS 32-35 (-3),,"GOOD LAYUP by BECKER,SAXTON(in the paint)",1
01:41,,,,,"TURNOVER  by DAVIS,RON",,,"TURNOVER  by DAVIS,RON",1
01:40,"STEAL  by KOHNKE,SAM",,,,,,,"STEAL  by KOHNKE,SAM",1
01:36,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by MITCHELL,CORNELIUS",,,"REBOUND DEF by MITCHELL,CORNELIUS",1
01:09,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",1
--,"REBOUND DEF by KOHNKE,SAM",,,,,,,"REBOUND DEF by KOHNKE,SAM",1
00:56,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",1
00:55,,,,,"STEAL  by DAVIS,RON",,,"STEAL  by DAVIS,RON",1
00:49,,32,,37 (+5),"GOOD LAYUP by YOUNG-BEASLEY,DJ(in the paint)",BU 32-37 (-5),,"GOOD LAYUP by YOUNG-BEASLEY,DJ(in the paint)",1
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",1
00:15,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",1
00:15,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
00:15,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",1
00:01,,32,,40 (+8),"GOOD 3PTR by DAVIS,RON",BU 32-40 (-8),,"GOOD 3PTR by DAVIS,RON",1
--,,,,,"ASSIST  by ANDERSON,DYRON",,,"ASSIST  by ANDERSON,DYRON",1
19:46,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:44,,,,,"FOUL  by SIMPSON,DAVID",,,"FOUL  by SIMPSON,DAVID",2
19:43,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by DAVIS,RON",,,"REBOUND DEF by DAVIS,RON",2
