Time Remaining,MILM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
17:39,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",1
--,"REBOUND OFF by GARDNER,ROBERT",,,,,,,"REBOUND OFF by GARDNER,ROBERT",1
17:34,"GOOD JUMPER by BLANZ,BUCK(in the paint)",5 (+4),,1,,MILM 5-1 (+4),,"GOOD JUMPER by BLANZ,BUCK(in the paint)",1
--,"ASSIST  by GARDNER,ROBERT",,,,,,,"ASSIST  by GARDNER,ROBERT",1
17:09,"FOUL  by GARDNER,ROBERT",,,,,,,"FOUL  by GARDNER,ROBERT",1
17:09,,5 (+3),,2,"GOOD FT by TURNER,MIKE",OUM 5-2 (+3),,"GOOD FT by TURNER,MIKE",1
17:09,,5 (+2),,3,"GOOD FT by TURNER,MIKE",OUM 5-3 (+2),,"GOOD FT by TURNER,MIKE",1
17:09,,5 (+1),,4,"GOOD FT by TURNER,MIKE",OUM 5-4 (+1),,"GOOD FT by TURNER,MIKE",1
17:00,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",1
17:00,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",1
--,,,,,"REBOUND DEF by EDWARDS,JUSTIN",,,"REBOUND DEF by EDWARDS,JUSTIN",1
16:53,,5,,6 (+1),"GOOD LAYUP by EDWARDS,JUSTIN(fastbreak)(in the paint)",OUM 5-6 (-1),,"GOOD LAYUP by EDWARDS,JUSTIN(fastbreak)(in the paint)",1
16:31,"GOOD 3PTR by BLANZ,BUCK",8 (+2),,6,,MILM 8-6 (+2),,"GOOD 3PTR by BLANZ,BUCK",1
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",1
16:13,,,,,"TURNOVER  by EDWARDS,JUSTIN",,,"TURNOVER  by EDWARDS,JUSTIN",1
16:12,"STEAL  by KOHNKE,SAM",,,,,,,"STEAL  by KOHNKE,SAM",1
16:10,"GOOD LAYUP by KOHNKE,SAM(fastbreak)(in the paint)",10 (+4),,6,,MILM 10-6 (+4),,"GOOD LAYUP by KOHNKE,SAM(fastbreak)(in the paint)",1
15:46,,10 (+2),,8,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",OUM 10-8 (+2),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",1
15:19,"GOOD JUMPER by TURNER,JAMES(in the paint)",12 (+4),,8,,MILM 12-8 (+4),,"GOOD JUMPER by TURNER,JAMES(in the paint)",1
15:18,,,,,"FOUL  by LAWRENCE,CHRIS",,,"FOUL  by LAWRENCE,CHRIS",1
15:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:18,"GOOD FT by TURNER,JAMES",13 (+5),,8,,MILM 13-8 (+5),,"GOOD FT by TURNER,JAMES",1
15:18,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
15:18,,,,,"SUB IN by HUGHES,JUSTIN",,,"SUB IN by HUGHES,JUSTIN",1
15:18,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
15:18,,,,,"SUB OUT by EDWARDS,JUSTIN",,,"SUB OUT by EDWARDS,JUSTIN",1
15:06,,,,,"TURNOVER  by PATRICK,DREW",,,"TURNOVER  by PATRICK,DREW",1
14:51,"GOOD JUMPER by BLANZ,BUCK",15 (+7),,8,,MILM 15-8 (+7),,"GOOD JUMPER by BLANZ,BUCK",1
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",1
14:31,,,,,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",1
14:31,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",1
14:31,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",1
14:31,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
14:31,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",1
14:15,"TURNOVER  by COLEMAN,DANIEL",,,,,,,"TURNOVER  by COLEMAN,DANIEL",1
14:15,,,,,"SUB IN by EDWARDS,JUSTIN",,,"SUB IN by EDWARDS,JUSTIN",1
14:15,,,,,"SUB OUT by TURNER,MIKE",,,"SUB OUT by TURNER,MIKE",1
14:02,,15 (+4),,11,"GOOD 3PTR by ANDINO,GEORGE",OUM 15-11 (+4),,"GOOD 3PTR by ANDINO,GEORGE",1
--,,,,,"ASSIST  by HUGHES,JUSTIN",,,"ASSIST  by HUGHES,JUSTIN",1
13:41,"GOOD 3PTR by KOHNKE,SAM",18 (+7),,11,,MILM 18-11 (+7),,"GOOD 3PTR by KOHNKE,SAM",1
--,"ASSIST  by COLEMAN,DANIEL",,,,,,,"ASSIST  by COLEMAN,DANIEL",1
13:13,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",1
13:13,"BLOCK  by KOHNKE,SAM",,,,,,,"BLOCK  by KOHNKE,SAM",1
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",1
13:04,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",1
12:57,"FOUL  by BECKER,SAXTON",,,,,,,"FOUL  by BECKER,SAXTON",1
12:57,,18 (+6),,12,"GOOD FT by PATRICK,DREW",OUM 18-12 (+6),,"GOOD FT by PATRICK,DREW",1
12:57,,,,,"MISS FT by PATRICK,DREW",,,"MISS FT by PATRICK,DREW",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
12:57,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
12:57,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",1
12:57,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",1
12:57,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
12:57,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
12:57,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
12:47,"TURNOVER  by TULLOS,ZACHARY",,,,,,,"TURNOVER  by TULLOS,ZACHARY",1
12:36,,18 (+4),,14,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OUM 18-14 (+4),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",1
12:20,"GOOD 3PTR by GAGEN,BRENNAN",21 (+7),,14,,MILM 21-14 (+7),,"GOOD 3PTR by GAGEN,BRENNAN",1
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",1
12:04,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",1
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",1
11:40,"GOOD JUMPER by KOHNKE,SAM",23 (+9),,14,,MILM 23-14 (+9),,"GOOD JUMPER by KOHNKE,SAM",1
11:25,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",1
11:25,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
11:20,,,,,"MISS LAYUP by PATRICK,DREW",,,"MISS LAYUP by PATRICK,DREW",1
11:20,"BLOCK  by KOHNKE,SAM",,,,,,,"BLOCK  by KOHNKE,SAM",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
11:14,,,,,"MISS LAYUP by PATRICK,DREW",,,"MISS LAYUP by PATRICK,DREW",1
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",1
10:54,,,,,"MISS LAYUP by SIGRIST,CONNOR",,,"MISS LAYUP by SIGRIST,CONNOR",1
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",1
10:33,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",1
10:33,,,,,"SUB IN by TURNER,MIKE",,,"SUB IN by TURNER,MIKE",1
10:33,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",1
10:33,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
10:33,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
10:33,,,,,"SUB OUT by EDWARDS,JUSTIN",,,"SUB OUT by EDWARDS,JUSTIN",1
10:33,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",1
10:33,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",1
10:33,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
10:25,"MISS JUMPER by KOHNKE,SAM",,,,,,,"MISS JUMPER by KOHNKE,SAM",1
--,"REBOUND OFF by KOHNKE,SAM",,,,,,,"REBOUND OFF by KOHNKE,SAM",1
10:21,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",1
--,"REBOUND OFF by GARDNER,ROBERT",,,,,,,"REBOUND OFF by GARDNER,ROBERT",1
10:04,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",1
10:04,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
10:04,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",1
10:04,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",1
09:53,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",1
09:39,,,,,"TURNOVER  by EDWARDS,JUSTIN",,,"TURNOVER  by EDWARDS,JUSTIN",1
09:15,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by EDWARDS,JUSTIN",,,"REBOUND DEF by EDWARDS,JUSTIN",1
09:10,,23 (+7),,16,"GOOD LAYUP by EDWARDS,JUSTIN(fastbreak)(in the paint)",OUM 23-16 (+7),,"GOOD LAYUP by EDWARDS,JUSTIN(fastbreak)(in the paint)",1
09:09,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",1
09:09,,,,,"MISS FT by EDWARDS,JUSTIN",,,"MISS FT by EDWARDS,JUSTIN",1
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",1
08:53,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",1
08:52,"GOOD LAYUP by KOHNKE,SAM(in the paint)",25 (+9),,16,,MILM 25-16 (+9),,"GOOD LAYUP by KOHNKE,SAM(in the paint)",1
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",1
08:51,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",1
08:51,"MISS FT by KOHNKE,SAM",,,,,,,"MISS FT by KOHNKE,SAM",1
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1
08:51,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
08:51,,,,,"SUB IN by EDWARDS,JUSTIN",,,"SUB IN by EDWARDS,JUSTIN",1
08:51,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
08:51,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",1
08:51,,,,,"SUB OUT by TURNER,MIKE",,,"SUB OUT by TURNER,MIKE",1
08:51,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",1
08:51,,,,,"SUB OUT by HUGHES,JUSTIN",,,"SUB OUT by HUGHES,JUSTIN",1
08:51,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
08:22,,25 (+7),,18,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",OUM 25-18 (+7),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",1
08:21,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",1
08:21,,25 (+6),,19,"GOOD FT by EDWARDS,JUSTIN",OUM 25-19 (+6),,"GOOD FT by EDWARDS,JUSTIN",1
08:05,"TURNOVER  by TURNER,JAMES",,,,,,,"TURNOVER  by TURNER,JAMES",1
08:04,,,,,"STEAL  by ANDINO,GEORGE",,,"STEAL  by ANDINO,GEORGE",1
08:00,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",1
08:00,,25 (+5),,20,"GOOD FT by INUNGU,TOM",OUM 25-20 (+5),,"GOOD FT by INUNGU,TOM",1
08:00,,25 (+4),,21,"GOOD FT by INUNGU,TOM",OUM 25-21 (+4),,"GOOD FT by INUNGU,TOM",1
08:00,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",1
08:00,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
07:48,"MISS JUMPER by GARDNER,ROBERT",,,,,,,"MISS JUMPER by GARDNER,ROBERT",1
--,,,,,"REBOUND DEF by EDWARDS,JUSTIN",,,"REBOUND DEF by EDWARDS,JUSTIN",1
07:37,,25 (+1),,24,"GOOD 3PTR by PATRICK,DREW",OUM 25-24 (+1),,"GOOD 3PTR by PATRICK,DREW",1
07:20,"MISS JUMPER by KOHNKE,SAM",,,,,,,"MISS JUMPER by KOHNKE,SAM",1
--,,,,,"REBOUND DEF by EDWARDS,JUSTIN",,,"REBOUND DEF by EDWARDS,JUSTIN",1
07:18,"FOUL  by KOHNKE,SAM",,,,,,,"FOUL  by KOHNKE,SAM",1
07:18,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
07:18,,25,,25,"GOOD FT by EDWARDS,JUSTIN",OUM 25-25 (0),,"GOOD FT by EDWARDS,JUSTIN",1
07:18,,25,,26 (+1),"GOOD FT by EDWARDS,JUSTIN",OUM 25-26 (-1),,"GOOD FT by EDWARDS,JUSTIN",1
07:07,"MISS LAYUP by KOHNKE,SAM",,,,,,,"MISS LAYUP by KOHNKE,SAM",1
07:07,,,,,"BLOCK  by PATRICK,DREW",,,"BLOCK  by PATRICK,DREW",1
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",1
06:51,,25,,28 (+3),"GOOD LAYUP by INUNGU,TOM(in the paint)",OUM 25-28 (-3),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
--,,,,,"ASSIST  by EDWARDS,JUSTIN",,,"ASSIST  by EDWARDS,JUSTIN",1
06:29,"GOOD JUMPER by TURNER,JAMES",27,,28 (+1),,MILM 27-28 (-1),,"GOOD JUMPER by TURNER,JAMES",1
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",1
06:11,,27,,31 (+4),"GOOD 3PTR by PATRICK,DREW",OUM 27-31 (-4),,"GOOD 3PTR by PATRICK,DREW",1
--,,,,,"ASSIST  by EDWARDS,JUSTIN",,,"ASSIST  by EDWARDS,JUSTIN",1
05:57,"TURNOVER  by GARDNER,ROBERT",,,,,,,"TURNOVER  by GARDNER,ROBERT",1
05:57,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",1
05:57,"SUB IN by BURT,DERRICK",,,,,,,"SUB IN by BURT,DERRICK",1
05:57,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",1
05:57,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
05:57,,,,,"SUB IN by TURNER,MIKE",,,"SUB IN by TURNER,MIKE",1
05:57,,,,,"SUB IN by HUGHES,JUSTIN",,,"SUB IN by HUGHES,JUSTIN",1
05:57,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",1
05:57,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
05:42,,,,,"MISS JUMPER by EDWARDS,JUSTIN",,,"MISS JUMPER by EDWARDS,JUSTIN",1
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",1
05:40,,27,,33 (+6),"GOOD LAYUP by INUNGU,TOM(in the paint)",OUM 27-33 (-6),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
05:20,"MISS 3PTR by COLEMAN,DANIEL",,,,,,,"MISS 3PTR by COLEMAN,DANIEL",1
--,,,,,"REBOUND DEF by TURNER,MIKE",,,"REBOUND DEF by TURNER,MIKE",1
05:12,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",1
--,"REBOUND DEF by BURT,DERRICK",,,,,,,"REBOUND DEF by BURT,DERRICK",1
05:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:59,"TURNOVER  by TURNER,JAMES",,,,,,,"TURNOVER  by TURNER,JAMES",1
04:51,,27,,35 (+8),"GOOD LAYUP by PATRICK,DREW(in the paint)",OUM 27-35 (-8),,"GOOD LAYUP by PATRICK,DREW(in the paint)",1
04:31,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",1
04:30,,,,,"STEAL  by PATRICK,DREW",,,"STEAL  by PATRICK,DREW",1
04:22,,,,,"TURNOVER  by EDWARDS,JUSTIN",,,"TURNOVER  by EDWARDS,JUSTIN",1
04:21,"STEAL  by COLEMAN,DANIEL",,,,,,,"STEAL  by COLEMAN,DANIEL",1
04:17,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
04:17,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",1
03:59,"MISS JUMPER by TURNER,JAMES",,,,,,,"MISS JUMPER by TURNER,JAMES",1
--,"REBOUND OFF by COLEMAN,DANIEL",,,,,,,"REBOUND OFF by COLEMAN,DANIEL",1
03:52,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",29,,35 (+6),,MILM 29-35 (-6),,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",1
--,"ASSIST  by COLEMAN,DANIEL",,,,,,,"ASSIST  by COLEMAN,DANIEL",1
03:31,"FOUL  by COLEMAN,DANIEL",,,,,,,"FOUL  by COLEMAN,DANIEL",1
03:31,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
03:31,,29,,36 (+7),"GOOD FT by EDWARDS,JUSTIN",OUM 29-36 (-7),,"GOOD FT by EDWARDS,JUSTIN",1
03:31,,29,,37 (+8),"GOOD FT by EDWARDS,JUSTIN",OUM 29-37 (-8),,"GOOD FT by EDWARDS,JUSTIN",1
03:04,"MISS 3PTR by COLEMAN,DANIEL",,,,,,,"MISS 3PTR by COLEMAN,DANIEL",1
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",1
03:00,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
03:00,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
02:59,,,,,"MISS 3PTR by TURNER,MIKE",,,"MISS 3PTR by TURNER,MIKE",1
--,"REBOUND DEF by COLEMAN,DANIEL",,,,,,,"REBOUND DEF by COLEMAN,DANIEL",1
02:41,,,,,"FOUL  by HUGHES,JUSTIN",,,"FOUL  by HUGHES,JUSTIN",1
02:41,"MISS FT by GARDNER,ROBERT",,,,,,,"MISS FT by GARDNER,ROBERT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:41,"GOOD FT by GARDNER,ROBERT",30,,37 (+7),,MILM 30-37 (-7),,"GOOD FT by GARDNER,ROBERT",1
02:41,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",1
02:41,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",1
02:41,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",1
02:41,"SUB OUT by BURT,DERRICK",,,,,,,"SUB OUT by BURT,DERRICK",1
02:28,,30,,39 (+9),"GOOD JUMPER by EDWARDS,JUSTIN",OUM 30-39 (-9),,"GOOD JUMPER by EDWARDS,JUSTIN",1
02:06,"GOOD JUMPER by KOHNKE,SAM",32,,39 (+7),,MILM 32-39 (-7),,"GOOD JUMPER by KOHNKE,SAM",1
--,"ASSIST  by MANCUSO,LOGAN",,,,,,,"ASSIST  by MANCUSO,LOGAN",1
01:44,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",1
--,"REBOUND DEF by COLEMAN,DANIEL",,,,,,,"REBOUND DEF by COLEMAN,DANIEL",1
01:38,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",1
01:38,"GOOD FT by COLEMAN,DANIEL",33,,39 (+6),,MILM 33-39 (-6),,"GOOD FT by COLEMAN,DANIEL",1
01:38,"GOOD FT by COLEMAN,DANIEL",34,,39 (+5),,MILM 34-39 (-5),,"GOOD FT by COLEMAN,DANIEL",1
01:38,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
01:38,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
01:38,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",1
01:38,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",1
01:38,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",1
01:38,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
01:38,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
01:38,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
01:16,,34,,42 (+8),"GOOD 3PTR by HUGHES,JUSTIN",OUM 34-42 (-8),,"GOOD 3PTR by HUGHES,JUSTIN",1
--,,,,,"ASSIST  by EDWARDS,JUSTIN",,,"ASSIST  by EDWARDS,JUSTIN",1
01:06,"MISS 3PTR by GARDNER,ROBERT",,,,,,,"MISS 3PTR by GARDNER,ROBERT",1
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1
00:45,,,,,"MISS 3PTR by HUGHES,JUSTIN",,,"MISS 3PTR by HUGHES,JUSTIN",1
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",1
00:33,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",1
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1
00:07,,,,,"MISS LAYUP by EDWARDS,JUSTIN",,,"MISS LAYUP by EDWARDS,JUSTIN",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
00:02,"GOOD LAYUP by KOHNKE,SAM(fastbreak)(in the paint)",36,,42 (+6),,MILM 36-42 (-6),,"GOOD LAYUP by KOHNKE,SAM(fastbreak)(in the paint)",1
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",1
19:40,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
19:24,"GOOD 3PTR by BLANZ,BUCK",39,,42 (+3),,MILM 39-42 (-3),,"GOOD 3PTR by BLANZ,BUCK",2
--,"ASSIST  by TURNER,JAMES",,,,,,,"ASSIST  by TURNER,JAMES",2
18:53,,39,,44 (+5),"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",OUM 39-44 (-5),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
18:52,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
18:52,,39,,45 (+6),"GOOD FT by EDWARDS,JUSTIN",OUM 39-45 (-6),,"GOOD FT by EDWARDS,JUSTIN",2
18:38,"GOOD 3PTR by GAGEN,BRENNAN",42,,45 (+3),,MILM 42-45 (-3),,"GOOD 3PTR by GAGEN,BRENNAN",2
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",2
18:24,,,,,"TURNOVER  by TURNER,MIKE",,,"TURNOVER  by TURNER,MIKE",2
18:04,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by TURNER,MIKE",,,"REBOUND DEF by TURNER,MIKE",2
17:57,,,,,"MISS JUMPER by TURNER,MIKE",,,"MISS JUMPER by TURNER,MIKE",2
