Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,RCMBB12,Game Score,Team Indicator,Play,Period
09:47,,,,,"SUB IN by KILPATRICK,KORY",,,"SUB IN by KILPATRICK,KORY",1
09:47,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",1
09:47,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",1
09:47,,,,,"SUB OUT by MILLER,JOEY",,,"SUB OUT by MILLER,JOEY",1
09:47,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",1
09:47,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
09:40,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
09:30,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",1
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",1
08:57,,,,,"MISS JUMPER by GALLAGHER,MICHAEL",,,"MISS JUMPER by GALLAGHER,MICHAEL",1
--,,,,,"REBOUND OFF by DUNAVANT,JOHN",,,"REBOUND OFF by DUNAVANT,JOHN",1
08:51,,,,,"MISS LAYUP by DUNAVANT,JOHN",,,"MISS LAYUP by DUNAVANT,JOHN",1
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",1
08:47,"FOUL  by STEIOFF,ANDREW",,,,,,,"FOUL  by STEIOFF,ANDREW",1
08:47,,23,,29 (+6),"GOOD FT by HARTWELL,THEO",RCMBB12 23-29 (+6),,"GOOD FT by HARTWELL,THEO",1
08:47,,23,,30 (+7),"GOOD FT by HARTWELL,THEO",RCMBB12 23-30 (+7),,"GOOD FT by HARTWELL,THEO",1
08:27,,,,,"FOUL  by GALLAGHER,MICHAEL",,,"FOUL  by GALLAGHER,MICHAEL",1
08:27,"GOOD JUMPER by PURDY,SAM",25,,30 (+5),,OUM 25-30 (+5),,"GOOD JUMPER by PURDY,SAM",1
08:27,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",1
--,,,,,"REBOUND OFF by KILPATRICK,KORY",,,"REBOUND OFF by KILPATRICK,KORY",1
08:18,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",1
08:14,,,,,"MISS FT by HARTWELL,THEO",,,"MISS FT by HARTWELL,THEO",1
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",1
08:00,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",1
07:57,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",1
07:57,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",1
07:55,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",1
07:55,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",1
07:42,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",1
07:42,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",1
07:24,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",1
07:06,"TURNOVER  by JOVAAG,BRANDEN",,,,,,,"TURNOVER  by JOVAAG,BRANDEN",1
07:04,,,,,"STEAL  by GALOW,ANDREW",,,"STEAL  by GALOW,ANDREW",1
06:59,,25,,32 (+7),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 25-32 (+7),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",1
06:41,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",1
06:38,,25,,33 (+8),"GOOD FT by GALOW,ANDREW",RCMBB12 25-33 (+8),,"GOOD FT by GALOW,ANDREW",1
06:22,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",1
--,"REBOUND OFF by CERONE,TYLER",,,,,,,"REBOUND OFF by CERONE,TYLER",1
06:11,"MISS LAYUP by PITTS,ALEC",,,,,,,"MISS LAYUP by PITTS,ALEC",1
06:11,,,,,"BLOCK  by WATSON,SHANE",,,"BLOCK  by WATSON,SHANE",1
--,"REBOUND OFF by PITTS,ALEC",,,,,,,"REBOUND OFF by PITTS,ALEC",1
05:53,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",1
05:53,"MISS FT by PITTS,ALEC",,,,,,,"MISS FT by PITTS,ALEC",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:53,"GOOD FT by PITTS,ALEC",26,,33 (+7),,OUM 26-33 (+7),,"GOOD FT by PITTS,ALEC",1
05:53,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",1
05:53,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",1
05:53,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",1
05:53,"SUB OUT by CERONE,TYLER",,,,,,,"SUB OUT by CERONE,TYLER",1
05:53,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",1
05:53,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",1
05:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:22,,26,,35 (+9),"GOOD LAYUP by WATSON,SHANE(in the paint)",RCMBB12 26-35 (+9),,"GOOD LAYUP by WATSON,SHANE(in the paint)",1
04:58,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",1
04:50,,,,,"STEAL  by DUNAVANT,JOHN",,,"STEAL  by DUNAVANT,JOHN",1
04:45,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",1
04:45,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",1
04:45,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",1
04:45,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",1
04:38,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
04:30,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",1
04:27,,,,,"STEAL  by HARTWELL,THEO",,,"STEAL  by HARTWELL,THEO",1
04:24,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
04:04,"GOOD 3PTR by PURDY,SAM",29,,35 (+6),,OUM 29-35 (+6),,"GOOD 3PTR by PURDY,SAM",1
--,"ASSIST  by COURSON,TYLER",,,,,,,"ASSIST  by COURSON,TYLER",1
03:40,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
03:18,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",1
03:18,"GOOD FT by STEIOFF,ANDREW",30,,35 (+5),,OUM 30-35 (+5),,"GOOD FT by STEIOFF,ANDREW",1
03:18,"MISS FT by STEIOFF,ANDREW",,,,,,,"MISS FT by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by MILLER,JOEY",,,"REBOUND DEF by MILLER,JOEY",1
03:18,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
03:18,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",1
03:18,,,,,"SUB IN by MILLER,JOEY",,,"SUB IN by MILLER,JOEY",1
03:18,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",1
03:18,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",1
03:18,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",1
02:54,"GOOD 3PTR by PITTS,ALEC",33,,35 (+2),,OUM 33-35 (+2),,"GOOD 3PTR by PITTS,ALEC",1
02:24,,33,,38 (+5),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB12 33-38 (+5),,"GOOD 3PTR by GALLAGHER,MICHAEL",1
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",1
02:15,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",1
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",1
01:51,,33,,41 (+8),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB12 33-41 (+8),,"GOOD 3PTR by GALLAGHER,MICHAEL",1
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",1
01:12,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",1
01:12,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",1
01:08,"TURNOVER  by PITTS,ALEC",,,,,,,"TURNOVER  by PITTS,ALEC",1
01:04,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
01:04,"STEAL  by JOVAAG,BRANDEN",,,,,,,"STEAL  by JOVAAG,BRANDEN",1
01:04,"GOOD 3PTR by PITTS,ALEC",36,,41 (+5),,OUM 36-41 (+5),,"GOOD 3PTR by PITTS,ALEC",1
--,"ASSIST  by JOVAAG,BRANDEN",,,,,,,"ASSIST  by JOVAAG,BRANDEN",1
00:55,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",1
00:53,"STEAL  by DAVIS,ALEX",,,,,,,"STEAL  by DAVIS,ALEX",1
00:47,,,,,"FOUL  by GALOW,ANDREW",,,"FOUL  by GALOW,ANDREW",1
00:41,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:24,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",1
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",1
00:24,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",38,,41 (+3),,OUM 38-41 (+3),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
00:12,,,,,"MISS 3PTR by LIVSEY,GEOFF",,,"MISS 3PTR by LIVSEY,GEOFF",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:46,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",2
19:41,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",40,,41 (+1),,OUM 40-41 (+1),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
19:20,"FOUL  by JOVAAG,BRANDEN",,,,,,,"FOUL  by JOVAAG,BRANDEN",2
19:15,,,,,"TURNOVER  by DUNAVANT,JOHN",,,"TURNOVER  by DUNAVANT,JOHN",2
19:13,"MISS LAYUP by STEIOFF,ANDREW",,,,,,,"MISS LAYUP by STEIOFF,ANDREW",2
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",2
18:55,,,,,"MISS JUMPER by KILPATRICK,KORY",,,"MISS JUMPER by KILPATRICK,KORY",2
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",2
18:33,"MISS JUMPER by PURDY,SAM",,,,,,,"MISS JUMPER by PURDY,SAM",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
18:17,,40,,43 (+3),"GOOD JUMPER by HARTWELL,THEO",RCMBB12 40-43 (+3),,"GOOD JUMPER by HARTWELL,THEO",2
17:58,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
17:58,,,,,"SUB IN by MILLER,JOEY",,,"SUB IN by MILLER,JOEY",2
17:58,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
17:54,"GOOD 3PTR by MOLINET,CHRISTIAN",43,,43,,OUM 43-43 (0),,"GOOD 3PTR by MOLINET,CHRISTIAN",2
--,"ASSIST  by STEIOFF,ANDREW",,,,,,,"ASSIST  by STEIOFF,ANDREW",2
17:11,,,,,"MISS JUMPER by KILPATRICK,KORY",,,"MISS JUMPER by KILPATRICK,KORY",2
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",2
17:04,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",45 (+2),,43,,OUM 45-43 (-2),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
16:46,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",2
16:46,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
16:46,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
16:46,"SUB OUT by CERONE,TYLER",,,,,,,"SUB OUT by CERONE,TYLER",2
16:46,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
16:46,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
16:32,,,,,"FOUL  by KILPATRICK,KORY",,,"FOUL  by KILPATRICK,KORY",2
16:32,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
16:32,"SUB IN by CERONE,TYLER",,,,,,,"SUB IN by CERONE,TYLER",2
16:32,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
16:32,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
16:16,"FOUL  by CERONE,TYLER",,,,,,,"FOUL  by CERONE,TYLER",2
15:54,"FOUL  by JOVAAG,BRANDEN",,,,,,,"FOUL  by JOVAAG,BRANDEN",2
