Time Remaining,BIRMINGHAM SOUTHERN,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
18:06,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
18:04,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
18:04,,,,,"STEAL  by BOULDIN,BRETT",,,"STEAL  by BOULDIN,BRETT",2
18:00,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
17:54,,19,,38 (+19),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 19-38 (+19),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
17:40,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
17:28,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
17:27,,,,,"STEAL  by BROWN,TYLER",,,"STEAL  by BROWN,TYLER",2
17:15,,19,,40 (+21),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 19-40 (+21),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
17:02,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",21,,40 (+19),,BIRMINGHAM SOUTHERN 21-40 (+19),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",2
16:52,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
16:52,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
16:50,"MISS LAYUP by WHITE,BLAISE",,,,,,,"MISS LAYUP by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
16:34,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
16:34,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:34,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
16:34,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
16:34,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
16:34,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
16:34,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
16:18,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
16:00,,21,,42 (+21),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 21-42 (+21),,"GOOD JUMPER by CARTER,KESHONN",2
15:44,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
15:44,"MISS FT by RICHARDS,ZAC",,,,,,,"MISS FT by RICHARDS,ZAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:44,"GOOD FT by RICHARDS,ZAC",22,,42 (+20),,BIRMINGHAM SOUTHERN 22-42 (+20),,"GOOD FT by RICHARDS,ZAC",2
15:44,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
15:44,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
15:23,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by VEAL,ROBERT",,,"REBOUND OFF by VEAL,ROBERT",2
15:23,"FOUL  by KEGARISE,KEVIN",,,,,,,"FOUL  by KEGARISE,KEVIN",2
15:21,,22,,44 (+22),"GOOD JUMPER by BROWN,TYLER",SEWANEE 22-44 (+22),,"GOOD JUMPER by BROWN,TYLER",2
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",2
15:12,,,,,"FOUL  by BRYANT,VALENTINO",,,"FOUL  by BRYANT,VALENTINO",2
15:07,"GOOD FT by SCHAMP,GRIFFIN",23,,44 (+21),,BIRMINGHAM SOUTHERN 23-44 (+21),,"GOOD FT by SCHAMP,GRIFFIN",2
14:55,"GOOD FT by SCHAMP,GRIFFIN",24,,44 (+20),,BIRMINGHAM SOUTHERN 24-44 (+20),,"GOOD FT by SCHAMP,GRIFFIN",2
14:55,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
14:55,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
14:51,,24,,46 (+22),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEWANEE 24-46 (+22),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",2
14:36,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
14:28,,24,,49 (+25),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 24-49 (+25),,"GOOD 3PTR by AFFRONTI,LEWIS",2
14:17,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
14:17,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:17,"GOOD FT by SCHAMP,GRIFFIN",25,,49 (+24),,BIRMINGHAM SOUTHERN 25-49 (+24),,"GOOD FT by SCHAMP,GRIFFIN",2
14:17,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
14:17,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
14:17,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:17,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
14:09,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
14:06,,25,,51 (+26),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 25-51 (+26),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
13:59,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
13:59,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",2
13:59,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
13:59,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
13:59,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
13:53,,25,,53 (+28),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEWANEE 25-53 (+28),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
13:45,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:26,"MISS JUMPER by HOLLAND,JASON",,,,,,,"MISS JUMPER by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
13:07,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND DEF by ASSANESI,KELLY",,,,,,,"REBOUND DEF by ASSANESI,KELLY",2
13:00,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
12:55,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
12:54,"STEAL  by ASSANESI,KELLY",,,,,,,"STEAL  by ASSANESI,KELLY",2
12:52,"MISS JUMPER by ASSANESI,KELLY",,,,,,,"MISS JUMPER by ASSANESI,KELLY",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
12:45,,25,,55 (+30),"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",SEWANEE 25-55 (+30),,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",2
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",2
12:41,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
12:41,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
12:41,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
12:41,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
12:41,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
12:41,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
12:41,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
12:41,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
12:41,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
12:41,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
12:41,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
12:36,"GOOD JUMPER by MARSCHNER,BRENDAN",27,,55 (+28),,BIRMINGHAM SOUTHERN 27-55 (+28),,"GOOD JUMPER by MARSCHNER,BRENDAN",2
12:32,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
12:32,"GOOD FT by MARSCHNER,BRENDAN",28,,55 (+27),,BIRMINGHAM SOUTHERN 28-55 (+27),,"GOOD FT by MARSCHNER,BRENDAN",2
12:32,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
12:32,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
12:12,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
12:12,"STEAL  by ASSANESI,KELLY",,,,,,,"STEAL  by ASSANESI,KELLY",2
11:57,"MISS 3PTR by ASSANESI,KELLY",,,,,,,"MISS 3PTR by ASSANESI,KELLY",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
11:49,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
11:48,"STEAL  by HOLLAND,JASON",,,,,,,"STEAL  by HOLLAND,JASON",2
11:43,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
11:43,"MISS FT by ASSANESI,KELLY",,,,,,,"MISS FT by ASSANESI,KELLY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:43,"MISS FT by ASSANESI,KELLY",,,,,,,"MISS FT by ASSANESI,KELLY",2
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",2
11:43,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
11:43,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
11:43,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
11:43,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
11:26,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
11:05,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
11:01,"MISS JUMPER by FREEMAN,SCHYLAR",,,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
10:56,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
10:56,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
10:56,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
10:56,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
10:56,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
10:56,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
10:56,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
10:56,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
10:56,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
10:56,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
10:56,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",2
10:49,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
10:48,"STEAL  by KEGARISE,KEVIN",,,,,,,"STEAL  by KEGARISE,KEVIN",2
10:43,"GOOD 3PTR by KEGARISE,KEVIN",31,,55 (+24),,BIRMINGHAM SOUTHERN 31-55 (+24),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
10:23,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
10:23,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
10:23,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
10:21,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
10:21,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
10:18,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
10:05,,,,,"MISS FT by BOULDIN,BRETT",,,"MISS FT by BOULDIN,BRETT",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
9:57,"GOOD 3PTR by KEGARISE,KEVIN",34,,55 (+21),,BIRMINGHAM SOUTHERN 34-55 (+21),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
9:47,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
9:47,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
9:33,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
9:16,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
9:01,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
9:01,"GOOD FT by KEGARISE,KEVIN",35,,55 (+20),,BIRMINGHAM SOUTHERN 35-55 (+20),,"GOOD FT by KEGARISE,KEVIN",2
9:01,"GOOD FT by KEGARISE,KEVIN",36,,55 (+19),,BIRMINGHAM SOUTHERN 36-55 (+19),,"GOOD FT by KEGARISE,KEVIN",2
9:01,"GOOD FT by KEGARISE,KEVIN",37,,55 (+18),,BIRMINGHAM SOUTHERN 37-55 (+18),,"GOOD FT by KEGARISE,KEVIN",2
8:49,,37,,57 (+20),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 37-57 (+20),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
8:36,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
8:35,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
8:35,"GOOD FT by RICHARDS,ZAC",38,,57 (+19),,BIRMINGHAM SOUTHERN 38-57 (+19),,"GOOD FT by RICHARDS,ZAC",2
8:35,"GOOD FT by RICHARDS,ZAC",39,,57 (+18),,BIRMINGHAM SOUTHERN 39-57 (+18),,"GOOD FT by RICHARDS,ZAC",2
8:31,,39,,59 (+20),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 39-59 (+20),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
8:23,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
8:22,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
8:22,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
8:15,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
8:15,"GOOD FT by THOMAS,LARRY",40,,59 (+19),,BIRMINGHAM SOUTHERN 40-59 (+19),,"GOOD FT by THOMAS,LARRY",2
8:15,"GOOD FT by THOMAS,LARRY",41,,59 (+18),,BIRMINGHAM SOUTHERN 41-59 (+18),,"GOOD FT by THOMAS,LARRY",2
7:52,,41,,61 (+20),"GOOD JUMPER by BROWN,TYLER",SEWANEE 41-61 (+20),,"GOOD JUMPER by BROWN,TYLER",2
7:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
7:45,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
7:45,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
7:39,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",2
7:38,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
7:33,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
7:28,,41,,63 (+22),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 41-63 (+22),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
7:21,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
7:21,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
6:56,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
6:56,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
6:56,"GOOD FT by THOMAS,LARRY",42,,63 (+21),,BIRMINGHAM SOUTHERN 42-63 (+21),,"GOOD FT by THOMAS,LARRY",2
6:25,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by KEGARISE,KEVIN",,,,,,,"REBOUND DEF by KEGARISE,KEVIN",2
6:15,"GOOD JUMPER by THOMAS,LARRY(in the paint)",44,,63 (+19),,BIRMINGHAM SOUTHERN 44-63 (+19),,"GOOD JUMPER by THOMAS,LARRY(in the paint)",2
5:46,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
5:46,,44,,64 (+20),"GOOD FT by HODGE,NILAN",SEWANEE 44-64 (+20),,"GOOD FT by HODGE,NILAN",2
5:46,,44,,65 (+21),"GOOD FT by HODGE,NILAN",SEWANEE 44-65 (+21),,"GOOD FT by HODGE,NILAN",2
5:34,"GOOD 3PTR by KEGARISE,KEVIN",47,,65 (+18),,BIRMINGHAM SOUTHERN 47-65 (+18),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
5:28,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",2
5:27,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
5:26,"GOOD LAYUP by THOMAS,LARRY(in the paint)",49,,65 (+16),,BIRMINGHAM SOUTHERN 49-65 (+16),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
5:22,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
5:22,,,,,"FOUL TECH by HODGE,NILAN",,,"FOUL TECH by HODGE,NILAN",2
5:22,"GOOD FT by KEGARISE,KEVIN",50,,65 (+15),,BIRMINGHAM SOUTHERN 50-65 (+15),,"GOOD FT by KEGARISE,KEVIN",2
5:22,"GOOD FT by KEGARISE,KEVIN",51,,65 (+14),,BIRMINGHAM SOUTHERN 51-65 (+14),,"GOOD FT by KEGARISE,KEVIN",2
5:18,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
5:18,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
5:06,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
5:06,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
5:06,,51,,66 (+15),"GOOD FT by BROWN,TYLER",SEWANEE 51-66 (+15),,"GOOD FT by BROWN,TYLER",2
4:56,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND OFF by WHITE,BLAISE",,,,,,,"REBOUND OFF by WHITE,BLAISE",2
4:50,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
4:36,,51,,68 (+17),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 51-68 (+17),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",2
4:23,"GOOD JUMPER by THOMAS,LARRY",53,,68 (+15),,BIRMINGHAM SOUTHERN 53-68 (+15),,"GOOD JUMPER by THOMAS,LARRY",2
4:18,,53,,70 (+17),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 53-70 (+17),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
3:57,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
3:35,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
3:29,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
3:29,,53,,71 (+18),"GOOD FT by BRYANT,VALENTINO",SEWANEE 53-71 (+18),,"GOOD FT by BRYANT,VALENTINO",2
3:29,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by MARSCHNER,BRENDAN",,,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",2
3:20,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
3:11,,53,,73 (+20),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 53-73 (+20),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
3:11,"FOUL  by MARSCHNER,BRENDAN",,,,,,,"FOUL  by MARSCHNER,BRENDAN",2
3:11,,53,,74 (+21),"GOOD FT by BRYANT,VALENTINO",SEWANEE 53-74 (+21),,"GOOD FT by BRYANT,VALENTINO",2
3:03,"GOOD 3PTR by KEGARISE,KEVIN",56,,74 (+18),,BIRMINGHAM SOUTHERN 56-74 (+18),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
2:54,,56,,76 (+20),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 56-76 (+20),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",2
2:46,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
2:37,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
2:22,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
2:06,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
2:03,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
1:52,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
