Time Remaining,BOYCE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
12:04,,,,,"STEAL  by BOULDIN,BRETT",,,"STEAL  by BOULDIN,BRETT",1
12:01,,8,,30 (+22),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 8-30 (+22),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
11:50,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",1
11:50,"GOOD FT by FARLEY,ERIC",9,,30 (+21),,BOYCE 9-30 (+21),,"GOOD FT by FARLEY,ERIC",1
11:50,"GOOD FT by FARLEY,ERIC",10,,30 (+20),,BOYCE 10-30 (+20),,"GOOD FT by FARLEY,ERIC",1
11:37,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",1
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",1
11:31,,10,,32 (+22),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 10-32 (+22),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
11:14,"GOOD 3PTR by FARLEY,ERIC",13,,32 (+19),,BOYCE 13-32 (+19),,"GOOD 3PTR by FARLEY,ERIC",1
10:58,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",1
10:56,"STEAL  by AMMON,ETHAN",,,,,,,"STEAL  by AMMON,ETHAN",1
10:49,"MISS 3PTR by MASON,TREVOR",,,,,,,"MISS 3PTR by MASON,TREVOR",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
10:28,"FOUL  by AMMON,ETHAN",,,,,,,"FOUL  by AMMON,ETHAN",1
10:28,,,,,MISS FT by TEAM,,,MISS FT by TEAM,1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:28,,,,,MISS FT by TEAM,,,MISS FT by TEAM,1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
9:53,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
9:33,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
9:25,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",1
9:11,"TURNOVER  by BLAND,EMMANUEL",,,,,,,"TURNOVER  by BLAND,EMMANUEL",1
9:09,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",1
8:50,,13,,35 (+22),"GOOD 3PTR by BROWN,SETH",SEWANEE 13-35 (+22),,"GOOD 3PTR by BROWN,SETH",1
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",1
8:32,"MISS 3PTR by FARLEY,ERIC",,,,,,,"MISS 3PTR by FARLEY,ERIC",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
8:15,,13,,37 (+24),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 13-37 (+24),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
8:11,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
7:55,"MISS 3PTR by BLAND,EMMANUEL",,,,,,,"MISS 3PTR by BLAND,EMMANUEL",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
7:46,,13,,40 (+27),"GOOD 3PTR by BORN,LEO",SEWANEE 13-40 (+27),,"GOOD 3PTR by BORN,LEO",1
--,,,,,"ASSIST  by DOWNEY,WILL",,,"ASSIST  by DOWNEY,WILL",1
7:27,"MISS JUMPER by AMMON,ETHAN",,,,,,,"MISS JUMPER by AMMON,ETHAN",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
7:06,"FOUL  by MASON,TREVOR",,,,,,,"FOUL  by MASON,TREVOR",1
6:52,"FOUL  by AMMON,ETHAN",,,,,,,"FOUL  by AMMON,ETHAN",1
6:52,,13,,41 (+28),"GOOD FT by BROWN,TYLER",SEWANEE 13-41 (+28),,"GOOD FT by BROWN,TYLER",1
6:52,,,,,MISS FT by TEAM,,,MISS FT by TEAM,1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
6:40,"TURNOVER  by MASON,TREVOR",,,,,,,"TURNOVER  by MASON,TREVOR",1
6:37,,13,,43 (+30),"GOOD LAYUP by AFFRONTI,LEWIS(fastbreak)(in the paint)",SEWANEE 13-43 (+30),,"GOOD LAYUP by AFFRONTI,LEWIS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",1
6:14,"GOOD JUMPER by AMMON,ETHAN",15,,43 (+28),,BOYCE 15-43 (+28),,"GOOD JUMPER by AMMON,ETHAN",1
--,"ASSIST  by MASON,TREVOR",,,,,,,"ASSIST  by MASON,TREVOR",1
5:58,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,"REBOUND DEF by AMMON,ETHAN",,,,,,,"REBOUND DEF by AMMON,ETHAN",1
5:47,"MISS 3PTR by MASON,TREVOR",,,,,,,"MISS 3PTR by MASON,TREVOR",1
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",1
5:29,,15,,46 (+31),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 15-46 (+31),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
5:06,"MISS JUMPER by CRIDER,COLE",,,,,,,"MISS JUMPER by CRIDER,COLE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
4:51,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",1
4:42,"GOOD 3PTR by FARLEY,ERIC",18,,46 (+28),,BOYCE 18-46 (+28),,"GOOD 3PTR by FARLEY,ERIC",1
4:26,,18,,49 (+31),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 18-49 (+31),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",1
4:14,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",1
3:52,"MISS JUMPER by FARLEY,ERIC",,,,,,,"MISS JUMPER by FARLEY,ERIC",1
3:52,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",1
--,"REBOUND OFF by FARLEY,ERIC",,,,,,,"REBOUND OFF by FARLEY,ERIC",1
3:41,"GOOD 3PTR by FARLEY,ERIC",21,,49 (+28),,BOYCE 21-49 (+28),,"GOOD 3PTR by FARLEY,ERIC",1
3:29,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",1
3:23,"STEAL  by HENDRICK,BEAU",,,,,,,"STEAL  by HENDRICK,BEAU",1
3:08,"GOOD 3PTR by FARLEY,ERIC",24,,49 (+25),,BOYCE 24-49 (+25),,"GOOD 3PTR by FARLEY,ERIC",1
--,"ASSIST  by MASON,TREVOR",,,,,,,"ASSIST  by MASON,TREVOR",1
2:52,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",1
--,"REBOUND DEF by AKERS,BEN",,,,,,,"REBOUND DEF by AKERS,BEN",1
2:38,"MISS JUMPER by AMMON,ETHAN",,,,,,,"MISS JUMPER by AMMON,ETHAN",1
2:38,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
2:31,,24,,51 (+27),"GOOD LAYUP by BORN,LEO(fastbreak)(in the paint)",SEWANEE 24-51 (+27),,"GOOD LAYUP by BORN,LEO(fastbreak)(in the paint)",1
2:18,,,,,"FOUL  by ARNOLD,ALEX",,,"FOUL  by ARNOLD,ALEX",1
2:16,"TURNOVER  by MASON,TREVOR",,,,,,,"TURNOVER  by MASON,TREVOR",1
2:14,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",1
2:10,,24,,54 (+30),"GOOD 3PTR by DOWNEY,WILL",SEWANEE 24-54 (+30),,"GOOD 3PTR by DOWNEY,WILL",1
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",1
1:53,,,,,"FOUL  by DOWNEY,WILL",,,"FOUL  by DOWNEY,WILL",1
1:53,"GOOD FT by FARLEY,ERIC",25,,54 (+29),,BOYCE 25-54 (+29),,"GOOD FT by FARLEY,ERIC",1
1:53,"GOOD FT by FARLEY,ERIC",26,,54 (+28),,BOYCE 26-54 (+28),,"GOOD FT by FARLEY,ERIC",1
1:53,"GOOD FT by FARLEY,ERIC",27,,54 (+27),,BOYCE 27-54 (+27),,"GOOD FT by FARLEY,ERIC",1
1:34,,27,,56 (+29),"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 27-56 (+29),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",1
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",1
1:13,"MISS 3PTR by AKERS,BEN",,,,,,,"MISS 3PTR by AKERS,BEN",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
0:45,,,,,"TURNOVER  by TURNER,BYRON",,,"TURNOVER  by TURNER,BYRON",1
0:42,"STEAL  by AMMON,ETHAN",,,,,,,"STEAL  by AMMON,ETHAN",1
0:26,"GOOD JUMPER by MASON,TREVOR",29,,56 (+27),,BOYCE 29-56 (+27),,"GOOD JUMPER by MASON,TREVOR",1
0:07,,29,,58 (+29),"GOOD JUMPER by HODGE,NILAN",SEWANEE 29-58 (+29),,"GOOD JUMPER by HODGE,NILAN",1
0:00,MISS 3PTR by TEAM,,,,,,,MISS 3PTR by TEAM,1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:51,"MISS JUMPER by AMMON,ETHAN",,,,,,,"MISS JUMPER by AMMON,ETHAN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
19:32,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
19:26,"MISS 3PTR by FARLEY,ERIC",,,,,,,"MISS 3PTR by FARLEY,ERIC",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
19:13,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND DEF by BLAND,EMMANUEL",,,,,,,"REBOUND DEF by BLAND,EMMANUEL",2
19:06,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
19:06,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:06,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
18:54,,29,,60 (+31),"GOOD JUMPER by BROWN,TYLER(in the paint)",SEWANEE 29-60 (+31),,"GOOD JUMPER by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
18:39,"MISS JUMPER by FARLEY,ERIC",,,,,,,"MISS JUMPER by FARLEY,ERIC",2
18:39,,,,,"BLOCK  by AFFRONTI,LEWIS",,,"BLOCK  by AFFRONTI,LEWIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:25,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
18:25,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:25,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:09,,29,,62 (+33),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 29-62 (+33),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
17:44,"GOOD JUMPER by AMMON,ETHAN",31,,62 (+31),,BOYCE 31-62 (+31),,"GOOD JUMPER by AMMON,ETHAN",2
--,"ASSIST  by BLAND,EMMANUEL",,,,,,,"ASSIST  by BLAND,EMMANUEL",2
17:27,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
17:21,,31,,64 (+33),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 31-64 (+33),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
16:57,"MISS JUMPER by CRIDER,COLE",,,,,,,"MISS JUMPER by CRIDER,COLE",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
16:44,"FOUL  by CRIDER,COLE",,,,,,,"FOUL  by CRIDER,COLE",2
16:44,,31,,65 (+34),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 31-65 (+34),,"GOOD FT by AFFRONTI,LEWIS",2
16:29,,,,,MISS FT by TEAM,,,MISS FT by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:23,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
16:23,"GOOD FT by AMMON,ETHAN",32,,65 (+33),,BOYCE 32-65 (+33),,"GOOD FT by AMMON,ETHAN",2
16:23,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:17,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
15:56,"TURNOVER  by BLAND,EMMANUEL",,,,,,,"TURNOVER  by BLAND,EMMANUEL",2
15:54,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
15:45,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by CRIDER,COLE",,,,,,,"REBOUND DEF by CRIDER,COLE",2
15:38,"TURNOVER  by FARLEY,ERIC",,,,,,,"TURNOVER  by FARLEY,ERIC",2
15:21,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
15:20,"STEAL  by MASON,TREVOR",,,,,,,"STEAL  by MASON,TREVOR",2
15:17,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
15:17,"GOOD FT by MASON,TREVOR",33,,65 (+32),,BOYCE 33-65 (+32),,"GOOD FT by MASON,TREVOR",2
15:17,"GOOD FT by MASON,TREVOR",34,,65 (+31),,BOYCE 34-65 (+31),,"GOOD FT by MASON,TREVOR",2
15:02,"FOUL  by MASON,TREVOR",,,,,,,"FOUL  by MASON,TREVOR",2
14:51,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
14:49,"STEAL  by MASON,TREVOR",,,,,,,"STEAL  by MASON,TREVOR",2
14:47,"GOOD LAYUP by MASON,TREVOR(fastbreak)(in the paint)",36,,65 (+29),,BOYCE 36-65 (+29),,"GOOD LAYUP by MASON,TREVOR(fastbreak)(in the paint)",2
14:32,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
14:32,"BLOCK  by CRIDER,COLE",,,,,,,"BLOCK  by CRIDER,COLE",2
--,,,,,"REBOUND OFF by NELSON,ANVIL",,,"REBOUND OFF by NELSON,ANVIL",2
14:29,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
14:17,"MISS 3PTR by MASON,TREVOR",,,,,,,"MISS 3PTR by MASON,TREVOR",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
14:01,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
13:46,"FOUL  by CRIDER,COLE",,,,,,,"FOUL  by CRIDER,COLE",2
13:46,,36,,66 (+30),"GOOD FT by BROWN,SETH",SEWANEE 36-66 (+30),,"GOOD FT by BROWN,SETH",2
13:46,,36,,67 (+31),"GOOD FT by BROWN,SETH",SEWANEE 36-67 (+31),,"GOOD FT by BROWN,SETH",2
13:31,"MISS JUMPER by BLAND,EMMANUEL",,,,,,,"MISS JUMPER by BLAND,EMMANUEL",2
13:31,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
13:24,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
13:07,,36,,69 (+33),"GOOD TIPIN by BROWN,SETH(in the paint)",SEWANEE 36-69 (+33),,"GOOD TIPIN by BROWN,SETH(in the paint)",2
13:01,"GOOD 3PTR by MASON,TREVOR",39,,69 (+30),,BOYCE 39-69 (+30),,"GOOD 3PTR by MASON,TREVOR",2
12:55,,39,,72 (+33),"GOOD 3PTR by BROWN,SETH",SEWANEE 39-72 (+33),,"GOOD 3PTR by BROWN,SETH",2
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",2
12:45,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
12:45,"GOOD FT by CRIDER,COLE",40,,72 (+32),,BOYCE 40-72 (+32),,"GOOD FT by CRIDER,COLE",2
12:45,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
12:35,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND DEF by CRIDER,COLE",,,,,,,"REBOUND DEF by CRIDER,COLE",2
12:21,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
12:18,"GOOD JUMPER by CRIDER,COLE",42,,72 (+30),,BOYCE 42-72 (+30),,"GOOD JUMPER by CRIDER,COLE",2
--,"ASSIST  by MASON,TREVOR",,,,,,,"ASSIST  by MASON,TREVOR",2
12:07,"FOUL  by MASON,TREVOR",,,,,,,"FOUL  by MASON,TREVOR",2
12:01,,42,,75 (+33),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 42-75 (+33),,"GOOD 3PTR by BOULDIN,BRETT",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
11:54,"GOOD LAYUP by MASON,TREVOR(in the paint)",44,,75 (+31),,BOYCE 44-75 (+31),,"GOOD LAYUP by MASON,TREVOR(in the paint)",2
11:40,,,,,"MISS 3PTR by BRYANT,VALENTINO",,,"MISS 3PTR by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BOULDIN,BRETT",,,"REBOUND OFF by BOULDIN,BRETT",2
11:31,,44,,78 (+34),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 44-78 (+34),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
11:18,"MISS 3PTR by MASON,TREVOR",,,,,,,"MISS 3PTR by MASON,TREVOR",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
11:01,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
10:59,"STEAL  by AKERS,BEN",,,,,,,"STEAL  by AKERS,BEN",2
10:51,"MISS 3PTR by BLAND,EMMANUEL",,,,,,,"MISS 3PTR by BLAND,EMMANUEL",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
10:42,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
10:42,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
10:41,"GOOD 3PTR by AKERS,BEN",47,,78 (+31),,BOYCE 47-78 (+31),,"GOOD 3PTR by AKERS,BEN",2
10:31,,47,,80 (+33),"GOOD JUMPER by BROWN,TYLER(in the paint)",SEWANEE 47-80 (+33),,"GOOD JUMPER by BROWN,TYLER(in the paint)",2
