Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
14:26,,8,,10 (+2),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 8-10 (+2),,"GOOD 3PTR by AFFRONTI,LEWIS",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
13:59,"GOOD LAYUP by BERGER,RYAN(in the paint)",10,,10,,MILLSAPS 10-10 (0),,"GOOD LAYUP by BERGER,RYAN(in the paint)",1
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",1
13:39,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
13:34,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",1
13:30,,10,,11 (+1),"GOOD FT by CARTER,KESHONN",SEWANEE 10-11 (+1),,"GOOD FT by CARTER,KESHONN",1
13:30,,10,,12 (+2),"GOOD FT by CARTER,KESHONN",SEWANEE 10-12 (+2),,"GOOD FT by CARTER,KESHONN",1
13:30,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",1
13:30,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",1
13:30,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",1
13:30,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",1
13:30,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
13:30,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
13:30,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
13:30,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
13:30,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
13:30,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",1
13:30,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",1
13:30,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
13:25,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",1
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",1
13:20,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",1
13:17,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",1
13:17,"GOOD FT by BERGER,RYAN",11,,12 (+1),,MILLSAPS 11-12 (+1),,"GOOD FT by BERGER,RYAN",1
13:17,"GOOD FT by BERGER,RYAN",12,,12,,MILLSAPS 12-12 (0),,"GOOD FT by BERGER,RYAN",1
13:17,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
13:17,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
13:04,,12,,15 (+3),"GOOD 3PTR by HODGE,NILAN",SEWANEE 12-15 (+3),,"GOOD 3PTR by HODGE,NILAN",1
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",1
12:45,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
12:45,"GOOD FT by GILLIGAN,TULLY",13,,15 (+2),,MILLSAPS 13-15 (+2),,"GOOD FT by GILLIGAN,TULLY",1
12:45,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
12:45,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
12:45,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
12:23,,13,,17 (+4),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEWANEE 13-17 (+4),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",1
12:06,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
11:47,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",1
11:47,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",1
11:47,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
11:45,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",1
11:34,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
11:24,,,,,"MISS JUMPER by NELSON,ANVIL",,,"MISS JUMPER by NELSON,ANVIL",1
--,"REBOUND DEF by GRIFFON,JACKSON",,,,,,,"REBOUND DEF by GRIFFON,JACKSON",1
11:03,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",1
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",1
10:44,,13,,19 (+6),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEWANEE 13-19 (+6),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",1
10:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
10:23,"GOOD JUMPER by CORTESE,NICK(in the paint)",15,,19 (+4),,MILLSAPS 15-19 (+4),,"GOOD JUMPER by CORTESE,NICK(in the paint)",1
10:01,,15,,21 (+6),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 15-21 (+6),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",1
9:45,MISS JUMPER by TEAM,,,,,,,MISS JUMPER by TEAM,1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
9:14,,15,,23 (+8),"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 15-23 (+8),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",1
8:49,"GOOD 3PTR by WILSON,KEVIN",18,,23 (+5),,MILLSAPS 18-23 (+5),,"GOOD 3PTR by WILSON,KEVIN",1
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",1
8:19,,18,,25 (+7),"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 18-25 (+7),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",1
8:09,"TURNOVER  by CORTESE,NICK",,,,,,,"TURNOVER  by CORTESE,NICK",1
8:07,,18,,27 (+9),"GOOD DUNK by BROWN,TYLER(in the paint)",SEWANEE 18-27 (+9),,"GOOD DUNK by BROWN,TYLER(in the paint)",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
7:54,"MISS 3PTR by WILSON,KEVIN",,,,,,,"MISS 3PTR by WILSON,KEVIN",1
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",1
7:47,,18,,30 (+12),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 18-30 (+12),,"GOOD 3PTR by AFFRONTI,LEWIS",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
7:21,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
7:17,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",1
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",1
7:13,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",1
7:08,"GOOD FT by GILLIGAN,TULLY",19,,30 (+11),,MILLSAPS 19-30 (+11),,"GOOD FT by GILLIGAN,TULLY",1
7:08,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",1
--,"REBOUND OFF by WILSON,KEVIN",,,,,,,"REBOUND OFF by WILSON,KEVIN",1
6:57,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",1
6:56,,,,,"STEAL  by BRYANT,VALENTINO",,,"STEAL  by BRYANT,VALENTINO",1
6:54,,19,,32 (+13),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 19-32 (+13),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",1
6:19,"GOOD LAYUP by BERGER,RYAN(in the paint)",21,,32 (+11),,MILLSAPS 21-32 (+11),,"GOOD LAYUP by BERGER,RYAN(in the paint)",1
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",1
5:57,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",1
5:53,,21,,34 (+13),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 21-34 (+13),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
5:35,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",1
5:18,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",1
5:16,,21,,37 (+16),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 21-37 (+16),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
4:58,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",1
4:58,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",1
4:53,"MISS 3PTR by WILSON,KEVIN",,,,,,,"MISS 3PTR by WILSON,KEVIN",1
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",1
4:32,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",1
4:32,,,,,"BLOCK  by BRYANT,VALENTINO",,,"BLOCK  by BRYANT,VALENTINO",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
4:05,,,,,"MISS JUMPER by BROWN,TYLER",,,"MISS JUMPER by BROWN,TYLER",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
3:58,"GOOD JUMPER by CORTESE,NICK(in the paint)",23,,37 (+14),,MILLSAPS 23-37 (+14),,"GOOD JUMPER by CORTESE,NICK(in the paint)",1
3:41,,23,,39 (+16),"GOOD JUMPER by HODGE,NILAN",SEWANEE 23-39 (+16),,"GOOD JUMPER by HODGE,NILAN",1
3:21,"GOOD JUMPER by CORTESE,NICK(in the paint)",25,,39 (+14),,MILLSAPS 25-39 (+14),,"GOOD JUMPER by CORTESE,NICK(in the paint)",1
3:00,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",1
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",1
2:52,"MISS 3PTR by MOGGED,JEREMY",,,,,,,"MISS 3PTR by MOGGED,JEREMY",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
2:15,,,,,"MISS JUMPER by HODGE,NILAN",,,"MISS JUMPER by HODGE,NILAN",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
1:47,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
1:40,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",1
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",1
1:25,,,,,"MISS 3PTR by HODGE,NILAN",,,"MISS 3PTR by HODGE,NILAN",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
0:57,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
0:53,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
0:27,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",1
0:12,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
08:09,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",1
08:09,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",1
08:09,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
08:09,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",1
08:09,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",1
08:09,SUB OUT by TEAM,,,,,,,SUB OUT by TEAM,1
08:09,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",1
08:09,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",1
08:09,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",1
08:09,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",1
08:09,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",1
08:09,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
08:09,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
08:09,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",1
08:09,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
08:09,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",1
08:09,,,,,SUB OUT by TEAM,,,SUB OUT by TEAM,1
08:09,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
08:09,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
08:09,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
08:09,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
08:09,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
07:08,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",1
07:08,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",1
05:18,"SUB IN by MOGGED,JEREMY",,,,,,,"SUB IN by MOGGED,JEREMY",1
05:18,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",1
03:51,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",1
03:51,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
03:51,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
03:51,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
03:51,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
03:51,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
03:51,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
03:51,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
03:51,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
03:51,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
03:51,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
03:51,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",1
03:51,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
03:51,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
03:51,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",1
03:51,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
01:47,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",1
01:47,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",1
00:57,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",1
00:57,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",1
00:57,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
00:57,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
00:57,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",1
00:57,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",1
00:57,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
00:57,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
00:57,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
00:57,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
00:57,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",1
00:57,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",1
00:40,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",1
00:40,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",1
00:40,"SUB IN by MOGGED,JEREMY",,,,,,,"SUB IN by MOGGED,JEREMY",1
00:40,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
00:40,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",1
00:40,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
00:40,"SUB OUT by MOGGED,JEREMY",,,,,,,"SUB OUT by MOGGED,JEREMY",1
00:40,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",1
00:40,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",1
00:24,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",1
00:24,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",1
19:43,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND DEF by ALLISON,BRANDON",,,,,,,"REBOUND DEF by ALLISON,BRANDON",2
19:14,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",27,,39 (+12),,MILLSAPS 27-39 (+12),,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",2
18:46,,27,,41 (+14),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 27-41 (+14),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
18:25,"MISS JUMPER by ALLISON,BRANDON",,,,,,,"MISS JUMPER by ALLISON,BRANDON",2
18:25,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
18:12,,27,,44 (+17),"GOOD 3PTR by BRYANT,VALENTINO",SEWANEE 27-44 (+17),,"GOOD 3PTR by BRYANT,VALENTINO",2
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",2
17:47,"GOOD 3PTR by KASTNER,MURRAY",30,,44 (+14),,MILLSAPS 30-44 (+14),,"GOOD 3PTR by KASTNER,MURRAY",2
17:20,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
17:20,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
17:19,,,,,"MISS LAYUP by BROWN,TYLER",,,"MISS LAYUP by BROWN,TYLER",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
17:06,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
16:49,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
16:34,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",2
16:32,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
16:27,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
16:27,,,,,"BLOCK  by BROWN,TYLER",,,"BLOCK  by BROWN,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:11,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
